"ple0018","year","bildungsniveau","sampreg","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja","2009","(noch) kein Abschluss","Westdeutschland","48","0.150094275147318","0.115606361358792","0.184582188935843"
"Ja","2009","(noch) kein Abschluss","Ostdeutschland","3","","",""
"Ja","2009","Hauptschule","Westdeutschland","1532","0.309600904159891","0.296901078484471","0.32230072983531"
"Ja","2009","Hauptschule","Ostdeutschland","479","0.403949139169134","0.375224784003457","0.43267349433481"
"Ja","2009","Realschule","Westdeutschland","584","0.198993684524917","0.185038215434759","0.212949153615075"
"Ja","2009","Realschule","Ostdeutschland","360","0.231147627332755","0.210916677773829","0.251378576891682"
"Ja","2009","(Fach-)Abitur","Westdeutschland","213","0.123144147581317","0.107322277002651","0.138966018159983"
"Ja","2009","(Fach-)Abitur","Ostdeutschland","39","0.1270292381759","0.0919915817640056","0.162066894587794"
"Ja","2009","AkademikerIn","Westdeutschland","571","0.180647171430818","0.166467719325574","0.194826623536061"
"Ja","2009","AkademikerIn","Ostdeutschland","371","0.303059909175664","0.277132661036846","0.328987157314481"
"Nein","2009","(noch) kein Abschluss","Westdeutschland","364","0.849905724852682","0.815417811064156","0.884393638641208"
"Nein","2009","(noch) kein Abschluss","Ostdeutschland","69","0.947643692919339","0.896193277677288","0.999094108161391"
"Nein","2009","Hauptschule","Westdeutschland","3559","0.69039909584011","0.67769927016469","0.703098921515529"
"Nein","2009","Hauptschule","Ostdeutschland","642","0.596050860830867","0.56732650566519","0.624775215996543"
"Nein","2009","Realschule","Westdeutschland","2560","0.801006315475083","0.787050846384925","0.814961784565241"
"Nein","2009","Realschule","Ostdeutschland","1308","0.768852372667245","0.748621423108318","0.789083322226171"
"Nein","2009","(Fach-)Abitur","Westdeutschland","1444","0.876855852418683","0.861033981840017","0.892677722997349"
"Nein","2009","(Fach-)Abitur","Ostdeutschland","308","0.8729707618241","0.837933105412206","0.908008418235994"
"Nein","2009","AkademikerIn","Westdeutschland","2257","0.819352828569182","0.805173376463939","0.833532280674426"
"Nein","2009","AkademikerIn","Ostdeutschland","836","0.696940090824336","0.671012842685519","0.722867338963154"
"Ja","2010","(noch) kein Abschluss","Westdeutschland","","","",""
"Ja","2010","(noch) kein Abschluss","Ostdeutschland","","","",""
"Ja","2010","Hauptschule","Westdeutschland","","","",""
"Ja","2010","Hauptschule","Ostdeutschland","","","",""
"Ja","2010","Realschule","Westdeutschland","","","",""
"Ja","2010","Realschule","Ostdeutschland","","","",""
"Ja","2010","(Fach-)Abitur","Westdeutschland","","","",""
"Ja","2010","(Fach-)Abitur","Ostdeutschland","","","",""
"Ja","2010","AkademikerIn","Westdeutschland","","","",""
"Ja","2010","AkademikerIn","Ostdeutschland","","","",""
"Nein","2010","(noch) kein Abschluss","Westdeutschland","","","",""
"Nein","2010","(noch) kein Abschluss","Ostdeutschland","","","",""
"Nein","2010","Hauptschule","Westdeutschland","","","",""
"Nein","2010","Hauptschule","Ostdeutschland","","","",""
"Nein","2010","Realschule","Westdeutschland","","","",""
"Nein","2010","Realschule","Ostdeutschland","","","",""
"Nein","2010","(Fach-)Abitur","Westdeutschland","","","",""
"Nein","2010","(Fach-)Abitur","Ostdeutschland","","","",""
"Nein","2010","AkademikerIn","Westdeutschland","","","",""
"Nein","2010","AkademikerIn","Ostdeutschland","","","",""
"Ja","2011","(noch) kein Abschluss","Westdeutschland","67","0.163056731801499","0.130513335979266","0.195600127623731"
"Ja","2011","(noch) kein Abschluss","Ostdeutschland","7","","",""
"Ja","2011","Hauptschule","Westdeutschland","1892","0.338891977099738","0.326859943969193","0.350924010230282"
"Ja","2011","Hauptschule","Ostdeutschland","515","0.425872485210282","0.397953570051758","0.453791400368806"
