year,quintil_oecd,ple0018,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,1st Quintile,Yes,0.24236,688,2868,0.22668,0.25805
2009,1st Quintile,No,0.75764,2180,2868,0.74195,0.77332
2009,2nd Quintile,Yes,0.27022,875,3162,0.25474,0.28570
2009,2nd Quintile,No,0.72978,2287,3162,0.71430,0.74526
2009,3rd Quintile,Yes,0.22769,781,3407,0.21361,0.24177
2009,3rd Quintile,No,0.77231,2626,3407,0.75823,0.78639
2009,4th Quintile,Yes,0.23300,859,3770,0.21950,0.24649
2009,4th Quintile,No,0.76700,2911,3770,0.75351,0.78050
2009,5th Quintile,Yes,0.20427,1018,4806,0.19287,0.21567
2009,5th Quintile,No,0.79573,3788,4806,0.78433,0.80713
2011,1st Quintile,Yes,0.29724,644,2493,0.27930,0.31519
2011,1st Quintile,No,0.70276,1849,2493,0.68481,0.72070
2011,2nd Quintile,Yes,0.30111,774,2727,0.28389,0.31833
2011,2nd Quintile,No,0.69889,1953,2727,0.68167,0.71611
2011,3rd Quintile,Yes,0.27787,811,3064,0.26200,0.29373
2011,3rd Quintile,No,0.72213,2253,3064,0.70627,0.73800
2011,4th Quintile,Yes,0.25666,794,3289,0.24173,0.27159
2011,4th Quintile,No,0.74334,2495,3289,0.72841,0.75827
2011,5th Quintile,Yes,0.22668,952,4089,0.21384,0.23951
2011,5th Quintile,No,0.77332,3137,4089,0.76049,0.78616
2013,1st Quintile,Yes,0.32908,894,3100,0.31253,0.34562
2013,1st Quintile,No,0.67092,2206,3100,0.65438,0.68747
2013,2nd Quintile,Yes,0.32875,1070,3441,0.31305,0.34444
2013,2nd Quintile,No,0.67125,2371,3441,0.65556,0.68695
2013,3rd Quintile,Yes,0.31455,1120,3604,0.29939,0.32971
2013,3rd Quintile,No,0.68545,2484,3604,0.67029,0.70061
2013,4th Quintile,Yes,0.28941,1102,3917,0.27521,0.30362
2013,4th Quintile,No,0.71059,2815,3917,0.69638,0.72479
2013,5th Quintile,Yes,0.24999,1231,4800,0.23774,0.26224
2013,5th Quintile,No,0.75001,3569,4800,0.73776,0.76226
2015,1st Quintile,Yes,0.26703,1105,5082,0.25486,0.27919
2015,1st Quintile,No,0.73297,3977,5082,0.72081,0.74514
2015,2nd Quintile,Yes,0.31152,1345,5249,0.29899,0.32405
2015,2nd Quintile,No,0.68848,3904,5249,0.67595,0.70101
2015,3rd Quintile,Yes,0.28430,1170,4842,0.27159,0.29700
2015,3rd Quintile,No,0.71570,3672,4842,0.70300,0.72841
2015,4th Quintile,Yes,0.27371,1140,4755,0.26104,0.28639
2015,4th Quintile,No,0.72629,3615,4755,0.71361,0.73896
2015,5th Quintile,Yes,0.23949,1183,5108,0.22779,0.25120
2015,5th Quintile,No,0.76051,3925,5108,0.74880,0.77221
2017,1st Quintile,Yes,0.27666,1025,4717,0.26389,0.28942
2017,1st Quintile,No,0.72334,3692,4717,0.71058,0.73611
2017,2nd Quintile,Yes,0.30833,1207,4793,0.29525,0.32140
2017,2nd Quintile,No,0.69167,3586,4793,0.67860,0.70475
2017,3rd Quintile,Yes,0.29916,1134,4414,0.28565,0.31267
2017,3rd Quintile,No,0.70084,3280,4414,0.68733,0.71435
2017,4th Quintile,Yes,0.27512,1061,4358,0.26186,0.28838
2017,4th Quintile,No,0.72488,3297,4358,0.71162,0.73814
2017,5th Quintile,Yes,0.25998,1152,4554,0.24724,0.27272
2017,5th Quintile,No,0.74002,3402,4554,0.72728,0.75276
2019,1st Quintile,Yes,0.27160,1063,4445,0.25852,0.28467
2019,1st Quintile,No,0.72840,3382,4445,0.71533,0.74148
2019,2nd Quintile,Yes,0.30493,1286,4769,0.29186,0.31799
2019,2nd Quintile,No,0.69507,3483,4769,0.68201,0.70814
2019,3rd Quintile,Yes,0.28685,1173,4422,0.27352,0.30019
2019,3rd Quintile,No,0.71315,3249,4422,0.69981,0.72648
2019,4th Quintile,Yes,0.26728,1118,4273,0.25401,0.28055
2019,4th Quintile,No,0.73272,3155,4273,0.71945,0.74599
2019,5th Quintile,Yes,0.27358,1317,4818,0.26100,0.28617
2019,5th Quintile,No,0.72642,3501,4818,0.71383,0.73900
2021,1st Quintile,Yes,0.27767,923,4772,0.26496,0.29037
2021,1st Quintile,No,0.72233,3849,4772,0.70963,0.73504
2021,2nd Quintile,Yes,0.30285,929,3528,0.28768,0.31801
2021,2nd Quintile,No,0.69715,2599,3528,0.68199,0.71232
2021,3rd Quintile,Yes,0.28997,811,3124,0.27406,0.30589
2021,3rd Quintile,No,0.71003,2313,3124,0.69411,0.72594
2021,4th Quintile,Yes,0.26947,829,3182,0.25405,0.28489
2021,4th Quintile,No,0.73053,2353,3182,0.71511,0.74595
2021,5th Quintile,Yes,0.27346,1116,4255,0.26007,0.28686
2021,5th Quintile,No,0.72654,3139,4255,0.71314,0.73993
