"ple0018","year","bula_h","regtyp","n","percent","lower_confidence","upper_confidence"
"Ja","2009","Schleswig-Holstein","Staedtischer Raum","43","0.233869657546236","0.174151320196893","0.293587994895579"
"Ja","2009","Schleswig-Holstein","Laendlicher Raum","84","0.252636586938811","0.204803049520853","0.300470124356769"
"Ja","2009","Hamburg","Staedtischer Raum","58","0.242767091936341","0.191338799111111","0.294195384761572"
"Ja","2009","Hamburg","Laendlicher Raum","","","",""
"Ja","2009","Niedersachsen","Staedtischer Raum","178","0.233970464750074","0.204068067643105","0.263872861857043"
"Ja","2009","Niedersachsen","Laendlicher Raum","238","0.285612123166673","0.255475259740694","0.315748986592652"
"Ja","2009","Bremen","Staedtischer Raum","26","","",""
"Ja","2009","Bremen","Laendlicher Raum","","","",""
"Ja","2009","Nordrhein-Westfalen","Staedtischer Raum","781","0.22353112492836","0.209772201843149","0.237290048013572"
"Ja","2009","Nordrhein-Westfalen","Laendlicher Raum","21","","",""
"Ja","2009","Hessen","Staedtischer Raum","212","0.215906495663961","0.190366707300342","0.24144628402758"
"Ja","2009","Hessen","Laendlicher Raum","60","0.284860129047366","0.22521869464842","0.344501563446313"
"Ja","2009","Rheinland-Pfalz,Saarland","Staedtischer Raum","157","0.209428254903613","0.180780834523931","0.238075675283295"
"Ja","2009","Rheinland-Pfalz,Saarland","Laendlicher Raum","69","0.265601985901823","0.210745267583821","0.320458704219825"
"Ja","2009","Baden-Wuerttemberg","Staedtischer Raum","351","0.202774825201533","0.18477639804815","0.220773252354916"
"Ja","2009","Baden-Wuerttemberg","Laendlicher Raum","41","0.211748970375879","0.153657252768116","0.269840687983643"
"Ja","2009","Bayern","Staedtischer Raum","247","0.210186460239839","0.187114508351298","0.23325841212838"
"Ja","2009","Bayern","Laendlicher Raum","313","0.228136364382998","0.206241002242085","0.250031726523911"
"Ja","2009","Saarland","Staedtischer Raum","","","",""
"Ja","2009","Saarland","Laendlicher Raum","","","",""
"Ja","2009","Berlin","Staedtischer Raum","170","0.243459145883116","0.211273147960128","0.275645143806105"
"Ja","2009","Berlin","Laendlicher Raum","","","",""
"Ja","2009","Brandenburg","Staedtischer Raum","15","","",""
"Ja","2009","Brandenburg","Laendlicher Raum","206","0.268541124886833","0.236257732355569","0.300824517418097"
"Ja","2009","Mecklenburg-Vorpommern","Staedtischer Raum","16","","",""
"Ja","2009","Mecklenburg-Vorpommern","Laendlicher Raum","117","0.30766110875407","0.263095981853099","0.352226235655042"
"Ja","2009","Sachsen","Staedtischer Raum","202","0.287515698325972","0.25386654665343","0.321164849998515"
"Ja","2009","Sachsen","Laendlicher Raum","180","0.254668411392466","0.221777156276353","0.287559666508578"
"Ja","2009","Sachsen-Anhalt","Staedtischer Raum","50","0.397889966965876","0.319033619089034","0.476746314842718"
"Ja","2009","Sachsen-Anhalt","Laendlicher Raum","180","0.289148664177063","0.253491050287697","0.32480627806643"
"Ja","2009","Thueringen","Staedtischer Raum","60","0.188216522116232","0.139370464933217","0.237062579299246"
"Ja","2009","Thueringen","Laendlicher Raum","146","0.249549008411347","0.214238881654985","0.28485913516771"
"Nein","2009","Schleswig-Holstein","Staedtischer Raum","150","0.766130342453764","0.706412005104421","0.825848679803107"
"Nein","2009","Schleswig-Holstein","Laendlicher Raum","233","0.747363413061189","0.699529875643231","0.795196950479147"
"Nein","2009","Hamburg","Staedtischer Raum","209","0.757232908063659","0.705804615238428","0.808661200888889"
"Nein","2009","Hamburg","Laendlicher Raum","","","",""
"Nein","2009","Niedersachsen","Staedtischer Raum","592","0.766029535249926","0.736127138142957","0.795931932356895"
"Nein","2009","Niedersachsen","Laendlicher Raum","625","0.714387876833327","0.684251013407348","0.744524740259306"
"Nein","2009","Bremen","Staedtischer Raum","94","0.762908040593417","0.686813766752158","0.839002314434675"
"Nein","2009","Bremen","Laendlicher Raum","","","",""
"Nein","2009","Nordrhein-Westfalen","Staedtischer Raum","2741","0.77646887507164","0.762709951986428","0.790227798156851"
"Nein","2009","Nordrhein-Westfalen","Laendlicher Raum","85","0.848450399470475","0.780187334239165","0.916713464701786"
"Nein","2009","Hessen","Staedtischer Raum","785","0.784093504336039","0.75855371597242","0.809633292699658"
"Nein","2009","Hessen","Laendlicher Raum","160","0.715139870952634","0.655498436553687","0.77478130535158"
"Nein","2009","Rheinland-Pfalz,Saarland","Staedtischer Raum","618","0.790571745096387","0.761924324716705","0.819219165476069"
"Nein","2009","Rheinland-Pfalz,Saarland","Laendlicher Raum","180","0.734398014098177","0.679541295780175","0.789254732416179"
"Nein","2009","Baden-Wuerttemberg","Staedtischer Raum","1566","0.797225174798467","0.779226747645084","0.81522360195185"
"Nein","2009","Baden-Wuerttemberg","Laendlicher Raum","149","0.788251029624121","0.730159312016357","0.846342747231884"
"Nein","2009","Bayern","Staedtischer Raum","951","0.789813539760161","0.76674158787162","0.812885491648702"
"Nein","2009","Bayern","Laendlicher Raum","1098","0.771863635617002","0.749968273476089","0.793758997757915"
"Nein","2009","Saarland","Staedtischer Raum","","","",""
"Nein","2009","Saarland","Laendlicher Raum","","","",""
"Nein","2009","Berlin","Staedtischer Raum","513","0.756540854116884","0.724354856193895","0.788726852039872"
"Nein","2009","Berlin","Laendlicher Raum","","","",""
"Nein","2009","Brandenburg","Staedtischer Raum","50","0.771598264857452","0.669542690007599","0.873653839707305"
"Nein","2009","Brandenburg","Laendlicher Raum","518","0.731458875113167","0.699175482581903","0.763742267644431"
"Nein","2009","Mecklenburg-Vorpommern","Staedtischer Raum","42","0.721354533726674","0.60597348881412","0.836735578639228"
"Nein","2009","Mecklenburg-Vorpommern","Laendlicher Raum","295","0.69233889124593","0.647773764344958","0.736904018146901"
"Nein","2009","Sachsen","Staedtischer Raum","493","0.712484301674028","0.678835150001485","0.74613345334657"
"Nein","2009","Sachsen","Laendlicher Raum","494","0.745331588607534","0.712440333491422","0.778222843723647"
"Nein","2009","Sachsen-Anhalt","Staedtischer Raum","98","0.602110033034124","0.523253685157282","0.680966380910966"
"Nein","2009","Sachsen-Anhalt","Laendlicher Raum","441","0.710851335822937","0.675193721933571","0.746508949712303"
"Nein","2009","Thueringen","Staedtischer Raum","186","0.811783477883768","0.762937420700754","0.860629535066783"
"Nein","2009","Thueringen","Laendlicher Raum","431","0.750450991588653","0.71514086483229","0.785761118345015"
"Ja","2010","Schleswig-Holstein","Staedtischer Raum","","","",""
"Ja","2010","Schleswig-Holstein","Laendlicher Raum","","","",""
"Ja","2010","Hamburg","Staedtischer Raum","","","",""
"Ja","2010","Hamburg","Laendlicher Raum","","","",""
"Ja","2010","Niedersachsen","Staedtischer Raum","","","",""
"Ja","2010","Niedersachsen","Laendlicher Raum","","","",""
"Ja","2010","Bremen","Staedtischer Raum","","","",""
"Ja","2010","Bremen","Laendlicher Raum","","","",""
"Ja","2010","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"Ja","2010","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"Ja","2010","Hessen","Staedtischer Raum","","","",""
"Ja","2010","Hessen","Laendlicher Raum","","","",""
"Ja","2010","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"Ja","2010","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"Ja","2010","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"Ja","2010","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"Ja","2010","Bayern","Staedtischer Raum","","","",""
"Ja","2010","Bayern","Laendlicher Raum","","","",""
"Ja","2010","Saarland","Staedtischer Raum","","","",""
"Ja","2010","Saarland","Laendlicher Raum","","","",""
"Ja","2010","Berlin","Staedtischer Raum","","","",""
"Ja","2010","Berlin","Laendlicher Raum","","","",""
"Ja","2010","Brandenburg","Staedtischer Raum","","","",""
"Ja","2010","Brandenburg","Laendlicher Raum","","","",""
"Ja","2010","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Ja","2010","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"Ja","2010","Sachsen","Staedtischer Raum","","","",""
"Ja","2010","Sachsen","Laendlicher Raum","","","",""
"Ja","2010","Sachsen-Anhalt","Staedtischer Raum","","","",""
"Ja","2010","Sachsen-Anhalt","Laendlicher Raum","","","",""
"Ja","2010","Thueringen","Staedtischer Raum","","","",""
"Ja","2010","Thueringen","Laendlicher Raum","","","",""
"Nein","2010","Schleswig-Holstein","Staedtischer Raum","","","",""
"Nein","2010","Schleswig-Holstein","Laendlicher Raum","","","",""
"Nein","2010","Hamburg","Staedtischer Raum","","","",""
"Nein","2010","Hamburg","Laendlicher Raum","","","",""
"Nein","2010","Niedersachsen","Staedtischer Raum","","","",""
"Nein","2010","Niedersachsen","Laendlicher Raum","","","",""
"Nein","2010","Bremen","Staedtischer Raum","","","",""
"Nein","2010","Bremen","Laendlicher Raum","","","",""
"Nein","2010","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"Nein","2010","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"Nein","2010","Hessen","Staedtischer Raum","","","",""
"Nein","2010","Hessen","Laendlicher Raum","","","",""
"Nein","2010","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"Nein","2010","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"Nein","2010","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"Nein","2010","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"Nein","2010","Bayern","Staedtischer Raum","","","",""
"Nein","2010","Bayern","Laendlicher Raum","","","",""
"Nein","2010","Saarland","Staedtischer Raum","","","",""
"Nein","2010","Saarland","Laendlicher Raum","","","",""
"Nein","2010","Berlin","Staedtischer Raum","","","",""
"Nein","2010","Berlin","Laendlicher Raum","","","",""
"Nein","2010","Brandenburg","Staedtischer Raum","","","",""
"Nein","2010","Brandenburg","Laendlicher Raum","","","",""
"Nein","2010","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Nein","2010","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"Nein","2010","Sachsen","Staedtischer Raum","","","",""
"Nein","2010","Sachsen","Laendlicher Raum","","","",""
"Nein","2010","Sachsen-Anhalt","Staedtischer Raum","","","",""
"Nein","2010","Sachsen-Anhalt","Laendlicher Raum","","","",""
"Nein","2010","Thueringen","Staedtischer Raum","","","",""
"Nein","2010","Thueringen","Laendlicher Raum","","","",""
"Ja","2011","Schleswig-Holstein","Staedtischer Raum","45","0.211215828905876","0.155341350128286","0.267090307683466"
"Ja","2011","Schleswig-Holstein","Laendlicher Raum","112","0.262547083233926","0.221710310850524","0.303383855617328"
"Ja","2011","Hamburg","Staedtischer Raum","63","0.197076598871836","0.152866398461481","0.241286799282191"
"Ja","2011","Hamburg","Laendlicher Raum","","","",""
"Ja","2011","Niedersachsen","Staedtischer Raum","215","0.263355562723981","0.2339352882446","0.292775837203362"
"Ja","2011","Niedersachsen","Laendlicher Raum","286","0.303003240867993","0.275166796139258","0.330839685596727"
"Ja","2011","Bremen","Staedtischer Raum","22","","",""
"Ja","2011","Bremen","Laendlicher Raum","","","",""
"Ja","2011","Nordrhein-Westfalen","Staedtischer Raum","954","0.255184264731067","0.241667065391181","0.268701464070954"
"Ja","2011","Nordrhein-Westfalen","Laendlicher Raum","28","","",""
"Ja","2011","Hessen","Staedtischer Raum","272","0.246985961265057","0.22213637957659","0.271835542953524"
"Ja","2011","Hessen","Laendlicher Raum","60","0.281086116169654","0.225584458618289","0.336587773721019"
"Ja","2011","Rheinland-Pfalz,Saarland","Staedtischer Raum","205","0.233023651568468","0.205060132734419","0.260987170402518"
"Ja","2011","Rheinland-Pfalz,Saarland","Laendlicher Raum","85","0.265261918299031","0.217485356027946","0.313038480570117"
"Ja","2011","Baden-Wuerttemberg","Staedtischer Raum","465","0.226521137071908","0.209186982161697","0.243855291982118"
"Ja","2011","Baden-Wuerttemberg","Laendlicher Raum","53","0.252553959089442","0.198260495120954","0.306847423057931"
"Ja","2011","Bayern","Staedtischer Raum","323","0.227151392001112","0.205725342254236","0.248577441747987"
"Ja","2011","Bayern","Laendlicher Raum","409","0.235348188458986","0.215270980399616","0.255425396518356"
"Ja","2011","Saarland","Staedtischer Raum","","","",""
"Ja","2011","Saarland","Laendlicher Raum","","","",""
