year,migback,regtyp,ple0018,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,No migration background,Urban regions,Yes,0.23878,2281,9786,0.23033,0.24723
2009,No migration background,Urban regions,No,0.76122,7505,9786,0.75277,0.76967
2009,No migration background,Rural regions,Yes,0.26596,1555,5864,0.25465,0.27727
2009,No migration background,Rural regions,No,0.73404,4309,5864,0.72273,0.74535
2009,Direct migration background,Urban regions,Yes,0.21081,269,1341,0.18897,0.23265
2009,Direct migration background,Urban regions,No,0.78919,1072,1341,0.76735,0.81103
2009,Direct migration background,Rural regions,Yes,0.24588,83,318,0.19847,0.29328
2009,Direct migration background,Rural regions,No,0.75412,235,318,0.70672,0.80153
2009,Indirect migration background,Urban regions,No,0.94921,564,564,0.93108,0.96735
2009,Indirect migration background,Rural regions,No,0.96425,112,112,0.92971,0.99879
2011,No migration background,Urban regions,Yes,0.25795,2790,11186,0.24985,0.26606
2011,No migration background,Urban regions,No,0.74205,8396,11186,0.73394,0.75015
2011,No migration background,Rural regions,Yes,0.29018,1871,6747,0.27935,0.30101
2011,No migration background,Rural regions,No,0.70982,4876,6747,0.69899,0.72065
2011,Direct migration background,Urban regions,Yes,0.23530,338,1549,0.21417,0.25643
2011,Direct migration background,Urban regions,No,0.76470,1211,1549,0.74357,0.78583
2011,Direct migration background,Rural regions,Yes,0.24452,123,467,0.20549,0.28354
2011,Direct migration background,Rural regions,No,0.75548,344,467,0.71646,0.79451
2011,Indirect migration background,Urban regions,Yes,0.06026,41,657,0.04205,0.07847
2011,Indirect migration background,Urban regions,No,0.93974,616,657,0.92153,0.95795
2011,Indirect migration background,Rural regions,No,0.97900,134,134,0.95462,1.00337
2013,No migration background,Urban regions,Yes,0.29597,2889,10189,0.28710,0.30483
2013,No migration background,Urban regions,No,0.70403,7300,10189,0.69517,0.71290
2013,No migration background,Rural regions,Yes,0.33379,2045,6232,0.32208,0.34550
2013,No migration background,Rural regions,No,0.66621,4187,6232,0.65450,0.67792
2013,Direct migration background,Urban regions,Yes,0.23868,291,1322,0.21569,0.26167
