year,sex,ple0018,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,male,Yes,0.22952,2082,8598,0.22063,0.23841
2009,male,No,0.77048,6516,8598,0.76159,0.77937
2009,female,Yes,0.23940,2139,9420,0.23078,0.24802
2009,female,No,0.76060,7281,9420,0.75198,0.76922
2011,male,Yes,0.25796,2578,9789,0.24929,0.26663
2011,male,No,0.74204,7211,9789,0.73337,0.75071
2011,female,Yes,0.25538,2590,10956,0.24722,0.26355
2011,female,No,0.74462,8366,10956,0.73645,0.75278
2013,male,Yes,0.30192,2668,8834,0.29234,0.31149
2013,male,No,0.69808,6166,8834,0.68851,0.70766
2013,female,Yes,0.29645,2750,10032,0.28751,0.30539
2013,female,No,0.70355,7282,10032,0.69461,0.71249
2015,male,Yes,0.28209,2931,11459,0.27385,0.29033
2015,male,No,0.71791,8528,11459,0.70967,0.72615
2015,female,Yes,0.26743,3012,13581,0.25999,0.27488
2015,female,No,0.73257,10569,13581,0.72512,0.74001
2017,male,Yes,0.27738,3213,12261,0.26945,0.28530
2017,male,No,0.72262,9048,12261,0.71470,0.73055
2017,female,Yes,0.26859,3199,14288,0.26132,0.27585
2017,female,No,0.73141,11089,14288,0.72415,0.73868
2019,male,Yes,0.28822,3432,12279,0.28021,0.29624
2019,male,No,0.71178,8847,12279,0.70376,0.71979
2019,female,Yes,0.27032,3204,13441,0.26281,0.27783
2019,female,No,0.72968,10237,13441,0.72217,0.73719
2021,male,Yes,0.28499,2356,9290,0.27581,0.29417
2021,male,No,0.71501,6934,9290,0.70583,0.72419
2021,female,Yes,0.27914,2286,9867,0.27029,0.28799
2021,female,No,0.72086,7581,9867,0.71201,0.72971
