year,migback,quintil_oecd,ple0018,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,No migration background,1st Quintile,Yes,0.26563,557,2175,0.24706,0.28420
2009,No migration background,1st Quintile,No,0.73437,1618,2175,0.71580,0.75294
2009,No migration background,2nd Quintile,Yes,0.29740,786,2634,0.27994,0.31486
2009,No migration background,2nd Quintile,No,0.70260,1848,2634,0.68514,0.72006
2009,No migration background,3rd Quintile,Yes,0.24382,727,2998,0.22845,0.25919
2009,No migration background,3rd Quintile,No,0.75618,2271,2998,0.74081,0.77155
2009,No migration background,4th Quintile,Yes,0.23847,797,3377,0.22410,0.25285
2009,No migration background,4th Quintile,No,0.76153,2580,3377,0.74715,0.77590
2009,No migration background,5th Quintile,Yes,0.21171,969,4462,0.19972,0.22370
2009,No migration background,5th Quintile,No,0.78829,3493,4462,0.77630,0.80028
2009,Direct migration background,1st Quintile,Yes,0.23935,127,516,0.20250,0.27620
2009,Direct migration background,1st Quintile,No,0.76065,389,516,0.72380,0.79750
2009,Direct migration background,2nd Quintile,Yes,0.21072,80,379,0.16961,0.25183
2009,Direct migration background,2nd Quintile,No,0.78928,299,379,0.74817,0.83039
2009,Direct migration background,3rd Quintile,Yes,0.18440,49,285,0.13930,0.22951
2009,Direct migration background,3rd Quintile,No,0.81560,236,285,0.77049,0.86070
2009,Direct migration background,4th Quintile,Yes,0.25696,54,262,0.20394,0.30997
2009,Direct migration background,4th Quintile,No,0.74304,208,262,0.69003,0.79606
2009,Direct migration background,5th Quintile,Yes,0.18015,42,216,0.12878,0.23152
2009,Direct migration background,5th Quintile,No,0.81985,174,216,0.76848,0.87122
2009,Indirect migration background,1st Quintile,No,0.97701,173,173,0.95461,0.99941
2009,Indirect migration background,2nd Quintile,No,0.91649,140,140,0.87050,0.96248
2009,Indirect migration background,3rd Quintile,No,0.97223,119,119,0.94258,1.00188
2009,Indirect migration background,4th Quintile,No,0.93171,123,123,0.88695,0.97647
2009,Indirect migration background,5th Quintile,No,0.96107,121,121,0.92647,0.99568
2011,No migration background,1st Quintile,Yes,0.31646,538,1941,0.29577,0.33716
2011,No migration background,1st Quintile,No,0.68354,1403,1941,0.66284,0.70423
2011,No migration background,2nd Quintile,Yes,0.32812,699,2298,0.30892,0.34732
2011,No migration background,2nd Quintile,No,0.67188,1599,2298,0.65268,0.69108
2011,No migration background,3rd Quintile,Yes,0.28924,752,2716,0.27218,0.30629
2011,No migration background,3rd Quintile,No,0.71076,1964,2716,0.69371,0.72782
2011,No migration background,4th Quintile,Yes,0.26787,747,2997,0.25202,0.28373
2011,No migration background,4th Quintile,No,0.73213,2250,2997,0.71627,0.74798
2011,No migration background,5th Quintile,Yes,0.23193,889,3765,0.21845,0.24542
