year,pgisced97,sex,ple0018,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,No answer / don't know,male,No,0.98190,171,171,0.96186,1.00194
2009,No answer / don't know,female,No,0.99000,151,151,0.97407,1.00592
2009,Pre-primary Level,male,No,0.97859,167,167,0.95656,1.00061
2009,Primary Level,male,No,0.86542,53,53,0.77266,0.95818
2009,Primary Level,female,No,0.68812,72,72,0.58036,0.79588
2009,Lower Secondary Level,male,Yes,0.18744,95,556,0.15497,0.21990
2009,Lower Secondary Level,male,No,0.81256,461,556,0.78010,0.84503
2009,Lower Secondary Level,female,Yes,0.34009,385,1232,0.31363,0.36655
2009,Lower Secondary Level,female,No,0.65991,847,1232,0.63345,0.68637
2009,Upper Secondary Level,male,Yes,0.24731,1062,4275,0.23437,0.26024
2009,Upper Secondary Level,male,No,0.75269,3213,4275,0.73976,0.76563
2009,Upper Secondary Level,female,Yes,0.25890,1191,4788,0.24649,0.27131
2009,Upper Secondary Level,female,No,0.74110,3597,4788,0.72869,0.75351
2009,Post-secondary Non-tertiary Level,male,Yes,0.16834,69,388,0.13106,0.20562
2009,Post-secondary Non-tertiary Level,male,No,0.83166,319,388,0.79438,0.86894
2009,Post-secondary Non-tertiary Level,female,Yes,0.12787,80,607,0.10128,0.15446
2009,Post-secondary Non-tertiary Level,female,No,0.87213,527,607,0.84554,0.89872
2009,First Stage of Tertiary Education,male,Yes,0.28178,228,783,0.25025,0.31331
2009,First Stage of Tertiary Education,male,No,0.71822,555,783,0.68669,0.74975
2009,First Stage of Tertiary Education,female,Yes,0.22581,121,548,0.19077,0.26085
2009,First Stage of Tertiary Education,female,No,0.77419,427,548,0.73915,0.80923
2009,Second Stage of Tertiary Education,male,Yes,0.23771,609,2186,0.21986,0.25556
2009,Second Stage of Tertiary Education,male,No,0.76229,1577,2186,0.74444,0.78014
2009,Second Stage of Tertiary Education,female,Yes,0.17137,333,1849,0.15418,0.18855
2009,Second Stage of Tertiary Education,female,No,0.82863,1516,1849,0.81145,0.84582
2011,No answer / don't know,male,No,0.97304,153,153,0.94728,0.99879
2011,No answer / don't know,female,No,0.96555,148,148,0.93607,0.99504
2011,Pre-primary Level,male,No,0.98641,160,160,0.96842,1.00441
2011,Primary Level,male,No,0.79386,70,70,0.69840,0.88931
2011,Primary Level,female,Yes,0.28723,41,142,0.21255,0.36192
2011,Primary Level,female,No,0.71277,101,142,0.63808,0.78745
2011,Lower Secondary Level,male,Yes,0.19169,126,666,0.16178,0.22161
2011,Lower Secondary Level,male,No,0.80831,540,666,0.77839,0.83822
2011,Lower Secondary Level,female,Yes,0.35824,477,1500,0.33397,0.38251
2011,Lower Secondary Level,female,No,0.64176,1023,1500,0.61749,0.66603
2011,Upper Secondary Level,male,Yes,0.27215,1350,4901,0.25969,0.28461
2011,Upper Secondary Level,male,No,0.72785,3551,4901,0.71539,0.74031
2011,Upper Secondary Level,female,Yes,0.27454,1429,5589,0.26284,0.28624
2011,Upper Secondary Level,female,No,0.72546,4160,5589,0.71376,0.73716
2011,Post-secondary Non-tertiary Level,male,Yes,0.22460,88,449,0.18595,0.26324
2011,Post-secondary Non-tertiary Level,male,No,0.77540,361,449,0.73676,0.81405
2011,Post-secondary Non-tertiary Level,female,Yes,0.12672,102,751,0.10291,0.15053
2011,Post-secondary Non-tertiary Level,female,No,0.87328,649,751,0.84947,0.89709
2011,First Stage of Tertiary Education,male,Yes,0.32966,275,897,0.29888,0.36044
2011,First Stage of Tertiary Education,male,No,0.67034,622,897,0.63956,0.70112
2011,First Stage of Tertiary Education,female,Yes,0.25739,140,548,0.22075,0.29403
2011,First Stage of Tertiary Education,female,No,0.74261,408,548,0.70597,0.77925
2011,Second Stage of Tertiary Education,male,Yes,0.26299,714,2468,0.24561,0.28036
2011,Second Stage of Tertiary Education,male,No,0.73701,1754,2468,0.71964,0.75439
2011,Second Stage of Tertiary Education,female,Yes,0.18884,394,2120,0.17217,0.20550
2011,Second Stage of Tertiary Education,female,No,0.81116,1726,2120,0.79450,0.82783
2013,No answer / don't know,male,No,0.97694,135,135,0.95153,1.00235
2013,No answer / don't know,female,No,0.92137,120,120,0.87301,0.96973
2013,Pre-primary Level,male,No,0.97082,118,118,0.94033,1.00132
2013,Pre-primary Level,female,No,0.96997,136,136,0.94119,0.99876
2013,Primary Level,male,No,0.78610,67,67,0.68717,0.88503
2013,Primary Level,female,No,0.72632,82,82,0.62923,0.82342
2013,Lower Secondary Level,male,Yes,0.21247,113,582,0.17921,0.24573
2013,Lower Secondary Level,male,No,0.78753,469,582,0.75427,0.82079
2013,Lower Secondary Level,female,Yes,0.40452,457,1269,0.37751,0.43154
2013,Lower Secondary Level,female,No,0.59548,812,1269,0.56846,0.62249
2013,Upper Secondary Level,male,Yes,0.32364,1394,4318,0.30968,0.33759
2013,Upper Secondary Level,male,No,0.67636,2924,4318,0.66241,0.69032
