year,regtyp,sampreg,ple0018,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,Urban regions,West,Yes,0.21777,2147,10186,0.20975,0.22578
2009,Urban regions,West,No,0.78223,8039,10186,0.77422,0.79025
2009,Urban regions,East,Yes,0.27653,431,1533,0.25413,0.29893
2009,Urban regions,East,No,0.72347,1102,1533,0.70107,0.74587
2009,Rural regions,West,Yes,0.24902,814,3291,0.23424,0.26380
2009,Rural regions,West,No,0.75098,2477,3291,0.73620,0.76576
2009,Rural regions,East,Yes,0.27238,829,3008,0.25646,0.28829
2009,Rural regions,East,No,0.72762,2179,3008,0.71171,0.74354
2011,Urban regions,West,Yes,0.24052,2677,11730,0.23279,0.24826
2011,Urban regions,West,No,0.75948,9053,11730,0.75174,0.76721
2011,Urban regions,East,Yes,0.29134,492,1662,0.26949,0.31319
2011,Urban regions,East,No,0.70866,1170,1662,0.68681,0.73051
2011,Rural regions,West,Yes,0.26071,1020,4110,0.24729,0.27414
2011,Rural regions,West,No,0.73929,3090,4110,0.72586,0.75271
2011,Rural regions,East,Yes,0.31342,979,3243,0.29745,0.32939
2011,Rural regions,East,No,0.68658,2264,3243,0.67061,0.70255
2013,Urban regions,West,Yes,0.27820,2716,10563,0.26965,0.28675
2013,Urban regions,West,No,0.72180,7847,10563,0.71325,0.73035
2013,Urban regions,East,Yes,0.33455,510,1511,0.31075,0.35835
2013,Urban regions,East,No,0.66545,1001,1511,0.64165,0.68925
2013,Rural regions,West,Yes,0.30312,1127,3851,0.28860,0.31764
2013,Rural regions,West,No,0.69688,2724,3851,0.68236,0.71140
2013,Rural regions,East,Yes,0.37239,1065,2941,0.35492,0.38987
2013,Rural regions,East,No,0.62761,1876,2941,0.61013,0.64508
2015,Urban regions,West,Yes,0.25586,3036,14361,0.24872,0.26299
2015,Urban regions,West,No,0.74414,11325,14361,0.73701,0.75128
2015,Urban regions,East,Yes,0.31416,543,1839,0.29294,0.33538
2015,Urban regions,East,No,0.68584,1296,1839,0.66462,0.70706
2015,Rural regions,West,Yes,0.26987,1248,5426,0.25805,0.28168
2015,Rural regions,West,No,0.73013,4178,5426,0.71832,0.74195
2015,Rural regions,East,Yes,0.36082,1116,3414,0.34471,0.37694
2015,Rural regions,East,No,0.63918,2298,3414,0.62306,0.65529
2017,Urban regions,West,Yes,0.25219,3320,15231,0.24529,0.25908
2017,Urban regions,West,No,0.74781,11911,15231,0.74092,0.75471
2017,Urban regions,East,Yes,0.28825,569,1949,0.26814,0.30837
2017,Urban regions,East,No,0.71175,1380,1949,0.69163,0.73186
2017,Rural regions,West,Yes,0.28910,1357,5728,0.27736,0.30085
2017,Rural regions,West,No,0.71090,4371,5728,0.69915,0.72264
2017,Rural regions,East,Yes,0.35149,1166,3641,0.33598,0.36700
2017,Rural regions,East,No,0.64851,2475,3641,0.63300,0.66402
2019,No answer / don't know,Does not apply,No,0.85026,63,63,0.76145,0.93908
2019,No answer / don't know,West,Yes,0.17780,77,404,0.14047,0.21513
2019,No answer / don't know,West,No,0.82220,327,404,0.78487,0.85953
2019,No answer / don't know,East,No,0.71833,54,54,0.59723,0.83943
2019,Urban regions,West,Yes,0.26271,3474,14493,0.25554,0.26987
2019,Urban regions,West,No,0.73729,11019,14493,0.73013,0.74446
2019,Urban regions,East,Yes,0.29700,557,1898,0.27644,0.31756
2019,Urban regions,East,No,0.70300,1341,1898,0.68244,0.72356
2019,Rural regions,West,Yes,0.28698,1321,5207,0.27469,0.29927
2019,Rural regions,West,No,0.71302,3886,5207,0.70073,0.72531
2019,Rural regions,East,Yes,0.36052,1174,3574,0.34478,0.37626
2019,Rural regions,East,No,0.63948,2400,3574,0.62374,0.65522
2021,Urban regions,West,Yes,0.27224,2531,11514,0.26411,0.28037
2021,Urban regions,West,No,0.72776,8983,11514,0.71963,0.73589
2021,Urban regions,East,Yes,0.27702,389,1498,0.25435,0.29969
2021,Urban regions,East,No,0.72298,1109,1498,0.70031,0.74565
2021,Rural regions,West,Yes,0.27903,945,3802,0.26477,0.29328
2021,Rural regions,West,No,0.72097,2857,3802,0.70672,0.73523
2021,Rural regions,East,Yes,0.34658,779,2349,0.32734,0.36583
2021,Rural regions,East,No,0.65342,1570,2349,0.63417,0.67266
