year,bula_h,migback,ple0018,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,Schleswig-Holstein,No migration background,Yes,0.24296,112,456,0.20355,0.28237
2009,Schleswig-Holstein,No migration background,No,0.75704,344,456,0.71763,0.79645
2009,Hamburg,No migration background,Yes,0.24695,55,246,0.19295,0.30095
2009,Hamburg,No migration background,No,0.75305,191,246,0.69905,0.80705
2009,Lower Saxony,No migration background,Yes,0.27581,389,1457,0.25285,0.29876
2009,Lower Saxony,No migration background,No,0.72419,1068,1457,0.70124,0.74715
2009,Lower Saxony,Direct migration background,No,0.81875,108,108,0.74575,0.89174
2009,Lower Saxony,Indirect migration background,No,0.91764,41,41,0.83244,1.00284
2009,Bremen,No migration background,No,0.75211,88,88,0.66138,0.84285
2009,North Rhine-Westphalia,No migration background,Yes,0.23605,700,2989,0.22082,0.25127
2009,North Rhine-Westphalia,No migration background,No,0.76395,2289,2989,0.74873,0.77918
2009,North Rhine-Westphalia,Direct migration background,Yes,0.21552,94,445,0.17727,0.25376
2009,North Rhine-Westphalia,Direct migration background,No,0.78448,351,445,0.74624,0.82273
2009,North Rhine-Westphalia,Indirect migration background,No,0.95992,186,186,0.93166,0.98819
2009,Hesse,No migration background,Yes,0.26640,241,997,0.23894,0.29385
2009,Hesse,No migration background,No,0.73360,756,997,0.70615,0.76106
2009,Hesse,Direct migration background,No,0.82052,130,130,0.75430,0.88674
2009,Hesse,Indirect migration background,No,0.99205,59,59,0.96919,1.01491
2009,"Rhineland-Palatinate, Saarland",No migration background,Yes,0.25598,203,833,0.22632,0.28563
2009,"Rhineland-Palatinate, Saarland",No migration background,No,0.74402,630,833,0.71437,0.77368
2009,"Rhineland-Palatinate, Saarland",Direct migration background,No,0.86560,112,112,0.80215,0.92906
2009,"Rhineland-Palatinate, Saarland",Indirect migration background,No,0.94882,56,56,0.89059,1.00706
2009,Baden-Wuerttemberg,No migration background,Yes,0.21130,315,1604,0.19131,0.23128
2009,Baden-Wuerttemberg,No migration background,No,0.78870,1289,1604,0.76872,0.80869
2009,Baden-Wuerttemberg,Direct migration background,Yes,0.23661,70,349,0.19195,0.28126
2009,Baden-Wuerttemberg,Direct migration background,No,0.76339,279,349,0.71874,0.80805
2009,Baden-Wuerttemberg,Indirect migration background,No,0.94791,147,147,0.91187,0.98395
2009,Bavaria,No migration background,Yes,0.22499,491,2226,0.20764,0.24235
2009,Bavaria,No migration background,No,0.77501,1735,2226,0.75765,0.79236
2009,Bavaria,Direct migration background,Yes,0.25358,62,261,0.20070,0.30647
2009,Bavaria,Direct migration background,No,0.74642,199,261,0.69353,0.79930
2009,Bavaria,Indirect migration background,No,0.93130,115,115,0.88486,0.97773
2009,Berlin,No migration background,Yes,0.26116,157,611,0.22630,0.29601
2009,Berlin,No migration background,No,0.73884,454,611,0.70399,0.77370
2009,Berlin,Direct migration background,No,0.85064,38,38,0.73578,0.96549
2009,Brandenburg,No migration background,Yes,0.26839,217,764,0.23695,0.29983
2009,Brandenburg,No migration background,No,0.73161,547,764,0.70017,0.76305
2009,Mecklenburg-Western Pomerania,No migration background,Yes,0.30428,130,463,0.26233,0.34624
2009,Mecklenburg-Western Pomerania,No migration background,No,0.69572,333,463,0.65376,0.73767
2009,Saxony,No migration background,Yes,0.27186,374,1336,0.24800,0.29573
2009,Saxony,No migration background,No,0.72814,962,1336,0.70427,0.75200
2009,Saxony-Anhalt,No migration background,Yes,0.30255,222,751,0.26967,0.33542
2009,Saxony-Anhalt,No migration background,No,0.69745,529,751,0.66458,0.73033
2009,Thuringa,No migration background,Yes,0.23706,205,804,0.20765,0.26648
2009,Thuringa,No migration background,No,0.76294,599,804,0.73352,0.79235
2011,Schleswig-Holstein,No migration background,Yes,0.25410,143,573,0.21842,0.28978
2011,Schleswig-Holstein,No migration background,No,0.74590,430,573,0.71022,0.78158
2011,Schleswig-Holstein,Direct migration background,No,0.80032,50,50,0.68839,0.91226
2011,Hamburg,No migration background,Yes,0.21025,59,274,0.16191,0.25858
2011,Hamburg,No migration background,No,0.78975,215,274,0.74142,0.83809
2011,Lower Saxony,No migration background,Yes,0.29130,458,1682,0.26958,0.31302
2011,Lower Saxony,No migration background,No,0.70870,1224,1682,0.68698,0.73042
2011,Lower Saxony,Direct migration background,Yes,0.27694,40,172,0.20987,0.34401
2011,Lower Saxony,Direct migration background,No,0.72306,132,172,0.65599,0.79013
2011,Lower Saxony,Indirect migration background,No,0.94813,51,51,0.88665,1.00960
2011,Bremen,No migration background,No,0.86076,86,86,0.78716,0.93436
2011,North Rhine-Westphalia,No migration background,Yes,0.27378,849,3349,0.25868,0.28889
2011,North Rhine-Westphalia,No migration background,No,0.72622,2500,3349,0.71111,0.74132
2011,North Rhine-Westphalia,Direct migration background,Yes,0.21901,118,563,0.18482,0.25320
2011,North Rhine-Westphalia,Direct migration background,No,0.78099,445,563,0.74680,0.81518
2011,North Rhine-Westphalia,Indirect migration background,No,0.94851,204,204,0.91812,0.97891
2011,Hesse,No migration background,Yes,0.26829,282,1145,0.24261,0.29396
2011,Hesse,No migration background,No,0.73171,863,1145,0.70604,0.75739
2011,Hesse,Direct migration background,Yes,0.25597,46,190,0.19375,0.31819
2011,Hesse,Direct migration background,No,0.74403,144,190,0.68181,0.80625
2011,Hesse,Indirect migration background,No,0.96907,70,70,0.92821,1.00992
2011,"Rhineland-Palatinate, Saarland",No migration background,Yes,0.26463,254,986,0.23708,0.29218
2011,"Rhineland-Palatinate, Saarland",No migration background,No,0.73537,732,986,0.70782,0.76292
2011,"Rhineland-Palatinate, Saarland",Direct migration background,Yes,0.18377,31,154,0.12240,0.24514
2011,"Rhineland-Palatinate, Saarland",Direct migration background,No,0.81623,123,154,0.75486,0.87760
2011,"Rhineland-Palatinate, Saarland",Indirect migration background,No,0.91192,61,61,0.84021,0.98363
2011,Baden-Wuerttemberg,No migration background,Yes,0.24945,433,1952,0.23025,0.26865
2011,Baden-Wuerttemberg,No migration background,No,0.75055,1519,1952,0.73135,0.76975
2011,Baden-Wuerttemberg,Direct migration background,Yes,0.20608,75,375,0.16508,0.24707
2011,Baden-Wuerttemberg,Direct migration background,No,0.79392,300,375,0.75293,0.83492
2011,Baden-Wuerttemberg,Indirect migration background,No,0.93915,149,149,0.90064,0.97767
2011,Bavaria,No migration background,Yes,0.22935,637,2733,0.21359,0.24512
2011,Bavaria,No migration background,No,0.77065,2096,2733,0.75488,0.78641
2011,Bavaria,Direct migration background,Yes,0.29280,89,322,0.24301,0.34258
2011,Bavaria,Direct migration background,No,0.70720,233,322,0.65742,0.75699
2011,Bavaria,Indirect migration background,No,0.93256,123,123,0.88806,0.97706
2011,Berlin,No migration background,Yes,0.28354,186,704,0.25022,0.31686
2011,Berlin,No migration background,No,0.71646,518,704,0.68314,0.74978
2011,Berlin,Direct migration background,No,0.74509,39,39,0.60652,0.88365
2011,Brandenburg,No migration background,Yes,0.26217,247,852,0.23262,0.29172
2011,Brandenburg,No migration background,No,0.73783,605,852,0.70828,0.76738
2011,Mecklenburg-Western Pomerania,No migration background,Yes,0.37081,160,507,0.32872,0.41289
2011,Mecklenburg-Western Pomerania,No migration background,No,0.62919,347,507,0.58711,0.67128
2011,Saxony,No migration background,Yes,0.30396,409,1365,0.27955,0.32837
2011,Saxony,No migration background,No,0.69604,956,1365,0.67163,0.72045
2011,Saxony-Anhalt,No migration background,Yes,0.33295,271,843,0.30112,0.36478
2011,Saxony-Anhalt,No migration background,No,0.66705,572,843,0.63522,0.69888
2011,Thuringa,No migration background,Yes,0.29246,254,863,0.26209,0.32282
2011,Thuringa,No migration background,No,0.70754,609,863,0.67718,0.73791
2013,Schleswig-Holstein,No migration background,Yes,0.28124,154,532,0.24300,0.31949
2013,Schleswig-Holstein,No migration background,No,0.71876,378,532,0.68051,0.75700
2013,Schleswig-Holstein,Direct migration background,No,0.78159,36,36,0.64471,0.91848
2013,Hamburg,No migration background,Yes,0.23267,63,266,0.18180,0.28355
2013,Hamburg,No migration background,No,0.76733,203,266,0.71645,0.81820
2013,Lower Saxony,No migration background,Yes,0.31651,475,1580,0.29356,0.33945
2013,Lower Saxony,No migration background,No,0.68349,1105,1580,0.66055,0.70644
2013,Lower Saxony,Direct migration background,Yes,0.32831,38,146,0.25188,0.40475
2013,Lower Saxony,Direct migration background,No,0.67169,108,146,0.59525,0.74812
2013,Lower Saxony,Indirect migration background,No,0.82848,41,41,0.71165,0.94530
2013,Bremen,No migration background,No,0.81066,75,75,0.72139,0.89992
2013,North Rhine-Westphalia,No migration background,Yes,0.31562,893,3080,0.29920,0.33203
2013,North Rhine-Westphalia,No migration background,No,0.68438,2187,3080,0.66797,0.70080
2013,North Rhine-Westphalia,Direct migration background,Yes,0.23370,99,460,0.19498,0.27241
2013,North Rhine-Westphalia,Direct migration background,No,0.76630,361,460,0.72759,0.80502
2013,North Rhine-Westphalia,Indirect migration background,No,0.89011,164,164,0.84210,0.93812
2013,Hesse,No migration background,Yes,0.32936,320,1056,0.30100,0.35772
2013,Hesse,No migration background,No,0.67064,736,1056,0.64228,0.69900
2013,Hesse,Direct migration background,Yes,0.29013,48,171,0.22191,0.35835
2013,Hesse,Direct migration background,No,0.70987,123,171,0.64165,0.77809
2013,Hesse,Indirect migration background,No,0.83979,58,58,0.74456,0.93501
2013,"Rhineland-Palatinate, Saarland",No migration background,Yes,0.30107,270,903,0.27114,0.33101
2013,"Rhineland-Palatinate, Saarland",No migration background,No,0.69893,633,903,0.66899,0.72886
2013,"Rhineland-Palatinate, Saarland",Direct migration background,Yes,0.27410,31,132,0.19771,0.35048
2013,"Rhineland-Palatinate, Saarland",Direct migration background,No,0.72590,101,132,0.64952,0.80229
2013,"Rhineland-Palatinate, Saarland",Indirect migration background,No,0.84658,57,57,0.75218,0.94097
2013,Baden-Wuerttemberg,No migration background,Yes,0.28043,431,1701,0.25908,0.30179
2013,Baden-Wuerttemberg,No migration background,No,0.71957,1270,1701,0.69821,0.74092
2013,Baden-Wuerttemberg,Direct migration background,Yes,0.20819,62,295,0.16178,0.25460
2013,Baden-Wuerttemberg,Direct migration background,No,0.79181,233,295,0.74540,0.83822
2013,Baden-Wuerttemberg,Indirect migration background,No,0.93029,120,120,0.88454,0.97605
2013,Bavaria,No migration background,Yes,0.27291,675,2504,0.25546,0.29036
2013,Bavaria,No migration background,No,0.72709,1829,2504,0.70964,0.74454
2013,Bavaria,Direct migration background,Yes,0.24640,74,310,0.19835,0.29444
2013,Bavaria,Direct migration background,No,0.75360,236,310,0.70556,0.80165
2013,Bavaria,Indirect migration background,No,0.90025,119,119,0.84618,0.95432
2013,Berlin,No migration background,Yes,0.30700,204,692,0.27261,0.34139
2013,Berlin,No migration background,No,0.69300,488,692,0.65861,0.72739
2013,Berlin,Direct migration background,No,0.78664,38,38,0.65463,0.91865
2013,Brandenburg,No migration background,Yes,0.33703,270,756,0.30331,0.37074
2013,Brandenburg,No migration background,No,0.66297,486,756,0.62926,0.69669
2013,Mecklenburg-Western Pomerania,No migration background,Yes,0.43809,167,442,0.39179,0.48440
2013,Mecklenburg-Western Pomerania,No migration background,No,0.56191,275,442,0.51560,0.60821
2013,Saxony,No migration background,Yes,0.34991,456,1292,0.32389,0.37592
2013,Saxony,No migration background,No,0.65009,836,1292,0.62408,0.67611
2013,Saxony-Anhalt,No migration background,Yes,0.39362,286,743,0.35847,0.42877
2013,Saxony-Anhalt,No migration background,No,0.60638,457,743,0.57123,0.64153
2013,Thuringa,No migration background,Yes,0.30792,250,779,0.27548,0.34036
2013,Thuringa,No migration background,No,0.69208,529,779,0.65964,0.72452
2015,Schleswig-Holstein,No migration background,Yes,0.25928,179,678,0.22627,0.29230
2015,Schleswig-Holstein,No migration background,No,0.74072,499,678,0.70770,0.77373
