year,age_gr,sampreg,region_origin,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,17-29 y.,West,Germany,0.90325,2441,3284,0.89314,0.91337
1984,17-29 y.,West,Southern Europe,0.02279,404,3284,0.01768,0.02789
1984,17-29 y.,West,Western Asia,0.03334,439,3284,0.02720,0.03948
1984,30-45 y.,West,Germany,0.86578,2517,3663,0.85474,0.87682
1984,30-45 y.,West,Southern Europe,0.03620,684,3663,0.03015,0.04225
1984,30-45 y.,West,Western Asia,0.03546,382,3663,0.02947,0.04145
1984,30-45 y.,West,Eastern Europe,0.01456,49,3663,0.01068,0.01844
1984,30-45 y.,West,Western Europe,0.01084,31,3663,0.00749,0.01420
1984,46-65 y.,West,Germany,0.90207,2608,3358,0.89202,0.91213
1984,46-65 y.,West,Southern Europe,0.02107,489,3358,0.01621,0.02593
1984,46-65 y.,West,Western Asia,0.01330,209,3358,0.00943,0.01718
1984,46-65 y.,West,Eastern Europe,0.01872,52,3358,0.01413,0.02330
1984,66 and older,West,Germany,0.97875,1232,1232,0.97069,0.98680
1985,17-29 y.,West,Germany,0.91163,2315,3010,0.90149,0.92177
1985,17-29 y.,West,Southern Europe,0.02207,329,3010,0.01682,0.02732
1985,17-29 y.,West,Western Asia,0.02876,366,3010,0.02279,0.03473
1985,30-45 y.,West,Germany,0.86482,2294,3263,0.85309,0.87656
1985,30-45 y.,West,Southern Europe,0.03670,567,3263,0.03025,0.04315
1985,30-45 y.,West,Western Asia,0.03282,325,3263,0.02671,0.03894
1985,30-45 y.,West,Eastern Europe,0.01453,46,3263,0.01042,0.01863
1985,30-45 y.,West,Western Europe,0.01236,31,3263,0.00857,0.01616
1985,46-65 y.,West,Germany,0.89908,2441,3123,0.88851,0.90964
1985,46-65 y.,West,Southern Europe,0.02288,455,3123,0.01764,0.02813
1985,46-65 y.,West,Western Asia,0.01168,173,3123,0.00791,0.01545
1985,46-65 y.,West,Eastern Europe,0.02033,54,3123,0.01538,0.02528
1985,66 and older,West,Germany,0.97204,1070,1070,0.96216,0.98192
1986,17-29 y.,West,Germany,0.91131,2256,2930,0.90101,0.92161
1986,17-29 y.,West,Southern Europe,0.02103,311,2930,0.01584,0.02623
1986,17-29 y.,West,Western Asia,0.03028,363,2930,0.02408,0.03649
1986,30-45 y.,West,Germany,0.85954,2167,3038,0.84718,0.87190
1986,30-45 y.,West,Southern Europe,0.03743,529,3038,0.03068,0.04418
1986,30-45 y.,West,Western Asia,0.03312,298,3038,0.02676,0.03949
1986,30-45 y.,West,Eastern Europe,0.01526,44,3038,0.01090,0.01962
1986,46-65 y.,West,Germany,0.89364,2354,3052,0.88270,0.90458
1986,46-65 y.,West,Southern Europe,0.02453,446,3052,0.01904,0.03002
1986,46-65 y.,West,Western Asia,0.01326,197,3052,0.00920,0.01732
1986,46-65 y.,West,Eastern Europe,0.02181,55,3052,0.01663,0.02699
1986,66 and older,West,Germany,0.95921,981,981,0.94682,0.97159
1987,17-29 y.,West,Germany,0.90761,2214,2891,0.89705,0.91817
1987,17-29 y.,West,Southern Europe,0.02134,300,2891,0.01607,0.02661
1987,17-29 y.,West,Western Asia,0.03366,377,2891,0.02709,0.04024
1987,30-45 y.,West,Germany,0.85731,2116,2946,0.84468,0.86995
1987,30-45 y.,West,Southern Europe,0.03967,510,2946,0.03262,0.04671
1987,30-45 y.,West,Western Asia,0.03424,279,2946,0.02768,0.04081
1987,30-45 y.,West,Eastern Europe,0.01420,41,2946,0.00992,0.01847
1987,46-65 y.,West,Germany,0.88396,2298,3028,0.87255,0.89537
1987,46-65 y.,West,Southern Europe,0.02767,455,3028,0.02183,0.03351
1987,46-65 y.,West,Western Asia,0.01605,216,3028,0.01157,0.02053
1987,46-65 y.,West,Eastern Europe,0.02412,59,3028,0.01866,0.02959
1987,66 and older,West,Germany,0.95793,1012,1012,0.94556,0.97031
1988,17-29 y.,West,Germany,0.90878,2104,2760,0.89803,0.91952
1988,17-29 y.,West,Southern Europe,0.01890,272,2760,0.01382,0.02398
1988,17-29 y.,West,Western Asia,0.03345,384,2760,0.02674,0.04016
1988,30-45 y.,West,Germany,0.86969,2019,2760,0.85713,0.88225
1988,30-45 y.,West,Southern Europe,0.03681,463,2760,0.02978,0.04383
1988,30-45 y.,West,Western Asia,0.02963,241,2760,0.02330,0.03595
1988,30-45 y.,West,Eastern Europe,0.01347,37,2760,0.00917,0.01777
1988,46-65 y.,West,Germany,0.88385,2207,2936,0.87226,0.89544
1988,46-65 y.,West,Southern Europe,0.02553,446,2936,0.01982,0.03123
1988,46-65 y.,West,Western Asia,0.01666,223,2936,0.01203,0.02129
1988,46-65 y.,West,Eastern Europe,0.02569,60,2936,0.01997,0.03142
1988,66 and older,West,Germany,0.95374,973,973,0.94053,0.96694
1989,17-29 y.,West,Germany,0.90267,2090,2720,0.89153,0.91381
1989,17-29 y.,West,Southern Europe,0.01922,242,2720,0.01406,0.02438
1989,17-29 y.,West,Western Asia,0.03806,388,2720,0.03087,0.04525
1989,30-45 y.,West,Germany,0.86759,1966,2644,0.85467,0.88051
1989,30-45 y.,West,Southern Europe,0.03999,447,2644,0.03252,0.04746
1989,30-45 y.,West,Western Asia,0.03042,231,2644,0.02387,0.03697
1989,46-65 y.,West,Germany,0.87400,2078,2814,0.86173,0.88626
1989,46-65 y.,West,Southern Europe,0.02929,440,2814,0.02305,0.03552
1989,46-65 y.,West,Western Asia,0.01936,234,2814,0.01427,0.02446
1989,46-65 y.,West,Eastern Europe,0.02757,62,2814,0.02152,0.03362
1989,66 and older,West,Germany,0.94518,942,942,0.93063,0.95972
1990,17-29 y.,West,Germany,0.89677,2023,2606,0.88508,0.90845
1990,17-29 y.,West,Southern Europe,0.01925,223,2606,0.01397,0.02453
1990,17-29 y.,West,Western Asia,0.04046,360,2606,0.03289,0.04802
1990,17-29 y.,East,Germany,0.99007,1134,1134,0.98430,0.99585
1990,30-45 y.,West,Germany,0.86705,1945,2601,0.85399,0.88010
1990,30-45 y.,West,Southern Europe,0.04122,434,2601,0.03358,0.04887
1990,30-45 y.,West,Western Asia,0.03115,222,2601,0.02448,0.03783
1990,30-45 y.,East,Germany,0.97863,1486,1486,0.97127,0.98598
1990,46-65 y.,West,Germany,0.86115,2005,2741,0.84820,0.87410
1990,46-65 y.,West,Southern Europe,0.03323,435,2741,0.02652,0.03994
1990,46-65 y.,West,Western Asia,0.02219,237,2741,0.01667,0.02770
1990,46-65 y.,West,Eastern Europe,0.02852,64,2741,0.02229,0.03475
1990,46-65 y.,East,Germany,0.94044,1266,1310,0.92762,0.95326
1990,46-65 y.,East,Eastern Europe,0.03270,44,1310,0.02306,0.04233
1990,66 and older,West,Germany,0.94163,958,958,0.92678,0.95649
1990,66 and older,East,Germany,0.94738,399,399,0.92545,0.96932
1991,17-29 y.,West,Germany,0.89505,2057,2615,0.88331,0.90680
1991,17-29 y.,West,Southern Europe,0.01997,201,2615,0.01460,0.02533
1991,17-29 y.,West,Western Asia,0.04521,357,2615,0.03725,0.05318
1991,17-29 y.,East,Germany,0.98540,974,974,0.97786,0.99293
1991,30-45 y.,West,Germany,0.86509,2014,2664,0.85212,0.87807
1991,30-45 y.,West,Southern Europe,0.04019,412,2664,0.03273,0.04765
1991,30-45 y.,West,Western Asia,0.03057,205,2664,0.02403,0.03711
1991,30-45 y.,West,Eastern Europe,0.01161,33,2664,0.00754,0.01568
1991,30-45 y.,East,Germany,0.98076,1465,1465,0.97372,0.98779
1991,46-65 y.,West,Germany,0.84877,1938,2684,0.83522,0.86233
1991,46-65 y.,West,Southern Europe,0.03846,430,2684,0.03119,0.04574
1991,46-65 y.,West,Western Asia,0.02800,253,2684,0.02175,0.03424
1991,46-65 y.,West,Eastern Europe,0.02873,63,2684,0.02241,0.03505
1991,46-65 y.,East,Germany,0.93330,1193,1239,0.91940,0.94719
1991,46-65 y.,East,Eastern Europe,0.03706,46,1239,0.02654,0.04759
1991,66 and older,West,Germany,0.93109,956,956,0.91502,0.94715
1991,66 and older,East,Germany,0.93885,367,367,0.91430,0.96340
1992,17-29 y.,West,Germany,0.88918,2040,2566,0.87703,0.90133
1992,17-29 y.,West,Southern Europe,0.02268,189,2566,0.01692,0.02845
1992,17-29 y.,West,Western Asia,0.04727,337,2566,0.03906,0.05548
1992,17-29 y.,East,Germany,0.98710,906,906,0.97975,0.99445
1992,30-45 y.,West,Germany,0.86324,2059,2673,0.85021,0.87627
1992,30-45 y.,West,Southern Europe,0.04106,376,2673,0.03353,0.04858
1992,30-45 y.,West,Western Asia,0.03136,207,2673,0.02475,0.03797
1992,30-45 y.,West,Eastern Europe,0.01167,31,2673,0.00760,0.01574
1992,30-45 y.,East,Germany,0.97863,1410,1410,0.97108,0.98618
1992,46-65 y.,West,Germany,0.84027,1887,2640,0.82629,0.85425
1992,46-65 y.,West,Southern Europe,0.04586,433,2640,0.03788,0.05385
1992,46-65 y.,West,Western Asia,0.03245,259,2640,0.02569,0.03921
1992,46-65 y.,West,Eastern Europe,0.02732,61,2640,0.02110,0.03354
1992,46-65 y.,East,Germany,0.92719,1150,1197,0.91246,0.94192
1992,46-65 y.,East,Eastern Europe,0.04049,47,1197,0.02932,0.05167
1992,66 and older,West,Germany,0.92621,948,948,0.90956,0.94286
1992,66 and older,East,Germany,0.93525,365,365,0.90997,0.96053
1993,17-29 y.,West,Germany,0.88230,2038,2529,0.86974,0.89487
1993,17-29 y.,West,Southern Europe,0.02741,183,2529,0.02104,0.03377
1993,17-29 y.,West,Western Asia,0.05053,308,2529,0.04199,0.05907
1993,17-29 y.,East,Germany,0.98762,863,863,0.98024,0.99500
1993,30-45 y.,West,Germany,0.86292,2086,2677,0.84989,0.87595
1993,30-45 y.,West,Southern Europe,0.04169,354,2677,0.03412,0.04926
1993,30-45 y.,West,Western Asia,0.03098,205,2677,0.02442,0.03755
1993,30-45 y.,West,Eastern Europe,0.01197,32,2677,0.00785,0.01609
1993,30-45 y.,East,Germany,0.98136,1359,1359,0.97417,0.98855
1993,46-65 y.,West,Germany,0.82747,1850,2604,0.81295,0.84198
1993,46-65 y.,West,Southern Europe,0.05069,439,2604,0.04226,0.05911
1993,46-65 y.,West,Western Asia,0.03516,255,2604,0.02808,0.04224
1993,46-65 y.,West,Eastern Europe,0.02744,60,2604,0.02116,0.03372
1993,46-65 y.,East,Germany,0.93122,1113,1157,0.91664,0.94581
1993,46-65 y.,East,Eastern Europe,0.04016,44,1157,0.02884,0.05147
1993,66 and older,West,Germany,0.91879,958,990,0.90177,0.93581
1993,66 and older,West,Southern Europe,0.00444,32,990,0.00030,0.00858
1993,66 and older,East,Germany,0.92343,359,359,0.89588,0.95097
1994,17-29 y.,West,Germany,0.88275,1988,2423,0.86994,0.89556
1994,17-29 y.,West,Southern Europe,0.03039,167,2423,0.02355,0.03723
1994,17-29 y.,West,Western Asia,0.05079,268,2423,0.04205,0.05954
1994,17-29 y.,East,Germany,0.97313,835,835,0.96215,0.98410
1994,30-45 y.,West,Germany,0.86022,2113,2644,0.84700,0.87344
1994,30-45 y.,West,Southern Europe,0.04117,329,2644,0.03360,0.04875
1994,30-45 y.,West,Western Asia,0.03195,202,2644,0.02524,0.03865
1994,30-45 y.,East,Germany,0.98223,1322,1322,0.97510,0.98935
1994,46-65 y.,West,Germany,0.82648,1828,2560,0.81181,0.84116
1994,46-65 y.,West,Southern Europe,0.05518,432,2560,0.04633,0.06403
1994,46-65 y.,West,Western Asia,0.03632,240,2560,0.02907,0.04356
1994,46-65 y.,West,Eastern Europe,0.02778,60,2560,0.02141,0.03415
1994,46-65 y.,East,Germany,0.92286,1109,1153,0.90745,0.93827
1994,46-65 y.,East,Eastern Europe,0.04056,44,1153,0.02917,0.05195
1994,66 and older,West,Germany,0.90722,954,989,0.88913,0.92531
1994,66 and older,West,Southern Europe,0.00593,35,989,0.00114,0.01072
1994,66 and older,East,Germany,0.92263,367,367,0.89526,0.95001
1995,17-29 y.,West,Germany,0.83992,1930,2423,0.82531,0.85452
1995,17-29 y.,West,Southern Europe,0.03014,151,2423,0.02333,0.03695
1995,17-29 y.,West,Western Asia,0.04958,248,2423,0.04094,0.05823
1995,17-29 y.,West,Eastern Europe,0.03131,94,2423,0.02437,0.03824
1995,17-29 y.,East,Germany,0.97767,823,823,0.96757,0.98777
1995,30-45 y.,West,Germany,0.82293,2256,3010,0.80929,0.83657
1995,30-45 y.,West,Southern Europe,0.03964,320,3010,0.03267,0.04661
1995,30-45 y.,West,Central Asia,0.00649,41,3010,0.00362,0.00936
1995,30-45 y.,West,Western Asia,0.03016,222,3010,0.02405,0.03627
1995,30-45 y.,West,Eastern Europe,0.03783,171,3010,0.03101,0.04465
1995,30-45 y.,East,Germany,0.98148,1261,1261,0.97403,0.98892
1995,46-65 y.,West,Germany,0.81702,1830,2635,0.80225,0.83179
1995,46-65 y.,West,Southern Europe,0.04893,438,2635,0.04069,0.05717
1995,46-65 y.,West,Western Asia,0.02933,230,2635,0.02289,0.03577
1995,46-65 y.,West,Eastern Europe,0.04604,137,2635,0.03804,0.05405
1995,46-65 y.,East,Germany,0.92296,1095,1137,0.90745,0.93846
1995,46-65 y.,East,Eastern Europe,0.04023,42,1137,0.02880,0.05166
1995,66 and older,West,Germany,0.89105,939,1034,0.87205,0.91005
1995,66 and older,West,Southern Europe,0.00724,43,1034,0.00207,0.01241
1995,66 and older,West,Eastern Europe,0.03495,52,1034,0.02375,0.04615
1995,66 and older,East,Germany,0.91890,371,371,0.89108,0.94672
1996,17-29 y.,West,Germany,0.83345,1803,2267,0.81811,0.84879
1996,17-29 y.,West,Southern Europe,0.03212,135,2267,0.02486,0.03938
1996,17-29 y.,West,Central Asia,0.00875,31,2267,0.00492,0.01259
