year,pgisced97,sampreg,ple0017,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,No answer / don't know,West,No,0.96287,231,231,0.93843,0.98731
2009,No answer / don't know,East,No,0.93972,77,77,0.88621,0.99323
2009,Pre-primary Level,West,No,0.97254,251,251,0.95228,0.99280
2009,Primary Level,West,No,0.93649,140,140,0.89595,0.97704
2009,Lower Secondary Level,West,Yes,0.05706,94,1525,0.04541,0.06870
2009,Lower Secondary Level,West,No,0.94294,1431,1525,0.93130,0.95459
2009,Lower Secondary Level,East,No,0.96800,255,255,0.94635,0.98964
2009,Upper Secondary Level,West,Yes,0.05095,326,6669,0.04567,0.05623
2009,Upper Secondary Level,West,No,0.94905,6343,6669,0.94377,0.95433
2009,Upper Secondary Level,East,Yes,0.04853,111,2394,0.03992,0.05714
2009,Upper Secondary Level,East,No,0.95147,2283,2394,0.94286,0.96008
2009,Post-secondary Non-tertiary Level,West,Yes,0.06459,57,844,0.04800,0.08119
2009,Post-secondary Non-tertiary Level,West,No,0.93541,787,844,0.91881,0.95200
2009,Post-secondary Non-tertiary Level,East,No,0.92424,143,143,0.88072,0.96776
2009,First Stage of Tertiary Education,West,Yes,0.04822,53,959,0.03465,0.06178
2009,First Stage of Tertiary Education,West,No,0.95178,906,959,0.93822,0.96535
2009,First Stage of Tertiary Education,East,No,0.94596,354,354,0.92237,0.96955
2009,Second Stage of Tertiary Education,West,Yes,0.05500,148,2828,0.04660,0.06341
2009,Second Stage of Tertiary Education,West,No,0.94500,2680,2828,0.93659,0.95340
2009,Second Stage of Tertiary Education,East,Yes,0.04990,65,1207,0.03761,0.06219
2009,Second Stage of Tertiary Education,East,No,0.95010,1142,1207,0.93781,0.96239
2011,No answer / don't know,West,No,0.98495,253,253,0.96992,0.99998
2011,No answer / don't know,East,No,0.98939,50,50,0.96071,1.01808
2011,Pre-primary Level,West,No,0.98470,271,271,0.97006,0.99934
2011,Pre-primary Level,East,No,0.91436,31,31,0.81423,1.01450
2011,Primary Level,West,No,0.91807,189,189,0.87887,0.95728
2011,Lower Secondary Level,West,Yes,0.05745,126,1869,0.04689,0.06800
2011,Lower Secondary Level,West,No,0.94255,1743,1869,0.93200,0.95311
2011,Lower Secondary Level,East,No,0.96740,286,286,0.94678,0.98802
2011,Upper Secondary Level,West,Yes,0.05527,429,7862,0.05022,0.06032
2011,Upper Secondary Level,West,No,0.94473,7433,7862,0.93968,0.94978
2011,Upper Secondary Level,East,Yes,0.05030,133,2628,0.04194,0.05865
2011,Upper Secondary Level,East,No,0.94970,2495,2628,0.94135,0.95806
2011,Post-secondary Non-tertiary Level,West,Yes,0.06552,79,1023,0.05035,0.08069
2011,Post-secondary Non-tertiary Level,West,No,0.93448,944,1023,0.91931,0.94965
2011,Post-secondary Non-tertiary Level,East,No,0.95603,167,167,0.92485,0.98722
2011,First Stage of Tertiary Education,West,Yes,0.06472,63,1044,0.04979,0.07966
2011,First Stage of Tertiary Education,West,No,0.93528,981,1044,0.92034,0.95021
2011,First Stage of Tertiary Education,East,No,0.94563,379,379,0.92277,0.96848
2011,Second Stage of Tertiary Education,West,Yes,0.05507,184,3300,0.04729,0.06286
2011,Second Stage of Tertiary Education,West,No,0.94493,3116,3300,0.93714,0.95271
2011,Second Stage of Tertiary Education,East,Yes,0.04311,63,1288,0.03201,0.05420
2011,Second Stage of Tertiary Education,East,No,0.95689,1225,1288,0.94580,0.96799
2013,No answer / don't know,West,No,0.96383,218,218,0.93898,0.98867
2013,No answer / don't know,East,No,0.96705,36,36,0.90791,1.02619
2013,Pre-primary Level,West,No,0.93412,217,217,0.90103,0.96720
2013,Primary Level,West,No,0.89471,144,144,0.84441,0.94502
2013,Lower Secondary Level,West,Yes,0.05563,111,1605,0.04441,0.06685
2013,Lower Secondary Level,West,No,0.94437,1494,1605,0.93315,0.95559
2013,Lower Secondary Level,East,No,0.95445,235,235,0.92774,0.98117
2013,Upper Secondary Level,West,Yes,0.06540,468,7051,0.05963,0.07118
2013,Upper Secondary Level,West,No,0.93460,6583,7051,0.92882,0.94037
2013,Upper Secondary Level,East,Yes,0.05822,127,2356,0.04876,0.06768
2013,Upper Secondary Level,East,No,0.94178,2229,2356,0.93232,0.95124
2013,Post-secondary Non-tertiary Level,West,Yes,0.08686,82,926,0.06871,0.10501
2013,Post-secondary Non-tertiary Level,West,No,0.91314,844,926,0.89499,0.93129
2013,Post-secondary Non-tertiary Level,East,No,0.95582,163,163,0.92417,0.98746
2013,First Stage of Tertiary Education,West,Yes,0.06842,69,951,0.05237,0.08448
2013,First Stage of Tertiary Education,West,No,0.93158,882,951,0.91552,0.94763
2013,First Stage of Tertiary Education,East,No,0.93010,344,344,0.90312,0.95709
2013,Second Stage of Tertiary Education,West,Yes,0.06513,198,3260,0.05665,0.07360
