"ple0017","year","bildungsniveau","sampreg","n","percent","lower_confidence","upper_confidence"
"Ja","2009","(noch) kein Abschluss","Westdeutschland","20","","",""
"Ja","2009","(noch) kein Abschluss","Ostdeutschland","","","",""
"Ja","2009","Hauptschule","Westdeutschland","229","0.045432278211403","0.0397118021505996","0.0511527542722063"
"Ja","2009","Hauptschule","Ostdeutschland","36","0.0311076948007036","0.0209448111679648","0.0412705784334423"
"Ja","2009","Realschule","Westdeutschland","190","0.0575256553308105","0.0493866304097993","0.0656646802518218"
"Ja","2009","Realschule","Ostdeutschland","85","0.0533220216665504","0.0425398930344841","0.0641041502986168"
"Ja","2009","(Fach-)Abitur","Westdeutschland","103","0.0632666245823068","0.0515451522662025","0.074988096898411"
"Ja","2009","(Fach-)Abitur","Ostdeutschland","21","","",""
"Ja","2009","AkademikerIn","Westdeutschland","148","0.0550237511125212","0.0466195984657197","0.0634279037593226"
"Ja","2009","AkademikerIn","Ostdeutschland","65","0.049935004303633","0.0376472177048569","0.062222790902409"
"Nein","2009","(noch) kein Abschluss","Westdeutschland","392","0.93882348163032","0.915682390461363","0.961964572799278"
"Nein","2009","(noch) kein Abschluss","Ostdeutschland","72","1","1","1"
"Nein","2009","Hauptschule","Westdeutschland","4862","0.954567721788597","0.948847245727794","0.9602881978494"
"Nein","2009","Hauptschule","Ostdeutschland","1085","0.968892305199296","0.958729421566558","0.979055188832035"
"Nein","2009","Realschule","Westdeutschland","2954","0.94247434466919","0.934335319748178","0.950613369590201"
"Nein","2009","Realschule","Ostdeutschland","1583","0.94667797833345","0.935895849701383","0.957460106965516"
"Nein","2009","(Fach-)Abitur","Westdeutschland","1554","0.936733375417693","0.925011903101589","0.948454847733797"
"Nein","2009","(Fach-)Abitur","Ostdeutschland","326","0.931895865472958","0.905389280070489","0.958402450875426"
"Nein","2009","AkademikerIn","Westdeutschland","2680","0.944976248887479","0.936572096240677","0.95338040153428"
"Nein","2009","AkademikerIn","Ostdeutschland","1142","0.950064995696367","0.937777209097591","0.962352782295143"
"Ja","2010","(noch) kein Abschluss","Westdeutschland","","","",""
"Ja","2010","(noch) kein Abschluss","Ostdeutschland","","","",""
"Ja","2010","Hauptschule","Westdeutschland","","","",""
"Ja","2010","Hauptschule","Ostdeutschland","","","",""
"Ja","2010","Realschule","Westdeutschland","","","",""
"Ja","2010","Realschule","Ostdeutschland","","","",""
"Ja","2010","(Fach-)Abitur","Westdeutschland","","","",""
"Ja","2010","(Fach-)Abitur","Ostdeutschland","","","",""
"Ja","2010","AkademikerIn","Westdeutschland","","","",""
"Ja","2010","AkademikerIn","Ostdeutschland","","","",""
"Nein","2010","(noch) kein Abschluss","Westdeutschland","","","",""
"Nein","2010","(noch) kein Abschluss","Ostdeutschland","","","",""
"Nein","2010","Hauptschule","Westdeutschland","","","",""
"Nein","2010","Hauptschule","Ostdeutschland","","","",""
"Nein","2010","Realschule","Westdeutschland","","","",""
"Nein","2010","Realschule","Ostdeutschland","","","",""
"Nein","2010","(Fach-)Abitur","Westdeutschland","","","",""
"Nein","2010","(Fach-)Abitur","Ostdeutschland","","","",""
"Nein","2010","AkademikerIn","Westdeutschland","","","",""
"Nein","2010","AkademikerIn","Ostdeutschland","","","",""
"Ja","2011","(noch) kein Abschluss","Westdeutschland","17","","",""
"Ja","2011","(noch) kein Abschluss","Ostdeutschland","5","","",""
"Ja","2011","Hauptschule","Westdeutschland","309","0.0528973586591918","0.0472076807889498","0.0585870365294338"
"Ja","2011","Hauptschule","Ostdeutschland","43","0.0354443739003805","0.0250045815279329","0.0458841662728281"
"Ja","2011","Realschule","Westdeutschland","242","0.0633848855214148","0.0554922569981672","0.0712775140446623"
"Ja","2011","Realschule","Ostdeutschland","107","0.0553665912911683","0.0449566382620281","0.0657765443203085"
"Ja","2011","(Fach-)Abitur","Westdeutschland","143","0.0632125600300448","0.0526398066150203","0.0737853134450693"
"Ja","2011","(Fach-)Abitur","Ostdeutschland","26","","",""
"Ja","2011","AkademikerIn","Westdeutschland","184","0.0555250763790257","0.0477118407969473","0.0633383119611041"
"Ja","2011","AkademikerIn","Ostdeutschland","63","0.0428944438129986","0.0318289551213417","0.0539599325046555"
"Nein","2011","(noch) kein Abschluss","Westdeutschland","478","0.955688935376249","0.937560519199057","0.973817351553441"
"Nein","2011","(noch) kein Abschluss","Ostdeutschland","61","0.960586719777708","0.913644275125616","1.0075291644298"
"Nein","2011","Hauptschule","Westdeutschland","5636","0.947102641340808","0.941412963470566","0.95279231921105"
"Nein","2011","Hauptschule","Ostdeutschland","1162","0.964555626099619","0.954115833727172","0.974995418472067"
"Nein","2011","Realschule","Westdeutschland","3419","0.936615114478585","0.928722485955338","0.944507743001833"
"Nein","2011","Realschule","Ostdeutschland","1747","0.944633408708832","0.934223455679691","0.955043361737972"
"Nein","2011","(Fach-)Abitur","Westdeutschland","1892","0.936787439969955","0.926214686554931","0.94736019338498"
"Nein","2011","(Fach-)Abitur","Ostdeutschland","380","0.936810040977503","0.913143494984031","0.960476586970974"
"Nein","2011","AkademikerIn","Westdeutschland","3116","0.944474923620974","0.936661688038896","0.952288159203053"
"Nein","2011","AkademikerIn","Ostdeutschland","1225","0.957105556187001","0.946040067495345","0.968171044878658"
"Ja","2012","(noch) kein Abschluss","Westdeutschland","","","",""
"Ja","2012","(noch) kein Abschluss","Ostdeutschland","","","",""
"Ja","2012","Hauptschule","Westdeutschland","","","",""
"Ja","2012","Hauptschule","Ostdeutschland","","","",""
"Ja","2012","Realschule","Westdeutschland","","","",""
"Ja","2012","Realschule","Ostdeutschland","","","",""
"Ja","2012","(Fach-)Abitur","Westdeutschland","","","",""
"Ja","2012","(Fach-)Abitur","Ostdeutschland","","","",""
"Ja","2012","AkademikerIn","Westdeutschland","","","",""
"Ja","2012","AkademikerIn","Ostdeutschland","","","",""
"Nein","2012","(noch) kein Abschluss","Westdeutschland","","","",""
"Nein","2012","(noch) kein Abschluss","Ostdeutschland","","","",""
"Nein","2012","Hauptschule","Westdeutschland","","","",""
"Nein","2012","Hauptschule","Ostdeutschland","","","",""
"Nein","2012","Realschule","Westdeutschland","","","",""
"Nein","2012","Realschule","Ostdeutschland","","","",""
"Nein","2012","(Fach-)Abitur","Westdeutschland","","","",""
"Nein","2012","(Fach-)Abitur","Ostdeutschland","","","",""
"Nein","2012","AkademikerIn","Westdeutschland","","","",""
"Nein","2012","AkademikerIn","Ostdeutschland","","","",""
"Ja","2013","(noch) kein Abschluss","Westdeutschland","29","","",""
"Ja","2013","(noch) kein Abschluss","Ostdeutschland","7","","",""
"Ja","2013","Hauptschule","Westdeutschland","321","0.0583663659297142","0.0519580104117402","0.0647747214476883"
"Ja","2013","Hauptschule","Ostdeutschland","38","0.0352794595739408","0.0242563612825094","0.0463025578653722"
"Ja","2013","Realschule","Westdeutschland","254","0.0753049663458254","0.0663784194203428","0.0842315132713079"
"Ja","2013","Realschule","Ostdeutschland","117","0.0704260111566758","0.0582019768505462","0.0826500454628055"
"Ja","2013","(Fach-)Abitur","Westdeutschland","146","0.0731392008625866","0.0613541946013761","0.0849242071237972"
"Ja","2013","(Fach-)Abitur","Ostdeutschland","16","","",""
"Ja","2013","AkademikerIn","Westdeutschland","198","0.0659541851046565","0.0574340876995734","0.0744742825097396"
"Ja","2013","AkademikerIn","Ostdeutschland","60","0.036095100417375","0.0255678329264407","0.0466223679083093"
"Nein","2013","(noch) kein Abschluss","Westdeutschland","388","0.91388458192902","0.886958931946666","0.940810231911375"
"Nein","2013","(noch) kein Abschluss","Ostdeutschland","60","0.911521308004476","0.843520597698308","0.979522018310644"
"Nein","2013","Hauptschule","Westdeutschland","4820","0.941633634070286","0.935225278552312","0.94804198958826"
"Nein","2013","Hauptschule","Ostdeutschland","1038","0.964720540426059","0.953697442134628","0.975743638717491"
"Nein","2013","Realschule","Westdeutschland","3103","0.924695033654175","0.915768486728692","0.933621580579657"
"Nein","2013","Realschule","Ostdeutschland","1566","0.929573988843324","0.917349954537194","0.941798023149454"
"Nein","2013","(Fach-)Abitur","Westdeutschland","1729","0.926860799137413","0.915075792876203","0.938645805398624"
