year,quintil_oecd,sex,ple0017,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,1st Quintile,male,Yes,0.03062,33,1199,0.02087,0.04038
2009,1st Quintile,male,No,0.96938,1166,1199,0.95962,0.97913
2009,1st Quintile,female,Yes,0.08451,142,1669,0.07116,0.09785
2009,1st Quintile,female,No,0.91549,1527,1669,0.90215,0.92884
2009,2nd Quintile,male,Yes,0.03085,35,1412,0.02183,0.03988
2009,2nd Quintile,male,No,0.96915,1377,1412,0.96012,0.97817
2009,2nd Quintile,female,Yes,0.07502,134,1750,0.06267,0.08736
2009,2nd Quintile,female,No,0.92498,1616,1750,0.91264,0.93733
2009,3rd Quintile,male,No,0.98137,1632,1632,0.97481,0.98793
2009,3rd Quintile,female,Yes,0.05937,114,1748,0.04829,0.07045
2009,3rd Quintile,female,No,0.94063,1634,1748,0.92955,0.95171
2009,4th Quintile,male,Yes,0.02009,35,1866,0.01373,0.02646
2009,4th Quintile,male,No,0.97991,1831,1866,0.97354,0.98627
2009,4th Quintile,female,Yes,0.09000,154,1904,0.07715,0.10286
2009,4th Quintile,female,No,0.91000,1750,1904,0.89714,0.92285
2009,5th Quintile,male,Yes,0.02266,55,2460,0.01678,0.02854
2009,5th Quintile,male,No,0.97734,2405,2460,0.97146,0.98322
2009,5th Quintile,female,Yes,0.08148,196,2346,0.07041,0.09255
2009,5th Quintile,female,No,0.91852,2150,2346,0.90745,0.92959
2011,1st Quintile,male,Yes,0.03544,36,1043,0.02421,0.04666
2011,1st Quintile,male,No,0.96456,1007,1043,0.95334,0.97579
2011,1st Quintile,female,Yes,0.07812,123,1450,0.06430,0.09193
2011,1st Quintile,female,No,0.92188,1327,1450,0.90807,0.93570
2011,2nd Quintile,male,Yes,0.02273,32,1224,0.01438,0.03108
2011,2nd Quintile,male,No,0.97727,1192,1224,0.96892,0.98562
2011,2nd Quintile,female,Yes,0.06607,124,1503,0.05351,0.07863
2011,2nd Quintile,female,No,0.93393,1379,1503,0.92137,0.94649
