year,migback,regtyp,ple0017,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,No migration background,Urban regions,Yes,0.05028,511,9786,0.04595,0.05461
2009,No migration background,Urban regions,No,0.94972,9275,9786,0.94539,0.95405
2009,No migration background,Rural regions,Yes,0.04762,277,5864,0.04217,0.05307
2009,No migration background,Rural regions,No,0.95238,5587,5864,0.94693,0.95783
2009,Direct migration background,Urban regions,Yes,0.06860,79,1341,0.05507,0.08214
2009,Direct migration background,Urban regions,No,0.93140,1262,1341,0.91786,0.94493
2009,Direct migration background,Rural regions,No,0.95293,302,302,0.92901,0.97686
2009,Indirect migration background,Urban regions,Yes,0.06621,36,592,0.04616,0.08625
2009,Indirect migration background,Urban regions,No,0.93379,556,592,0.91375,0.95384
2009,Indirect migration background,Rural regions,No,0.94765,110,110,0.90584,0.98946
2011,No migration background,Urban regions,Yes,0.05584,646,11186,0.05158,0.06009
2011,No migration background,Urban regions,No,0.94416,10540,11186,0.93991,0.94842
2011,No migration background,Rural regions,Yes,0.05055,350,6747,0.04532,0.05578
2011,No migration background,Rural regions,No,0.94945,6397,6747,0.94422,0.95468
2011,Direct migration background,Urban regions,Yes,0.06111,90,1549,0.04918,0.07304
2011,Direct migration background,Urban regions,No,0.93889,1459,1549,0.92696,0.95082
2011,Direct migration background,Rural regions,No,0.96511,444,444,0.94803,0.98220
2011,Indirect migration background,Urban regions,Yes,0.05949,39,657,0.04139,0.07759
2011,Indirect migration background,Urban regions,No,0.94051,618,657,0.92241,0.95861
2011,Indirect migration background,Rural regions,No,0.93822,131,131,0.89683,0.97960
2013,No migration background,Urban regions,Yes,0.06636,686,10189,0.06153,0.07120
2013,No migration background,Urban regions,No,0.93364,9503,10189,0.92880,0.93847
2013,No migration background,Rural regions,Yes,0.05948,365,6232,0.05360,0.06535
2013,No migration background,Rural regions,No,0.94052,5867,6232,0.93465,0.94640
2013,Direct migration background,Urban regions,Yes,0.05771,86,1322,0.04513,0.07028
2013,Direct migration background,Urban regions,No,0.94229,1236,1322,0.92972,0.95487
2013,Direct migration background,Rural regions,No,0.92039,399,399,0.89380,0.94699
2013,Indirect migration background,Urban regions,Yes,0.05538,46,563,0.03647,0.07429
