year,age_gr,pgisced97,ple0017,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,17-29 y.,No answer / don't know,No,0.96499,294,294,0.94394,0.98603
2009,17-29 y.,Pre-primary Level,No,0.97714,306,306,0.96036,0.99391
2009,17-29 y.,Lower Secondary Level,No,0.95172,456,456,0.93202,0.97142
2009,17-29 y.,Upper Secondary Level,Yes,0.06715,74,1262,0.05334,0.08097
2009,17-29 y.,Upper Secondary Level,No,0.93285,1188,1262,0.91903,0.94666
2009,17-29 y.,Post-secondary Non-tertiary Level,No,0.95257,177,177,0.92117,0.98397
2009,17-29 y.,First Stage of Tertiary Education,No,0.93281,35,35,0.84866,1.01696
2009,17-29 y.,Second Stage of Tertiary Education,No,0.93157,229,229,0.89880,0.96435
2009,30-45 y.,Primary Level,No,0.91210,44,44,0.82746,0.99673
2009,30-45 y.,Lower Secondary Level,No,0.92770,246,246,0.89527,0.96013
2009,30-45 y.,Upper Secondary Level,Yes,0.05696,140,2331,0.04755,0.06637
2009,30-45 y.,Upper Secondary Level,No,0.94304,2191,2331,0.93363,0.95245
2009,30-45 y.,Post-secondary Non-tertiary Level,Yes,0.07109,32,437,0.04697,0.09521
2009,30-45 y.,Post-secondary Non-tertiary Level,No,0.92891,405,437,0.90479,0.95303
2009,30-45 y.,First Stage of Tertiary Education,Yes,0.08328,36,434,0.05725,0.10930
2009,30-45 y.,First Stage of Tertiary Education,No,0.91672,398,434,0.89070,0.94275
2009,30-45 y.,Second Stage of Tertiary Education,Yes,0.05343,63,1149,0.04042,0.06644
2009,30-45 y.,Second Stage of Tertiary Education,No,0.94657,1086,1149,0.93356,0.95958
2009,46-65 y.,Primary Level,No,0.93543,49,49,0.86590,1.00496
2009,46-65 y.,Lower Secondary Level,Yes,0.08524,34,389,0.05745,0.11302
2009,46-65 y.,Lower Secondary Level,No,0.91476,355,389,0.88698,0.94255
2009,46-65 y.,Upper Secondary Level,Yes,0.05231,154,3295,0.04471,0.05992
2009,46-65 y.,Upper Secondary Level,No,0.94769,3141,3295,0.94008,0.95529
2009,46-65 y.,Post-secondary Non-tertiary Level,No,0.91589,258,258,0.88196,0.94983
2009,46-65 y.,First Stage of Tertiary Education,No,0.95719,517,517,0.93972,0.97466
2009,46-65 y.,Second Stage of Tertiary Education,Yes,0.06295,103,1759,0.05160,0.07431
2009,46-65 y.,Second Stage of Tertiary Education,No,0.93705,1656,1759,0.92569,0.94840
2009,66 and older,Primary Level,No,0.96148,40,40,0.90107,1.02188
2009,66 and older,Lower Secondary Level,No,0.96822,629,629,0.95450,0.98194
2009,66 and older,Upper Secondary Level,Yes,0.03085,69,2175,0.02358,0.03812
2009,66 and older,Upper Secondary Level,No,0.96915,2106,2175,0.96188,0.97642
2009,66 and older,Post-secondary Non-tertiary Level,No,0.96047,90,90,0.91999,1.00095
2009,66 and older,First Stage of Tertiary Education,No,0.98853,310,310,0.97665,1.00040
2009,66 and older,Second Stage of Tertiary Education,No,0.96614,851,851,0.95398,0.97830
2011,17-29 y.,No answer / don't know,No,0.99045,257,257,0.97854,1.00236
2011,17-29 y.,Pre-primary Level,No,0.97892,302,302,0.96270,0.99515
2011,17-29 y.,Primary Level,No,0.90359,33,33,0.80132,1.00585
2011,17-29 y.,Lower Secondary Level,No,0.94793,448,448,0.92733,0.96853
2011,17-29 y.,Upper Secondary Level,Yes,0.06241,94,1352,0.04951,0.07531
2011,17-29 y.,Upper Secondary Level,No,0.93759,1258,1352,0.92469,0.95049
2011,17-29 y.,Post-secondary Non-tertiary Level,No,0.93342,196,196,0.89843,0.96841
2011,17-29 y.,First Stage of Tertiary Education,No,0.94631,47,47,0.88118,1.01145
2011,17-29 y.,Second Stage of Tertiary Education,No,0.94398,270,270,0.91650,0.97146
2011,30-45 y.,Primary Level,No,0.99537,59,59,0.97789,1.01284
2011,30-45 y.,Lower Secondary Level,Yes,0.09388,33,335,0.06260,0.12516
2011,30-45 y.,Lower Secondary Level,No,0.90612,302,335,0.87484,0.93740
