year,age_gr,quintil_oecd,ple0017,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,17-29 y.,1st Quintile,Yes,0.06285,50,710,0.04499,0.08072
2009,17-29 y.,1st Quintile,No,0.93715,660,710,0.91928,0.95501
2009,17-29 y.,2nd Quintile,No,0.95235,460,460,0.93286,0.97184
2009,17-29 y.,3rd Quintile,No,0.96018,541,541,0.94369,0.97667
2009,17-29 y.,4th Quintile,No,0.92332,561,561,0.90128,0.94536
2009,17-29 y.,5th Quintile,No,0.96487,483,483,0.94844,0.98131
2009,30-45 y.,1st Quintile,Yes,0.08567,52,665,0.06438,0.10696
2009,30-45 y.,1st Quintile,No,0.91433,613,665,0.89304,0.93562
2009,30-45 y.,2nd Quintile,Yes,0.06163,53,850,0.04545,0.07781
2009,30-45 y.,2nd Quintile,No,0.93837,797,850,0.92219,0.95455
2009,30-45 y.,3rd Quintile,Yes,0.05348,55,941,0.03909,0.06786
2009,30-45 y.,3rd Quintile,No,0.94652,886,941,0.93214,0.96091
2009,30-45 y.,4th Quintile,Yes,0.05806,72,1052,0.04392,0.07220
2009,30-45 y.,4th Quintile,No,0.94194,980,1052,0.92780,0.95608
2009,30-45 y.,5th Quintile,Yes,0.05659,70,1165,0.04331,0.06986
2009,30-45 y.,5th Quintile,No,0.94341,1095,1165,0.93014,0.95669
2009,46-65 y.,1st Quintile,Yes,0.07921,52,778,0.06022,0.09820
2009,46-65 y.,1st Quintile,No,0.92079,726,778,0.90180,0.93978
2009,46-65 y.,2nd Quintile,Yes,0.07621,46,775,0.05752,0.09490
2009,46-65 y.,2nd Quintile,No,0.92379,729,775,0.90510,0.94248
2009,46-65 y.,3rd Quintile,Yes,0.03702,45,1073,0.02571,0.04832
2009,46-65 y.,3rd Quintile,No,0.96298,1028,1073,0.95168,0.97429
2009,46-65 y.,4th Quintile,Yes,0.05497,70,1405,0.04305,0.06689
2009,46-65 y.,4th Quintile,No,0.94503,1335,1405,0.93311,0.95695
2009,46-65 y.,5th Quintile,Yes,0.05338,128,2293,0.04418,0.06258
2009,46-65 y.,5th Quintile,No,0.94662,2165,2293,0.93742,0.95582
2009,66 and older,1st Quintile,No,0.97776,694,694,0.96678,0.98874
2009,66 and older,2nd Quintile,Yes,0.03827,41,1048,0.02665,0.04989
2009,66 and older,2nd Quintile,No,0.96173,1007,1048,0.95011,0.97335
2009,66 and older,3rd Quintile,No,0.97590,811,811,0.96533,0.98646
2009,66 and older,4th Quintile,No,0.97001,705,705,0.95741,0.98261
2009,66 and older,5th Quintile,No,0.96297,812,812,0.94997,0.97596
2011,17-29 y.,1st Quintile,Yes,0.06278,39,525,0.04201,0.08354
2011,17-29 y.,1st Quintile,No,0.93722,486,525,0.91646,0.95799
2011,17-29 y.,2nd Quintile,Yes,0.03959,32,426,0.02105,0.05812
2011,17-29 y.,2nd Quintile,No,0.96041,394,426,0.94188,0.97895
2011,17-29 y.,3rd Quintile,No,0.93140,457,457,0.90820,0.95460
2011,17-29 y.,4th Quintile,No,0.95419,446,446,0.93476,0.97361
2011,17-29 y.,5th Quintile,No,0.95144,359,359,0.92918,0.97371
2011,30-45 y.,1st Quintile,Yes,0.11809,47,520,0.09032,0.14585
2011,30-45 y.,1st Quintile,No,0.88191,473,520,0.85415,0.90968
2011,30-45 y.,2nd Quintile,Yes,0.06694,50,645,0.04764,0.08624
2011,30-45 y.,2nd Quintile,No,0.93306,595,645,0.91376,0.95236
2011,30-45 y.,3rd Quintile,Yes,0.08091,49,763,0.06155,0.10027
2011,30-45 y.,3rd Quintile,No,0.91909,714,763,0.89973,0.93845
2011,30-45 y.,4th Quintile,Yes,0.06840,70,884,0.05175,0.08505
2011,30-45 y.,4th Quintile,No,0.93160,814,884,0.91495,0.94825
2011,30-45 y.,5th Quintile,Yes,0.06426,60,892,0.04816,0.08036
2011,30-45 y.,5th Quintile,No,0.93574,832,892,0.91964,0.95184
2011,46-65 y.,1st Quintile,Yes,0.07543,54,737,0.05635,0.09451
2011,46-65 y.,1st Quintile,No,0.92457,683,737,0.90549,0.94365
2011,46-65 y.,2nd Quintile,Yes,0.04300,40,751,0.02848,0.05752
2011,46-65 y.,2nd Quintile,No,0.95700,711,751,0.94248,0.97152
2011,46-65 y.,3rd Quintile,Yes,0.07533,68,1014,0.05908,0.09158
2011,46-65 y.,3rd Quintile,No,0.92467,946,1014,0.90842,0.94092
2011,46-65 y.,4th Quintile,Yes,0.04708,68,1336,0.03572,0.05845
2011,46-65 y.,4th Quintile,No,0.95292,1268,1336,0.94155,0.96428
2011,46-65 y.,5th Quintile,Yes,0.05710,110,2035,0.04701,0.06718
2011,46-65 y.,5th Quintile,No,0.94290,1925,2035,0.93282,0.95299
2011,66 and older,1st Quintile,No,0.97567,692,692,0.96418,0.98715
2011,66 and older,2nd Quintile,Yes,0.04107,34,905,0.02813,0.05401
2011,66 and older,2nd Quintile,No,0.95893,871,905,0.94599,0.97187
2011,66 and older,3rd Quintile,No,0.96565,776,776,0.95282,0.97847
2011,66 and older,4th Quintile,No,0.96711,578,578,0.95256,0.98166
2011,66 and older,5th Quintile,Yes,0.04876,32,783,0.03367,0.06386
2011,66 and older,5th Quintile,No,0.95124,751,783,0.93614,0.96633
2013,17-29 y.,1st Quintile,Yes,0.09476,53,660,0.07240,0.11712
2013,17-29 y.,1st Quintile,No,0.90524,607,660,0.88288,0.92760
2013,17-29 y.,2nd Quintile,No,0.94906,448,448,0.92868,0.96945
2013,17-29 y.,3rd Quintile,Yes,0.06866,38,476,0.04592,0.09140
2013,17-29 y.,3rd Quintile,No,0.93134,438,476,0.90860,0.95408
2013,17-29 y.,4th Quintile,No,0.93509,474,474,0.91289,0.95729
2013,17-29 y.,5th Quintile,No,0.93495,393,393,0.91054,0.95937
2013,30-45 y.,1st Quintile,Yes,0.07322,59,648,0.05315,0.09329
2013,30-45 y.,1st Quintile,No,0.92678,589,648,0.90671,0.94685
2013,30-45 y.,2nd Quintile,Yes,0.09119,79,789,0.07109,0.11129
2013,30-45 y.,2nd Quintile,No,0.90881,710,789,0.88871,0.92891
2013,30-45 y.,3rd Quintile,Yes,0.09289,66,794,0.07269,0.11310
2013,30-45 y.,3rd Quintile,No,0.90711,728,794,0.88690,0.92731
2013,30-45 y.,4th Quintile,Yes,0.07592,66,894,0.05855,0.09329
2013,30-45 y.,4th Quintile,No,0.92408,828,894,0.90671,0.94145
2013,30-45 y.,5th Quintile,Yes,0.07683,73,947,0.05986,0.09380
2013,30-45 y.,5th Quintile,No,0.92317,874,947,0.90620,0.94014
2013,46-65 y.,1st Quintile,Yes,0.07312,77,970,0.05672,0.08951
2013,46-65 y.,1st Quintile,No,0.92688,893,970,0.91049,0.94328
2013,46-65 y.,2nd Quintile,Yes,0.09069,82,972,0.07263,0.10875
2013,46-65 y.,2nd Quintile,No,0.90931,890,972,0.89125,0.92737
2013,46-65 y.,3rd Quintile,Yes,0.06661,88,1275,0.05292,0.08030
2013,46-65 y.,3rd Quintile,No,0.93339,1187,1275,0.91970,0.94708
2013,46-65 y.,4th Quintile,Yes,0.07035,111,1647,0.05800,0.08271
2013,46-65 y.,4th Quintile,No,0.92965,1536,1647,0.91729,0.94200
2013,46-65 y.,5th Quintile,Yes,0.05621,152,2455,0.04710,0.06532
2013,46-65 y.,5th Quintile,No,0.94379,2303,2455,0.93468,0.95290
2013,66 and older,1st Quintile,Yes,0.04428,34,822,0.03021,0.05836
2013,66 and older,1st Quintile,No,0.95572,788,822,0.94164,0.96979
