syear,sampreg,ple0017,proportion,n,lower_confidence,upper_confidence
2009,West,2.0,0.7086802086802086,18254,0.7020886640714397,0.7152717532889776
2009,East,2.0,0.23992673992673993,18254,0.2337317001139733,0.24612177973950658
2009,West,1.0,0.039294039294039296,18254,0.03647542514003327,0.04211265344804532
2009,East,1.0,0.0120990120990121,18254,0.01051299190149586,0.01368503229652834
2011,West,2.0,0.7196914919257652,28898,0.7145128783891342,0.7248701054623962
2011,East,2.0,0.22458423716558207,28898,0.21977275227604087,0.22939572205512326
2011,West,1.0,0.04386599180525428,28898,0.041504722414408085,0.046227261196100475
2011,East,1.0,0.011858279103398409,28898,0.010610198510666873,0.013106359696129945
2013,West,2.0,0.7126046856779391,31177,0.7075812240607668,0.7176281472951114
2013,East,2.0,0.22299374536202693,31177,0.21837315457117887,0.227614336152875
2013,West,1.0,0.0514152443549242,31177,0.04896379496069353,0.05386669374915487
2013,East,1.0,0.012986324605109721,31177,0.011729589860695992,0.01424305934952345
2015,West,2.0,0.73370607028754,27342,0.728466657432852,0.738945483142228
2015,East,2.0,0.19788338658146964,27342,0.1931609693512945,0.20260580381164478
2015,West,1.0,0.05650958466453674,27342,0.053772610261044525,0.059246559068028955
2015,East,1.0,0.011900958466453674,27342,0.0106155766833044,0.013186340249602947
2017,West,2.0,0.7303476590455384,31140,0.7254186038037254,0.7352767142873515
2017,East,2.0,0.1978982259218803,31140,0.19347303048215264,0.20232342136160797
2017,West,1.0,0.059098271121322835,31140,0.056479145744083914,0.061717396498561755
2017,East,1.0,0.012655843911258428,31140,0.011414258496450853,0.013897429326066003
2019,West,2.0,0.7234979921244493,29565,0.7183995799858367,0.7285964042630619
2019,East,2.0,0.20223010643689812,29565,0.19765154700097814,0.2068086658728181
2019,West,1.0,0.06027525439588288,29565,0.05756233439554012,0.06298817439622564
2019,East,1.0,0.013996647042769698,29565,0.012657530635788734,0.015335763449750663
2021,West,2.0,0.7311625965351701,19931,0.7250073797100614,0.7373178133602789
2021,East,2.0,0.18618242538092256,19931,0.1807783126401831,0.19158653812166201
2021,West,1.0,0.06809643080776456,19931,0.06459908006503744,0.07159378155049169
2021,East,1.0,0.014558547276142768,19931,0.012895647936625879,0.01622144661565966
