syear,quintil_oecd,sampreg,ple0017,proportion,n,lower_confidence,upper_confidence
2009,5. Quintil,West,2.0,0.24886224886224886,18254,0.242590100051521,0.25513439767297674
2009,4. Quintil,West,2.0,0.1989121989121989,18254,0.19312127556081962,0.2047031222635782
2009,3. Quintil,West,2.0,0.1646131646131646,18254,0.15923352548335523,0.16999280374297399
2009,2. Quintil,West,2.0,0.09629259629259629,18254,0.09201315161244583,0.10057204097274675
2009,3. Quintil,East,2.0,0.0836940836940837,18254,0.07967668741420444,0.08771147997396295
2009,4. Quintil,East,2.0,0.07065157065157066,18254,0.06693427380361965,0.07436886749952167
2009,2. Quintil,East,2.0,0.04856254856254856,18254,0.04544424849043047,0.051680848634666654
2009,5. Quintil,East,2.0,0.037018537018537016,18254,0.03427951428076431,0.03975755975630972
2009,5. Quintil,West,1.0,0.014263514263514264,18254,0.012543346777703522,0.015983681749325004
2009,4. Quintil,West,1.0,0.010045510045510046,18254,0.008598836102174745,0.011492183988845347
2009,3. Quintil,West,1.0,0.00876900876900877,18254,0.007416501099683119,0.01012151643833442
2009,2. Quintil,West,1.0,0.006216006216006216,18254,0.0050758121745572435,0.0073562002574551885
2009,4. Quintil,East,1.0,0.003885003885003885,18254,0.0029825448108061307,0.004787462959201639
2009,3. Quintil,East,1.0,0.003219003219003219,18254,0.0023972571624784264,0.004040749275528012
2009,2. Quintil,East,1.0,0.0029415029415029415,18254,0.002155865791983708,0.003727140091022175
2009,5. Quintil,East,1.0,0.0020535020535020535,18254,0.0013967850693800527,0.0027102190376240543
2011,5. Quintil,West,2.0,0.26522053506869125,28898,0.2601306935892257,0.2703103765481568
2011,4. Quintil,West,2.0,0.19893950349481804,28898,0.19433677507377403,0.20354223191586204
2011,3. Quintil,West,2.0,0.1598939503494818,28898,0.15566818623999654,0.1641197144589671
2011,2. Quintil,West,2.0,0.09563750301277417,28898,0.09224666092972514,0.0990283450958232
2011,3. Quintil,East,2.0,0.06989636056881177,28898,0.06695657853520276,0.07283614260242077
2011,4. Quintil,East,2.0,0.06801638949144372,28898,0.06511348262377223,0.0709192963591152
2011,2. Quintil,East,2.0,0.044444444444444446,28898,0.0420683763109457,0.046820512577943195
2011,5. Quintil,East,2.0,0.04222704266088214,28898,0.03990832005129803,0.04454576527046625
2011,5. Quintil,West,1.0,0.01566642564473367,28898,0.014234639062462251,0.01709821222700509
2011,4. Quintil,West,1.0,0.012388527355989396,28898,0.011113189992955809,0.013663864719022983
2011,3. Quintil,West,1.0,0.009496264160038563,28898,0.008378045769709618,0.010614482550367508
2011,2. Quintil,West,1.0,0.006314774644492649,28898,0.005401449272333544,0.007228100016651754
2011,4. Quintil,East,1.0,0.0037117377681369005,28898,0.0030106000548972343,0.004412875481376566
2011,3. Quintil,East,1.0,0.003326102675343456,28898,0.0026622578933315644,0.003989947457355348
2011,2. Quintil,East,1.0,0.00274765003615329,28898,0.0021441109229268715,0.0033511891493797083
2011,5. Quintil,East,1.0,0.0020727886237647624,28898,0.001548405002045926,0.0025971722454835987
2013,5. Quintil,West,2.0,0.29476306583271494,31177,0.28970198857670676,0.2998241430887231
2013,4. Quintil,West,2.0,0.20375278278384396,31177,0.1992816800583047,0.2082238855093832
2013,3. Quintil,West,2.0,0.14046432736139086,31177,0.13660728965473204,0.14432136506804968
2013,2. Quintil,West,2.0,0.0736245096999894,31177,0.07072554020280078,0.07652347919717803
2013,4. Quintil,East,2.0,0.07357150429343794,31177,0.07067349562401913,0.07646951296285674
2013,3. Quintil,East,2.0,0.06159228241280611,31177,0.05892359415799623,0.06426097066761599
2013,5. Quintil,East,2.0,0.05215732004664476,31177,0.04968920912256892,0.0546254309707206
2013,2. Quintil,East,2.0,0.035672638609138135,31177,0.03361381674526794,0.03773146047300833
2013,5. Quintil,West,1.0,0.01966500583059472,31177,0.018123755430292973,0.02120625623089647
2013,4. Quintil,West,1.0,0.014470475988550831,31177,0.013144867922731398,0.015796084054370267
2013,3. Quintil,West,1.0,0.010548075903742182,31177,0.00941405024346117,0.011682101564023195
2013,2. Quintil,West,1.0,0.006731686632036468,31177,0.005824003748599586,0.00763936951547335
2013,4. Quintil,East,1.0,0.0040814163044630555,31177,0.0033737047672958665,0.0047891278416302445
2013,3. Quintil,East,1.0,0.0032333297996395634,31177,0.002603155530821405,0.003863504068457722
2013,5. Quintil,East,1.0,0.0030743135799851584,31177,0.0024597817467431737,0.003688845413227143
2013,2. Quintil,East,1.0,0.002597264921021944,31177,0.0020322859123888116,0.003162243929655077
2015,5. Quintil,West,2.0,0.2833067092651757,27342,0.27796554381444166,0.28864787471590975
2015,4. Quintil,West,2.0,0.20670926517571886,27342,0.20190931096493206,0.21150921938650566
