year,pgisced97,quintil_oecd,ple0017,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,No answer / don't know,1st Quintile,No,0.95737,101,101,0.91777,0.99697
2009,No answer / don't know,2nd Quintile,No,0.93846,52,52,0.87250,1.00442
2009,No answer / don't know,3rd Quintile,No,0.95143,49,49,0.89062,1.01225
2009,No answer / don't know,4th Quintile,No,0.98767,57,57,0.95877,1.01657
2009,No answer / don't know,5th Quintile,No,0.96994,48,48,0.92112,1.01876
2009,Pre-primary Level,1st Quintile,No,0.97977,55,55,0.94221,1.01732
2009,Pre-primary Level,2nd Quintile,No,0.99234,43,43,0.96598,1.01870
2009,Pre-primary Level,3rd Quintile,No,0.95605,56,56,0.90188,1.01023
2009,Pre-primary Level,4th Quintile,No,0.95937,74,74,0.91408,1.00466
2009,Primary Level,1st Quintile,No,0.92519,89,89,0.87022,0.98016
2009,Primary Level,2nd Quintile,No,0.96991,43,43,0.91825,1.02158
2009,Lower Secondary Level,1st Quintile,Yes,0.07004,49,594,0.04950,0.09058
2009,Lower Secondary Level,1st Quintile,No,0.92996,545,594,0.90942,0.95050
2009,Lower Secondary Level,2nd Quintile,No,0.94519,434,434,0.92375,0.96663
2009,Lower Secondary Level,3rd Quintile,No,0.97577,352,352,0.95968,0.99186
2009,Lower Secondary Level,4th Quintile,No,0.93844,237,237,0.90778,0.96911
2009,Lower Secondary Level,5th Quintile,No,0.96857,117,117,0.93682,1.00032
2009,Upper Secondary Level,1st Quintile,Yes,0.06281,87,1560,0.05077,0.07486
2009,Upper Secondary Level,1st Quintile,No,0.93719,1473,1560,0.92514,0.94923
2009,Upper Secondary Level,2nd Quintile,Yes,0.05467,93,1881,0.04439,0.06494
2009,Upper Secondary Level,2nd Quintile,No,0.94533,1788,1881,0.93506,0.95561
2009,Upper Secondary Level,3rd Quintile,Yes,0.03621,71,1901,0.02781,0.04461
2009,Upper Secondary Level,3rd Quintile,No,0.96379,1830,1901,0.95539,0.97219
2009,Upper Secondary Level,4th Quintile,Yes,0.04837,93,1985,0.03893,0.05781
