year,age_gr,ple0017,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,17-29 y.,Yes,0.05465,149,2855,0.04631,0.06299
2009,17-29 y.,No,0.94535,2706,2855,0.93701,0.95369
2009,30-45 y.,Yes,0.06170,302,4675,0.05480,0.06860
2009,30-45 y.,No,0.93830,4373,4675,0.93140,0.94520
2009,46-65 y.,Yes,0.05799,341,6325,0.05223,0.06375
2009,46-65 y.,No,0.94201,5984,6325,0.93625,0.94777
2009,66 and older,Yes,0.03038,134,4163,0.02517,0.03560
2009,66 and older,No,0.96962,4029,4163,0.96440,0.97483
2011,17-29 y.,Yes,0.05330,183,2994,0.04525,0.06135
2011,17-29 y.,No,0.94670,2811,2994,0.93865,0.95475
2011,30-45 y.,Yes,0.07279,358,4856,0.06548,0.08010
2011,30-45 y.,No,0.92721,4498,4856,0.91990,0.93452
2011,46-65 y.,Yes,0.05695,437,7774,0.05180,0.06210
2011,46-65 y.,No,0.94305,7337,7774,0.93790,0.94820
2011,66 and older,Yes,0.03608,178,5121,0.03097,0.04119
2011,66 and older,No,0.96392,4943,5121,0.95881,0.96903
2013,17-29 y.,Yes,0.06988,174,2536,0.05996,0.07981
2013,17-29 y.,No,0.93012,2362,2536,0.92019,0.94004
2013,30-45 y.,Yes,0.08170,343,4073,0.07329,0.09011
2013,30-45 y.,No,0.91830,3730,4073,0.90989,0.92671
2013,46-65 y.,Yes,0.06863,510,7319,0.06284,0.07442
2013,46-65 y.,No,0.93137,6809,7319,0.92558,0.93716
2013,66 and older,Yes,0.04087,188,4938,0.03534,0.04639
2013,66 and older,No,0.95913,4750,4938,0.95361,0.96466
2015,17-29 y.,Yes,0.06527,257,3923,0.05754,0.07300
2015,17-29 y.,No,0.93473,3666,3923,0.92700,0.94246
2015,30-45 y.,Yes,0.08211,633,7356,0.07584,0.08839
2015,30-45 y.,No,0.91789,6723,7356,0.91161,0.92416
2015,46-65 y.,Yes,0.07126,641,8877,0.06590,0.07661
2015,46-65 y.,No,0.92874,8236,8877,0.92339,0.93410
2015,66 and older,Yes,0.04209,182,4884,0.03646,0.04772
2015,66 and older,No,0.95791,4702,4884,0.95228,0.96354
2017,17-29 y.,Yes,0.07689,318,4359,0.06898,0.08480
2017,17-29 y.,No,0.92311,4041,4359,0.91520,0.93102
2017,30-45 y.,Yes,0.08116,648,7257,0.07488,0.08745
2017,30-45 y.,No,0.91884,6609,7257,0.91255,0.92512
2017,46-65 y.,Yes,0.07557,751,9973,0.07038,0.08075
2017,46-65 y.,No,0.92443,9222,9973,0.91925,0.92962
2017,66 and older,Yes,0.04677,188,4960,0.04089,0.05265
2017,66 and older,No,0.95323,4772,4960,0.94735,0.95911
2019,17-29 y.,Yes,0.07690,306,3843,0.06848,0.08533
2019,17-29 y.,No,0.92310,3537,3843,0.91467,0.93152
2019,30-45 y.,Yes,0.08276,584,6288,0.07595,0.08957
2019,30-45 y.,No,0.91724,5704,6288,0.91043,0.92405
2019,46-65 y.,Yes,0.07858,807,10420,0.07341,0.08375
2019,46-65 y.,No,0.92142,9613,10420,0.91625,0.92659
2019,66 and older,Yes,0.04833,217,5175,0.04249,0.05417
2019,66 and older,No,0.95167,4958,5175,0.94583,0.95751
2021,17-29 y.,Yes,0.08580,242,3180,0.07606,0.09553
2021,17-29 y.,No,0.91420,2938,3180,0.90447,0.92394
2021,30-45 y.,Yes,0.09751,477,5205,0.08945,0.10556
2021,30-45 y.,No,0.90249,4728,5205,0.89444,0.91055
2021,46-65 y.,Yes,0.09596,678,7215,0.08916,0.10276
2021,46-65 y.,No,0.90404,6537,7215,0.89724,0.91084
2021,66 and older,Yes,0.05538,187,3564,0.04787,0.06289
2021,66 and older,No,0.94462,3377,3564,0.93711,0.95213
