year,pgisced97,regtyp,ple0017,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,No answer / don't know,Urban regions,No,0.95888,199,199,0.93122,0.98654
2009,No answer / don't know,Rural regions,No,0.95963,109,109,0.92251,0.99675
2009,Pre-primary Level,Urban regions,No,0.96869,213,213,0.94524,0.99213
2009,Pre-primary Level,Rural regions,No,0.99561,93,93,0.98209,1.00912
2009,Primary Level,Urban regions,No,0.92219,114,114,0.87280,0.97158
2009,Primary Level,Rural regions,No,0.98913,40,40,0.95658,1.02167
2009,Lower Secondary Level,Urban regions,Yes,0.06127,76,1190,0.04764,0.07490
2009,Lower Secondary Level,Urban regions,No,0.93873,1114,1190,0.92510,0.95236
2009,Lower Secondary Level,Rural regions,No,0.96054,572,572,0.94457,0.97651
2009,Upper Secondary Level,Urban regions,Yes,0.05177,278,5604,0.04597,0.05757
2009,Upper Secondary Level,Urban regions,No,0.94823,5326,5604,0.94243,0.95403
2009,Upper Secondary Level,Rural regions,Yes,0.04812,159,3459,0.04099,0.05526
2009,Upper Secondary Level,Rural regions,No,0.95188,3300,3459,0.94474,0.95901
2009,Post-secondary Non-tertiary Level,Urban regions,Yes,0.06506,47,736,0.04723,0.08289
2009,Post-secondary Non-tertiary Level,Urban regions,No,0.93494,689,736,0.91711,0.95277
2009,Post-secondary Non-tertiary Level,Rural regions,No,0.93152,241,241,0.89957,0.96348
2009,First Stage of Tertiary Education,Urban regions,Yes,0.05452,49,808,0.03886,0.07019
2009,First Stage of Tertiary Education,Urban regions,No,0.94548,759,808,0.92981,0.96114
2009,First Stage of Tertiary Education,Rural regions,No,0.95981,501,501,0.94259,0.97702
2009,Second Stage of Tertiary Education,Urban regions,Yes,0.05229,148,2827,0.04408,0.06049
2009,Second Stage of Tertiary Education,Urban regions,No,0.94771,2679,2827,0.93951,0.95592
2009,Second Stage of Tertiary Education,Rural regions,Yes,0.05830,65,1208,0.04508,0.07151
2009,Second Stage of Tertiary Education,Rural regions,No,0.94170,1143,1208,0.92849,0.95492
2011,No answer / don't know,Urban regions,No,0.97970,208,208,0.96049,0.99891
2011,No answer / don't know,Rural regions,No,0.99676,95,95,0.98527,1.00825
2011,Pre-primary Level,Urban regions,No,0.99511,227,227,0.98602,1.00421
2011,Pre-primary Level,Rural regions,No,0.91842,75,75,0.85605,0.98079
2011,Primary Level,Urban regions,No,0.90198,152,152,0.85456,0.94941
2011,Primary Level,Rural regions,No,0.98940,63,63,0.96392,1.01489
2011,Lower Secondary Level,Urban regions,Yes,0.06511,102,1409,0.05222,0.07800
2011,Lower Secondary Level,Urban regions,No,0.93489,1307,1409,0.92200,0.94778
2011,Lower Secondary Level,Rural regions,Yes,0.03350,35,757,0.02067,0.04632
2011,Lower Secondary Level,Rural regions,No,0.96650,722,757,0.95368,0.97933
2011,Upper Secondary Level,Urban regions,Yes,0.05609,361,6401,0.05046,0.06173
2011,Upper Secondary Level,Urban regions,No,0.94391,6040,6401,0.93827,0.94954
2011,Upper Secondary Level,Rural regions,Yes,0.05101,201,4089,0.04426,0.05775
2011,Upper Secondary Level,Rural regions,No,0.94899,3888,4089,0.94225,0.95574
2011,Post-secondary Non-tertiary Level,Urban regions,Yes,0.05935,61,874,0.04367,0.07502
2011,Post-secondary Non-tertiary Level,Urban regions,No,0.94065,813,874,0.92498,0.95633
2011,Post-secondary Non-tertiary Level,Rural regions,No,0.92578,298,298,0.89597,0.95559
2011,First Stage of Tertiary Education,Urban regions,Yes,0.06752,52,864,0.05078,0.08426
2011,First Stage of Tertiary Education,Urban regions,No,0.93248,812,864,0.91574,0.94922
2011,First Stage of Tertiary Education,Rural regions,Yes,0.05294,33,581,0.03472,0.07116
2011,First Stage of Tertiary Education,Rural regions,No,0.94706,548,581,0.92884,0.96528
2011,Second Stage of Tertiary Education,Urban regions,Yes,0.05264,174,3232,0.04494,0.06034
2011,Second Stage of Tertiary Education,Urban regions,No,0.94736,3058,3232,0.93966,0.95506
2011,Second Stage of Tertiary Education,Rural regions,Yes,0.05215,73,1356,0.04031,0.06399
2011,Second Stage of Tertiary Education,Rural regions,No,0.94785,1283,1356,0.93601,0.95969
2013,No answer / don't know,Urban regions,No,0.96471,170,170,0.93690,0.99253
2013,No answer / don't know,Rural regions,No,0.96287,84,84,0.92219,1.00355
2013,Pre-primary Level,Urban regions,No,0.93509,173,173,0.89827,0.97191
2013,Pre-primary Level,Rural regions,No,0.91156,72,72,0.84552,0.97761
2013,Primary Level,Urban regions,No,0.88632,110,110,0.82674,0.94591
2013,Primary Level,Rural regions,No,0.90587,60,60,0.83136,0.98038
2013,Lower Secondary Level,Urban regions,Yes,0.05497,81,1206,0.04210,0.06784
2013,Lower Secondary Level,Urban regions,No,0.94503,1125,1206,0.93216,0.95790
2013,Lower Secondary Level,Rural regions,Yes,0.05360,41,645,0.03620,0.07099
2013,Lower Secondary Level,Rural regions,No,0.94640,604,645,0.92901,0.96380
2013,Upper Secondary Level,Urban regions,Yes,0.06374,377,5638,0.05737,0.07012
2013,Upper Secondary Level,Urban regions,No,0.93626,5261,5638,0.92988,0.94263
2013,Upper Secondary Level,Rural regions,Yes,0.06419,218,3769,0.05636,0.07201
2013,Upper Secondary Level,Rural regions,No,0.93581,3551,3769,0.92799,0.94364
2013,Post-secondary Non-tertiary Level,Urban regions,Yes,0.08611,70,789,0.06652,0.10569
2013,Post-secondary Non-tertiary Level,Urban regions,No,0.91389,719,789,0.89431,0.93348
2013,Post-secondary Non-tertiary Level,Rural regions,No,0.93190,288,288,0.90276,0.96105
2013,First Stage of Tertiary Education,Urban regions,Yes,0.07689,65,786,0.05826,0.09553
2013,First Stage of Tertiary Education,Urban regions,No,0.92311,721,786,0.90447,0.94174
2013,First Stage of Tertiary Education,Rural regions,Yes,0.05445,32,537,0.03524,0.07365
2013,First Stage of Tertiary Education,Rural regions,No,0.94555,505,537,0.92635,0.96476
2013,Second Stage of Tertiary Education,Urban regions,Yes,0.06231,189,3166,0.05389,0.07073
2013,Second Stage of Tertiary Education,Urban regions,No,0.93769,2977,3166,0.92927,0.94611
2013,Second Stage of Tertiary Education,Rural regions,Yes,0.04974,69,1300,0.03792,0.06157
2013,Second Stage of Tertiary Education,Rural regions,No,0.95026,1231,1300,0.93843,0.96208
2015,No answer / don't know,Urban regions,No,0.95203,374,374,0.93034,0.97371
