syear,regtyp,sex,ple0017,proportion,n,lower_confidence,upper_confidence
2009,Urban regions,female,2.0,0.31385281385281383,18254,0.30712074258462496,0.3205848851210027
2009,Urban regions,male,2.0,0.29975579975579975,18254,0.2931094130549974,0.3064021864566021
2009,Rural regions,female,2.0,0.16783216783216784,18254,0.16241065971495164,0.17325367594938404
2009,Rural regions,male,2.0,0.16716616716616717,18254,0.16175326197309733,0.172579072359237
2009,Urban regions,female,1.0,0.02736152736152736,18254,0.024994937832575156,0.029728116890479564
2009,Rural regions,female,1.0,0.013764013764013764,18254,0.01207380628147612,0.015454221246551408
2009,Urban regions,male,1.0,0.007381507381507382,18254,0.006139738539761607,0.008623276223253156
2009,Rural regions,male,1.0,0.002886002886002886,18254,0.0021077910439719935,0.0036642147280337785
2011,Urban regions,female,2.0,0.31275006025548324,28898,0.3074046845653295,0.318095435945637
2011,Urban regions,male,2.0,0.2940467582550012,28898,0.28879362588603,0.2992998906239724
2011,Rural regions,female,2.0,0.17069173294769824,28898,0.16635376419730613,0.17502970169809035
2011,Rural regions,male,2.0,0.1667871776331646,28898,0.16248902850001642,0.1710853267663128
2011,Urban regions,female,1.0,0.029742106531694384,28898,0.02778348000212291,0.031700733061265855
2011,Rural regions,female,1.0,0.014943359845745963,28898,0.01354449129417618,0.016342228397315743
2011,Urban regions,male,1.0,0.007471679922872981,28898,0.006478786208809704,0.008464573636936258
2011,Rural regions,male,1.0,0.003567124608339359,28898,0.0028797312332975245,0.0042545179833811935
2013,Urban regions,female,2.0,0.3071663309657585,31177,0.30204550274895225,0.3122871591825648
2013,Urban regions,male,2.0,0.28819039542033287,31177,0.28316279697597374,0.293217993864692
2013,Rural regions,female,2.0,0.1731156577970953,31177,0.16891584948122726,0.17731546611296337
2013,Rural regions,male,2.0,0.1671260468567794,31177,0.16298461404131984,0.17126747967223896
2013,Urban regions,female,1.0,0.03418848722569702,31177,0.032171398317936535,0.036205576133457505
2013,Rural regions,female,1.0,0.017279762535778648,31177,0.01583324819135431,0.018726276880202987
2013,Urban regions,male,1.0,0.009010919113749603,31177,0.007961961619412072,0.010059876608087133
2013,Rural regions,male,1.0,0.00392240008480865,31177,0.0032285567167885977,0.004616243452828702
2015,Urban regions,female,2.0,0.3141773162939297,27342,0.30867514296489174,0.31967948962296766
2015,Urban regions,male,2.0,0.28522364217252394,27342,0.2798716091779458,0.2905756751671021
2015,Rural regions,female,2.0,0.17276357827476038,27342,0.1682825070093041,0.17724464954021665
2015,Rural regions,male,2.0,0.15942492012779552,27342,0.15508574387393131,0.16376409638165973
2015,Urban regions,female,1.0,0.037300319488817894,27342,0.0350541494935675,0.03954648948406829
2015,Rural regions,female,1.0,0.018170926517571885,27342,0.016587684117551592,0.01975416891759218
2015,Urban regions,male,1.0,0.009105431309904153,27342,0.007979518093492965,0.010231344526315342
2015,Rural regions,male,1.0,0.0038338658146964857,27342,0.003101336055372525,0.004566395574020447
2017,Urban regions,female,2.0,0.3116501563147388,31140,0.3065057525091,0.3167945601203776
2017,Urban regions,male,2.0,0.28581114166258614,31140,0.2807930004317307,0.29082928289344157
2017,Rural regions,female,2.0,0.16968624053636672,31140,0.1655171512271865,0.17385532984554694
2017,Rural regions,male,2.0,0.16109834645372706,31140,0.15701517295644485,0.16518151995100927
2017,Urban regions,female,1.0,0.037892199329541604,31140,0.03577147830573779,0.040012920353345416
2017,Rural regions,female,1.0,0.018946099664770802,31140,0.01743183039008087,0.020460368939460735
2017,Urban regions,male,1.0,0.010508870390598515,31140,0.009376259488244732,0.011641481292952298
2017,Rural regions,male,1.0,0.004406945647670345,31140,0.0036712358436989017,0.0051426554516417885
2019,Urban regions,female,2.0,0.30376226609987683,29565,0.2985200753447534,0.3090044568550003
2019,Urban regions,male,2.0,0.29680982082555324,29565,0.29160216035378234,0.30201748129732414
2019,Rural regions,male,2.0,0.16328314329982918,29565,0.15906979788017322,0.16749648871948514
2019,Rural regions,female,2.0,0.16284613245401455,29565,0.15863733042651273,0.16705493448151637
2019,Urban regions,female,1.0,0.03805967184458305,29565,0.035878581196670846,0.04024076249249526
2019,Rural regions,female,1.0,0.01930793373326447,29565,0.017739372922018302,0.020876494544510637
2019,Urban regions,male,1.0,0.011521195026022009,29565,0.010304730147506951,0.012737659904537067
2019,Rural regions,male,1.0,0.0044098367168567,29565,0.0036545381115442276,0.005165135322169173
2021,Urban regions,male,2.0,0.3155147212361662,19931,0.30906288409145666,0.32196655838087573
2021,Urban regions,female,2.0,0.3053873460012529,19931,0.2989931139804787,0.3117815780220271
2021,Rural regions,male,2.0,0.15003132177907705,19931,0.14507357940119864,0.15498906415695546
2021,Rural regions,female,2.0,0.14642931718521612,19931,0.14152108283549153,0.15133755153494072
2021,Urban regions,female,1.0,0.0427542284401754,19931,0.03994560968391723,0.045562847196433574
2021,Rural regions,female,1.0,0.020359156400083525,19931,0.018398484801346118,0.022319827998820933
2021,Urban regions,male,1.0,0.014408018375443725,19931,0.012753611849886565,0.016062424901000884
2021,Rural regions,male,1.0,0.005115890582585091,19931,0.00412542726099897,0.006106353904171212
