"ple0017","year","bildungsniveau","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja","2009","(noch) kein Abschluss","maennlich","6","0.0160841244118745","0.000363918392140818","0.0318043304316082"
"Ja","2009","(noch) kein Abschluss","weiblich","14","","",""
"Ja","2009","Hauptschule","maennlich","55","0.0213302565550821","0.0161652637203788","0.0264952493897855"
"Ja","2009","Hauptschule","weiblich","210","","",""
"Ja","2009","Realschule","maennlich","42","0.0230205220140332","0.0164822160678975","0.0295588279601689"
"Ja","2009","Realschule","weiblich","233","","",""
"Ja","2009","(Fach-)Abitur","maennlich","27","","",""
"Ja","2009","(Fach-)Abitur","weiblich","97","0.0888773677124027","0.0721818456877281","0.105572889737077"
"Ja","2009","AkademikerIn","maennlich","48","0.0253460497261988","0.0187572944475477","0.0319348050048499"
"Ja","2009","AkademikerIn","weiblich","165","","",""
"Nein","2009","(noch) kein Abschluss","maennlich","240","","",""
"Nein","2009","(noch) kein Abschluss","weiblich","224","","",""
"Nein","2009","Hauptschule","maennlich","2951","","",""
"Nein","2009","Hauptschule","weiblich","2996","","",""
"Nein","2009","Realschule","maennlich","1979","","",""
"Nein","2009","Realschule","weiblich","2558","","",""
"Nein","2009","(Fach-)Abitur","maennlich","861","0.964248956275777","0.952037131630262","0.976460780921291"
"Nein","2009","(Fach-)Abitur","weiblich","1019","","",""
"Nein","2009","AkademikerIn","maennlich","2138","","",""
"Nein","2009","AkademikerIn","weiblich","1684","","",""
"Ja","2010","(noch) kein Abschluss","maennlich","","","",""
"Ja","2010","(noch) kein Abschluss","weiblich","","","",""
"Ja","2010","Hauptschule","maennlich","","","",""
"Ja","2010","Hauptschule","weiblich","","","",""
"Ja","2010","Realschule","maennlich","","","",""
"Ja","2010","Realschule","weiblich","","","",""
"Ja","2010","(Fach-)Abitur","maennlich","","","",""
"Ja","2010","(Fach-)Abitur","weiblich","","","",""
"Ja","2010","AkademikerIn","maennlich","","","",""
"Ja","2010","AkademikerIn","weiblich","","","",""
"Nein","2010","(noch) kein Abschluss","maennlich","","","",""
"Nein","2010","(noch) kein Abschluss","weiblich","","","",""
"Nein","2010","Hauptschule","maennlich","","","",""
"Nein","2010","Hauptschule","weiblich","","","",""
"Nein","2010","Realschule","maennlich","","","",""
"Nein","2010","Realschule","weiblich","","","",""
"Nein","2010","(Fach-)Abitur","maennlich","","","",""
"Nein","2010","(Fach-)Abitur","weiblich","","","",""
"Nein","2010","AkademikerIn","maennlich","","","",""
"Nein","2010","AkademikerIn","weiblich","","","",""
"Ja","2011","(noch) kein Abschluss","maennlich","8","0.0121430261545765","-0.000945250046102393","0.0252313023552554"
"Ja","2011","(noch) kein Abschluss","weiblich","14","","",""
"Ja","2011","Hauptschule","maennlich","77","0.0241634384682329","0.0190193011682423","0.0293075757682236"
