year,bula_h,pgisced97,ple0017,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,Schleswig-Holstein,Lower Secondary Level,No,0.97754,49,49,0.93561,1.01946
2009,Schleswig-Holstein,Upper Secondary Level,No,0.92847,261,261,0.89714,0.95979
2009,Schleswig-Holstein,First Stage of Tertiary Education,No,0.96326,40,40,0.90421,1.02230
2009,Schleswig-Holstein,Second Stage of Tertiary Education,No,0.89057,75,75,0.81944,0.96170
2009,Hamburg,Upper Secondary Level,No,0.95961,111,111,0.92282,0.99640
2009,Hamburg,Second Stage of Tertiary Education,No,0.97204,76,76,0.93472,1.00935
2009,Lower Saxony,Lower Secondary Level,No,0.92917,171,171,0.89060,0.96773
2009,Lower Saxony,Upper Secondary Level,Yes,0.04441,40,866,0.03068,0.05814
2009,Lower Saxony,Upper Secondary Level,No,0.95559,826,866,0.94186,0.96932
2009,Lower Saxony,Post-secondary Non-tertiary Level,No,0.90740,92,92,0.84784,0.96696
2009,Lower Saxony,First Stage of Tertiary Education,No,0.95277,102,102,0.91140,0.99414
2009,Lower Saxony,Second Stage of Tertiary Education,No,0.94889,291,291,0.92355,0.97424
2009,Bremen,Upper Secondary Level,No,0.97566,56,56,0.93493,1.01639
2009,North Rhine-Westphalia,No answer / don't know,No,0.98264,67,67,0.95114,1.01415
2009,North Rhine-Westphalia,Pre-primary Level,No,0.97710,74,74,0.94278,1.01141
2009,North Rhine-Westphalia,Lower Secondary Level,No,0.95308,387,387,0.93198,0.97417
2009,North Rhine-Westphalia,Upper Secondary Level,Yes,0.04126,71,1755,0.03195,0.05056
2009,North Rhine-Westphalia,Upper Secondary Level,No,0.95874,1684,1755,0.94944,0.96805
2009,North Rhine-Westphalia,Post-secondary Non-tertiary Level,No,0.93106,250,250,0.89959,0.96252
2009,North Rhine-Westphalia,First Stage of Tertiary Education,No,0.94472,233,233,0.91532,0.97413
2009,North Rhine-Westphalia,Second Stage of Tertiary Education,Yes,0.06028,37,741,0.04313,0.07743
2009,North Rhine-Westphalia,Second Stage of Tertiary Education,No,0.93972,704,741,0.92257,0.95687
2009,Hesse,Lower Secondary Level,No,0.95752,112,112,0.92001,0.99504
2009,Hesse,Upper Secondary Level,Yes,0.05260,33,573,0.03431,0.07090
2009,Hesse,Upper Secondary Level,No,0.94740,540,573,0.92910,0.96569
2009,Hesse,Post-secondary Non-tertiary Level,No,0.99502,87,87,0.98014,1.00990
2009,Hesse,First Stage of Tertiary Education,No,0.94402,67,67,0.88856,0.99948
2009,Hesse,Second Stage of Tertiary Education,No,0.96489,308,308,0.94430,0.98548
2009,"Rhineland-Palatinate, Saarland",Lower Secondary Level,No,0.92486,148,148,0.88225,0.96748
2009,"Rhineland-Palatinate, Saarland",Upper Secondary Level,No,0.94765,496,496,0.92803,0.96727
2009,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,No,0.97949,48,48,0.93898,1.02001
2009,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,No,0.95690,75,75,0.91063,1.00317
2009,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,No,0.93028,151,151,0.88952,0.97103
2009,Baden-Wuerttemberg,No answer / don't know,No,0.89678,39,39,0.80004,0.99351
2009,Baden-Wuerttemberg,Pre-primary Level,No,0.97115,37,37,0.91647,1.02583
2009,Baden-Wuerttemberg,Lower Secondary Level,No,0.94418,259,259,0.91616,0.97219
2009,Baden-Wuerttemberg,Upper Secondary Level,Yes,0.06018,53,1005,0.04547,0.07489
2009,Baden-Wuerttemberg,Upper Secondary Level,No,0.93982,952,1005,0.92511,0.95453
2009,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,No,0.91820,109,109,0.86651,0.96989
2009,Baden-Wuerttemberg,First Stage of Tertiary Education,No,0.97049,150,150,0.94331,0.99766
2009,Baden-Wuerttemberg,Second Stage of Tertiary Education,No,0.95313,417,417,0.93282,0.97344
2009,Bavaria,No answer / don't know,No,0.99339,41,41,0.96828,1.01850
2009,Bavaria,Lower Secondary Level,No,0.92571,257,257,0.89358,0.95783
2009,Bavaria,Upper Secondary Level,Yes,0.06014,76,1365,0.04752,0.07276
2009,Bavaria,Upper Secondary Level,No,0.93986,1289,1365,0.92724,0.95248
2009,Bavaria,Post-secondary Non-tertiary Level,No,0.93747,120,120,0.89397,0.98097
2009,Bavaria,First Stage of Tertiary Education,No,0.94716,192,192,0.91543,0.97888
2009,Bavaria,Second Stage of Tertiary Education,No,0.95652,509,509,0.93878,0.97425
2009,Berlin,Lower Secondary Level,No,0.91668,39,39,0.82882,1.00455
2009,Berlin,Upper Secondary Level,No,0.95186,254,254,0.92548,0.97823
