year,migback,sampreg,ple0017,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,No migration background,West,Yes,0.04998,577,11224,0.04595,0.05401
2009,No migration background,West,No,0.95002,10647,11224,0.94599,0.95405
2009,No migration background,East,Yes,0.04710,211,4426,0.04086,0.05335
2009,No migration background,East,No,0.95290,4215,4426,0.94665,0.95914
2009,Direct migration background,West,Yes,0.06240,89,1584,0.05048,0.07431
2009,Direct migration background,West,No,0.93760,1495,1584,0.92569,0.94952
2009,Direct migration background,East,No,0.87800,69,69,0.80021,0.95579
2009,Indirect migration background,West,Yes,0.06437,42,669,0.04576,0.08298
2009,Indirect migration background,West,No,0.93563,627,669,0.91702,0.95424
2009,Indirect migration background,East,No,0.95687,39,39,0.89228,1.02146
2011,No migration background,West,Yes,0.05585,758,13165,0.05193,0.05977
2011,No migration background,West,No,0.94415,12407,13165,0.94023,0.94807
2011,No migration background,East,Yes,0.04724,238,4768,0.04122,0.05326
2011,No migration background,East,No,0.95276,4530,4768,0.94674,0.95878
2011,Direct migration background,West,Yes,0.05491,105,1921,0.04472,0.06510
2011,Direct migration background,West,No,0.94509,1816,1921,0.93490,0.95528
2011,Direct migration background,East,No,0.94172,87,87,0.89220,0.99123
2011,Indirect migration background,West,Yes,0.06191,47,754,0.04470,0.07913
2011,Indirect migration background,West,No,0.93809,707,754,0.92087,0.95530
2013,No migration background,West,Yes,0.06689,809,12098,0.06243,0.07134
2013,No migration background,West,No,0.93311,11289,12098,0.92866,0.93757
2013,No migration background,East,Yes,0.05294,242,4323,0.04627,0.05962
2013,No migration background,East,No,0.94706,4081,4323,0.94038,0.95373
2013,Direct migration background,West,Yes,0.06075,109,1655,0.04923,0.07226
2013,Direct migration background,West,No,0.93925,1546,1655,0.92774,0.95077
2013,Direct migration background,East,No,0.88935,89,89,0.82380,0.95489
2013,Indirect migration background,West,Yes,0.05460,52,661,0.03726,0.07193
2013,Indirect migration background,West,No,0.94540,609,661,0.92807,0.96274
2013,Indirect migration background,East,No,0.99889,37,37,0.98801,1.00977
2015,No migration background,West,Yes,0.06732,1024,14178,0.06319,0.07144
2015,No migration background,West,No,0.93268,13154,14178,0.92856,0.93681
2015,No migration background,East,Yes,0.05064,281,4845,0.04447,0.05682
2015,No migration background,East,No,0.94936,4564,4845,0.94318,0.95553
2015,Direct migration background,West,Yes,0.07326,275,4157,0.06534,0.08118
2015,Direct migration background,West,No,0.92674,3882,4157,0.91882,0.93466
2015,Direct migration background,East,No,0.96553,300,300,0.94486,0.98621
2015,Indirect migration background,West,Yes,0.08037,116,1452,0.06639,0.09436
2015,Indirect migration background,West,No,0.91963,1336,1452,0.90564,0.93361
2015,Indirect migration background,East,No,0.99916,91,91,0.99320,1.00513
2017,No migration background,West,Yes,0.07152,1124,15004,0.06740,0.07564
2017,No migration background,West,No,0.92848,13880,15004,0.92436,0.93260
2017,No migration background,East,Yes,0.05953,310,5107,0.05304,0.06602
2017,No migration background,East,No,0.94047,4797,5107,0.93398,0.94696
2017,Direct migration background,West,Yes,0.06820,309,4432,0.06077,0.07562
2017,Direct migration background,West,No,0.93180,4123,4432,0.92438,0.93923
2017,Direct migration background,East,No,0.94219,363,363,0.91815,0.96623
2017,Indirect migration background,West,Yes,0.09443,136,1523,0.07974,0.10912
2017,Indirect migration background,West,No,0.90557,1387,1523,0.89088,0.92026
2017,Indirect migration background,East,No,0.97552,94,94,0.94412,1.00693
2019,No migration background,Does not apply,No,0.91176,59,59,0.83876,0.98476
2019,No migration background,West,Yes,0.07301,1154,14941,0.06884,0.07719
2019,No migration background,West,No,0.92699,13787,14941,0.92281,0.93116
2019,No migration background,East,Yes,0.06711,335,5115,0.06025,0.07397
2019,No migration background,East,No,0.93289,4780,5115,0.92603,0.93975
2019,Direct migration background,West,Yes,0.06945,277,3714,0.06128,0.07763
2019,Direct migration background,West,No,0.93055,3437,3714,0.92237,0.93872
2019,Direct migration background,East,No,0.95633,298,298,0.93309,0.97957
2019,Indirect migration background,West,Yes,0.08270,115,1449,0.06851,0.09689
2019,Indirect migration background,West,No,0.91730,1334,1449,0.90311,0.93149
2019,Indirect migration background,East,No,0.93383,109,109,0.88695,0.98071
2021,No migration background,West,Yes,0.08670,902,9825,0.08113,0.09226
2021,No migration background,West,No,0.91330,8923,9825,0.90774,0.91887
2021,No migration background,East,Yes,0.08541,251,3229,0.07577,0.09506
2021,No migration background,East,No,0.91459,2978,3229,0.90494,0.92423
2021,Direct migration background,West,Yes,0.08414,331,4648,0.07616,0.09213
2021,Direct migration background,West,No,0.91586,4317,4648,0.90787,0.92384
2021,Direct migration background,East,No,0.96374,513,513,0.94755,0.97993
2021,Indirect migration background,West,Yes,0.07282,72,844,0.05528,0.09036
2021,Indirect migration background,West,No,0.92718,772,844,0.90964,0.94472
2021,Indirect migration background,East,No,0.97166,77,77,0.93436,1.00897
