year,bula_h,migback,ple0017,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,Schleswig-Holstein,No migration background,No,0.93442,428,428,0.91094,0.95790
2009,Schleswig-Holstein,Direct migration background,No,0.91640,42,42,0.83168,1.00113
2009,Hamburg,No migration background,No,0.95559,231,231,0.92897,0.98222
2009,Lower Saxony,No migration background,Yes,0.05266,76,1457,0.04119,0.06413
2009,Lower Saxony,No migration background,No,0.94734,1381,1457,0.93587,0.95881
2009,Lower Saxony,Direct migration background,No,0.96810,128,128,0.93753,0.99866
2009,Lower Saxony,Indirect migration background,No,0.91324,40,40,0.82490,1.00159
2009,Bremen,No migration background,No,0.98525,110,110,0.96262,1.00788
2009,North Rhine-Westphalia,No migration background,Yes,0.04575,148,2989,0.03826,0.05324
2009,North Rhine-Westphalia,No migration background,No,0.95425,2841,2989,0.94676,0.96174
2009,North Rhine-Westphalia,Direct migration background,No,0.95138,424,424,0.93088,0.97187
2009,North Rhine-Westphalia,Indirect migration background,No,0.94956,187,187,0.91810,0.98101
2009,Hesse,No migration background,Yes,0.05231,51,997,0.03848,0.06614
2009,Hesse,No migration background,No,0.94769,946,997,0.93386,0.96152
2009,Hesse,Direct migration background,No,0.96075,149,149,0.92947,0.99204
2009,Hesse,Indirect migration background,No,0.98662,59,59,0.95704,1.01619
2009,"Rhineland-Palatinate, Saarland",No migration background,Yes,0.04588,43,833,0.03166,0.06009
2009,"Rhineland-Palatinate, Saarland",No migration background,No,0.95412,790,833,0.93991,0.96834
2009,"Rhineland-Palatinate, Saarland",Direct migration background,No,0.92378,125,125,0.87708,0.97049
2009,"Rhineland-Palatinate, Saarland",Indirect migration background,No,0.87987,55,55,0.79315,0.96658
2009,Baden-Wuerttemberg,No migration background,Yes,0.04853,80,1604,0.03801,0.05905
2009,Baden-Wuerttemberg,No migration background,No,0.95147,1524,1604,0.94095,0.96199
2009,Baden-Wuerttemberg,Direct migration background,No,0.91803,328,328,0.88829,0.94776
2009,Baden-Wuerttemberg,Indirect migration background,No,0.92687,141,141,0.88375,0.97000
2009,Bavaria,No migration background,Yes,0.05227,110,2226,0.04302,0.06152
2009,Bavaria,No migration background,No,0.94773,2116,2226,0.93848,0.95698
2009,Bavaria,Direct migration background,No,0.92661,244,244,0.89383,0.95940
2009,Bavaria,Indirect migration background,No,0.91384,112,112,0.86164,0.96604
2009,Berlin,No migration background,Yes,0.05564,39,611,0.03745,0.07383
2009,Berlin,No migration background,No,0.94436,572,611,0.92617,0.96255
2009,Berlin,Direct migration background,No,0.84649,44,44,0.73874,0.95423
2009,Brandenburg,No migration background,Yes,0.04506,36,764,0.03034,0.05978
2009,Brandenburg,No migration background,No,0.95494,728,764,0.94022,0.96966
2009,Mecklenburg-Western Pomerania,No migration background,No,0.95452,443,443,0.93509,0.97394
2009,Saxony,No migration background,Yes,0.04739,61,1336,0.03599,0.05878
2009,Saxony,No migration background,No,0.95261,1275,1336,0.94122,0.96401
2009,Saxony-Anhalt,No migration background,Yes,0.05365,36,751,0.03753,0.06978
2009,Saxony-Anhalt,No migration background,No,0.94635,715,751,0.93022,0.96247
2009,Thuringa,No migration background,Yes,0.04619,42,804,0.03167,0.06071
2009,Thuringa,No migration background,No,0.95381,762,804,0.93929,0.96833
2011,Schleswig-Holstein,No migration background,Yes,0.05855,34,573,0.03931,0.07780
2011,Schleswig-Holstein,No migration background,No,0.94145,539,573,0.92220,0.96069
2011,Schleswig-Holstein,Direct migration background,No,0.93359,62,62,0.87110,0.99607
2011,Hamburg,No migration background,No,0.94228,255,255,0.91360,0.97096
2011,Lower Saxony,No migration background,Yes,0.04768,86,1682,0.03749,0.05786
2011,Lower Saxony,No migration background,No,0.95232,1596,1682,0.94214,0.96251
2011,Lower Saxony,Direct migration background,No,0.98730,167,167,0.97027,1.00434
2011,Lower Saxony,Indirect migration background,No,0.97129,51,51,0.92500,1.01758
2011,Bremen,No migration background,No,0.93890,100,100,0.89171,0.98608
2011,North Rhine-Westphalia,No migration background,Yes,0.05724,197,3349,0.04937,0.06511
2011,North Rhine-Westphalia,No migration background,No,0.94276,3152,3349,0.93489,0.95063
2011,North Rhine-Westphalia,Direct migration background,No,0.94408,537,537,0.92463,0.96353
2011,North Rhine-Westphalia,Indirect migration background,No,0.94543,209,209,0.91456,0.97630
2011,Hesse,No migration background,Yes,0.07198,73,1145,0.05700,0.08695
2011,Hesse,No migration background,No,0.92802,1072,1145,0.91305,0.94300
2011,Hesse,Direct migration background,No,0.95645,178,178,0.92638,0.98652
2011,Hesse,Indirect migration background,No,0.97369,71,71,0.93620,1.01119
2011,"Rhineland-Palatinate, Saarland",No migration background,Yes,0.05986,57,986,0.04505,0.07468
2011,"Rhineland-Palatinate, Saarland",No migration background,No,0.94014,929,986,0.92532,0.95495
2011,"Rhineland-Palatinate, Saarland",Direct migration background,No,0.92310,143,143,0.87928,0.96693
2011,"Rhineland-Palatinate, Saarland",Indirect migration background,No,0.92629,63,63,0.86125,0.99134
2011,Baden-Wuerttemberg,No migration background,Yes,0.05340,113,1952,0.04343,0.06338
2011,Baden-Wuerttemberg,No migration background,No,0.94660,1839,1952,0.93662,0.95657
2011,Baden-Wuerttemberg,Direct migration background,No,0.96709,354,354,0.94848,0.98570
2011,Baden-Wuerttemberg,Indirect migration background,No,0.93884,149,149,0.90023,0.97745
2011,Bavaria,No migration background,Yes,0.04986,150,2733,0.04170,0.05802
2011,Bavaria,No migration background,No,0.95014,2583,2733,0.94198,0.95830
2011,Bavaria,Direct migration background,No,0.90838,301,301,0.87573,0.94103
2011,Bavaria,Indirect migration background,No,0.89384,115,115,0.83729,0.95039
2011,Berlin,No migration background,Yes,0.05475,40,704,0.03794,0.07157
2011,Berlin,No migration background,No,0.94525,664,704,0.92843,0.96206
2011,Berlin,Direct migration background,No,0.88869,45,45,0.79575,0.98162
2011,Brandenburg,No migration background,Yes,0.05448,46,852,0.03923,0.06973
2011,Brandenburg,No migration background,No,0.94552,806,852,0.93027,0.96077
2011,Mecklenburg-Western Pomerania,No migration background,Yes,0.05852,31,507,0.03807,0.07898
2011,Mecklenburg-Western Pomerania,No migration background,No,0.94148,476,507,0.92102,0.96193
2011,Saxony,No migration background,Yes,0.03482,50,1365,0.02509,0.04455
2011,Saxony,No migration background,No,0.96518,1315,1365,0.95545,0.97491
