year,regtyp,rentown,hlf0261,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1991,Urban regions,Owner,"Yes, Regularly",0.09615,113,1326,0.08028,0.11203
1991,Urban regions,Owner,"Yes, Occasionally",0.05725,57,1326,0.04474,0.06975
1991,Urban regions,Owner,No,0.82949,1156,1326,0.80924,0.84974
1991,Urban regions,Tenant,"Yes, Regularly",0.05150,83,2981,0.04356,0.05943
1991,Urban regions,Tenant,"Yes, Occasionally",0.03593,62,2981,0.02925,0.04262
1991,Urban regions,Tenant,No,0.90121,2836,2981,0.89050,0.91193
1991,Rural regions,Owner,No,0.91547,931,931,0.89759,0.93335
1991,Rural regions,Tenant,No,0.92546,1173,1173,0.91043,0.94050
1994,Urban regions,Owner,"Yes, Regularly",0.11041,116,1315,0.09347,0.12736
1994,Urban regions,Owner,"Yes, Occasionally",0.05829,65,1315,0.04562,0.07096
1994,Urban regions,Owner,No,0.80013,1134,1315,0.77851,0.82175
1994,Urban regions,Tenant,"Yes, Regularly",0.05192,88,2900,0.04384,0.05999
1994,Urban regions,Tenant,"Yes, Occasionally",0.03300,57,2900,0.02650,0.03950
1994,Urban regions,Tenant,No,0.88326,2755,2900,0.87157,0.89495
1994,Rural regions,Owner,"Yes, Regularly",0.04812,32,935,0.03440,0.06185
1994,Rural regions,Owner,No,0.87455,903,935,0.85331,0.89580
1994,Rural regions,Tenant,No,0.92286,1139,1139,0.90736,0.93836
1999,Urban regions,Owner,"Yes, Regularly",0.11538,138,1650,0.09996,0.13080
1999,Urban regions,Owner,"Yes, Occasionally",0.05746,76,1650,0.04622,0.06869
1999,Urban regions,Owner,No,0.82007,1436,1650,0.80153,0.83861
1999,Urban regions,Tenant,"Yes, Regularly",0.05177,101,3027,0.04388,0.05966
1999,Urban regions,Tenant,"Yes, Occasionally",0.03553,68,3027,0.02894,0.04213
1999,Urban regions,Tenant,No,0.90357,2858,3027,0.89305,0.91409
1999,Rural regions,Owner,"Yes, Regularly",0.06503,47,1192,0.05103,0.07903
