year,bula_h,hhtyp,hlf0261,proportion,n,proportion_lower_confidence,proportion_upper_confidence
1991,Schleswig-Holstein,Single-person household,No,0.9142857142857143,6629,0.9075466494603718,0.9210247791110567
1991,Schleswig-Holstein,Single-person household,"Yes, Occasionally",0.05714285714285714,6629,0.05155511977697136,0.06273059450874292
1991,Schleswig-Holstein,Single-person household,"Yes, Regularly",0.02857142857142857,6629,0.024560882810970713,0.03258197433188643
1991,Schleswig-Holstein,Couple without children,No,0.9534883720930233,6629,0.9484188089994996,0.958557935186547
1991,Schleswig-Holstein,Couple without children,"Yes, Regularly",0.046511627906976744,6629,0.041442064813453035,0.05158119100050045
1991,Schleswig-Holstein,Single parent,No,1.0,6629,1.0,1.0
1991,Schleswig-Holstein,Couple with children,No,0.95,6629,0.944753388985418,0.9552466110145819
1991,Schleswig-Holstein,Couple with children,"Yes, Occasionally",0.03333333333333333,6629,0.02901207921871814,0.03765458744794853
1991,Schleswig-Holstein,Couple with children,"Yes, Regularly",0.016666666666666666,6629,0.01358484987398822,0.019748483459345115
1991,Schleswig-Holstein,Multi-generational household,No,1.0,6629,1.0,1.0
1991,Schleswig-Holstein,Other Combinations,No,1.0,6629,1.0,1.0
1991,Hamburg,Single-person household,No,0.8863636363636364,6629,0.8787235777394831,0.8940036949877896
1991,Hamburg,Single-person household,"Yes, Regularly",0.09090909090909091,6629,0.08398856057337323,0.0978296212448086
1991,Hamburg,Single-person household,"Yes, Occasionally",0.022727272727272728,6629,0.019139593441259352,0.026314952013286104
1991,Hamburg,Couple without children,No,0.92,6629,0.9134691310526067,0.9265308689473933
1991,Hamburg,Couple without children,"Yes, Regularly",0.08,6629,0.07346913105260676,0.08653086894739324
1991,Hamburg,Single parent,No,1.0,6629,1.0,1.0
1991,Hamburg,Couple with children,No,0.96,6629,0.9552826546222601,0.9647173453777398
1991,Hamburg,Couple with children,"Yes, Regularly",0.04,6629,0.035282654622260226,0.044717345377739776
