year,quintil_oecd_hh,regtyp,hlf0261,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1991,1st Quintile,No answer / don't know,No,0.89646,43,43,0.80432,0.98860
1991,1st Quintile,Urban regions,No,0.96719,698,698,0.95397,0.98042
1991,1st Quintile,Rural regions,No,0.95488,1254,1254,0.94339,0.96638
1991,2nd Quintile,Urban regions,No,0.92711,846,846,0.90958,0.94464
1991,2nd Quintile,Rural regions,No,0.94412,235,235,0.91470,0.97355
1991,3rd Quintile,Urban regions,No,0.93548,875,875,0.91920,0.95177
1991,3rd Quintile,Rural regions,No,0.97590,246,246,0.95669,0.99510
1991,4th Quintile,Urban regions,"Yes, Regularly",0.07487,42,892,0.05758,0.09215
1991,4th Quintile,Urban regions,No,0.87741,850,892,0.85588,0.89895
1991,4th Quintile,Rural regions,No,0.93769,237,237,0.90685,0.96853
1991,5th Quintile,Urban regions,"Yes, Regularly",0.14382,113,889,0.12074,0.16690
1991,5th Quintile,Urban regions,"Yes, Occasionally",0.07064,52,889,0.05379,0.08749
1991,5th Quintile,Urban regions,No,0.78554,724,889,0.75854,0.81254
1991,5th Quintile,Rural regions,No,0.74734,132,132,0.67293,0.82175
1994,1st Quintile,Urban regions,No,0.93129,772,772,0.91343,0.94915
1994,1st Quintile,Rural regions,No,0.94447,493,493,0.92424,0.96471
1994,2nd Quintile,Urban regions,No,0.93002,792,792,0.91224,0.94780
1994,2nd Quintile,Rural regions,No,0.93732,544,544,0.91693,0.95771
1994,3rd Quintile,Urban regions,"Yes, Regularly",0.06787,32,840,0.05085,0.08489
1994,3rd Quintile,Urban regions,No,0.90923,808,840,0.88979,0.92867
1994,3rd Quintile,Rural regions,No,0.94263,469,469,0.92156,0.96370
1994,4th Quintile,Urban regions,"Yes, Occasionally",0.05553,33,841,0.04005,0.07102
1994,4th Quintile,Urban regions,No,0.89998,808,841,0.87969,0.92027
1994,4th Quintile,Rural regions,No,0.92369,329,329,0.89496,0.95242
1994,5th Quintile,Urban regions,"Yes, Regularly",0.16321,112,872,0.13867,0.18775
1994,5th Quintile,Urban regions,"Yes, Occasionally",0.07493,55,872,0.05744,0.09241
1994,5th Quintile,Urban regions,No,0.76186,705,872,0.73358,0.79015
1994,5th Quintile,Rural regions,No,0.78318,207,207,0.72691,0.83946
1999,1st Quintile,Urban regions,No,0.94335,929,929,0.92847,0.95822
1999,1st Quintile,Rural regions,No,0.96106,519,519,0.94440,0.97772
1999,2nd Quintile,Urban regions,No,0.92120,877,877,0.90336,0.93904
1999,2nd Quintile,Rural regions,No,0.94810,581,581,0.93004,0.96615
1999,3rd Quintile,Urban regions,No,0.92880,885,885,0.91185,0.94575
1999,3rd Quintile,Rural regions,No,0.95586,548,548,0.93865,0.97308
1999,4th Quintile,Urban regions,"Yes, Regularly",0.07287,48,955,0.05637,0.08936
1999,4th Quintile,Urban regions,"Yes, Occasionally",0.04123,32,955,0.02862,0.05385
1999,4th Quintile,Urban regions,No,0.88590,875,955,0.86573,0.90608
1999,4th Quintile,Rural regions,No,0.92513,399,399,0.89928,0.95099
1999,5th Quintile,Urban regions,"Yes, Regularly",0.17219,132,923,0.14782,0.19656
1999,5th Quintile,Urban regions,"Yes, Occasionally",0.08161,63,923,0.06394,0.09928
1999,5th Quintile,Urban regions,No,0.74620,728,923,0.71811,0.77429
1999,5th Quintile,Rural regions,"Yes, Regularly",0.16158,34,296,0.11958,0.20358
1999,5th Quintile,Rural regions,No,0.78527,262,296,0.73841,0.83213
2000,1st Quintile,Urban regions,"Yes, Regularly",0.03479,41,1580,0.02575,0.04383
2000,1st Quintile,Urban regions,No,0.95105,1539,1580,0.94040,0.96169
2000,1st Quintile,Rural regions,No,0.96058,901,901,0.94786,0.97329
2000,2nd Quintile,Urban regions,"Yes, Regularly",0.03738,39,1632,0.02817,0.04659
2000,2nd Quintile,Urban regions,No,0.93846,1593,1632,0.92680,0.95013
2000,2nd Quintile,Rural regions,No,0.95911,997,997,0.94681,0.97141
2000,3rd Quintile,Urban regions,"Yes, Regularly",0.03872,49,1629,0.02935,0.04810
2000,3rd Quintile,Urban regions,"Yes, Occasionally",0.03314,38,1629,0.02444,0.04183
2000,3rd Quintile,Urban regions,No,0.92814,1542,1629,0.91559,0.94069
2000,3rd Quintile,Rural regions,No,0.96084,969,969,0.94862,0.97306
2000,4th Quintile,Urban regions,"Yes, Regularly",0.05624,91,1790,0.04556,0.06691
2000,4th Quintile,Urban regions,"Yes, Occasionally",0.03144,52,1790,0.02336,0.03953
2000,4th Quintile,Urban regions,No,0.91232,1647,1790,0.89922,0.92543
2000,4th Quintile,Rural regions,No,0.94373,758,758,0.92732,0.96015
2000,5th Quintile,Urban regions,"Yes, Regularly",0.16659,274,1833,0.14952,0.18365
2000,5th Quintile,Urban regions,"Yes, Occasionally",0.07030,121,1833,0.05859,0.08200
2000,5th Quintile,Urban regions,No,0.76312,1438,1833,0.74365,0.78259
2000,5th Quintile,Rural regions,"Yes, Regularly",0.13323,61,548,0.10475,0.16171
2000,5th Quintile,Rural regions,No,0.81662,487,548,0.78419,0.84905
2001,1st Quintile,Urban regions,No,0.95863,1394,1394,0.94817,0.96909
2001,1st Quintile,Rural regions,No,0.96441,774,774,0.95134,0.97747
2001,2nd Quintile,Urban regions,"Yes, Regularly",0.04480,45,1487,0.03428,0.05531
2001,2nd Quintile,Urban regions,"Yes, Occasionally",0.03551,33,1487,0.02610,0.04492
2001,2nd Quintile,Urban regions,No,0.91969,1409,1487,0.90587,0.93351
2001,2nd Quintile,Rural regions,No,0.94356,929,929,0.92871,0.95841
2001,3rd Quintile,Urban regions,"Yes, Regularly",0.04714,56,1553,0.03660,0.05769
2001,3rd Quintile,Urban regions,"Yes, Occasionally",0.03886,47,1553,0.02924,0.04847
2001,3rd Quintile,Urban regions,No,0.91400,1450,1553,0.90005,0.92795
2001,3rd Quintile,Rural regions,No,0.94991,850,850,0.93523,0.96458
2001,4th Quintile,Urban regions,"Yes, Regularly",0.06786,93,1607,0.05556,0.08016
2001,4th Quintile,Urban regions,"Yes, Occasionally",0.04518,61,1607,0.03502,0.05534
2001,4th Quintile,Urban regions,No,0.88696,1453,1607,0.87148,0.90245
2001,4th Quintile,Rural regions,No,0.93826,714,714,0.92059,0.95592
2001,5th Quintile,Urban regions,"Yes, Regularly",0.19451,289,1674,0.17554,0.21347
2001,5th Quintile,Urban regions,"Yes, Occasionally",0.07424,121,1674,0.06168,0.08681
2001,5th Quintile,Urban regions,No,0.73125,1264,1674,0.71001,0.75249
2001,5th Quintile,Rural regions,"Yes, Regularly",0.12829,53,470,0.09803,0.15856
2001,5th Quintile,Rural regions,No,0.79859,417,470,0.76230,0.83489
2002,1st Quintile,Urban regions,No,0.94091,1263,1263,0.92790,0.95392
2002,1st Quintile,Rural regions,No,0.96268,756,756,0.94916,0.97620
2002,2nd Quintile,Urban regions,"Yes, Regularly",0.04106,37,1348,0.03046,0.05165
2002,2nd Quintile,Urban regions,No,0.92784,1311,1348,0.91402,0.94166
2002,2nd Quintile,Rural regions,No,0.95991,836,836,0.94660,0.97322
2002,3rd Quintile,Urban regions,"Yes, Regularly",0.04199,48,1467,0.03172,0.05225
2002,3rd Quintile,Urban regions,"Yes, Occasionally",0.02843,34,1467,0.01992,0.03694
2002,3rd Quintile,Urban regions,No,0.92958,1385,1467,0.91648,0.94268
2002,3rd Quintile,Rural regions,No,0.96355,773,773,0.95033,0.97677
2002,4th Quintile,Urban regions,"Yes, Regularly",0.06064,84,1556,0.04877,0.07250
2002,4th Quintile,Urban regions,"Yes, Occasionally",0.03593,51,1556,0.02668,0.04518
2002,4th Quintile,Urban regions,No,0.90344,1421,1556,0.88876,0.91812
2002,4th Quintile,Rural regions,No,0.94158,759,759,0.92489,0.95828
2002,5th Quintile,Urban regions,"Yes, Regularly",0.15682,458,2502,0.14257,0.17108
2002,5th Quintile,Urban regions,"Yes, Occasionally",0.06253,166,2502,0.05304,0.07202
2002,5th Quintile,Urban regions,No,0.78064,1878,2502,0.76442,0.79686
2002,5th Quintile,Rural regions,"Yes, Regularly",0.11903,103,718,0.09533,0.14274
2002,5th Quintile,Rural regions,"Yes, Occasionally",0.04665,38,718,0.03122,0.06209
2002,5th Quintile,Rural regions,No,0.83431,577,718,0.80710,0.86153
2003,1st Quintile,Urban regions,No,0.94679,1278,1278,0.93448,0.95910
