year,migback,ple0008,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1997,No migration background,Satisfactory,0.30005,3342,9776,0.29096,0.30913
1997,No migration background,Poor,0.11558,1184,9776,0.10924,0.12191
1997,No migration background,Bad,0.03562,335,9776,0.03195,0.03929
1997,Direct migration background,Very good,0.09689,221,2468,0.08522,0.10857
1997,Direct migration background,Good,0.35087,1023,2468,0.33204,0.36971
1997,Direct migration background,Satisfactory,0.29654,733,2468,0.27852,0.31456
1997,Direct migration background,Poor,0.15555,378,2468,0.14125,0.16986
1997,Direct migration background,Bad,0.04607,113,2468,0.03780,0.05435
1997,Indirect migration background,Very good,0.09338,154,561,0.06928,0.11748
1997,Indirect migration background,Good,0.17653,289,561,0.14495,0.20811
1997,Indirect migration background,Satisfactory,0.06990,85,561,0.04878,0.09102
1997,Indirect migration background,Poor,0.02205,33,561,0.00989,0.03421
1998,No migration background,Very good,0.07724,1086,11220,0.07230,0.08219
1998,No migration background,Good,0.33169,4803,11220,0.32298,0.34041
1998,No migration background,Satisfactory,0.27650,3592,11220,0.26822,0.28478
1998,No migration background,Poor,0.11304,1331,11220,0.10718,0.11890
1998,No migration background,Bad,0.03738,408,11220,0.03387,0.04090
1998,Direct migration background,Very good,0.09572,211,2392,0.08393,0.10752
1998,Direct migration background,Good,0.37983,1017,2392,0.36038,0.39929
1998,Direct migration background,Satisfactory,0.28571,707,2392,0.26760,0.30382
1998,Direct migration background,Poor,0.13933,356,2392,0.12545,0.15321
1998,Direct migration background,Bad,0.04289,101,2392,0.03477,0.05101
1998,Indirect migration background,Very good,0.11212,177,589,0.08662,0.13762
1998,Indirect migration background,Good,0.17112,277,589,0.14068,0.20156
1998,Indirect migration background,Satisfactory,0.07404,93,589,0.05288,0.09521
1998,Indirect migration background,Poor,0.02841,42,589,0.01498,0.04184
1999,No migration background,Very good,0.06948,918,10845,0.06469,0.07426
1999,No migration background,Good,0.32434,4500,10845,0.31553,0.33315
1999,No migration background,Satisfactory,0.28947,3689,10845,0.28094,0.29801
1999,No migration background,Poor,0.11743,1340,10845,0.11137,0.12349
1999,No migration background,Bad,0.03847,398,10845,0.03485,0.04209
1999,Direct migration background,Very good,0.09009,210,2197,0.07811,0.10206
1999,Direct migration background,Good,0.37335,902,2197,0.35312,0.39358
1999,Direct migration background,Satisfactory,0.29383,660,2197,0.27478,0.31289
1999,Direct migration background,Poor,0.15132,337,2197,0.13634,0.16631
1999,Direct migration background,Bad,0.03738,88,2197,0.02945,0.04531
1999,Indirect migration background,Very good,0.10691,169,596,0.08208,0.13174
1999,Indirect migration background,Good,0.17761,285,596,0.14690,0.20832
1999,Indirect migration background,Satisfactory,0.08305,111,596,0.06087,0.10522
1999,Indirect migration background,Poor,0.02425,31,596,0.01189,0.03661
2000,No migration background,Very good,0.08714,2076,19948,0.08323,0.09106
2000,No migration background,Good,0.32037,8061,19948,0.31389,0.32684
2000,No migration background,Satisfactory,0.28916,6621,19948,0.28287,0.29546
2000,No migration background,Poor,0.11268,2485,19948,0.10829,0.11707
2000,No migration background,Bad,0.03421,705,19948,0.03169,0.03673
2000,Direct migration background,Very good,0.11115,376,3302,0.10043,0.12188
2000,Direct migration background,Good,0.34953,1304,3302,0.33326,0.36579
2000,Direct migration background,Satisfactory,0.29259,1030,3302,0.27707,0.30811
2000,Direct migration background,Poor,0.12613,460,3302,0.11480,0.13746
2000,Direct migration background,Bad,0.03810,132,3302,0.03157,0.04464
2000,Indirect migration background,Very good,0.09791,221,807,0.07739,0.11843
2000,Indirect migration background,Good,0.17851,387,807,0.15207,0.20495
2000,Indirect migration background,Satisfactory,0.08544,156,807,0.06615,0.10474
2000,Indirect migration background,Poor,0.02220,43,807,0.01203,0.03237
2001,No migration background,Very good,0.08593,1882,18215,0.08186,0.09000
2001,No migration background,Good,0.31907,7285,18215,0.31230,0.32584
2001,No migration background,Satisfactory,0.29061,6093,18215,0.28402,0.29720
2001,No migration background,Poor,0.11666,2303,18215,0.11199,0.12132
2001,No migration background,Bad,0.03451,652,18215,0.03186,0.03716
2001,Direct migration background,Very good,0.11847,342,2911,0.10673,0.13021
2001,Direct migration background,Good,0.36019,1148,2911,0.34275,0.37763
2001,Direct migration background,Satisfactory,0.27515,889,2911,0.25892,0.29138
2001,Direct migration background,Poor,0.14119,419,2911,0.12854,0.15384
2001,Direct migration background,Bad,0.03730,113,2911,0.03041,0.04418
2001,Indirect migration background,Very good,0.09313,195,755,0.07239,0.11387
2001,Indirect migration background,Good,0.17251,367,755,0.14554,0.19947
2001,Indirect migration background,Satisfactory,0.08833,156,755,0.06808,0.10859
2001,Indirect migration background,Poor,0.01463,37,755,0.00606,0.02320
2002,No migration background,Very good,0.07530,1905,19425,0.07159,0.07901
2002,No migration background,Good,0.32246,8022,19425,0.31588,0.32903
2002,No migration background,Satisfactory,0.29769,6492,19425,0.29126,0.30412
2002,No migration background,Poor,0.11677,2368,19425,0.11226,0.12129
2002,No migration background,Bad,0.03509,638,19425,0.03251,0.03768
2002,Direct migration background,Very good,0.09155,267,2793,0.08086,0.10225
2002,Direct migration background,Good,0.34616,1070,2793,0.32851,0.36381
2002,Direct migration background,Satisfactory,0.30660,869,2793,0.28949,0.32370
2002,Direct migration background,Poor,0.15454,472,2793,0.14114,0.16795
2002,Direct migration background,Bad,0.04452,115,2793,0.03687,0.05217
2002,Indirect migration background,Very good,0.06989,174,759,0.05174,0.08804
2002,Indirect migration background,Good,0.17336,370,759,0.14641,0.20031
2002,Indirect migration background,Satisfactory,0.10288,166,759,0.08125,0.12451
2002,Indirect migration background,Poor,0.02406,49,759,0.01315,0.03497
2003,No migration background,Very good,0.07244,1794,18740,0.06872,0.07615
2003,No migration background,Good,0.33680,7893,18740,0.33003,0.34356
2003,No migration background,Satisfactory,0.28448,6050,18740,0.27802,0.29094
2003,No migration background,Poor,0.11945,2368,18740,0.11481,0.12410
2003,No migration background,Bad,0.03655,635,18740,0.03386,0.03924
2003,Direct migration background,Very good,0.10691,277,2615,0.09506,0.11875
2003,Direct migration background,Good,0.33943,998,2615,0.32128,0.35758
2003,Direct migration background,Satisfactory,0.30370,816,2615,0.28608,0.32133
2003,Direct migration background,Poor,0.14755,407,2615,0.13396,0.16115
2003,Direct migration background,Bad,0.04784,117,2615,0.03966,0.05603
2003,Indirect migration background,Very good,0.07838,172,761,0.05927,0.09749
2003,Indirect migration background,Good,0.18672,380,761,0.15901,0.21442
2003,Indirect migration background,Satisfactory,0.08384,153,761,0.06414,0.10355
2003,Indirect migration background,Poor,0.03437,56,761,0.02141,0.04732
2004,No migration background,Very good,0.07666,1740,18243,0.07280,0.08052
2004,No migration background,Good,0.32301,7580,18243,0.31622,0.32980
2004,No migration background,Satisfactory,0.28170,5852,18243,0.27518,0.28823
2004,No migration background,Poor,0.12905,2394,18243,0.12419,0.13392
2004,No migration background,Bad,0.04082,677,18243,0.03795,0.04370
2004,Direct migration background,Very good,0.11005,271,2533,0.09786,0.12224
2004,Direct migration background,Good,0.34946,970,2533,0.33088,0.36803
2004,Direct migration background,Satisfactory,0.28085,777,2533,0.26334,0.29835
2004,Direct migration background,Poor,0.16966,398,2533,0.15504,0.18428
2004,Direct migration background,Bad,0.04805,117,2533,0.03972,0.05638
2004,Indirect migration background,Very good,0.09302,186,784,0.07267,0.11336
2004,Indirect migration background,Good,0.19720,402,784,0.16933,0.22507
2004,Indirect migration background,Satisfactory,0.09529,156,784,0.07473,0.11586
2004,Indirect migration background,Poor,0.02848,40,784,0.01683,0.04013
2005,No migration background,Very good,0.07223,1576,17448,0.06839,0.07607
2005,No migration background,Good,0.32069,7013,17448,0.31376,0.32761
2005,No migration background,Satisfactory,0.28918,5808,17448,0.28245,0.29591
2005,No migration background,Poor,0.13137,2409,17448,0.12636,0.13638
2005,No migration background,Bad,0.03835,642,17448,0.03550,0.04120
2005,Direct migration background,Very good,0.08349,204,2360,0.07233,0.09465
2005,Direct migration background,Good,0.33651,876,2360,0.31744,0.35558
2005,Direct migration background,Satisfactory,0.32426,771,2360,0.30537,0.34315
2005,Direct migration background,Poor,0.16173,379,2360,0.14688,0.17659
2005,Direct migration background,Bad,0.05371,130,2360,0.04461,0.06280
2005,Indirect migration background,Very good,0.08033,165,812,0.06162,0.09903
2005,Indirect migration background,Good,0.22114,416,812,0.19258,0.24970
2005,Indirect migration background,Satisfactory,0.11274,185,812,0.09097,0.13450
2005,Indirect migration background,Poor,0.03799,46,812,0.02484,0.05115
2006,No migration background,Very good,0.07318,1621,18748,0.06945,0.07691
2006,No migration background,Good,0.31967,7555,18748,0.31299,0.32635
2006,No migration background,Satisfactory,0.29311,6312,18748,0.28659,0.29962
2006,No migration background,Poor,0.12201,2508,18748,0.11733,0.12670
2006,No migration background,Bad,0.04191,752,18748,0.03904,0.04478
2006,Direct migration background,Very good,0.09567,225,2376,0.08384,0.10750
2006,Direct migration background,Good,0.33980,865,2376,0.32075,0.35885
2006,Direct migration background,Satisfactory,0.30879,778,2376,0.29021,0.32737
2006,Direct migration background,Poor,0.16438,379,2376,0.14947,0.17928
2006,Direct migration background,Bad,0.05183,129,2376,0.04292,0.06075
2006,Indirect migration background,Very good,0.06768,141,799,0.05025,0.08511
2006,Indirect migration background,Good,0.22482,419,799,0.19586,0.25379
2006,Indirect migration background,Satisfactory,0.11132,178,799,0.08950,0.13315
2006,Indirect migration background,Poor,0.03574,61,799,0.02286,0.04862
2007,No migration background,Very good,0.06561,1422,17565,0.06195,0.06927
2007,No migration background,Good,0.32351,7089,17565,0.31659,0.33043
2007,No migration background,Satisfactory,0.29547,5950,17565,0.28872,0.30222
2007,No migration background,Poor,0.12853,2451,17565,0.12358,0.13348
2007,No migration background,Bad,0.03612,653,17565,0.03336,0.03888
2007,Direct migration background,Very good,0.07721,160,2117,0.06584,0.08858
2007,Direct migration background,Good,0.33964,816,2117,0.31946,0.35982
2007,Direct migration background,Satisfactory,0.32738,697,2117,0.30739,0.34738
2007,Direct migration background,Poor,0.16460,334,2117,0.14880,0.18040
2007,Direct migration background,Bad,0.05501,110,2117,0.04529,0.06472
2007,Indirect migration background,Very good,0.08282,136,762,0.06324,0.10240
2007,Indirect migration background,Good,0.22035,384,762,0.19090,0.24980
2007,Indirect migration background,Satisfactory,0.11719,188,762,0.09434,0.14005
2007,Indirect migration background,Poor,0.03897,54,762,0.02522,0.05272
2008,No migration background,Very good,0.06903,1376,16621,0.06518,0.07289
2008,No migration background,Good,0.32583,6641,16621,0.31870,0.33295
2008,No migration background,Satisfactory,0.29489,5606,16621,0.28796,0.30182
2008,No migration background,Poor,0.12829,2388,16621,0.12321,0.13338
2008,No migration background,Bad,0.03516,610,16621,0.03236,0.03796
2008,Direct migration background,Very good,0.08896,158,1903,0.07616,0.10175
2008,Direct migration background,Good,0.33788,700,1903,0.31662,0.35913
2008,Direct migration background,Satisfactory,0.31173,607,1903,0.29091,0.33254
2008,Direct migration background,Poor,0.18192,332,1903,0.16459,0.19926
2008,Direct migration background,Bad,0.05528,106,1903,0.04501,0.06555
2008,Indirect migration background,Very good,0.10077,158,753,0.07925,0.12228
2008,Indirect migration background,Good,0.22811,368,753,0.19812,0.25811
2008,Indirect migration background,Satisfactory,0.12350,174,753,0.09998,0.14701
2008,Indirect migration background,Poor,0.03314,53,753,0.02035,0.04593
2009,No migration background,Very good,0.06402,1196,15614,0.06018,0.06786
2009,No migration background,Good,0.31534,6091,15614,0.30805,0.32263
2009,No migration background,Satisfactory,0.31251,5534,15614,0.30524,0.31978
2009,No migration background,Poor,0.12511,2201,15614,0.11992,0.13030
2009,No migration background,Bad,0.03674,592,15614,0.03379,0.03969
2009,Direct migration background,Very good,0.08252,131,1657,0.06927,0.09578
2009,Direct migration background,Good,0.33859,593,1657,0.31580,0.36138
2009,Direct migration background,Satisfactory,0.31555,547,1657,0.29317,0.33794
2009,Direct migration background,Poor,0.18851,293,1657,0.16967,0.20735
2009,Direct migration background,Bad,0.04983,93,1657,0.03935,0.06031
2009,Indirect migration background,Very good,0.10300,125,699,0.08045,0.12555
2009,Indirect migration background,Good,0.24941,362,699,0.21731,0.28151
2009,Indirect migration background,Satisfactory,0.13280,156,699,0.10762,0.15797
2009,Indirect migration background,Poor,0.04033,56,699,0.02574,0.05493
2010,No migration background,Very good,0.07464,2171,19897,0.07099,0.07829
2010,No migration background,Good,0.31662,8081,19897,0.31016,0.32308
2010,No migration background,Satisfactory,0.29786,6308,19897,0.29151,0.30422
2010,No migration background,Poor,0.13244,2647,19897,0.12773,0.13715
2010,No migration background,Bad,0.03767,690,19897,0.03503,0.04032
2010,Direct migration background,Very good,0.09910,413,2946,0.08831,0.10989
2010,Direct migration background,Good,0.36270,1210,2946,0.34533,0.38006
2010,Direct migration background,Satisfactory,0.28939,825,2946,0.27301,0.30577
2010,Direct migration background,Poor,0.15682,374,2946,0.14368,0.16995
2010,Direct migration background,Bad,0.06039,124,2946,0.05178,0.06899
2010,Indirect migration background,Very good,0.09493,215,1088,0.07750,0.11236
2010,Indirect migration background,Good,0.19589,514,1088,0.17229,0.21948
2010,Indirect migration background,Satisfactory,0.12704,268,1088,0.10724,0.14684
2010,Indirect migration background,Poor,0.04092,91,1088,0.02914,0.05270
2011,No migration background,Very good,0.08027,2431,23795,0.07681,0.08372
2011,No migration background,Good,0.31866,9644,23795,0.31274,0.32459
2011,No migration background,Satisfactory,0.28630,7593,23795,0.28056,0.29205
2011,No migration background,Poor,0.13069,3252,23795,0.12641,0.13497
2011,No migration background,Bad,0.03752,875,23795,0.03510,0.03993
2011,Direct migration background,Very good,0.10827,434,3294,0.09765,0.11888
2011,Direct migration background,Good,0.35957,1308,3294,0.34318,0.37596
2011,Direct migration background,Satisfactory,0.28856,935,3294,0.27309,0.30404
2011,Direct migration background,Poor,0.16450,476,3294,0.15184,0.17716
2011,Direct migration background,Bad,0.04573,141,3294,0.03860,0.05287
2011,Indirect migration background,Very good,0.08167,224,1235,0.06639,0.09695
2011,Indirect migration background,Good,0.22202,605,1235,0.19883,0.24521
2011,Indirect migration background,Satisfactory,0.11347,291,1235,0.09577,0.13117
2011,Indirect migration background,Poor,0.03604,115,1235,0.02564,0.04644
2012,No migration background,Very good,0.07838,2222,23260,0.07493,0.08184
2012,No migration background,Good,0.32281,9581,23260,0.31680,0.32882
2012,No migration background,Satisfactory,0.29703,7607,23260,0.29116,0.30290
2012,No migration background,Poor,0.12276,3049,23260,0.11854,0.12698
2012,No migration background,Bad,0.03459,801,23260,0.03225,0.03694
2012,Direct migration background,Very good,0.10173,374,3131,0.09114,0.11233
2012,Direct migration background,Good,0.37506,1281,3131,0.35810,0.39202
2012,Direct migration background,Satisfactory,0.29414,894,3131,0.27818,0.31011
2012,Direct migration background,Poor,0.15884,451,3131,0.14604,0.17165
2012,Direct migration background,Bad,0.03772,131,3131,0.03105,0.04440
2012,Indirect migration background,Very good,0.09451,229,1196,0.07792,0.11109
2012,Indirect migration background,Good,0.20958,557,1196,0.18650,0.23265
2012,Indirect migration background,Satisfactory,0.10520,293,1196,0.08780,0.12259
2012,Indirect migration background,Poor,0.04373,117,1196,0.03213,0.05532
2013,No migration background,Very good,0.07416,2085,22048,0.07070,0.07762
2013,No migration background,Good,0.31595,8776,22048,0.30981,0.32209
2013,No migration background,Satisfactory,0.29805,7273,22048,0.29201,0.30409
2013,No migration background,Poor,0.13172,3116,22048,0.12726,0.13619
2013,No migration background,Bad,0.03853,798,22048,0.03599,0.04107
2013,Direct migration background,Very good,0.15222,1136,6495,0.14348,0.16096
2013,Direct migration background,Good,0.35633,2592,6495,0.34468,0.36798
2013,Direct migration background,Satisfactory,0.26454,1656,6495,0.25381,0.27527
2013,Direct migration background,Poor,0.14755,856,6495,0.13892,0.15618
2013,Direct migration background,Bad,0.04419,255,6495,0.03919,0.04919
2013,Indirect migration background,Very good,0.11491,505,2059,0.10113,0.12868
2013,Indirect migration background,Good,0.21348,907,2059,0.19578,0.23119
2013,Indirect migration background,Satisfactory,0.10951,462,2059,0.09602,0.12300
2013,Indirect migration background,Poor,0.03294,149,2059,0.02523,0.04065
2013,Indirect migration background,Bad,0.00686,36,2059,0.00330,0.01043
2014,No migration background,Very good,0.07435,1739,20120,0.07073,0.07798
2014,No migration background,Good,0.31664,8000,20120,0.31022,0.32307
2014,No migration background,Satisfactory,0.29486,6705,20120,0.28856,0.30116
2014,No migration background,Poor,0.13990,2976,20120,0.13511,0.14469
2014,No migration background,Bad,0.03438,700,20120,0.03186,0.03690
2014,Direct migration background,Very good,0.11925,669,5220,0.11046,0.12805
2014,Direct migration background,Good,0.36776,2120,5220,0.35468,0.38084
2014,Direct migration background,Satisfactory,0.28676,1506,5220,0.27449,0.29903
2014,Direct migration background,Poor,0.14525,720,5220,0.13569,0.15481
2014,Direct migration background,Bad,0.04515,205,5220,0.03951,0.05078
2014,Indirect migration background,Very good,0.11057,354,1715,0.09573,0.12542
2014,Indirect migration background,Good,0.21189,778,1715,0.19255,0.23124
2014,Indirect migration background,Satisfactory,0.12051,414,1715,0.10510,0.13593
2014,Indirect migration background,Poor,0.03677,135,1715,0.02786,0.04568
2014,Indirect migration background,Bad,0.00848,34,1715,0.00414,0.01282
2015,No migration background,Very good,0.07316,1617,19143,0.06948,0.07685
2015,No migration background,Good,0.31740,7500,19143,0.31081,0.32399
2015,No migration background,Satisfactory,0.29644,6545,19143,0.28997,0.30291
2015,No migration background,Poor,0.13784,2820,19143,0.13296,0.14273
2015,No migration background,Bad,0.03591,661,19143,0.03327,0.03854
2015,Direct migration background,Very good,0.14341,1066,5989,0.13453,0.15228
2015,Direct migration background,Good,0.37049,2522,5989,0.35826,0.38272
2015,Direct migration background,Satisfactory,0.26533,1477,5989,0.25414,0.27651
2015,Direct migration background,Poor,0.13297,725,5989,0.12436,0.14157
2015,Direct migration background,Bad,0.04828,199,5989,0.04285,0.05371
2015,Indirect migration background,Very good,0.09422,312,1597,0.07989,0.10855
2015,Indirect migration background,Good,0.22891,743,1597,0.20830,0.24952
2015,Indirect migration background,Satisfactory,0.11945,383,1597,0.10354,0.13536
2015,Indirect migration background,Poor,0.04219,159,1597,0.03233,0.05205
2016,No migration background,Very good,0.06855,1498,17791,0.06483,0.07226
2016,No migration background,Good,0.32285,6946,17791,0.31598,0.32972
2016,No migration background,Satisfactory,0.29352,6104,17791,0.28683,0.30021
2016,No migration background,Poor,0.13716,2605,17791,0.13210,0.14221
2016,No migration background,Bad,0.03545,638,17791,0.03274,0.03817
2016,Direct migration background,Very good,0.12667,1881,7951,0.11936,0.13398
2016,Direct migration background,Good,0.37055,3046,7951,0.35994,0.38117
2016,Direct migration background,Satisfactory,0.26256,1721,7951,0.25289,0.27223
2016,Direct migration background,Poor,0.14833,998,7951,0.14052,0.15615
2016,Direct migration background,Bad,0.04313,305,7951,0.03867,0.04760
2016,Indirect migration background,Very good,0.09721,280,1466,0.08204,0.11238
2016,Indirect migration background,Good,0.22929,649,1466,0.20776,0.25081
2016,Indirect migration background,Satisfactory,0.13639,392,1466,0.11882,0.15397
2016,Indirect migration background,Poor,0.04001,145,1466,0.02997,0.05004
2017,No migration background,Very good,0.07504,1923,20131,0.07140,0.07867
2017,No migration background,Good,0.31760,7904,20131,0.31117,0.32403
2017,No migration background,Satisfactory,0.29811,6813,20131,0.29179,0.30443
2017,No migration background,Poor,0.13444,2821,20131,0.12973,0.13916
2017,No migration background,Bad,0.03314,670,20131,0.03067,0.03562
2017,Direct migration background,Very good,0.11838,2069,8719,0.11160,0.12516
2017,Direct migration background,Good,0.36222,3364,8719,0.35213,0.37231
2017,Direct migration background,Satisfactory,0.28035,1976,8719,0.27092,0.28978
2017,Direct migration background,Poor,0.14744,1037,8719,0.14000,0.15488
2017,Direct migration background,Bad,0.03638,273,8719,0.03245,0.04031
2017,Indirect migration background,Very good,0.10021,316,1611,0.08554,0.11488
2017,Indirect migration background,Good,0.22851,705,1611,0.20800,0.24902
2017,Indirect migration background,Satisfactory,0.12128,423,1611,0.10534,0.13723
2017,Indirect migration background,Poor,0.04945,167,1611,0.03886,0.06004
2018,No migration background,Very good,0.07625,1881,19446,0.07252,0.07998
2018,No migration background,Good,0.32445,7697,19446,0.31787,0.33103
2018,No migration background,Satisfactory,0.29918,6512,19446,0.29275,0.30562
2018,No migration background,Poor,0.13052,2721,19446,0.12578,0.13525
2018,No migration background,Bad,0.03256,635,19446,0.03006,0.03505
2018,Direct migration background,Very good,0.12911,2051,8121,0.12181,0.13640
2018,Direct migration background,Good,0.35184,2908,8121,0.34145,0.36222
2018,Direct migration background,Satisfactory,0.28678,1956,8121,0.27694,0.29661
2018,Direct migration background,Poor,0.13937,921,8121,0.13184,0.14690
2018,Direct migration background,Bad,0.03856,285,8121,0.03437,0.04275
2018,Indirect migration background,Very good,0.11206,359,1626,0.09673,0.12740
2018,Indirect migration background,Good,0.22124,686,1626,0.20106,0.24142
2018,Indirect migration background,Satisfactory,0.12704,395,1626,0.11085,0.14323
2018,Indirect migration background,Poor,0.04384,141,1626,0.03389,0.05379
2018,Indirect migration background,Bad,0.01239,45,1626,0.00701,0.01777
2019,No migration background,Very good,0.07554,2166,20166,0.07190,0.07919
2019,No migration background,Good,0.33290,8213,20166,0.32639,0.33940
2019,No migration background,Satisfactory,0.28599,6494,20166,0.27976,0.29223
2019,No migration background,Poor,0.13272,2680,20166,0.12803,0.13740
2019,No migration background,Bad,0.03087,613,20166,0.02848,0.03326
2019,Direct migration background,Very good,0.12850,1685,7320,0.12083,0.13617
2019,Direct migration background,Good,0.35369,2848,7320,0.34274,0.36464
2019,Direct migration background,Satisfactory,0.29218,1704,7320,0.28176,0.30260
2019,Direct migration background,Poor,0.13672,848,7320,0.12885,0.14459
2019,Direct migration background,Bad,0.03579,235,7320,0.03153,0.04004
2019,Indirect migration background,Very good,0.09805,327,1574,0.08335,0.11275
2019,Indirect migration background,Good,0.22950,683,1574,0.20871,0.25028
2019,Indirect migration background,Satisfactory,0.13155,387,1574,0.11484,0.14825
2019,Indirect migration background,Poor,0.03996,141,1574,0.03028,0.04964
2019,Indirect migration background,Bad,0.01377,36,1574,0.00801,0.01952
2020,No migration background,Very good,0.08333,1971,18549,0.07935,0.08730
2020,No migration background,Good,0.32639,7617,18549,0.31965,0.33314
2020,No migration background,Satisfactory,0.28820,5936,18549,0.28168,0.29472
2020,No migration background,Poor,0.12509,2464,18549,0.12033,0.12985
2020,No migration background,Bad,0.03183,561,18549,0.02931,0.03436
2020,Direct migration background,Very good,0.13775,2681,9285,0.13074,0.14476
2020,Direct migration background,Good,0.34726,3739,9285,0.33758,0.35695
2020,Direct migration background,Satisfactory,0.27885,1791,9285,0.26973,0.28797
2020,Direct migration background,Poor,0.15343,847,9285,0.14610,0.16076
2020,Direct migration background,Bad,0.02926,227,9285,0.02584,0.03269
2020,Indirect migration background,Very good,0.10675,321,1538,0.09131,0.12219
2020,Indirect migration background,Good,0.22843,683,1538,0.20744,0.24942
2020,Indirect migration background,Satisfactory,0.12132,365,1538,0.10500,0.13765
2020,Indirect migration background,Poor,0.03699,134,1538,0.02756,0.04643
2020,Indirect migration background,Bad,0.00782,35,1538,0.00342,0.01223
2021,No migration background,Very good,0.09714,1615,13219,0.09209,0.10219
2021,No migration background,Good,0.32073,5296,13219,0.31277,0.32869
2021,No migration background,Satisfactory,0.27627,4070,13219,0.26864,0.28389
2021,No migration background,Poor,0.12834,1773,13219,0.12264,0.13405
2021,No migration background,Bad,0.03459,465,13219,0.03148,0.03771
2021,Direct migration background,Very good,0.13569,1259,5404,0.12656,0.14482
2021,Direct migration background,Good,0.32135,2109,5404,0.30890,0.33381
2021,Direct migration background,Satisfactory,0.28747,1170,5404,0.27540,0.29954
2021,Direct migration background,Poor,0.15515,669,5404,0.14550,0.16480
2021,Direct migration background,Bad,0.03721,197,5404,0.03217,0.04226
