year,hhtyp,quintil_oecd_hh,hlf0178_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2005,Single-person household,1st Quintile,Yes,0.22407,206,785,0.19488,0.25326
2005,Single-person household,1st Quintile,No,0.76049,579,785,0.73061,0.79036
2005,Single-person household,2nd Quintile,Yes,0.18973,115,556,0.15711,0.22235
2005,Single-person household,2nd Quintile,No,0.79832,441,556,0.76494,0.83171
2005,Single-person household,3rd Quintile,Yes,0.26416,156,517,0.22612,0.30220
2005,Single-person household,3rd Quintile,No,0.72245,361,517,0.68381,0.76108
2005,Single-person household,4th Quintile,Yes,0.37834,199,492,0.33544,0.42124
2005,Single-person household,4th Quintile,No,0.61359,293,492,0.57052,0.65666
2005,Single-person household,5th Quintile,Yes,0.53072,312,526,0.48803,0.57341
2005,Single-person household,5th Quintile,No,0.46026,214,526,0.41763,0.50290
2005,Couple without children,1st Quintile,Yes,0.16386,80,363,0.12573,0.20200
2005,Couple without children,1st Quintile,No,0.81216,283,363,0.77192,0.85240
2005,Couple without children,2nd Quintile,Yes,0.23837,163,627,0.20500,0.27175
2005,Couple without children,2nd Quintile,No,0.75177,464,627,0.71793,0.78561
2005,Couple without children,3rd Quintile,Yes,0.33984,224,626,0.30271,0.37697
2005,Couple without children,3rd Quintile,No,0.64022,402,626,0.60259,0.67785
2005,Couple without children,4th Quintile,Yes,0.44768,362,754,0.41217,0.48320
2005,Couple without children,4th Quintile,No,0.54490,392,754,0.50934,0.58047
2005,Couple without children,5th Quintile,Yes,0.71470,961,1284,0.68999,0.73941
2005,Couple without children,5th Quintile,No,0.27826,323,1284,0.25373,0.30278
2005,Single parent,1st Quintile,Yes,0.33538,108,310,0.28274,0.38802
2005,Single parent,1st Quintile,No,0.64557,202,310,0.59223,0.69890
2005,Single parent,2nd Quintile,Yes,0.60580,78,132,0.52212,0.68948
2005,Single parent,2nd Quintile,No,0.39259,54,132,0.30897,0.47621
2005,Single parent,3rd Quintile,Yes,0.50599,58,108,0.41126,0.60073
2005,Single parent,3rd Quintile,No,0.49401,50,108,0.39927,0.58874
2005,Single parent,4th Quintile,Yes,0.46701,44,86,0.36095,0.57307
2005,Single parent,4th Quintile,No,0.51208,42,86,0.40582,0.61835
2005,Single parent,5th Quintile,Yes,0.73679,37,37,0.59294,0.88065
2005,Couple with children,1st Quintile,Yes,0.50548,221,449,0.45918,0.55177
2005,Couple with children,1st Quintile,No,0.47365,228,449,0.42742,0.51989
2005,Couple with children,2nd Quintile,Yes,0.64918,438,697,0.61373,0.68464
2005,Couple with children,2nd Quintile,No,0.33315,259,697,0.29814,0.36817
2005,Couple with children,3rd Quintile,Yes,0.73931,585,793,0.70874,0.76989
2005,Couple with children,3rd Quintile,No,0.25548,208,793,0.22511,0.28586
2005,Couple with children,4th Quintile,Yes,0.78522,664,820,0.75710,0.81335
2005,Couple with children,4th Quintile,No,0.20924,156,820,0.18138,0.23710
2005,Couple with children,5th Quintile,Yes,0.88932,840,918,0.86901,0.90963
2005,Couple with children,5th Quintile,No,0.09674,78,918,0.07760,0.11587
2007,Single-person household,1st Quintile,Yes,0.26941,261,822,0.23906,0.29976
2007,Single-person household,1st Quintile,No,0.71320,561,822,0.68227,0.74414
2007,Single-person household,2nd Quintile,Yes,0.20492,145,584,0.17215,0.23768
2007,Single-person household,2nd Quintile,No,0.77225,439,584,0.73820,0.80629
2007,Single-person household,3rd Quintile,Yes,0.31432,190,553,0.27559,0.35305
2007,Single-person household,3rd Quintile,No,0.67762,363,553,0.63862,0.71661
2007,Single-person household,4th Quintile,Yes,0.45054,264,557,0.40919,0.49190
2007,Single-person household,4th Quintile,No,0.52459,293,557,0.48308,0.56610
2007,Single-person household,5th Quintile,Yes,0.58960,361,555,0.54863,0.63056
2007,Single-person household,5th Quintile,No,0.40438,194,555,0.36351,0.44525
2007,Couple without children,1st Quintile,Yes,0.26468,107,383,0.22044,0.30892
2007,Couple without children,1st Quintile,No,0.73138,276,383,0.68693,0.77583
2007,Couple without children,2nd Quintile,Yes,0.28806,186,630,0.25267,0.32345
2007,Couple without children,2nd Quintile,No,0.70462,444,630,0.66896,0.74027
2007,Couple without children,3rd Quintile,Yes,0.41415,299,711,0.37792,0.45039
2007,Couple without children,3rd Quintile,No,0.56358,412,711,0.52710,0.60006
2007,Couple without children,4th Quintile,Yes,0.57716,511,811,0.54313,0.61118
2007,Couple without children,4th Quintile,No,0.41294,300,811,0.37903,0.44684
2007,Couple without children,5th Quintile,Yes,0.80386,1086,1312,0.78236,0.82535
2007,Couple without children,5th Quintile,No,0.18456,226,1312,0.16356,0.20556
2007,Single parent,1st Quintile,Yes,0.46949,145,296,0.41254,0.52644
2007,Single parent,1st Quintile,No,0.53051,151,296,0.47356,0.58746
2007,Single parent,2nd Quintile,Yes,0.62546,85,141,0.54528,0.70564
2007,Single parent,2nd Quintile,No,0.37454,56,141,0.29436,0.45472
2007,Single parent,3rd Quintile,Yes,0.63479,88,128,0.55105,0.71853
2007,Single parent,3rd Quintile,No,0.36521,40,128,0.28147,0.44895
2007,Single parent,4th Quintile,Yes,0.62265,56,56,0.49454,0.75075
2007,Single parent,5th Quintile,Yes,0.73296,54,54,0.61385,0.85207
2007,Couple with children,1st Quintile,Yes,0.64607,259,409,0.59966,0.69247
2007,Couple with children,1st Quintile,No,0.34153,150,409,0.29552,0.38755
2007,Couple with children,2nd Quintile,Yes,0.80601,549,699,0.77667,0.83534
2007,Couple with children,2nd Quintile,No,0.19195,150,699,0.16273,0.22117
2007,Couple with children,3rd Quintile,Yes,0.84783,663,775,0.82252,0.87313
2007,Couple with children,3rd Quintile,No,0.13578,112,775,0.11164,0.15991
2007,Couple with children,4th Quintile,Yes,0.90657,743,824,0.88668,0.92645
2007,Couple with children,4th Quintile,No,0.08844,81,824,0.06904,0.10783
2007,Couple with children,5th Quintile,Yes,0.94226,803,849,0.92656,0.95796
2007,Couple with children,5th Quintile,No,0.05320,46,849,0.03809,0.06831
2011,Single-person household,1st Quintile,Yes,0.36604,429,1008,0.33629,0.39579
2011,Single-person household,1st Quintile,No,0.61609,579,1008,0.58606,0.64613
2011,Single-person household,2nd Quintile,Yes,0.40199,286,721,0.36617,0.43780
2011,Single-person household,2nd Quintile,No,0.58944,435,721,0.55351,0.62538
2011,Single-person household,3rd Quintile,Yes,0.47219,319,655,0.43393,0.51046
2011,Single-person household,3rd Quintile,No,0.51962,336,655,0.48133,0.55791
2011,Single-person household,4th Quintile,Yes,0.63596,361,544,0.59549,0.67643
2011,Single-person household,4th Quintile,No,0.36082,183,544,0.32043,0.40121
2011,Single-person household,5th Quintile,Yes,0.72829,410,558,0.69134,0.76523
2011,Single-person household,5th Quintile,No,0.26499,148,558,0.22834,0.30164
2011,Couple without children,1st Quintile,Yes,0.35215,191,470,0.30892,0.39537
2011,Couple without children,1st Quintile,No,0.62825,279,470,0.58451,0.67199
2011,Couple without children,2nd Quintile,Yes,0.48189,342,714,0.44522,0.51857
2011,Couple without children,2nd Quintile,No,0.50739,372,714,0.47069,0.54409
2011,Couple without children,3rd Quintile,Yes,0.63267,504,797,0.59918,0.66616
2011,Couple without children,3rd Quintile,No,0.35045,293,797,0.31731,0.38360
2011,Couple without children,4th Quintile,Yes,0.79290,760,948,0.76709,0.81870
2011,Couple without children,4th Quintile,No,0.19527,188,948,0.17002,0.22051
2011,Couple without children,5th Quintile,Yes,0.91532,1296,1410,0.90078,0.92985
2011,Couple without children,5th Quintile,No,0.07990,114,1410,0.06574,0.09406
2011,Single parent,1st Quintile,Yes,0.32681,245,321,0.27542,0.37820
2011,Single parent,1st Quintile,No,0.10072,76,321,0.06775,0.13370
2011,Single parent,2nd Quintile,Yes,0.42559,150,150,0.34620,0.50498
2011,Single parent,3rd Quintile,Yes,0.53172,122,122,0.44281,0.62063
2011,Single parent,4th Quintile,Yes,0.51910,77,77,0.40677,0.63143
2011,Single parent,5th Quintile,Yes,0.62945,52,52,0.49690,0.76200
2011,Couple with children,1st Quintile,Yes,0.51906,363,405,0.47034,0.56778
2011,Couple with children,1st Quintile,No,0.05650,42,405,0.03399,0.07902
2011,Couple with children,2nd Quintile,Yes,0.66838,538,582,0.63009,0.70666
2011,Couple with children,2nd Quintile,No,0.05884,44,582,0.03971,0.07798
2011,Couple with children,3rd Quintile,Yes,0.78211,702,734,0.75222,0.81200
2011,Couple with children,3rd Quintile,No,0.04112,32,734,0.02675,0.05550
2011,Couple with children,4th Quintile,Yes,0.83391,772,772,0.80764,0.86018
2011,Couple with children,5th Quintile,Yes,0.85118,707,707,0.82493,0.87743
2013,Single-person household,1st Quintile,Yes,0.42484,525,1051,0.39494,0.45474
2013,Single-person household,1st Quintile,No,0.54662,526,1051,0.51651,0.57673
2013,Single-person household,2nd Quintile,Yes,0.46511,387,809,0.43072,0.49950
2013,Single-person household,2nd Quintile,No,0.51302,422,809,0.47855,0.54748
2013,Single-person household,3rd Quintile,Yes,0.55266,383,660,0.51470,0.59063
2013,Single-person household,3rd Quintile,No,0.43029,277,660,0.39249,0.46809
2013,Single-person household,4th Quintile,Yes,0.64507,411,592,0.60649,0.68365
2013,Single-person household,4th Quintile,No,0.34350,181,592,0.30522,0.38179
2013,Single-person household,5th Quintile,Yes,0.78726,479,575,0.75378,0.82074
2013,Single-person household,5th Quintile,No,0.19399,96,575,0.16164,0.22633
2013,Couple without children,1st Quintile,Yes,0.48652,306,559,0.44505,0.52799
2013,Couple without children,1st Quintile,No,0.47680,253,559,0.43536,0.51825
2013,Couple without children,2nd Quintile,Yes,0.54622,431,746,0.51047,0.58197
2013,Couple without children,2nd Quintile,No,0.42118,315,746,0.38572,0.45663
2013,Couple without children,3rd Quintile,Yes,0.68502,630,867,0.65408,0.71596
2013,Couple without children,3rd Quintile,No,0.30325,237,867,0.27264,0.33387
2013,Couple without children,4th Quintile,Yes,0.86826,835,957,0.84682,0.88970
2013,Couple without children,4th Quintile,No,0.12520,122,957,0.10422,0.14618
2013,Couple without children,5th Quintile,Yes,0.94973,1364,1431,0.93840,0.96105
2013,Couple without children,5th Quintile,No,0.04692,67,1431,0.03596,0.05788
2013,Single parent,1st Quintile,Yes,0.47155,358,424,0.42398,0.51912
2013,Single parent,1st Quintile,No,0.10093,66,424,0.07222,0.12963
2013,Single parent,2nd Quintile,Yes,0.49070,203,236,0.42679,0.55462
2013,Single parent,2nd Quintile,No,0.11211,33,236,0.07177,0.15245
2013,Single parent,3rd Quintile,Yes,0.63390,148,148,0.55603,0.71178
2013,Single parent,4th Quintile,Yes,0.55514,78,78,0.44414,0.66614
2013,Single parent,5th Quintile,Yes,0.72888,65,65,0.61997,0.83779
2013,Couple with children,1st Quintile,Yes,0.68768,774,836,0.65624,0.71911
2013,Couple with children,1st Quintile,No,0.07510,62,836,0.05722,0.09297
2013,Couple with children,2nd Quintile,Yes,0.74179,857,857,0.71247,0.77111
2013,Couple with children,3rd Quintile,Yes,0.81950,830,830,0.79332,0.84568
2013,Couple with children,4th Quintile,Yes,0.86330,853,853,0.84024,0.88637
2013,Couple with children,5th Quintile,Yes,0.86554,738,738,0.84091,0.89017
2013,Other Combinations,1st Quintile,Yes,0.88729,106,106,0.82680,0.94778
2013,Other Combinations,2nd Quintile,Yes,0.84180,73,73,0.75751,0.92610
2013,Other Combinations,3rd Quintile,Yes,0.89238,53,53,0.80814,0.97661
2013,Other Combinations,4th Quintile,Yes,0.92490,49,49,0.85034,0.99946
2014,Single-person household,1st Quintile,Yes,0.47730,543,1030,0.44679,0.50782
2014,Single-person household,1st Quintile,No,0.51484,487,1030,0.48430,0.54538
2014,Single-person household,2nd Quintile,Yes,0.44233,341,728,0.40623,0.47843
2014,Single-person household,2nd Quintile,No,0.54835,387,728,0.51218,0.58453
2014,Single-person household,3rd Quintile,Yes,0.52923,373,650,0.49083,0.56763
2014,Single-person household,3rd Quintile,No,0.46862,277,650,0.43023,0.50702
2014,Single-person household,4th Quintile,Yes,0.65672,402,579,0.61801,0.69543
2014,Single-person household,4th Quintile,No,0.33897,177,579,0.30038,0.37756
2014,Single-person household,5th Quintile,Yes,0.79800,464,564,0.76483,0.83116
2014,Single-person household,5th Quintile,No,0.20153,100,564,0.16839,0.23466
2014,Couple without children,1st Quintile,Yes,0.49015,273,489,0.44580,0.53450
2014,Couple without children,1st Quintile,No,0.49423,216,489,0.44987,0.53859
2014,Couple without children,2nd Quintile,Yes,0.59535,438,744,0.56005,0.63064
2014,Couple without children,2nd Quintile,No,0.39825,306,744,0.36305,0.43345
2014,Couple without children,3rd Quintile,Yes,0.70191,601,836,0.67088,0.73293
2014,Couple without children,3rd Quintile,No,0.29290,235,836,0.26203,0.32377
2014,Couple without children,4th Quintile,Yes,0.87667,818,929,0.85551,0.89782
2014,Couple without children,4th Quintile,No,0.11935,111,929,0.09849,0.14020
2014,Couple without children,5th Quintile,Yes,0.95772,1288,1343,0.94696,0.96849
2014,Couple without children,5th Quintile,No,0.04006,55,1343,0.02957,0.05055
2014,Single parent,1st Quintile,Yes,0.83162,707,804,0.80574,0.85750
2014,Single parent,1st Quintile,No,0.15584,97,804,0.13076,0.18093
2014,Single parent,2nd Quintile,Yes,0.86886,408,408,0.83607,0.90166
2014,Single parent,3rd Quintile,Yes,0.89904,283,283,0.86388,0.93420
2014,Single parent,4th Quintile,Yes,0.94196,162,162,0.90584,0.97808
2014,Single parent,5th Quintile,Yes,0.96669,87,87,0.92876,1.00461
2014,Couple with children,1st Quintile,Yes,0.90794,934,1010,0.89010,0.92578
2014,Couple with children,1st Quintile,No,0.09176,76,1010,0.07395,0.10957
2014,Couple with children,2nd Quintile,Yes,0.95591,1250,1289,0.94470,0.96712
2014,Couple with children,2nd Quintile,No,0.04253,39,1289,0.03151,0.05355
2014,Couple with children,3rd Quintile,Yes,0.96376,1200,1200,0.95318,0.97434
2014,Couple with children,4th Quintile,Yes,0.97612,1152,1152,0.96730,0.98494
2014,Couple with children,5th Quintile,Yes,0.99307,978,978,0.98787,0.99827
2014,Other Combinations,1st Quintile,Yes,0.80790,65,65,0.71138,0.90441
2014,Other Combinations,2nd Quintile,Yes,0.82561,62,62,0.73039,0.92084
2014,Other Combinations,3rd Quintile,Yes,0.98347,46,46,0.94621,1.02072
2014,Other Combinations,4th Quintile,Yes,0.92162,41,41,0.83832,1.00491
2015,Single-person household,1st Quintile,Yes,0.51490,598,1045,0.48458,0.54521
2015,Single-person household,1st Quintile,No,0.47763,447,1045,0.44733,0.50793
2015,Single-person household,2nd Quintile,Yes,0.47371,413,806,0.43922,0.50820
