"hlf0178_h","year","hhtyp","quintil","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja","2005","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Ja","2005","1-Pers.- Haushalt","2","114","0.16974649787544","0.138286390729518","0.201206605021362"
"Ja","2005","1-Pers.- Haushalt","3","165","0.274915598087154","0.238517545858337","0.311313650315972"
"Ja","2005","1-Pers.- Haushalt","4","284","0.429690518071765","0.391035044561943","0.468345991581586"
"Ja","2005","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Ja","2005","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Ja","2005","(Ehe-)Paar ohne Kind(er)","2","306","0.266952281124491","0.241407346654272","0.292497215594711"
"Ja","2005","(Ehe-)Paar ohne Kind(er)","3","536","0.319840234716942","0.296454100894337","0.343226368539547"
"Ja","2005","(Ehe-)Paar ohne Kind(er)","4","948","0.53041747228765","0.506818049180302","0.554016895394999"
"Ja","2005","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Ja","2005","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Ja","2005","Alleinerziehende","2","204","0.531017094994679","0.480775751587684","0.581258438401674"
"Ja","2005","Alleinerziehende","3","170","0.694788077665907","0.638705865658242","0.750870289673572"
"Ja","2005","Alleinerziehende","4","90","0.457600123735838","0.380644916772918","0.534555330698758"
"Ja","2005","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Ja","2005","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Ja","2005","Paar mit Kind(ern)","2","2236","0.711819240242037","0.696032789073655","0.727605691410418"
"Ja","2005","Paar mit Kind(ern)","3","2283","0.761412436890295","0.746119793354141","0.776705080426449"
"Ja","2005","Paar mit Kind(ern)","4","2403","0.840403684765541","0.826877130791192","0.853930238739891"
"Ja","2005","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Ja","2005","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Ja","2005","Sonstige","2","101","0.418247693192107","0.349540638766729","0.486954747617484"
"Ja","2005","Sonstige","3","74","0.607482160939322","0.524179746418581","0.690784575460063"
"Ja","2005","Sonstige","4","78","0.645039679233378","0.555619637558789","0.734459720907967"
"Ja","2005","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Nein","2005","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Nein","2005","1-Pers.- Haushalt","2","433","0.83025350212456","0.798793394978638","0.861713609270482"
"Nein","2005","1-Pers.- Haushalt","3","413","0.725084401912846","0.688686349684028","0.761482454141663"
"Nein","2005","1-Pers.- Haushalt","4","346","0.570309481928235","0.531654008418414","0.608964955438057"
"Nein","2005","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Nein","2005","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Nein","2005","(Ehe-)Paar ohne Kind(er)","2","846","0.733047718875509","0.707502784405289","0.758592653345728"
"Nein","2005","(Ehe-)Paar ohne Kind(er)","3","992","0.680159765283058","0.656773631460453","0.703545899105663"
"Nein","2005","(Ehe-)Paar ohne Kind(er)","4","770","0.46958252771235","0.445983104605001","0.493181950819698"
"Nein","2005","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Nein","2005","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Nein","2005","Alleinerziehende","2","175","0.468982905005321","0.418741561598326","0.519224248412316"
