year,regtyp,sampreg,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
2000,Urban regions,West,,,,,,,,,,,,
2000,Urban regions,East,,,,,,,,,,,,
2000,Rural regions,West,,,,,,,,,,,,
2000,Rural regions,East,,,,,,,,,,,,
2001,Urban regions,West,,,,,,,,,,,,
2001,Urban regions,East,,,,,,,,,,,,
2001,Rural regions,West,,,,,,,,,,,,
2001,Rural regions,East,,,,,,,,,,,,
2002,Urban regions,West,13190,25.40052811800559,25.364945461471848,25.43611077453933,22.491350173950195,24.9107666015625,27.755102157592773,14.595722198486328,35.65073013305664,24.910767,24.84449005126953,25.01994514465332
2002,Urban regions,East,1732,25.387132002768183,25.28766467612944,25.486599329406925,22.395414352416992,24.771604081668244,28.04037857055664,13.92796802520752,36.50782489776611,24.772097,24.486833572387695,25.009069442749023
2002,Rural regions,West,3975,25.50053269080686,25.436591415449332,25.56447396616439,22.598140716552734,25.180784225463867,27.77777862548828,14.828683853149414,35.5472354888916,25.180784,24.980100631713867,25.361629724502563
2002,Rural regions,East,3564,25.96121473533726,25.89190926696821,26.030520203706313,22.892820358276367,25.535446166992188,28.40550422668457,15.235261,36.674530029296875,25.535446,25.349458026885987,25.727475118637084
2003,Urban regions,West,,,,,,,,,,,,
2003,Urban regions,East,,,,,,,,,,,,
2003,Rural regions,West,,,,,,,,,,,,
2003,Rural regions,East,,,,,,,,,,,,
2004,Urban regions,West,12253,25.563162562759288,25.52533103464889,25.600994090869687,22.491350173950195,25.05735969543457,27.88518714904785,14.400594711303711,35.975942611694336,25.05736,24.966114044189453,25.180999755859375
2004,Urban regions,East,1719,25.462470615162516,25.35882726373696,25.566113966588073,22.406828719044242,24.772064341785853,28.089394409675062,14.727153,36.613242945621295,24.772097,24.348618030548096,25.054397583007812
2004,Rural regions,West,3681,25.811484804780214,25.741180604629946,25.881789004930482,22.849410457814194,25.2595157623291,28.34467124938965,14.606519270451013,36.58756243675283,25.259516,25.054886865615845,25.505510330200195
2004,Rural regions,East,3364,26.150936621173297,26.077694706997182,26.224178535349413,22.985397338867188,25.81982927718051,28.958999633789062,14.024993896484375,37.919403076171875,25.81663,25.605428838729857,26.10410079956055
2005,Urban regions,West,,,,,,,,,,,,
2005,Urban regions,East,,,,,,,,,,,,
2005,Rural regions,West,,,,,,,,,,,,
2005,Rural regions,East,,,,,,,,,,,,
2006,Urban regions,West,12546,25.708746905842876,25.669963990963005,25.747529820722747,22.54595947265625,25.102392196655273,28.089887619018555,14.230067253112793,36.40577983856201,25.102392,24.955446243286133,25.227817678451537
2006,Urban regions,East,1732,25.57145686735872,25.468047969190973,25.674865765526466,22.525138235993403,24.772096633911133,27.81826989850814,15.418265,35.75796739228025,24.772097,24.484886169433594,25.0053240776062
2006,Rural regions,West,3941,26.077319414074132,26.009606249686875,26.14503257846139,23.013766982978762,25.56495475769043,28.577960968017578,14.8721,36.924251945575804,25.564955,25.41824722290039,25.770652770996094
2006,Rural regions,East,3496,26.343599928591004,26.266632658839256,26.420567198342752,23.14049530029297,25.826446533203125,29.0367374420166,14.29613208770752,37.88110065460205,25.826447,25.615398406982422,26.035608291625977
2007,Urban regions,West,,,,,,,,,,,,
2007,Urban regions,East,,,,,,,,,,,,
2007,Rural regions,West,,,,,,,,,,,,
2007,Rural regions,East,,,,,,,,,,,,
2008,Urban regions,West,10910,25.92008685689352,25.87722385276601,25.962949861021027,22.724403381347656,25.282569885253906,28.373703002929688,14.25045394897461,36.847652435302734,25.28257,25.174514770507812,25.384977769851684
2008,Urban regions,East,1607,25.43745111450349,25.330636836556067,25.54426539245091,22.343515396118164,24.69135856628418,27.739987539451736,14.356606,35.83469575445209,24.691359,24.23986053466797,25.14029312133789
2008,Rural regions,West,3456,26.19501765656843,26.120869693532832,26.26916561960403,23.051753997802734,25.65347653617723,28.721120834350586,14.547703742980957,37.22517108917236,25.654373,25.53564319610596,25.927278518676758
2008,Rural regions,East,3133,26.476403182221613,26.398607339623734,26.554199024819493,23.34257280367993,25.951557159423828,29.384756088256836,15.570934,38.4480310151222,25.951557,25.727395677566527,26.213552474975586
2009,Urban regions,West,,,,,,,,,,,,
2009,Urban regions,East,,,,,,,,,,,,
2009,Rural regions,West,,,,,,,,,,,,
2009,Rural regions,East,,,,,,,,,,,,
2010,Urban regions,West,9394,26.1071347567955,26.05805373939584,26.156215774195157,22.837369918823242,25.386012110314013,28.40550422668457,14.48516845703125,36.75770568847656,25.390219,25.250648403167723,25.531099319458008
2010,Urban regions,East,1394,25.722403112056035,25.60260100053085,25.84220522358122,22.4813289642334,24.79177706563548,28.089008235805576,16.186842,36.50052714316384,24.801588,24.421717596054076,25.138574600219727
2010,Rural regions,West,2978,26.422855001315455,26.34103869807602,26.50467130455489,23.235631942749023,25.762981414794922,28.906152734113064,15.210925,37.411933921159125,25.762981,25.354087829589844,25.967860984802247
2010,Rural regions,East,2703,26.792995394234776,26.70956061935223,26.87643016911732,23.671253204345703,26.225617966656667,29.702976921758868,15.149602,38.75056249787862,26.222685,25.93314747810364,26.53663558959961
2011,Urban regions,West,,,,,,,,,,,,
2011,Urban regions,East,,,,,,,,,,,,
2011,Rural regions,West,,,,,,,,,,,,
2011,Rural regions,East,,,,,,,,,,,,
2012,Urban regions,West,11294,26.01946183719686,25.976238139250004,26.062685535143718,22.765825029552033,25.35154151916504,28.40550422668457,14.306306233853228,36.865023022383376,25.351542,25.245018005371094,25.453744888305664
2012,Urban regions,East,1595,26.065313278578845,25.946500556895874,26.184126000261816,22.58577507992133,25.249338150024414,28.685144424438477,14.452538,37.8341984412142,25.249338,24.98725595474243,25.58965435028076
2012,Rural regions,West,4131,26.557880688536006,26.48687259989794,26.628888777174073,23.24380111694336,25.951557159423828,29.352354049682617,14.568158,38.515183448791504,25.951557,25.706420803070067,26.191452026367188
2012,Rural regions,East,3199,26.934506415676196,26.85244450823695,27.016568323115443,23.545705795288086,26.3157901763916,29.691700733278303,14.32671338830276,38.91069314026363,26.31579,26.03548307418823,26.58993215560913
2013,Urban regions,West,,,,,,,,,,,,
2013,Urban regions,East,,,,,,,,,,,,
2013,Rural regions,West,,,,,,,,,,,,
2013,Rural regions,East,,,,,,,,,,,,
2014,Urban regions,West,15450,26.10847610989103,26.07052440161485,26.146427818167208,22.72043800354004,25.35154151916504,28.60341016259124,13.89597976496324,37.42786840116804,25.351542,25.2329523563385,25.522012424468993
2014,Urban regions,East,1921,25.95422663683119,25.845017056342364,26.063436217320017,22.387174783124454,25.09950065612793,28.717826419482904,13.874436,38.21380387402058,25.0995,24.68742823600769,25.364091777801512
2014,Rural regions,West,5720,26.510717389584812,26.448196748015064,26.57323803115456,23.14049530029297,25.880571365356445,29.171761172867942,14.692378,38.218659981730404,25.880571,25.58926773071289,26.07181806564331
2014,Rural regions,East,3599,27.05166301710519,26.973572923937997,27.129753110272386,23.566631317138672,26.42357063293457,29.73390007019043,14.315728187561035,38.984803199768066,26.42357,26.071630477905273,26.671947479248047
2015,Urban regions,West,,,,,,,,,,,,
2015,Urban regions,East,,,,,,,,,,,,
2015,Rural regions,West,,,,,,,,,,,,
2015,Rural regions,East,,,,,,,,,,,,
2016,Urban regions,West,13640,26.283723182083516,26.242072321920165,26.325374042246867,22.88467873763444,25.46401023864746,28.73469352722168,14.109656553253584,37.50971571160254,25.46401,25.31073570251465,25.593676614761353
2016,Urban regions,East,1746,25.90286402749031,25.786136569256097,26.019591485724522,22.230224944416026,24.930747985839844,28.433874683365868,14.452538,37.73934929179063,24.930748,24.578274297714234,25.371700286865234
2016,Rural regions,West,5133,26.68490878382791,26.618956096527835,26.750861471127987,23.123491816556058,26.224173945200143,29.39457570681901,15.241579,38.801201542213434,26.222685,25.901678371429444,26.493812561035156
2016,Rural regions,East,3230,27.064547138891317,26.979859200732804,27.14923507704983,23.58983612060547,26.366482119565113,29.752065658569336,14.692378,38.99540996551514,26.365602,26.157586812973022,26.608755111694336
2017,Urban regions,West,,,,,,,,,,,,
2017,Urban regions,East,,,,,,,,,,,,
2017,Rural regions,West,,,,,,,,,,,,
2017,Rural regions,East,,,,,,,,,,,,
2018,Urban regions,West,16420,26.358185666920235,26.31988407455495,26.39648725928552,22.85714340209961,25.550116931801696,28.762797116846077,13.998662829979908,37.621277688965776,25.536703,25.361743927001953,25.67061734199524
2018,Urban regions,East,2127,26.163368135517587,26.053161309607983,26.27357496142719,22.395414352416992,25.299695725325694,29.031789779663086,14.4795,38.98635292053223,25.299376,24.887088775634766,25.66549153327942
2018,Rural regions,West,5894,26.84229648291418,26.780055857130936,26.904537108697422,23.388687133789062,26.25072479248047,29.407596588134766,15.418265,38.43596076965332,26.250725,25.98964500427246,26.464237928390503
2018,Rural regions,East,3728,27.382738236189386,27.30011883406753,27.465357638311243,23.720761139237943,26.573129653930664,30.367347717285156,13.750881272167124,40.33722758435597,26.57313,26.271582269668578,26.911691665649414
2019,Urban regions,West,,,,,,,,,,,,
2019,Urban regions,East,,,,,,,,,,,,
2019,Rural regions,West,,,,,,,,,,,,
2019,Rural regions,East,,,,,,,,,,,,
2020,Urban regions,West,14873,26.572647732863924,26.531312896797196,26.613982568930652,23.046875,25.764723006015934,29.06877326965332,14.021408,38.1016206741333,25.762981,25.62149324417114,25.865116786956786
2020,Urban regions,East,1891,26.25670648377221,26.136183521359747,26.37722944618467,22.408625222925757,25.402816772460938,28.707234158304644,14.693877,38.15514756137297,25.402817,25.05047607421875,25.747065114974976
2020,Rural regions,West,5127,26.840847926124994,26.772395204884702,26.909300647365285,23.42355728149414,26.234567642211914,29.40291976928711,14.454513549804688,38.37196350097656,26.234568,26.022208213806152,26.49113368988037
2020,Rural regions,East,3361,27.637134435767532,27.54505777517221,27.729211096362853,23.828125,26.851852416992188,30.483158111572266,15.235261,40.465707778930664,26.851852,26.420504760742187,27.22527856826782
2021,Urban regions,West,,,,,,,,,,,,
2021,Urban regions,East,,,,,,,,,,,,
2021,Rural regions,West,,,,,,,,,,,,
2021,Rural regions,East,,,,,,,,,,,,
