year,migback,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,No migration background,,,,,,,,,,,,
1984,Direct migration background,,,,,,,,,,,,
1984,Indirect migration background,,,,,,,,,,,,
1985,No migration background,,,,,,,,,,,,
1985,Direct migration background,,,,,,,,,,,,
1985,Indirect migration background,,,,,,,,,,,,
1986,No migration background,,,,,,,,,,,,
1986,Direct migration background,,,,,,,,,,,,
1986,Indirect migration background,,,,,,,,,,,,
1987,No migration background,,,,,,,,,,,,
1987,Direct migration background,,,,,,,,,,,,
1987,Indirect migration background,,,,,,,,,,,,
1988,No migration background,,,,,,,,,,,,
1988,Direct migration background,,,,,,,,,,,,
1988,Indirect migration background,,,,,,,,,,,,
1989,No migration background,,,,,,,,,,,,
1989,Direct migration background,,,,,,,,,,,,
1989,Indirect migration background,,,,,,,,,,,,
1990,No migration background,,,,,,,,,,,,
1990,Direct migration background,,,,,,,,,,,,
1990,Indirect migration background,,,,,,,,,,,,
1991,No migration background,,,,,,,,,,,,
1991,Direct migration background,,,,,,,,,,,,
1991,Indirect migration background,,,,,,,,,,,,
1992,No migration background,,,,,,,,,,,,
1992,Direct migration background,,,,,,,,,,,,
1992,Indirect migration background,,,,,,,,,,,,
1993,No migration background,,,,,,,,,,,,
1993,Direct migration background,,,,,,,,,,,,
1993,Indirect migration background,,,,,,,,,,,,
1994,No migration background,,,,,,,,,,,,
1994,Direct migration background,,,,,,,,,,,,
1994,Indirect migration background,,,,,,,,,,,,
1995,No migration background,,,,,,,,,,,,
1995,Direct migration background,,,,,,,,,,,,
1995,Indirect migration background,,,,,,,,,,,,
1996,No migration background,,,,,,,,,,,,
1996,Direct migration background,,,,,,,,,,,,
1996,Indirect migration background,,,,,,,,,,,,
1997,No migration background,,,,,,,,,,,,
1997,Direct migration background,,,,,,,,,,,,
1997,Indirect migration background,,,,,,,,,,,,
1998,No migration background,,,,,,,,,,,,
1998,Direct migration background,,,,,,,,,,,,
1998,Indirect migration background,,,,,,,,,,,,
1999,No migration background,,,,,,,,,,,,
1999,Direct migration background,,,,,,,,,,,,
1999,Indirect migration background,,,,,,,,,,,,
2000,No migration background,,,,,,,,,,,,
2000,Direct migration background,,,,,,,,,,,,
2000,Indirect migration background,,,,,,,,,,,,
2001,No migration background,,,,,,,,,,,,
2001,Direct migration background,,,,,,,,,,,,
2001,Indirect migration background,,,,,,,,,,,,
2002,No migration background,18998,25.49269901302598,25.463097520679277,25.522300505372684,22.571046829223633,24.97704315185547,27.77777862548828,14.76094913482666,35.587876319885254,24.977043,24.854585647583008,25.04066038131714
2002,Direct migration background,2748,25.850966652107417,25.772783875493463,25.92914942872137,22.877284150276587,25.41183893193489,28.367523193359375,14.641925585652405,36.60288175798355,25.420015,25.128368377685547,25.580769348144532
2002,Indirect migration background,715,23.643177666789427,23.497194534536582,23.78916079904227,20.859196995924442,23.148147583007812,25.71166229248047,13.580499051090403,32.990360237314505,23.148148,22.83950424194336,23.539947509765625
2003,No migration background,,,,,,,,,,,,
2003,Direct migration background,,,,,,,,,,,,
2003,Indirect migration background,,,,,,,,,,,,
2004,No migration background,17818,25.678440943526443,25.646704467097234,25.710177419955652,22.61669921875,25.15315055847168,28.125,14.354248046875,36.387451171875,25.15315,25.056962966918945,25.266636180877686
2004,Direct migration background,2474,26.04626946391249,25.962504968384398,26.130033959440585,22.985397338867188,25.71166229248047,28.62879180908203,14.520305633544922,37.0938835144043,25.711662,25.47176742553711,26.020535707473755
2004,Indirect migration background,725,24.10765682553991,23.969961049711102,24.245352601368715,21.3039493560791,23.715280616853597,26.296566009521484,13.815024375915527,33.78549098968506,23.711845,23.471257829666136,24.385156869888306
2005,No migration background,,,,,,,,,,,,
2005,Direct migration background,,,,,,,,,,,,
2005,Indirect migration background,,,,,,,,,,,,
2006,No migration background,18554,25.860548417552753,25.828481901736115,25.89261493336939,22.724403381347656,25.2595157623291,28.34467124938965,14.294001579284668,36.77507305145264,25.259516,25.167490005493164,25.301673889160156
2006,Direct migration background,2365,26.23653065495619,26.14783901891421,26.325222290998173,23.020913005621026,25.7481357392755,29.006945746463703,14.5281105,37.98599485772772,25.746944,25.45639419555664,26.02450180053711
2006,Indirect migration background,796,24.39563334080108,24.255681102172254,24.535585579429906,21.455872955611696,23.922014088718516,26.877221812309884,13.323849670564414,35.009245097357166,23.91883,23.400631380081176,24.482830619812013
2007,No migration background,,,,,,,,,,,,
2007,Direct migration background,,,,,,,,,,,,
2007,Indirect migration background,,,,,,,,,,,,
2008,No migration background,16455,26.019574713860546,25.9850796579362,26.054069769784892,22.79035758972168,25.39021873474121,28.577960968017578,14.356606,37.259366035461426,25.390219,25.276810550689696,25.481482076644898
2008,Direct migration background,1893,26.440483531956716,26.337157679531753,26.543809384381678,23.4375,25.925926208496094,29.031789779663086,15.055495,37.423224449157715,25.925926,25.702010726928712,26.15598702430725
2008,Indirect migration background,758,24.679080869524846,24.52840440073106,24.829757338318633,21.779935977600278,24.333433382791362,26.86611031282512,14.150674474763013,34.49537181566239,24.332277,23.80548095703125,24.789440155029297
2009,No migration background,,,,,,,,,,,,
2009,Direct migration background,,,,,,,,,,,,
2009,Indirect migration background,,,,,,,,,,,,
2010,No migration background,14364,26.24312995446461,26.204237698562128,26.282022210367092,22.955684661865234,25.510204315185547,28.710479736328125,14.420766,37.34267234802246,25.510204,25.40312385559082,25.630012559890748
2010,Direct migration background,1457,26.482870780774423,26.36589767500278,26.599843886546065,23.566631317138672,26.036417573296767,28.848076622864586,15.644463358549801,36.770244581453454,26.037495,25.561917352676392,26.363327026367188
2010,Indirect migration background,648,25.07709128256309,24.897478775684444,25.256703789441733,21.614857542344634,24.521039000343094,27.657968699837753,13.03084,36.72263543607743,24.508945,23.807685708999635,25.09394326210022
2011,No migration background,,,,,,,,,,,,
2011,Direct migration background,,,,,,,,,,,,
2011,Indirect migration background,,,,,,,,,,,,
2012,No migration background,17488,26.286119197295708,26.251166589025054,26.321071805566362,22.985397338867188,25.59373664855957,28.735631942749023,14.360045433044434,37.36098384857178,25.593737,25.475811004638672,25.677433681488036
2012,Direct migration background,1961,26.297041175051312,26.196920326362324,26.3971620237403,23.24537190938797,25.872488753452252,28.997894287109375,14.616588342805862,37.62667785369148,25.864513,25.62206792831421,26.29241247177124
2012,Indirect migration background,770,25.171687784146986,24.995693829191804,25.347681739102168,21.484375,24.402247731093404,27.54821014404297,16.184275,36.64396286010742,24.41928,23.925064086914062,25.177120208740234
2013,No migration background,,,,,,,,,,,,
2013,Direct migration background,,,,,,,,,,,,
2013,Indirect migration background,,,,,,,,,,,,
2014,No migration background,19845,26.367059320898054,26.333335850910263,26.400782790885845,22.948116302490234,25.636917114257812,29.000595092773438,13.86939811706543,38.07931327819824,25.636917,25.54604172706604,25.77027635574341
2014,Direct migration background,5165,26.215550174137775,26.152659395724413,26.278440952551136,22.862367630004883,25.71166229248047,28.76397132873535,14.00996208190918,37.616376876831055,25.711662,25.47176742553711,25.986858367919922
2014,Indirect migration background,1680,25.2755353392119,25.15638278161599,25.39468789680781,21.659397333945712,24.249045284789556,27.918961831049927,13.364964,37.30830857670625,24.251278,23.73457188606262,24.67443084716797
2015,No migration background,,,,,,,,,,,,
2015,Direct migration background,,,,,,,,,,,,
2015,Indirect migration background,,,,,,,,,,,,
2016,No migration background,17503,26.48656570252098,26.449721590536672,26.52340981450529,23.030044555664062,25.71166229248047,29.054752349853516,14.452538,38.091814041137695,25.711662,25.596878051757812,25.806039810180664
2016,Direct migration background,4811,26.42365074927707,26.358534009343014,26.488767489211124,23.183673858642578,25.951557159423828,29.296875,14.013872146606445,38.46667671203613,25.951557,25.668546676635742,26.214432191848754
2016,Indirect migration background,1435,25.62707596266559,25.492215085161867,25.761936840169312,21.91380500793457,24.491958576057797,28.08901023864746,15.548945,37.3518180847168,24.489796,24.048769092559816,25.040109634399414
2017,No migration background,,,,,,,,,,,,
2017,Direct migration background,,,,,,,,,,,,
2017,Indirect migration background,,,,,,,,,,,,
2018,No migration background,19104,26.642245853824008,26.606282931673668,26.678208775974348,23.054561614990234,25.864513397216797,29.296875,13.691091537475586,38.66034507751465,25.864513,25.7589111328125,26.003855895996093
2018,Direct migration background,7475,26.397354359432313,26.346803458953396,26.44790525991123,23.274336136136444,25.951557159423828,29.01487593630166,14.66352643588862,37.625685636549484,25.951557,25.68390007019043,26.266197204589844
2018,Indirect migration background,1590,25.805570503607694,25.666335835748615,25.944805171466772,21.60912154072401,24.625139144458586,28.356019405960645,15.431518,38.476366203815594,24.618103,24.02700424194336,25.02391242980957
2019,No migration background,,,,,,,,,,,,
2019,Direct migration background,,,,,,,,,,,,
2019,Indirect migration background,,,,,,,,,,,,
2020,No migration background,18298,26.75612347247727,26.718414450100255,26.793832494854286,23.14049530029297,25.945484161376953,29.384756088256836,14.609203,38.75114727020264,25.945484,25.811996459960938,26.06452178955078
2020,Direct migration background,5449,26.71221616956352,26.65058279482615,26.773849544300887,23.422090530395508,26.175193786621094,29.296875,14.60991382598877,38.10905170440674,26.175194,25.80643048286438,26.5898681640625
2020,Indirect migration background,1505,26.341121384804595,26.19093225588834,26.491310513720848,22.189348220825195,25.30864143371582,28.6974133353612,12.427250549021187,38.45951100716521,25.308641,24.855510711669922,26.039629173278808
2021,No migration background,,,,,,,,,,,,
2021,Direct migration background,,,,,,,,,,,,
2021,Indirect migration background,,,,,,,,,,,,
