year,migback,sex,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,No migration background,male,,,,,,,,,,,,
1984,No migration background,female,,,,,,,,,,,,
1984,Direct migration background,male,,,,,,,,,,,,
1984,Direct migration background,female,,,,,,,,,,,,
1984,Indirect migration background,male,,,,,,,,,,,,
1984,Indirect migration background,female,,,,,,,,,,,,
1985,No migration background,male,,,,,,,,,,,,
1985,No migration background,female,,,,,,,,,,,,
1985,Direct migration background,male,,,,,,,,,,,,
1985,Direct migration background,female,,,,,,,,,,,,
1985,Indirect migration background,male,,,,,,,,,,,,
1985,Indirect migration background,female,,,,,,,,,,,,
1986,No migration background,male,,,,,,,,,,,,
1986,No migration background,female,,,,,,,,,,,,
1986,Direct migration background,male,,,,,,,,,,,,
1986,Direct migration background,female,,,,,,,,,,,,
1986,Indirect migration background,male,,,,,,,,,,,,
1986,Indirect migration background,female,,,,,,,,,,,,
1987,No migration background,male,,,,,,,,,,,,
1987,No migration background,female,,,,,,,,,,,,
1987,Direct migration background,male,,,,,,,,,,,,
1987,Direct migration background,female,,,,,,,,,,,,
1987,Indirect migration background,male,,,,,,,,,,,,
1987,Indirect migration background,female,,,,,,,,,,,,
1988,No migration background,male,,,,,,,,,,,,
1988,No migration background,female,,,,,,,,,,,,
1988,Direct migration background,male,,,,,,,,,,,,
1988,Direct migration background,female,,,,,,,,,,,,
1988,Indirect migration background,male,,,,,,,,,,,,
1988,Indirect migration background,female,,,,,,,,,,,,
1989,No migration background,male,,,,,,,,,,,,
1989,No migration background,female,,,,,,,,,,,,
1989,Direct migration background,male,,,,,,,,,,,,
1989,Direct migration background,female,,,,,,,,,,,,
1989,Indirect migration background,male,,,,,,,,,,,,
1989,Indirect migration background,female,,,,,,,,,,,,
1990,No migration background,male,,,,,,,,,,,,
1990,No migration background,female,,,,,,,,,,,,
1990,Direct migration background,male,,,,,,,,,,,,
1990,Direct migration background,female,,,,,,,,,,,,
1990,Indirect migration background,male,,,,,,,,,,,,
1990,Indirect migration background,female,,,,,,,,,,,,
1991,No migration background,male,,,,,,,,,,,,
1991,No migration background,female,,,,,,,,,,,,
1991,Direct migration background,male,,,,,,,,,,,,
1991,Direct migration background,female,,,,,,,,,,,,
1991,Indirect migration background,male,,,,,,,,,,,,
1991,Indirect migration background,female,,,,,,,,,,,,
1992,No migration background,male,,,,,,,,,,,,
1992,No migration background,female,,,,,,,,,,,,
1992,Direct migration background,male,,,,,,,,,,,,
1992,Direct migration background,female,,,,,,,,,,,,
1992,Indirect migration background,male,,,,,,,,,,,,
1992,Indirect migration background,female,,,,,,,,,,,,
1993,No migration background,male,,,,,,,,,,,,
1993,No migration background,female,,,,,,,,,,,,
1993,Direct migration background,male,,,,,,,,,,,,
1993,Direct migration background,female,,,,,,,,,,,,
1993,Indirect migration background,male,,,,,,,,,,,,
1993,Indirect migration background,female,,,,,,,,,,,,
1994,No migration background,male,,,,,,,,,,,,
1994,No migration background,female,,,,,,,,,,,,
1994,Direct migration background,male,,,,,,,,,,,,
1994,Direct migration background,female,,,,,,,,,,,,
1994,Indirect migration background,male,,,,,,,,,,,,
1994,Indirect migration background,female,,,,,,,,,,,,
1995,No migration background,male,,,,,,,,,,,,
1995,No migration background,female,,,,,,,,,,,,
1995,Direct migration background,male,,,,,,,,,,,,
1995,Direct migration background,female,,,,,,,,,,,,
1995,Indirect migration background,male,,,,,,,,,,,,
1995,Indirect migration background,female,,,,,,,,,,,,
1996,No migration background,male,,,,,,,,,,,,
1996,No migration background,female,,,,,,,,,,,,
1996,Direct migration background,male,,,,,,,,,,,,
1996,Direct migration background,female,,,,,,,,,,,,
1996,Indirect migration background,male,,,,,,,,,,,,
1996,Indirect migration background,female,,,,,,,,,,,,
1997,No migration background,male,,,,,,,,,,,,
1997,No migration background,female,,,,,,,,,,,,
1997,Direct migration background,male,,,,,,,,,,,,
1997,Direct migration background,female,,,,,,,,,,,,
1997,Indirect migration background,male,,,,,,,,,,,,
1997,Indirect migration background,female,,,,,,,,,,,,
1998,No migration background,male,,,,,,,,,,,,
1998,No migration background,female,,,,,,,,,,,,
1998,Direct migration background,male,,,,,,,,,,,,
1998,Direct migration background,female,,,,,,,,,,,,
1998,Indirect migration background,male,,,,,,,,,,,,
1998,Indirect migration background,female,,,,,,,,,,,,
1999,No migration background,male,,,,,,,,,,,,
1999,No migration background,female,,,,,,,,,,,,
1999,Direct migration background,male,,,,,,,,,,,,
1999,Direct migration background,female,,,,,,,,,,,,
1999,Indirect migration background,male,,,,,,,,,,,,
1999,Indirect migration background,female,,,,,,,,,,,,
2000,No migration background,male,,,,,,,,,,,,
2000,No migration background,female,,,,,,,,,,,,
2000,Direct migration background,male,,,,,,,,,,,,
2000,Direct migration background,female,,,,,,,,,,,,
2000,Indirect migration background,male,,,,,,,,,,,,
2000,Indirect migration background,female,,,,,,,,,,,,
2001,No migration background,male,,,,,,,,,,,,
2001,No migration background,female,,,,,,,,,,,,
2001,Direct migration background,male,,,,,,,,,,,,
2001,Direct migration background,female,,,,,,,,,,,,
2001,Indirect migration background,male,,,,,,,,,,,,
2001,Indirect migration background,female,,,,,,,,,,,,
2002,No migration background,male,9359,26.06106,25.98141,26.14071,23.52941,25.64892,28.08896,16.69009,34.92828,25.648918,25.50362,25.76298
2002,No migration background,female,9917,24.86881,24.77924,24.95838,21.56454,24.16716,27.40766,13.840831,36.17233,24.167162,24.03461,24.24242
2002,Direct migration background,male,1357,26.12046,25.92571,26.31520,23.93889,25.85071,28.34467,17.33023,34.95334,25.826447,25.60554,26.12245
2002,Direct migration background,female,1424,25.49146,25.23910,25.74382,21.87500,24.97241,28.36202,15.432098,38.09255,24.973986,24.60938,25.10243
2002,Indirect migration background,male,363,24.11199,23.76938,24.45460,21.92544,23.83811,25.92593,16.51473,31.92666,23.828125,23.37473,24.39353
2002,Indirect migration background,female,401,22.95006,22.49811,23.40202,19.94806,22.03704,25.18574,12.913223,33.04226,22.038567,21.45329,22.65674
2003,No migration background,male,,,,,,,,,,,,
2003,No migration background,female,,,,,,,,,,,,
2003,Direct migration background,male,,,,,,,,,,,,
2003,Direct migration background,female,,,,,,,,,,,,
2003,Indirect migration background,male,,,,,,,,,,,,
2003,Indirect migration background,female,,,,,,,,,,,,
2004,No migration background,male,8732,26.19754,26.11196,26.28312,23.50356,25.71166,28.40055,16.15807,35.74603,25.711662,25.60554,25.82645
2004,No migration background,female,9350,25.09137,24.99503,25.18772,21.77384,24.33748,27.63605,12.98052,36.42937,24.33748,24.22145,24.46460
2004,Direct migration background,male,1207,26.28976,26.08018,26.49935,24.07427,25.98099,28.38166,17.61320,34.84274,25.97868,25.76298,26.26003
2004,Direct migration background,female,1301,25.73089,25.46273,25.99905,22.03172,24.97704,28.73111,14.222222,38.78018,24.977043,24.74094,25.53603
2004,Indirect migration background,male,376,24.17634,23.85273,24.49995,21.92065,24.21498,26.08642,16.97531,32.33508,24.212294,23.66144,24.61810
2004,Indirect migration background,female,405,23.67195,23.23482,24.10908,20.76125,22.66051,26.03720,12.84731,33.95113,22.647377,22.23037,23.10943
2005,No migration background,male,,,,,,,,,,,,
2005,No migration background,female,,,,,,,,,,,,
2005,Direct migration background,male,,,,,,,,,,,,
2005,Direct migration background,female,,,,,,,,,,,,
2005,Indirect migration background,male,,,,,,,,,,,,
2005,Indirect migration background,female,,,,,,,,,,,,
2006,No migration background,male,9065,26.37823,26.29330,26.46315,23.62185,25.82645,28.63404,16.10357,36.15232,25.826447,25.71130,25.95156
2006,No migration background,female,9760,25.26804,25.16978,25.36631,21.78649,24.46460,27.88519,12.63845,37.03323,24.464602,24.33690,24.60938
2006,Direct migration background,male,1102,26.57736,26.35386,26.80086,24.21229,26.12245,28.73377,17.43008,35.51599,26.12245,25.92479,26.34649
2006,Direct migration background,female,1271,25.90704,25.62605,26.18803,22.03857,24.97650,29.04126,14.5281105,39.54529,24.977043,24.60973,25.47871
2006,Indirect migration background,male,402,24.53769,24.21297,24.86240,22.07703,24.44828,26.87367,15.728216,34.06864,24.447279,23.82812,24.89814
2006,Indirect migration background,female,443,24.06470,23.61772,24.51169,20.69993,22.77016,26.21875,12.590392,34.49699,22.769438,22.48987,23.87547
2007,No migration background,male,,,,,,,,,,,,
2007,No migration background,female,,,,,,,,,,,,
2007,Direct migration background,male,,,,,,,,,,,,
2007,Direct migration background,female,,,,,,,,,,,,
2007,Indirect migration background,male,,,,,,,,,,,,
2007,Indirect migration background,female,,,,,,,,,,,,
2008,No migration background,male,8019,26.58455,26.48878,26.68033,23.72281,25.96305,28.88272,15.98294,36.62260,25.963047,25.86427,26.09328
2008,No migration background,female,8622,25.40241,25.29943,25.50539,21.96712,24.48980,28.04050,14.527376,37.15056,24.489796,24.33748,24.65483
2008,Direct migration background,male,881,26.95138,26.67477,27.22798,24.22145,26.41484,29.06589,17.301039,36.33255,26.42357,25.96305,26.59620
2008,Direct migration background,female,1016,25.94998,25.63338,26.26658,22.30815,25.28257,28.91432,15.055495,38.82356,25.28257,24.67702,25.65437
2008,Indirect migration background,male,393,24.72031,24.38759,25.05303,22.58717,24.61810,26.80802,16.25590,33.13928,24.618103,24.07407,25.19663
