"year","bildungsniveau","sex","mean","median","n","lower_confidence_mean","upper_confidence_mean"
"2002","(Fach-)Abitur","maennlich","25.34","24.5","1142","25.12","25.56"
"2002","(Fach-)Abitur","weiblich","23.21","21.5","1295","22.98","23.44"
"2002","(noch) kein Abschluss","maennlich","23.69","22.5","423","23.34","24.04"
"2002","(noch) kein Abschluss","weiblich","23.76","22.5","474","23.33","24.19"
"2002","AkademikerIn","maennlich","25.81","24.5","2594","25.68","25.94"
"2002","AkademikerIn","weiblich","24.1","22.5","1940","23.92","24.28"
"2002","Hauptschule","maennlich","26.59","25.5","4275","26.47","26.71"
"2002","Hauptschule","weiblich","25.99","24.5","4558","25.85","26.13"
"2002","Realschule","maennlich","25.83","24.5","2547","25.67","25.99"
"2002","Realschule","weiblich","24.25","22.5","3383","24.1","24.4"
"2003","(Fach-)Abitur","maennlich","","","","",""
"2003","(Fach-)Abitur","weiblich","","","","",""
"2003","(noch) kein Abschluss","maennlich","","","","",""
"2003","(noch) kein Abschluss","weiblich","","","","",""
"2003","AkademikerIn","maennlich","","","","",""
"2003","AkademikerIn","weiblich","","","","",""
"2003","Hauptschule","maennlich","","","","",""
"2003","Hauptschule","weiblich","","","","",""
"2003","Realschule","maennlich","","","","",""
"2003","Realschule","weiblich","","","","",""
"2004","(Fach-)Abitur","maennlich","25.45","24.5","1080","25.21","25.69"
"2004","(Fach-)Abitur","weiblich","23.69","22.5","1292","23.45","23.93"
"2004","(noch) kein Abschluss","maennlich","23.41","22.5","421","23.02","23.8"
"2004","(noch) kein Abschluss","weiblich","23.93","21.5","476","23.49","24.37"
"2004","AkademikerIn","maennlich","25.86","24.5","2410","25.72","26"
"2004","AkademikerIn","weiblich","24.35","23.5","1856","24.16","24.54"
"2004","Hauptschule","maennlich","26.81","25.5","3865","26.68","26.94"
"2004","Hauptschule","weiblich","26.19","24.5","4103","26.04","26.34"
"2004","Realschule","maennlich","26.02","24.5","2380","25.86","26.18"
"2004","Realschule","weiblich","24.69","23.5","3179","24.53","24.85"
"2005","(Fach-)Abitur","maennlich","","","","",""
"2005","(Fach-)Abitur","weiblich","","","","",""
"2005","(noch) kein Abschluss","maennlich","","","","",""
"2005","(noch) kein Abschluss","weiblich","","","","",""
"2005","AkademikerIn","maennlich","","","","",""
"2005","AkademikerIn","weiblich","","","","",""
"2005","Hauptschule","maennlich","","","","",""
"2005","Hauptschule","weiblich","","","","",""
"2005","Realschule","maennlich","","","","",""
"2005","Realschule","weiblich","","","","",""
"2006","(Fach-)Abitur","maennlich","25.44","24.5","1056","25.21","25.67"
"2006","(Fach-)Abitur","weiblich","23.64","22.5","1379","23.41","23.87"
"2006","(noch) kein Abschluss","maennlich","24.93","23.5","302","24.37","25.49"
"2006","(noch) kein Abschluss","weiblich","24.83","23.5","343","24.3","25.36"
"2006","AkademikerIn","maennlich","26.04","25.5","2545","25.9","26.18"
"2006","AkademikerIn","weiblich","24.28","22.5","2008","24.09","24.47"
"2006","Hauptschule","maennlich","27.05","25.5","3886","26.92","27.18"
"2006","Hauptschule","weiblich","26.51","25.5","4120","26.35","26.67"
"2006","Realschule","maennlich","26.37","25.5","2406","26.2","26.54"
"2006","Realschule","weiblich","25.04","23.5","3279","24.88","25.2"
"2007","(Fach-)Abitur","maennlich","","","","",""
"2007","(Fach-)Abitur","weiblich","","","","",""
"2007","(noch) kein Abschluss","maennlich","","","","",""
"2007","(noch) kein Abschluss","weiblich","","","","",""
"2007","AkademikerIn","maennlich","","","","",""
"2007","AkademikerIn","weiblich","","","","",""
"2007","Hauptschule","maennlich","","","","",""
"2007","Hauptschule","weiblich","","","","",""
"2007","Realschule","maennlich","","","","",""
"2007","Realschule","weiblich","","","","",""
"2008","(Fach-)Abitur","maennlich","25.83","24.5","961","25.57","26.09"
"2008","(Fach-)Abitur","weiblich","23.9","22.5","1182","23.65","24.15"
"2008","(noch) kein Abschluss","maennlich","24.71","23.5","251","24.1","25.32"
"2008","(noch) kein Abschluss","weiblich","24.76","23.5","289","24.14","25.38"
"2008","AkademikerIn","maennlich","26.17","25.5","2286","26","26.34"
"2008","AkademikerIn","weiblich","24.5","23.5","1882","24.3","24.7"
"2008","Hauptschule","maennlich","27.47","26.5","3281","27.29","27.65"
"2008","Hauptschule","weiblich","26.69","25.5","3459","26.52","26.86"
"2008","Realschule","maennlich","26.76","25.5","2149","26.56","26.96"
"2008","Realschule","weiblich","25.22","23.5","2893","25.05","25.39"
"2009","(Fach-)Abitur","maennlich","","","","",""
"2009","(Fach-)Abitur","weiblich","","","","",""
"2009","(noch) kein Abschluss","maennlich","","","","",""
"2009","(noch) kein Abschluss","weiblich","","","","",""
"2009","AkademikerIn","maennlich","","","","",""
"2009","AkademikerIn","weiblich","","","","",""
"2009","Hauptschule","maennlich","","","","",""
"2009","Hauptschule","weiblich","","","","",""
"2009","Realschule","maennlich","","","","",""
"2009","Realschule","weiblich","","","","",""
"2010","(Fach-)Abitur","maennlich","26.22","24.5","847","25.91","26.53"
"2010","(Fach-)Abitur","weiblich","24.25","22.5","1029","23.97","24.53"
"2010","(noch) kein Abschluss","maennlich","24.84","23.5","215","24.28","25.4"
"2010","(noch) kein Abschluss","weiblich","24.59","22.5","199","23.83","25.35"
"2010","AkademikerIn","maennlich","26.38","25.5","2056","26.23","26.53"
"2010","AkademikerIn","weiblich","24.61","23.5","1758","24.41","24.81"
"2010","Hauptschule","maennlich","27.76","26.5","2682","27.55","27.97"
"2010","Hauptschule","weiblich","26.87","25.5","2847","26.68","27.06"
"2010","Realschule","maennlich","26.9","25.5","1872","26.7","27.1"
"2010","Realschule","weiblich","25.58","23.5","2541","25.38","25.78"
"2011","(Fach-)Abitur","maennlich","","","","",""
"2011","(Fach-)Abitur","weiblich","","","","",""
"2011","(noch) kein Abschluss","maennlich","","","","",""
"2011","(noch) kein Abschluss","weiblich","","","","",""
"2011","AkademikerIn","maennlich","","","","",""
"2011","AkademikerIn","weiblich","","","","",""
"2011","Hauptschule","maennlich","","","","",""
"2011","Hauptschule","weiblich","","","","",""
"2011","Realschule","maennlich","","","","",""
"2011","Realschule","weiblich","","","","",""
"2012","(Fach-)Abitur","maennlich","26.16","24.5","1055","25.87","26.45"
"2012","(Fach-)Abitur","weiblich","24.18","22.5","1337","23.93","24.43"
"2012","(noch) kein Abschluss","maennlich","25.08","23.5","253","24.49","25.67"
"2012","(noch) kein Abschluss","weiblich","24.97","22.5","286","24.27","25.67"
"2012","AkademikerIn","maennlich","26.29","25.5","2454","26.1","26.48"
"2012","AkademikerIn","weiblich","24.41","23.5","2151","24.22","24.6"
"2012","Hauptschule","maennlich","27.59","26.5","3328","27.44","27.74"
"2012","Hauptschule","weiblich","26.96","25.5","3522","26.78","27.14"
"2012","Realschule","maennlich","26.88","25.5","2263","26.7","27.06"
"2012","Realschule","weiblich","25.78","24.5","3109","25.6","25.96"
"2013","(Fach-)Abitur","maennlich","","","","",""
"2013","(Fach-)Abitur","weiblich","","","","",""
"2013","(noch) kein Abschluss","maennlich","","","","",""
"2013","(noch) kein Abschluss","weiblich","","","","",""
"2013","AkademikerIn","maennlich","","","","",""
"2013","AkademikerIn","weiblich","","","","",""
"2013","Hauptschule","maennlich","","","","",""
"2013","Hauptschule","weiblich","","","","",""
"2013","Realschule","maennlich","","","","",""
"2013","Realschule","weiblich","","","","",""
"2014","(Fach-)Abitur","maennlich","26.1","25.5","1681","25.88","26.32"
"2014","(Fach-)Abitur","weiblich","24.47","23.5","2196","24.26","24.68"
"2014","(noch) kein Abschluss","maennlich","25.58","24.5","458","25.12","26.04"
"2014","(noch) kein Abschluss","weiblich","25.83","23.5","526","25.3","26.36"
"2014","AkademikerIn","maennlich","26.25","25.5","3086","26.12","26.38"
"2014","AkademikerIn","weiblich","24.43","23.5","3078","24.27","24.59"
"2014","Hauptschule","maennlich","27.8","26.5","3986","27.65","27.95"
"2014","Hauptschule","weiblich","26.97","25.5","4118","26.8","27.14"
"2014","Realschule","maennlich","27.07","25.5","2729","26.9","27.24"
"2014","Realschule","weiblich","25.92","24.5","4031","25.75","26.09"
"2015","(Fach-)Abitur","maennlich","","","","",""
"2015","(Fach-)Abitur","weiblich","","","","",""
"2015","(noch) kein Abschluss","maennlich","","","","",""
"2015","(noch) kein Abschluss","weiblich","","","","",""
"2015","AkademikerIn","maennlich","","","","",""
"2015","AkademikerIn","weiblich","","","","",""
"2015","Hauptschule","maennlich","","","","",""
"2015","Hauptschule","weiblich","","","","",""
"2015","Realschule","maennlich","","","","",""
"2015","Realschule","weiblich","","","","",""
"2016","(Fach-)Abitur","maennlich","26.18","24.5","1525","25.94","26.42"
"2016","(Fach-)Abitur","weiblich","24.77","23.5","2081","24.55","24.99"
"2016","(noch) kein Abschluss","maennlich","25.74","24.5","351","25.16","26.32"
"2016","(noch) kein Abschluss","weiblich","26.12","24.5","446","25.54","26.7"
"2016","AkademikerIn","maennlich","26.3","25.5","2906","26.16","26.44"
"2016","AkademikerIn","weiblich","24.64","23.5","2919","24.47","24.81"
"2016","Hauptschule","maennlich","27.83","26.5","3402","27.67","27.99"
"2016","Hauptschule","weiblich","27.13","25.5","3429","26.93","27.33"
"2016","Realschule","maennlich","27.44","26.5","2383","27.25","27.63"
"2016","Realschule","weiblich","26.35","24.5","3515","26.16","26.54"
"2017","(Fach-)Abitur","maennlich","","","","",""
"2017","(Fach-)Abitur","weiblich","","","","",""
"2017","(noch) kein Abschluss","maennlich","","","","",""
"2017","(noch) kein Abschluss","weiblich","","","","",""
"2017","AkademikerIn","maennlich","","","","",""
"2017","AkademikerIn","weiblich","","","","",""
"2017","Hauptschule","maennlich","","","","",""
"2017","Hauptschule","weiblich","","","","",""
"2017","Realschule","maennlich","","","","",""
"2017","Realschule","weiblich","","","","",""
"2018","(Fach-)Abitur","maennlich","26.43","25.5","2012","26.23","26.63"
"2018","(Fach-)Abitur","weiblich","25","23.5","2450","24.79","25.21"
"2018","(noch) kein Abschluss","maennlich","25.74","24.5","1005","25.44","26.04"
"2018","(noch) kein Abschluss","weiblich","26.56","24.5","949","26.16","26.96"
"2018","AkademikerIn","maennlich","26.27","25.5","3523","26.13","26.41"
"2018","AkademikerIn","weiblich","24.69","23.5","3309","24.53","24.85"
"2018","Hauptschule","maennlich","27.95","26.5","3764","27.79","28.11"
"2018","Hauptschule","weiblich","27.28","26.5","3548","27.08","27.48"
"2018","Realschule","maennlich","27.63","26.5","2671","27.45","27.81"
"2018","Realschule","weiblich","26.53","24.5","3869","26.34","26.72"
"2019","(Fach-)Abitur","maennlich","","","","",""
"2019","(Fach-)Abitur","weiblich","","","","",""
"2019","(noch) kein Abschluss","maennlich","","","","",""
"2019","(noch) kein Abschluss","weiblich","","","","",""
"2019","AkademikerIn","maennlich","","","","",""
"2019","AkademikerIn","weiblich","","","","",""
"2019","Hauptschule","maennlich","","","","",""
"2019","Hauptschule","weiblich","","","","",""
