year,sex,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,male,,,,,,,,,,,,
1984,female,,,,,,,,,,,,
1985,male,,,,,,,,,,,,
1985,female,,,,,,,,,,,,
1986,male,,,,,,,,,,,,
1986,female,,,,,,,,,,,,
1987,male,,,,,,,,,,,,
1987,female,,,,,,,,,,,,
1988,male,,,,,,,,,,,,
1988,female,,,,,,,,,,,,
1989,male,,,,,,,,,,,,
1989,female,,,,,,,,,,,,
1990,male,,,,,,,,,,,,
1990,female,,,,,,,,,,,,
1991,male,,,,,,,,,,,,
1991,female,,,,,,,,,,,,
1992,male,,,,,,,,,,,,
1992,female,,,,,,,,,,,,
1993,male,,,,,,,,,,,,
1993,female,,,,,,,,,,,,
1994,male,,,,,,,,,,,,
1994,female,,,,,,,,,,,,
1995,male,,,,,,,,,,,,
1995,female,,,,,,,,,,,,
1996,male,,,,,,,,,,,,
1996,female,,,,,,,,,,,,
1997,male,,,,,,,,,,,,
1997,female,,,,,,,,,,,,
1998,male,,,,,,,,,,,,
1998,female,,,,,,,,,,,,
1999,male,,,,,,,,,,,,
1999,female,,,,,,,,,,,,
2000,male,,,,,,,,,,,,
2000,female,,,,,,,,,,,,
2001,male,,,,,,,,,,,,
2001,female,,,,,,,,,,,,
2002,male,,,,,,,,,,,,
2002,female,,,,,,,,,,,,
2003,male,,,,,,,,,,,,
2003,female,,,,,,,,,,,,
2004,male,10331,4.762987789127164,4.717326260438708,4.808649317815621,3.0,5.0,7.0,0.0,10.0,5.0,5.0,5.0
2004,female,11148,3.7918654705456794,3.7476783597101937,3.836052581381165,2.0,4.0,5.0,0.0,9.5,4.0,4.0,4.0
2005,male,,,,,,,,,,,,
2005,female,,,,,,,,,,,,
2006,male,10410,5.1382748483845555,5.094477607815156,5.182072088953955,4.0,5.0,7.0,0.0,10.0,5.0,5.0,5.0
2006,female,11414,4.278840486932276,4.236100643424295,4.3215803304402565,3.0,5.0,6.0,0.0,10.0,5.0,5.0,5.0
2007,male,,,,,,,,,,,,
2007,female,,,,,,,,,,,,
2008,male,9186,4.8547863255962955,4.808019993045471,4.9015526581471205,3.0,5.0,7.0,0.0,10.0,5.0,5.0,5.0
2008,female,10089,3.9928653770020293,3.948256173210208,4.03747458079385,2.0,4.0,5.0,0.0,9.5,4.0,4.0,4.0
2009,male,8565,4.181972241303755,4.135255095248975,4.228689387358535,3.0,4.0,6.0,0.0,10.0,4.0,3.0,4.0
2009,female,9376,3.3400131220942337,3.29588637108542,3.3841398731030474,2.0,3.0,5.0,0.0,9.5,3.0,3.0,3.0
2010,male,10875,4.7770142602647185,4.7336180705503645,4.8204104499790725,3.0,5.0,7.0,0.0,10.0,5.0,5.0,5.0
2010,female,13009,3.8038620140675645,3.764210689481749,3.84351333865338,2.0,4.0,5.0,0.0,9.5,4.0,4.0,4.0
2011,male,9777,4.999874126877314,4.95552171380622,5.044226539948408,3.0,5.0,7.0,0.0,10.0,5.0,5.0,5.0
2011,female,10911,4.074681952908825,4.0320734111925995,4.11729049462505,2.0,4.0,6.0,0.0,10.0,4.0,4.0,4.0
2012,male,12527,5.278416942371774,5.239716625520834,5.317117259222715,4.0,5.0,7.0,0.0,10.0,5.0,5.0,5.0
2012,female,15031,4.377036286240323,4.340881233105107,4.4131913393755395,3.0,5.0,6.0,0.0,10.0,5.0,5.0,5.0
2013,male,11174,4.973210136926715,4.92855640056379,5.017863873289641,3.0,5.0,7.0,0.0,10.0,5.0,5.0,5.0
2013,female,12583,4.058624064572012,4.0165774925486595,4.100670636595364,2.0,4.0,6.0,0.0,10.0,4.0,4.0,4.0
2014,male,12344,5.191308523331128,5.150185883763623,5.232431162898633,3.0,5.0,7.0,0.0,10.0,5.0,5.0,5.0
2014,female,14551,4.3060744897989185,4.2669851458572134,4.3451638337406235,2.0,5.0,6.0,0.0,10.0,5.0,5.0,5.0
