year,sampreg,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,West,,,,,,,,,,,,
1985,West,,,,,,,,,,,,
1986,West,,,,,,,,,,,,
1987,West,,,,,,,,,,,,
1988,West,,,,,,,,,,,,
1989,West,,,,,,,,,,,,
1990,West,,,,,,,,,,,,
1990,East,,,,,,,,,,,,
1991,West,,,,,,,,,,,,
1991,East,,,,,,,,,,,,
1992,West,,,,,,,,,,,,
1992,East,,,,,,,,,,,,
1993,West,,,,,,,,,,,,
1993,East,,,,,,,,,,,,
1994,West,,,,,,,,,,,,
1994,East,,,,,,,,,,,,
1995,West,,,,,,,,,,,,
1995,East,,,,,,,,,,,,
1996,West,,,,,,,,,,,,
1996,East,,,,,,,,,,,,
1997,West,,,,,,,,,,,,
1997,East,,,,,,,,,,,,
1998,West,,,,,,,,,,,,
1998,East,,,,,,,,,,,,
1999,West,,,,,,,,,,,,
1999,East,,,,,,,,,,,,
2000,West,,,,,,,,,,,,
2000,East,,,,,,,,,,,,
2001,West,,,,,,,,,,,,
2001,East,,,,,,,,,,,,
2002,West,,,,,,,,,,,,
2002,East,,,,,,,,,,,,
2003,West,,,,,,,,,,,,
2003,East,,,,,,,,,,,,
2004,West,16282,4.20574,4.16806,4.24343,2.00000,5.00000,6.00000,0.00000,10.00000,5.00000,5.00000,5.00000
2004,East,5197,4.52287,4.46117,4.58456,3.00000,5.00000,6.00000,0.00000,10.00000,5.00000,5.00000,5.00000
2005,West,,,,,,,,,,,,
2005,East,,,,,,,,,,,,
2006,West,16575,4.66218,4.62596,4.69840,3.00000,5.00000,6.00000,0.00000,10.00000,5.00000,5.00000,5.00000
2006,East,5249,4.84605,4.78692,4.90519,3.00000,5.00000,6.00000,0.00000,10.00000,5.00000,5.00000,5.00000
2007,West,,,,,,,,,,,,
2007,East,,,,,,,,,,,,
2008,West,14514,4.38875,4.35061,4.42689,3.00000,5.00000,6.00000,0.00000,10.00000,5.00000,4.00000,5.00000
2008,East,4761,4.51205,4.44829,4.57581,3.00000,5.00000,6.00000,0.00000,10.00000,5.00000,5.00000,5.00000
2009,West,13417,3.72543,3.68739,3.76347,2.00000,4.00000,5.00000,0.00000,9.50000,4.00000,4.00000,4.00000
2009,East,4524,3.85795,3.79494,3.92095,2.00000,4.00000,5.00000,0.00000,9.50000,4.00000,4.00000,4.00000
2010,West,18432,4.23992,4.20550,4.27434,2.00000,4.00000,6.00000,0.00000,10.00000,4.00000,4.00000,5.00000
2010,East,5452,4.45174,4.39245,4.51103,3.00000,5.00000,6.00000,0.00000,10.00000,5.00000,5.00000,5.00000
2011,West,15801,4.49452,4.45814,4.53089,3.00000,5.00000,6.00000,0.00000,10.00000,5.00000,5.00000,5.00000
2011,East,4887,4.67747,4.61719,4.73775,3.00000,5.00000,6.00000,0.00000,10.00000,5.00000,5.00000,5.00000
2012,West,21396,4.79172,4.76072,4.82271,3.00000,5.00000,7.00000,0.00000,10.00000,5.00000,5.00000,5.00000
2012,East,6162,4.92848,4.87540,4.98156,3.00000,5.00000,6.00000,0.00000,10.00000,5.00000,5.00000,5.00000
2013,West,18937,4.47662,4.44136,4.51188,3.00000,5.00000,6.00000,0.00000,10.00000,5.00000,5.00000,5.00000
2013,East,4820,4.64622,4.58054,4.71191,3.00000,5.00000,6.00000,0.00000,10.00000,5.00000,5.00000,5.00000
2014,West,21341,4.70422,4.67153,4.73691,3.00000,5.00000,7.00000,0.00000,10.00000,5.00000,5.00000,5.00000
2014,East,5554,4.89475,4.83477,4.95472,3.00000,5.00000,7.00000,0.00000,10.00000,5.00000,5.00000,5.00000
2015,West,21332,4.81276,4.78051,4.84501,3.00000,5.00000,7.00000,0.00000,10.00000,5.00000,5.00000,5.00000
2015,East,5391,4.93576,4.87430,4.99723,3.00000,5.00000,7.00000,0.00000,10.00000,5.00000,5.00000,5.00000
2016,West,21545,4.83577,4.80318,4.86835,3.00000,5.00000,7.00000,0.00000,10.00000,5.00000,5.00000,5.00000
2016,East,5489,5.00834,4.94723,5.06944,3.00000,5.00000,7.00000,0.00000,10.00000,5.00000,5.00000,5.00000
2017,West,24208,4.72792,4.69792,4.75793,3.00000,5.00000,7.00000,0.00000,10.00000,5.00000,5.00000,5.00000
2017,East,6148,4.77533,4.71726,4.83341,3.00000,5.00000,7.00000,0.00000,10.00000,5.00000,5.00000,5.00000
2018,West,23103,4.42381,4.39215,4.45546,2.00000,5.00000,6.00000,0.00000,10.00000,5.00000,4.00000,5.00000
2018,East,5994,4.42203,4.36264,4.48143,3.00000,5.00000,6.00000,0.00000,10.00000,5.00000,4.00000,5.00000
2019,West,22926,4.98498,4.95383,5.01613,3.00000,5.00000,7.00000,0.00000,10.00000,5.00000,5.00000,5.00000
2019,East,5981,4.98356,4.92445,5.04267,3.00000,5.00000,7.00000,0.00000,10.00000,5.00000,5.00000,5.00000
2020,West,23498,4.97945,4.94963,5.00926,3.00000,5.00000,7.00000,0.00000,10.00000,5.00000,5.00000,5.00000
2020,East,5792,4.93582,4.87656,4.99509,3.00000,5.00000,7.00000,0.00000,10.00000,5.00000,5.00000,5.00000
2021,West,15596,5.02310,4.98709,5.05911,3.00000,5.00000,7.00000,0.00000,10.00000,5.00000,5.00000,5.00000
2021,East,3891,5.04355,4.97182,5.11529,3.00000,5.00000,7.00000,0.00000,10.00000,5.00000,5.00000,5.00000
