"year","bildungsniveau","sampreg","mean","median","n","lower_confidence","upper_confidence"
"2004","(Fach-)Abitur","Ostdeutschland","5.4","4.5","389","5.21","5.59"
"2004","(Fach-)Abitur","Westdeutschland","4.77","4.5","1995","4.67","4.87"
"2004","(noch) kein Abschluss","Ostdeutschland","5.18","4.5","183","4.87","5.49"
"2004","(noch) kein Abschluss","Westdeutschland","4.32","4.5","711","4.12","4.52"
"2004","AkademikerIn","Ostdeutschland","4.84","4.5","1273","4.72","4.96"
"2004","AkademikerIn","Westdeutschland","4.77","4.5","3007","4.69","4.85"
"2004","Hauptschule","Ostdeutschland","3.7","3.5","1365","3.58","3.82"
"2004","Hauptschule","Westdeutschland","3.71","3.5","6650","3.65","3.77"
"2004","Realschule","Ostdeutschland","4.78","4.5","1921","4.68","4.88"
"2004","Realschule","Westdeutschland","4.54","4.5","3678","4.47","4.61"
"2005","(Fach-)Abitur","Ostdeutschland","","","","",""
"2005","(Fach-)Abitur","Westdeutschland","","","","",""
"2005","(noch) kein Abschluss","Ostdeutschland","","","","",""
"2005","(noch) kein Abschluss","Westdeutschland","","","","",""
"2005","AkademikerIn","Ostdeutschland","","","","",""
"2005","AkademikerIn","Westdeutschland","","","","",""
"2005","Hauptschule","Ostdeutschland","","","","",""
"2005","Hauptschule","Westdeutschland","","","","",""
"2005","Realschule","Ostdeutschland","","","","",""
"2005","Realschule","Westdeutschland","","","","",""
"2006","(Fach-)Abitur","Ostdeutschland","5.27","4.5","411","5.08","5.46"
"2006","(Fach-)Abitur","Westdeutschland","5.08","4.5","2031","4.98","5.18"
"2006","(noch) kein Abschluss","Ostdeutschland","4.87","4.5","98","4.41","5.33"
"2006","(noch) kein Abschluss","Westdeutschland","4.74","4.5","543","4.52","4.96"
"2006","AkademikerIn","Ostdeutschland","5.11","4.5","1328","5","5.22"
"2006","AkademikerIn","Westdeutschland","5.16","4.5","3232","5.09","5.23"
"2006","Hauptschule","Ostdeutschland","4.29","4.5","1376","4.17","4.41"
"2006","Hauptschule","Westdeutschland","4.22","4.5","6661","4.16","4.28"
"2006","Realschule","Ostdeutschland","4.99","4.5","1945","4.9","5.08"
"2006","Realschule","Westdeutschland","4.88","4.5","3776","4.81","4.95"
"2007","(Fach-)Abitur","Ostdeutschland","","","","",""
"2007","(Fach-)Abitur","Westdeutschland","","","","",""
"2007","(noch) kein Abschluss","Ostdeutschland","","","","",""
"2007","(noch) kein Abschluss","Westdeutschland","","","","",""
"2007","AkademikerIn","Ostdeutschland","","","","",""
"2007","AkademikerIn","Westdeutschland","","","","",""
"2007","Hauptschule","Ostdeutschland","","","","",""
"2007","Hauptschule","Westdeutschland","","","","",""
"2007","Realschule","Ostdeutschland","","","","",""
"2007","Realschule","Westdeutschland","","","","",""
"2008","(Fach-)Abitur","Ostdeutschland","4.92","4.5","364","4.7","5.14"
"2008","(Fach-)Abitur","Westdeutschland","4.61","4.5","1802","4.51","4.71"
"2008","(noch) kein Abschluss","Ostdeutschland","4.84","4.5","100","4.37","5.31"
"2008","(noch) kein Abschluss","Westdeutschland","4.35","4.5","444","4.12","4.58"
"2008","AkademikerIn","Ostdeutschland","4.64","4.5","1236","4.52","4.76"
"2008","AkademikerIn","Westdeutschland","4.81","4.5","2944","4.73","4.89"
"2008","Hauptschule","Ostdeutschland","4.02","3.5","1194","3.89","4.15"
"2008","Hauptschule","Westdeutschland","4.08","3.5","5608","4.02","4.14"
"2008","Realschule","Ostdeutschland","4.62","4.5","1747","4.52","4.72"
"2008","Realschule","Westdeutschland","4.5","4.5","3363","4.42","4.58"
"2009","(Fach-)Abitur","Ostdeutschland","4.36","4.5","346","4.15","4.57"
"2009","(Fach-)Abitur","Westdeutschland","4.19","3.5","1652","4.09","4.29"
"2009","(noch) kein Abschluss","Ostdeutschland","4.52","4.5","71","4.03","5.01"
"2009","(noch) kein Abschluss","Westdeutschland","3.87","3.5","410","3.65","4.09"
"2009","AkademikerIn","Ostdeutschland","3.98","3.5","1204","3.87","4.09"
"2009","AkademikerIn","Westdeutschland","4.03","3.5","2819","3.95","4.11"
"2009","Hauptschule","Ostdeutschland","3.31","2.5","1113","3.18","3.44"
"2009","Hauptschule","Westdeutschland","3.3","2.5","5063","3.24","3.36"
"2009","Realschule","Ostdeutschland","3.94","3.5","1664","3.84","4.04"
"2009","Realschule","Westdeutschland","3.85","3.5","3131","3.77","3.93"
"2010","(Fach-)Abitur","Ostdeutschland","4.66","4.5","497","4.47","4.85"
"2010","(Fach-)Abitur","Westdeutschland","4.58","4.5","2556","4.49","4.67"
"2010","(noch) kein Abschluss","Ostdeutschland","5.08","4.5","84","4.6","5.56"
"2010","(noch) kein Abschluss","Westdeutschland","4.66","4.5","685","4.46","4.86"
"2010","AkademikerIn","Ostdeutschland","4.49","4.5","1393","4.38","4.6"
"2010","AkademikerIn","Westdeutschland","4.52","4.5","3975","4.45","4.59"
"2010","Hauptschule","Ostdeutschland","4.16","4.5","1172","4.02","4.3"
"2010","Hauptschule","Westdeutschland","3.86","3.5","6288","3.8","3.92"
"2010","Realschule","Ostdeutschland","4.47","4.5","2201","4.37","4.57"
"2010","Realschule","Westdeutschland","4.34","4.5","4575","4.27","4.41"
"2011","(Fach-)Abitur","Ostdeutschland","5.14","4.5","406","4.95","5.33"
"2011","(Fach-)Abitur","Westdeutschland","4.78","4.5","2030","4.68","4.88"
"2011","(noch) kein Abschluss","Ostdeutschland","5.48","4.5","66","4.86","6.1"
"2011","(noch) kein Abschluss","Westdeutschland","4.63","4.5","495","4.41","4.85"
"2011","AkademikerIn","Ostdeutschland","4.75","4.5","1281","4.64","4.86"
"2011","AkademikerIn","Westdeutschland","4.88","4.5","3297","4.81","4.95"
"2011","Hauptschule","Ostdeutschland","4.16","4.5","1201","4.03","4.29"
"2011","Hauptschule","Westdeutschland","4.06","3.5","5927","4","4.12"
"2011","Realschule","Ostdeutschland","4.77","4.5","1847","4.67","4.87"
"2011","Realschule","Westdeutschland","4.66","4.5","3650","4.59","4.73"
"2012","(Fach-)Abitur","Ostdeutschland","5.31","4.5","562","5.14","5.48"
"2012","(Fach-)Abitur","Westdeutschland","4.93","4.5","2981","4.85","5.01"
"2012","(noch) kein Abschluss","Ostdeutschland","5.69","5.5","105","5.21","6.17"
