"year","bildungsniveau","sex","mean","median","n","lower_confidence_mean","upper_confidence_mean"
"2004","(Fach-)Abitur","maennlich","5.37","5.5","1086","5.24","5.5"
"2004","(Fach-)Abitur","weiblich","4.36","4.5","1298","4.24","4.48"
"2004","(noch) kein Abschluss","maennlich","5.03","4.5","417","4.79","5.27"
"2004","(noch) kein Abschluss","weiblich","3.85","3.5","477","3.61","4.09"
"2004","AkademikerIn","maennlich","5.06","4.5","2410","4.97","5.15"
"2004","AkademikerIn","weiblich","4.42","4.5","1870","4.32","4.52"
"2004","Hauptschule","maennlich","4.23","4.5","3877","4.15","4.31"
"2004","Hauptschule","weiblich","3.23","2.5","4138","3.16","3.3"
"2004","Realschule","maennlich","5.17","4.5","2383","5.08","5.26"
"2004","Realschule","weiblich","4.15","3.5","3216","4.07","4.23"
"2005","(Fach-)Abitur","maennlich","","","","",""
"2005","(Fach-)Abitur","weiblich","","","","",""
"2005","(noch) kein Abschluss","maennlich","","","","",""
"2005","(noch) kein Abschluss","weiblich","","","","",""
"2005","AkademikerIn","maennlich","","","","",""
"2005","AkademikerIn","weiblich","","","","",""
"2005","Hauptschule","maennlich","","","","",""
"2005","Hauptschule","weiblich","","","","",""
"2005","Realschule","maennlich","","","","",""
"2005","Realschule","weiblich","","","","",""
"2006","(Fach-)Abitur","maennlich","5.59","5.5","1057","5.47","5.71"
"2006","(Fach-)Abitur","weiblich","4.68","4.5","1385","4.57","4.79"
"2006","(noch) kein Abschluss","maennlich","5.2","4.5","301","4.93","5.47"
"2006","(noch) kein Abschluss","weiblich","4.32","4.5","340","4.04","4.6"
"2006","AkademikerIn","maennlich","5.41","5.5","2544","5.33","5.49"
"2006","AkademikerIn","weiblich","4.8","4.5","2016","4.71","4.89"
"2006","Hauptschule","maennlich","4.7","4.5","3885","4.63","4.77"
"2006","Hauptschule","weiblich","3.78","3.5","4152","3.71","3.85"
"2006","Realschule","maennlich","5.39","4.5","2405","5.3","5.48"
"2006","Realschule","weiblich","4.53","4.5","3316","4.46","4.6"
"2007","(Fach-)Abitur","maennlich","","","","",""
"2007","(Fach-)Abitur","weiblich","","","","",""
"2007","(noch) kein Abschluss","maennlich","","","","",""
"2007","(noch) kein Abschluss","weiblich","","","","",""
"2007","AkademikerIn","maennlich","","","","",""
"2007","AkademikerIn","weiblich","","","","",""
"2007","Hauptschule","maennlich","","","","",""
"2007","Hauptschule","weiblich","","","","",""
"2007","Realschule","maennlich","","","","",""
"2007","Realschule","weiblich","","","","",""
"2008","(Fach-)Abitur","maennlich","5.17","4.5","964","5.03","5.31"
"2008","(Fach-)Abitur","weiblich","4.17","3.5","1202","4.05","4.29"
"2008","(noch) kein Abschluss","maennlich","5.04","4.5","251","4.74","5.34"
"2008","(noch) kein Abschluss","weiblich","3.84","3.5","293","3.57","4.11"
"2008","AkademikerIn","maennlich","5.05","4.5","2287","4.96","5.14"
"2008","AkademikerIn","weiblich","4.42","3.5","1893","4.33","4.51"
"2008","Hauptschule","maennlich","4.51","4.5","3290","4.43","4.59"
"2008","Hauptschule","weiblich","3.65","2.5","3512","3.57","3.73"
"2008","Realschule","maennlich","5.02","4.5","2157","4.93","5.11"
"2008","Realschule","weiblich","4.15","3.5","2953","4.07","4.23"
"2009","(Fach-)Abitur","maennlich","4.8","4.5","886","4.66","4.94"
"2009","(Fach-)Abitur","weiblich","3.69","3.5","1112","3.57","3.81"
"2009","(noch) kein Abschluss","maennlich","4.35","4.5","245","4.07","4.63"
"2009","(noch) kein Abschluss","weiblich","3.54","3.5","236","3.26","3.82"
"2009","AkademikerIn","maennlich","4.31","3.5","2179","4.22","4.4"
"2009","AkademikerIn","weiblich","3.66","2.5","1844","3.57","3.75"
"2009","Hauptschule","maennlich","3.73","3.5","2992","3.65","3.81"
"2009","Hauptschule","weiblich","2.89","2.5","3184","2.81","2.97"
"2009","Realschule","maennlich","4.33","4.5","2014","4.24","4.42"
"2009","Realschule","weiblich","3.52","2.5","2781","3.44","3.6"
"2010","(Fach-)Abitur","maennlich","5.18","4.5","1245","5.06","5.3"
"2010","(Fach-)Abitur","weiblich","4.04","3.5","1808","3.94","4.14"
"2010","(noch) kein Abschluss","maennlich","5.27","4.5","374","5.02","5.52"
"2010","(noch) kein Abschluss","weiblich","4.11","3.5","395","3.85","4.37"
"2010","AkademikerIn","maennlich","4.81","4.5","2764","4.73","4.89"
"2010","AkademikerIn","weiblich","4.15","3.5","2604","4.07","4.23"
"2010","Hauptschule","maennlich","4.46","4.5","3614","4.38","4.54"
"2010","Hauptschule","weiblich","3.38","2.5","3846","3.3","3.46"
"2010","Realschule","maennlich","4.88","4.5","2645","4.79","4.97"
"2010","Realschule","weiblich","3.96","3.5","4131","3.89","4.03"
"2011","(Fach-)Abitur","maennlich","5.23","4.5","1069","5.1","5.36"
"2011","(Fach-)Abitur","weiblich","4.45","4.5","1367","4.34","4.56"
"2011","(noch) kein Abschluss","maennlich","5.4","5.5","269","5.11","5.69"
"2011","(noch) kein Abschluss","weiblich","4.08","3.5","292","3.78","4.38"
"2011","AkademikerIn","maennlich","5.19","4.5","2465","5.11","5.27"
"2011","AkademikerIn","weiblich","4.45","4.5","2113","4.36","4.54"
"2011","Hauptschule","maennlich","4.59","4.5","3417","4.51","4.67"
"2011","Hauptschule","weiblich","3.6","2.5","3711","3.53","3.67"
"2011","Realschule","maennlich","5.2","4.5","2303","5.11","5.29"
"2011","Realschule","weiblich","4.27","4.5","3194","4.2","4.34"
"2012","(Fach-)Abitur","maennlich","5.43","4.5","1423","5.32","5.54"
"2012","(Fach-)Abitur","weiblich","4.59","4.5","2120","4.5","4.68"
"2012","(noch) kein Abschluss","maennlich","5.55","5.5","410","5.33","5.77"
"2012","(noch) kein Abschluss","weiblich","4.36","4.5","481","4.13","4.59"
"2012","AkademikerIn","maennlich","5.33","4.5","3142","5.26","5.4"
"2012","AkademikerIn","weiblich","4.65","4.5","2988","4.57","4.73"
"2012","Hauptschule","maennlich","4.98","4.5","4191","4.91","5.05"
"2012","Hauptschule","weiblich","4","3.5","4453","3.93","4.07"
"2012","Realschule","maennlich","5.45","4.5","3039","5.37","5.53"
"2012","Realschule","weiblich","4.54","4.5","4694","4.48","4.6"
"2013","(Fach-)Abitur","maennlich","5.03","4.5","1500","4.9","5.16"
"2013","(Fach-)Abitur","weiblich","4.24","3.5","1868","4.13","4.35"
"2013","(noch) kein Abschluss","maennlich","5.48","4.5","460","5.23","5.73"
"2013","(noch) kein Abschluss","weiblich","4.27","4.5","509","4.02","4.52"
"2013","AkademikerIn","maennlich","5.12","4.5","2806","5.04","5.2"
"2013","AkademikerIn","weiblich","4.31","3.5","2657","4.22","4.4"
"2013","Hauptschule","maennlich","4.73","4.5","3811","4.65","4.81"
"2013","Hauptschule","weiblich","3.73","3.5","4013","3.65","3.81"
"2013","Realschule","maennlich","5.11","4.5","2333","5.02","5.2"
"2013","Realschule","weiblich","4.17","3.5","3250","4.09","4.25"
"2014","(Fach-)Abitur","maennlich","5.31","4.5","1678","5.2","5.42"
"2014","(Fach-)Abitur","weiblich","4.53","4.5","2226","4.43","4.63"
"2014","(noch) kein Abschluss","maennlich","5.61","5.5","451","5.37","5.85"
"2014","(noch) kein Abschluss","weiblich","4.49","4.5","539","4.26","4.72"
"2014","AkademikerIn","maennlich","5.32","4.5","3089","5.25","5.39"
"2014","AkademikerIn","weiblich","4.56","4.5","3111","4.48","4.64"
"2014","Hauptschule","maennlich","4.89","4.5","3975","4.81","4.97"
"2014","Hauptschule","weiblich","3.88","3.5","4165","3.8","3.96"
"2014","Realschule","maennlich","5.36","4.5","2731","5.28","5.44"
