year,regtyp,sex,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1985,Urban regions,male,,,,,,,,,,,,
1985,Urban regions,female,,,,,,,,,,,,
1985,Rural regions,male,,,,,,,,,,,,
1985,Rural regions,female,,,,,,,,,,,,
1986,Urban regions,male,,,,,,,,,,,,
1986,Urban regions,female,,,,,,,,,,,,
1986,Rural regions,male,,,,,,,,,,,,
1986,Rural regions,female,,,,,,,,,,,,
1987,Urban regions,male,,,,,,,,,,,,
1987,Urban regions,female,,,,,,,,,,,,
1987,Rural regions,male,,,,,,,,,,,,
1987,Rural regions,female,,,,,,,,,,,,
1988,Urban regions,male,,,,,,,,,,,,
1988,Urban regions,female,,,,,,,,,,,,
1988,Rural regions,male,,,,,,,,,,,,
1988,Rural regions,female,,,,,,,,,,,,
1989,Urban regions,male,,,,,,,,,,,,
1989,Urban regions,female,,,,,,,,,,,,
1989,Rural regions,male,,,,,,,,,,,,
1989,Rural regions,female,,,,,,,,,,,,
1990,Urban regions,male,,,,,,,,,,,,
1990,Urban regions,female,,,,,,,,,,,,
1990,Rural regions,male,,,,,,,,,,,,
1990,Rural regions,female,,,,,,,,,,,,
1991,Urban regions,male,,,,,,,,,,,,
1991,Urban regions,female,,,,,,,,,,,,
1991,Rural regions,male,,,,,,,,,,,,
1991,Rural regions,female,,,,,,,,,,,,
1992,Urban regions,male,,,,,,,,,,,,
1992,Urban regions,female,,,,,,,,,,,,
1992,Rural regions,male,,,,,,,,,,,,
1992,Rural regions,female,,,,,,,,,,,,
1993,Urban regions,male,,,,,,,,,,,,
1993,Urban regions,female,,,,,,,,,,,,
1993,Rural regions,male,,,,,,,,,,,,
1993,Rural regions,female,,,,,,,,,,,,
1994,Urban regions,male,,,,,,,,,,,,
1994,Urban regions,female,,,,,,,,,,,,
1994,Rural regions,male,,,,,,,,,,,,
1994,Rural regions,female,,,,,,,,,,,,
1995,Urban regions,male,,,,,,,,,,,,
1995,Urban regions,female,,,,,,,,,,,,
1995,Rural regions,male,,,,,,,,,,,,
1995,Rural regions,female,,,,,,,,,,,,
1996,Urban regions,male,,,,,,,,,,,,
1996,Urban regions,female,,,,,,,,,,,,
1996,Rural regions,male,,,,,,,,,,,,
1996,Rural regions,female,,,,,,,,,,,,
1997,Urban regions,male,,,,,,,,,,,,
1997,Urban regions,female,,,,,,,,,,,,
1997,Rural regions,male,,,,,,,,,,,,
1997,Rural regions,female,,,,,,,,,,,,
1998,Urban regions,male,,,,,,,,,,,,
1998,Urban regions,female,,,,,,,,,,,,
1998,Rural regions,male,,,,,,,,,,,,
1998,Rural regions,female,,,,,,,,,,,,
1999,Urban regions,male,,,,,,,,,,,,
1999,Urban regions,female,,,,,,,,,,,,
1999,Rural regions,male,,,,,,,,,,,,
1999,Rural regions,female,,,,,,,,,,,,
2000,Urban regions,male,,,,,,,,,,,,
2000,Urban regions,female,,,,,,,,,,,,
2000,Rural regions,male,,,,,,,,,,,,
2000,Rural regions,female,,,,,,,,,,,,
2001,Urban regions,male,,,,,,,,,,,,
2001,Urban regions,female,,,,,,,,,,,,
2001,Rural regions,male,,,,,,,,,,,,
2001,Rural regions,female,,,,,,,,,,,,
2002,Urban regions,male,,,,,,,,,,,,
2002,Urban regions,female,,,,,,,,,,,,
2002,Rural regions,male,,,,,,,,,,,,
2002,Rural regions,female,,,,,,,,,,,,
2003,Urban regions,male,,,,,,,,,,,,
2003,Urban regions,female,,,,,,,,,,,,
2003,Rural regions,male,,,,,,,,,,,,
2003,Rural regions,female,,,,,,,,,,,,
2004,Urban regions,male,6737,4.783994806422237,4.756682894490106,4.811306718354369,3.0,5.0,7.0,0.0,10.0,5.0,5.0,5.0
2004,Urban regions,female,7313,3.742757278178351,3.7163047651099217,3.7692097912467806,2.0,4.0,5.0,0.0,9.5,4.0,4.0,4.0
2004,Rural regions,male,3419,4.693871582421023,4.655150200614495,4.7325929642275515,3.0,5.0,6.0,0.0,10.0,5.0,5.0,5.0
2004,Rural regions,female,3653,3.8424779523858397,3.8054466020323665,3.879509302739313,2.0,4.0,5.0,0.0,9.5,4.0,4.0,4.0
2005,Urban regions,male,,,,,,,,,,,,
2005,Urban regions,female,,,,,,,,,,,,
2005,Rural regions,male,,,,,,,,,,,,
2005,Rural regions,female,,,,,,,,,,,,
2006,Urban regions,male,6817,5.157496078170481,5.131056771753926,5.183935384587036,4.0,5.0,7.0,0.0,10.0,5.0,5.0,5.0
2006,Urban regions,female,7507,4.283760673773635,4.258047206477343,4.309474141069927,3.0,5.0,6.0,0.0,10.0,5.0,5.0,5.0
2006,Rural regions,male,3572,5.09071476637838,5.055127262790661,5.126302269966098,3.4521892384646002,5.0,7.0,0.0,10.0,5.0,5.0,5.0
2006,Rural regions,female,3896,4.262074183169734,4.227149845404881,4.2969985209345865,3.0,5.0,6.0,0.0,10.0,5.0,5.0,5.0249999999999995
2007,Urban regions,male,,,,,,,,,,,,
2007,Urban regions,female,,,,,,,,,,,,
2007,Rural regions,male,,,,,,,,,,,,
2007,Rural regions,female,,,,,,,,,,,,
2008,Urban regions,male,5987,4.860156348692315,4.832053442697661,4.888259254686969,3.0,5.0,7.0,0.0,10.0,5.0,5.0,5.0
2008,Urban regions,female,6653,3.9823200599929023,3.955969304109361,4.008670815876443,2.0,4.0,5.0,0.0,9.5,4.0,4.0,4.0
2008,Rural regions,male,3199,4.84339337393322,4.8050702380593515,4.881716509807089,3.0,5.0,7.0,0.0,10.0,5.0,5.0,5.0
2008,Rural regions,female,3436,4.0151086004181,3.977277087504829,4.0529401133313705,2.0,4.0,5.0,0.0,9.5,4.0,4.0,4.0
2009,Urban regions,male,5515,4.226922069171833,4.198533523151783,4.255310615191883,3.0,5.0,6.0,0.0,10.0,5.0,5.0,6.0
2009,Urban regions,female,6120,3.3571542259796012,3.330790797309166,3.3835176546500363,2.0,3.0,5.0,0.0,9.5,3.0,3.0,3.0
2009,Rural regions,male,3050,4.088584509941604,4.051184228964131,4.125984790919076,2.0,4.0,6.0,0.0,10.0,4.0,4.0,4.0
2009,Rural regions,female,3256,3.3042344789269884,3.2676483800662637,3.340820577787713,2.0,3.0,5.0,0.0,9.5,3.0,3.0,3.0
2010,Urban regions,male,7047,4.751683625170652,4.725471259166944,4.77789599117436,3.0,5.0,7.0,0.0,10.0,5.0,5.0,5.0
2010,Urban regions,female,8513,3.806371449559805,3.7825062234100058,3.830236675709604,2.0,4.0,5.0,0.0,9.5,4.0,4.0,4.0
2010,Rural regions,male,3828,4.830610320756646,4.795421231519122,4.86579940999417,3.0,5.0,7.0,0.0,10.0,5.0,5.0,5.0
2010,Rural regions,female,4496,3.7984504199330464,3.7660880284494356,3.8308128114166573,2.0,4.0,5.0,0.0,9.5,4.0,4.0,5.0
2011,Urban regions,male,6246,5.010847696772566,4.983960821519284,5.0377345720258475,3.0,5.0,7.0,0.0,10.0,5.0,5.0,5.0
2011,Urban regions,female,7078,4.081283734139249,4.055605532882933,4.106961935395565,2.0,4.0,6.0,0.0,10.0,4.0,4.0,4.0
