year,sex,ple0162,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2012,male,Yes,0.25765,3637,3888,0.24391,0.27140
2012,male,No,0.01542,251,3888,0.01155,0.01930
2012,female,Yes,0.30774,4831,5173,0.29516,0.32032
2012,female,No,0.01980,342,5173,0.01600,0.02359
2013,male,Yes,0.24064,3703,3938,0.22729,0.25399
2013,male,No,0.01408,235,3938,0.01040,0.01776
2013,female,Yes,0.29602,4885,5237,0.28366,0.30839
2013,female,No,0.01738,352,5237,0.01384,0.02092
2015,male,Yes,0.24700,3318,3686,0.23307,0.26092
2015,male,No,0.03295,368,3686,0.02719,0.03871
2015,female,Yes,0.30951,4536,4981,0.29667,0.32235
2015,female,No,0.02869,445,4981,0.02406,0.03333
2017,male,Yes,0.24960,3551,3773,0.23578,0.26341
2017,male,No,0.01295,222,3773,0.00934,0.01655
2017,female,Yes,0.30855,4751,5052,0.29581,0.32129
2017,female,No,0.01677,301,5052,0.01323,0.02031
2019,male,Yes,0.25700,3821,4113,0.24364,0.27035
2019,male,No,0.01473,292,4113,0.01105,0.01842
2019,female,Yes,0.31692,4799,5210,0.30429,0.32956
2019,female,No,0.02160,411,5210,0.01765,0.02554
2021,male,Yes,0.23044,2274,2489,0.21389,0.24699
2021,male,No,0.01737,215,2489,0.01223,0.02250
2021,female,Yes,0.29560,3055,3354,0.28016,0.31105
2021,female,No,0.02458,299,3354,0.01934,0.02982
