year,age_gr,regtyp,ple0162,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2012,17-29 y.,Urban regions,Yes,0.08856,261,301,0.05641,0.12072
2012,17-29 y.,Urban regions,No,0.00923,40,301,-0.00159,0.02005
2012,17-29 y.,Rural regions,Yes,0.13645,187,187,0.08711,0.18578
2012,30-45 y.,Urban regions,Yes,0.18571,1119,1217,0.16386,0.20757
2012,30-45 y.,Urban regions,No,0.01858,98,1217,0.01099,0.02617
2012,30-45 y.,Rural regions,Yes,0.21167,631,689,0.18115,0.24220
2012,30-45 y.,Rural regions,No,0.01971,58,689,0.00932,0.03009
2012,46-65 y.,Urban regions,Yes,0.36877,2000,2125,0.34825,0.38929
2012,46-65 y.,Urban regions,No,0.02088,125,2125,0.01480,0.02696
2012,46-65 y.,Rural regions,Yes,0.37780,1334,1430,0.35266,0.40294
2012,46-65 y.,Rural regions,No,0.02481,96,1430,0.01675,0.03288
2012,66 and older,Urban regions,Yes,0.57106,1802,1900,0.54880,0.59332
2012,66 and older,Urban regions,No,0.02768,98,1900,0.02030,0.03506
2012,66 and older,Rural regions,Yes,0.61311,1134,1187,0.58539,0.64083
2012,66 and older,Rural regions,No,0.02793,53,1187,0.01855,0.03730
2013,17-29 y.,Urban regions,Yes,0.08439,360,402,0.05719,0.11160
2013,17-29 y.,Urban regions,No,0.01072,42,402,0.00064,0.02081
2013,17-29 y.,Rural regions,Yes,0.10294,163,163,0.05614,0.14973
2013,30-45 y.,Urban regions,Yes,0.16519,1209,1331,0.14523,0.18514
2013,30-45 y.,Urban regions,No,0.01749,122,1331,0.01044,0.02453
2013,30-45 y.,Rural regions,Yes,0.18958,643,710,0.16073,0.21843
2013,30-45 y.,Rural regions,No,0.01861,67,710,0.00867,0.02856
2013,46-65 y.,Urban regions,Yes,0.35931,2137,2277,0.33960,0.37902
2013,46-65 y.,Urban regions,No,0.02009,140,2277,0.01433,0.02585
2013,46-65 y.,Rural regions,Yes,0.36946,1363,1443,0.34455,0.39438
2013,46-65 y.,Rural regions,No,0.01990,80,1443,0.01269,0.02711
2013,66 and older,Urban regions,Yes,0.54278,1705,1781,0.51964,0.56593
2013,66 and older,Urban regions,No,0.02156,76,1781,0.01481,0.02830
2013,66 and older,Rural regions,Yes,0.56766,1008,1050,0.53768,0.59764
2013,66 and older,Rural regions,No,0.02426,42,1050,0.01495,0.03357
2015,17-29 y.,Urban regions,Yes,0.09560,328,396,0.06660,0.12460
2015,17-29 y.,Urban regions,No,0.02965,68,396,0.01293,0.04638
2015,17-29 y.,Rural regions,Yes,0.12229,180,220,0.07889,0.16568
2015,17-29 y.,Rural regions,No,0.04757,40,220,0.01938,0.07576
2015,30-45 y.,Urban regions,Yes,0.16918,962,1091,0.14692,0.19143
2015,30-45 y.,Urban regions,No,0.02543,129,1091,0.01609,0.03478
2015,30-45 y.,Rural regions,Yes,0.19145,505,577,0.15932,0.22359
2015,30-45 y.,Rural regions,No,0.03760,72,577,0.02207,0.05314
2015,46-65 y.,Urban regions,Yes,0.36979,1990,2169,0.34946,0.39011
2015,46-65 y.,Urban regions,No,0.03338,179,2169,0.02582,0.04094
2015,46-65 y.,Rural regions,Yes,0.37440,1205,1346,0.34854,0.40027
2015,46-65 y.,Rural regions,No,0.04911,141,1346,0.03756,0.06066
2015,66 and older,Urban regions,Yes,0.55877,1681,1797,0.53580,0.58173
2015,66 and older,Urban regions,No,0.03956,116,1797,0.03055,0.04858
2015,66 and older,Rural regions,Yes,0.56448,1003,1071,0.53477,0.59419
2015,66 and older,Rural regions,No,0.03952,68,1071,0.02784,0.05119
2017,17-29 y.,Urban regions,Yes,0.10399,369,429,0.07507,0.13291
2017,17-29 y.,Urban regions,No,0.01551,60,429,0.00380,0.02722
2017,17-29 y.,Rural regions,Yes,0.12227,222,222,0.07908,0.16546
2017,30-45 y.,Urban regions,Yes,0.16730,937,1023,0.14442,0.19019
2017,30-45 y.,Urban regions,No,0.01429,86,1023,0.00702,0.02157
2017,30-45 y.,Rural regions,Yes,0.19431,524,565,0.16166,0.22697
2017,30-45 y.,Rural regions,No,0.00939,41,565,0.00143,0.01735
2017,46-65 y.,Urban regions,Yes,0.37450,2210,2336,0.35487,0.39413
2017,46-65 y.,Urban regions,No,0.01857,126,2336,0.01309,0.02404
2017,46-65 y.,Rural regions,Yes,0.40598,1411,1485,0.38099,0.43096
2017,46-65 y.,Rural regions,No,0.01566,74,1485,0.00935,0.02198
2017,66 and older,Urban regions,Yes,0.54237,1596,1669,0.51846,0.56628
2017,66 and older,Urban regions,No,0.02716,73,1669,0.01936,0.03497
2017,66 and older,Rural regions,Yes,0.57430,1033,1070,0.54466,0.60394
2017,66 and older,Rural regions,No,0.01931,37,1070,0.01106,0.02756
2019,17-29 y.,Urban regions,Yes,0.13941,408,479,0.10835,0.17046
2019,17-29 y.,Urban regions,No,0.01441,71,479,0.00373,0.02510
2019,17-29 y.,Rural regions,Yes,0.13119,182,182,0.08200,0.18037
2019,30-45 y.,Urban regions,Yes,0.17311,916,1052,0.15024,0.19599
2019,30-45 y.,Urban regions,No,0.01750,136,1052,0.00957,0.02543
2019,30-45 y.,Rural regions,Yes,0.19850,517,583,0.16610,0.23091
2019,30-45 y.,Rural regions,No,0.02069,66,583,0.00912,0.03225
2019,46-65 y.,Urban regions,Yes,0.37518,2316,2487,0.35615,0.39422
2019,46-65 y.,Urban regions,No,0.02445,171,2487,0.01838,0.03053
2019,46-65 y.,Rural regions,Yes,0.40015,1387,1471,0.37511,0.42520
2019,46-65 y.,Rural regions,No,0.02038,84,1471,0.01315,0.02760
2019,66 and older,Urban regions,Yes,0.53363,1626,1708,0.50996,0.55729
2019,66 and older,Urban regions,No,0.02519,82,1708,0.01775,0.03262
2019,66 and older,Rural regions,Yes,0.62130,1048,1109,0.59274,0.64987
2019,66 and older,Rural regions,No,0.03425,61,1109,0.02354,0.04496
2021,17-29 y.,Urban regions,Yes,0.12394,276,333,0.08850,0.15939
2021,17-29 y.,Urban regions,No,0.01833,57,333,0.00390,0.03277
2021,17-29 y.,Rural regions,Yes,0.13816,132,132,0.07907,0.19725
2021,30-45 y.,Urban regions,Yes,0.17376,601,710,0.14587,0.20165
2021,30-45 y.,Urban regions,No,0.02764,109,710,0.01557,0.03970
2021,30-45 y.,Rural regions,Yes,0.22652,301,342,0.18209,0.27095
2021,30-45 y.,Rural regions,No,0.02272,41,342,0.00690,0.03853
2021,46-65 y.,Urban regions,Yes,0.32711,1433,1554,0.30378,0.35045
2021,46-65 y.,Urban regions,No,0.01889,121,1554,0.01212,0.02566
2021,46-65 y.,Rural regions,Yes,0.35223,817,891,0.32084,0.38361
2021,46-65 y.,Rural regions,No,0.03699,74,891,0.02459,0.04940
2021,66 and older,Urban regions,Yes,0.51023,1067,1132,0.48110,0.53937
2021,66 and older,Urban regions,No,0.02991,65,1132,0.01998,0.03984
2021,66 and older,Rural regions,Yes,0.56056,708,740,0.52477,0.59634
2021,66 and older,Rural regions,No,0.02390,32,740,0.01289,0.03491
