year,regtyp,ple0162,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2012,Urban regions,Yes,0.27237,5182,5543,0.26065,0.28409
2012,Urban regions,No,0.01686,361,5543,0.01347,0.02025
2012,Rural regions,Yes,0.30550,3286,3518,0.29028,0.32073
2012,Rural regions,No,0.01929,232,3518,0.01474,0.02384
2013,Urban regions,Yes,0.25943,5411,5791,0.24813,0.27072
2013,Urban regions,No,0.01538,380,5791,0.01221,0.01855
2013,Rural regions,Yes,0.28830,3177,3384,0.27303,0.30356
2013,Rural regions,No,0.01655,207,3384,0.01225,0.02085
2015,Urban regions,Yes,0.27116,4961,5453,0.25936,0.28296
2015,Urban regions,No,0.02749,492,5453,0.02315,0.03183
2015,Rural regions,Yes,0.29478,2893,3214,0.27902,0.31055
2015,Rural regions,No,0.03779,321,3214,0.03119,0.04438
2017,Urban regions,Yes,0.26727,5112,5457,0.25553,0.27902
2017,Urban regions,No,0.01612,345,5457,0.01278,0.01946
2017,Rural regions,Yes,0.30569,3190,3368,0.29012,0.32125
2017,Rural regions,No,0.01214,178,3368,0.00844,0.01584
2019,Urban regions,Yes,0.27271,5266,5726,0.26117,0.28424
2019,Urban regions,No,0.01791,460,5726,0.01448,0.02135
2019,Rural regions,Yes,0.31842,3134,3365,0.30267,0.33416
2019,Rural regions,No,0.01889,231,3365,0.01429,0.02349
2021,Urban regions,Yes,0.24913,3377,3729,0.23525,0.26302
2021,Urban regions,No,0.01985,352,3729,0.01537,0.02433
2021,Rural regions,Yes,0.29372,1958,2120,0.27432,0.31311
2021,Rural regions,No,0.02347,162,2120,0.01702,0.02991
