year,pgisced97,ple0162,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2012,Pre-primary Level,Yes,0.04847,44,44,-0.01572,0.11266
2012,Primary Level,Yes,0.50782,160,160,0.43011,0.58553
2012,Lower Secondary Level,Yes,0.40786,1115,1198,0.38002,0.43570
2012,Lower Secondary Level,No,0.02720,83,1198,0.01798,0.03641
2012,Upper Secondary Level,Yes,0.36157,4477,4775,0.34794,0.37520
2012,Upper Secondary Level,No,0.02182,298,4775,0.01768,0.02597
2012,Post-secondary Non-tertiary Level,Yes,0.27011,461,495,0.23096,0.30927
2012,Post-secondary Non-tertiary Level,No,0.01851,34,495,0.00662,0.03039
2012,First Stage of Tertiary Education,Yes,0.32784,584,584,0.28974,0.36595
2012,Second Stage of Tertiary Education,Yes,0.26601,1545,1673,0.24483,0.28719
2012,Second Stage of Tertiary Education,No,0.01878,128,1673,0.01227,0.02528
2013,Pre-primary Level,Yes,0.05633,57,57,-0.00406,0.11672
2013,Primary Level,Yes,0.41580,242,242,0.35358,0.47803
2013,Lower Secondary Level,Yes,0.39459,1224,1310,0.36811,0.42107
2013,Lower Secondary Level,No,0.02083,86,1310,0.01310,0.02857
2013,Upper Secondary Level,Yes,0.34732,4397,4672,0.33367,0.36097
2013,Upper Secondary Level,No,0.02158,275,4672,0.01742,0.02575
2013,Post-secondary Non-tertiary Level,Yes,0.22942,531,531,0.19363,0.26522
2013,First Stage of Tertiary Education,Yes,0.32972,540,578,0.29137,0.36808
2013,First Stage of Tertiary Education,No,0.01557,38,578,0.00547,0.02568
2013,Second Stage of Tertiary Education,Yes,0.24507,1486,1613,0.22408,0.26607
2013,Second Stage of Tertiary Education,No,0.01471,127,1613,0.00883,0.02059
2015,Pre-primary Level,Yes,0.03818,38,38,-0.02357,0.09992
2015,Primary Level,Yes,0.47993,191,191,0.40889,0.55097
2015,Lower Secondary Level,Yes,0.39307,1022,1092,0.36409,0.42205
2015,Lower Secondary Level,No,0.03226,70,1092,0.02177,0.04274
2015,Upper Secondary Level,Yes,0.36889,4074,4490,0.35477,0.38300
2015,Upper Secondary Level,No,0.04149,416,4490,0.03566,0.04733
2015,Post-secondary Non-tertiary Level,Yes,0.25253,481,531,0.21554,0.28952
2015,Post-secondary Non-tertiary Level,No,0.03212,50,531,0.01711,0.04713
2015,First Stage of Tertiary Education,Yes,0.33836,506,556,0.29900,0.37773
2015,First Stage of Tertiary Education,No,0.04230,50,556,0.02555,0.05904
2015,Second Stage of Tertiary Education,Yes,0.24234,1412,1595,0.22130,0.26338
2015,Second Stage of Tertiary Education,No,0.02780,183,1595,0.01973,0.03587
2017,Pre-primary Level,Yes,0.07705,40,40,-0.00664,0.16075
2017,Primary Level,Yes,0.43675,338,338,0.38380,0.48971
2017,Lower Secondary Level,Yes,0.39712,1050,1119,0.36844,0.42580
2017,Lower Secondary Level,No,0.02200,69,1119,0.01340,0.03059
2017,Upper Secondary Level,Yes,0.37568,4146,4353,0.36129,0.39007
2017,Upper Secondary Level,No,0.01558,207,4353,0.01190,0.01926
2017,Post-secondary Non-tertiary Level,Yes,0.26157,542,579,0.22574,0.29740
2017,Post-secondary Non-tertiary Level,No,0.01957,37,579,0.00828,0.03087
2017,First Stage of Tertiary Education,Yes,0.34044,534,534,0.30021,0.38067
2017,Second Stage of Tertiary Education,Yes,0.24417,1517,1654,0.22346,0.26488
2017,Second Stage of Tertiary Education,No,0.01996,137,1654,0.01322,0.02671
2019,Pre-primary Level,Yes,0.08107,37,37,-0.00809,0.17024
2019,Primary Level,Yes,0.45553,417,474,0.41065,0.50041
2019,Primary Level,No,0.03430,57,474,0.01790,0.05070
2019,Lower Secondary Level,Yes,0.40098,1002,1072,0.37163,0.43033
2019,Lower Secondary Level,No,0.02108,70,1072,0.01248,0.02969
2019,Upper Secondary Level,Yes,0.39152,4138,4429,0.37714,0.40589
2019,Upper Secondary Level,No,0.02185,291,4429,0.01754,0.02616
2019,Post-secondary Non-tertiary Level,Yes,0.27594,581,640,0.24128,0.31060
2019,Post-secondary Non-tertiary Level,No,0.02624,59,640,0.01384,0.03863
2019,First Stage of Tertiary Education,Yes,0.34009,526,526,0.29956,0.38061
2019,Second Stage of Tertiary Education,Yes,0.24431,1757,1934,0.22515,0.26346
2019,Second Stage of Tertiary Education,No,0.01877,177,1934,0.01272,0.02482
2021,Primary Level,Yes,0.43177,244,286,0.37426,0.48927
2021,Primary Level,No,0.01874,42,286,0.00300,0.03449
2021,Lower Secondary Level,Yes,0.42572,593,642,0.38744,0.46400
2021,Lower Secondary Level,No,0.02568,49,642,0.01344,0.03793
2021,Upper Secondary Level,Yes,0.36343,2441,2639,0.34507,0.38178
2021,Upper Secondary Level,No,0.02625,198,2639,0.02015,0.03235
2021,Post-secondary Non-tertiary Level,Yes,0.29727,397,441,0.25456,0.33997
2021,Post-secondary Non-tertiary Level,No,0.02345,44,441,0.00931,0.03759
2021,First Stage of Tertiary Education,Yes,0.28961,311,345,0.24167,0.33754
2021,First Stage of Tertiary Education,No,0.04576,34,345,0.02368,0.06785
2021,Second Stage of Tertiary Education,Yes,0.21188,1172,1292,0.18959,0.23417
2021,Second Stage of Tertiary Education,No,0.02120,120,1292,0.01334,0.02906
