"year","migback","regtyp","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"2000","direkter Migrationshintergrund","Ländlicher Raum","345.46","377.5","291","200","300","400","450","600","333.07","357.85","20","999","375","385"
"2000","direkter Migrationshintergrund","Städtischer Raum","344.66","377.5","1442","200","300","400","400","560","339.73","349.59","0","800","375","380"
"2000","indirekter Migrationshintergrund","Ländlicher Raum","354.05","325","59","250","300","385","400","650","329.6","378.5","100","650","350","385"
"2000","indirekter Migrationshintergrund","Städtischer Raum","350.56","378.5","405","200","350","400","405","550","341.69","359.43","0","600","370","380"
"2000","kein Migrationshintergrund","Ländlicher Raum","356.98","382.5","4236","200","300","400","450","600","353.93","360.03","0","990","380","385"
"2000","kein Migrationshintergrund","Städtischer Raum","343.21","372.5","6748","200","300","400","450","600","340.58","345.84","0","860","375","380"
"2000","Migrationshintergrund - n. w. differenzierbar","Ländlicher Raum","","","","","","","","","","","","","",""
"2000","Migrationshintergrund - n. w. differenzierbar","Städtischer Raum","","","","","","","","","","","","","",""
"2001","direkter Migrationshintergrund","Ländlicher Raum","348.37","372.5","264","200","305","400","400","600","337.17","359.57","30","600","360","380"
"2001","direkter Migrationshintergrund","Städtischer Raum","347","379","1306","200","300","400","400","550","341.67","352.33","0","900","375","380"
"2001","indirekter Migrationshintergrund","Ländlicher Raum","335.88","355","57","200","300","400","400","500","311.46","360.3","100","500","350","385"
"2001","indirekter Migrationshintergrund","Städtischer Raum","357.86","377.5","385","200","320","400","450","700","348.11","367.61","0","800","380","387"
"2001","kein Migrationshintergrund","Ländlicher Raum","358.43","384","3865","200","300","400","450","650","355.16","361.7","0","900","385","385"
"2001","kein Migrationshintergrund","Städtischer Raum","344.58","379","6299","200","300","400","450","600","341.88","347.28","0","999","375","380"
"2001","Migrationshintergrund - n. w. differenzierbar","Ländlicher Raum","","","","","","","","","","","","","",""
"2001","Migrationshintergrund - n. w. differenzierbar","Städtischer Raum","","","","","","","","","","","","","",""
"2002","direkter Migrationshintergrund","Ländlicher Raum","329.9","372.5","242","150","300","400","400","500","316.23","343.57","0","600","360","380"
"2002","direkter Migrationshintergrund","Städtischer Raum","341.17","372.5","1217","200","300","400","400","540","335.55","346.79","0","700","370","380"
"2002","indirekter Migrationshintergrund","Ländlicher Raum","327.9","345","58","200","300","390","400","500","298.89","356.91","80","500","300","380"
"2002","indirekter Migrationshintergrund","Städtischer Raum","344.48","372.5","392","193","300","400","450","600","334.05","354.91","0","700","370","380"
"2002","kein Migrationshintergrund","Ländlicher Raum","355.33","379","3936","200","300","400","450","600","352.08","358.58","0","999","380","385"
"2002","kein Migrationshintergrund","Städtischer Raum","342.61","374.5","6985","200","300","400","450","600","339.94","345.28","0","999","375","380"
"2002","Migrationshintergrund - n. w. differenzierbar","Ländlicher Raum","","","","","","","","","","","","","",""
"2002","Migrationshintergrund - n. w. differenzierbar","Städtischer Raum","","","","","","","","","","","","","",""
"2003","direkter Migrationshintergrund","Ländlicher Raum","320.68","355","229","150","250","400","420","500","306.57","334.79","0","600","350","380"
"2003","direkter Migrationshintergrund","Städtischer Raum","341.53","377.5","1120","200","300","400","400","600","335.3","347.76","0","910","370","380"
"2003","indirekter Migrationshintergrund","Ländlicher Raum","328.47","365","58","200","300","385","400","550","301.66","355.28","100","550","350","385"
"2003","indirekter Migrationshintergrund","Städtischer Raum","354.47","377.5","398","200","300","400","450","600","343.37","365.57","40","999","375","385"
"2003","kein Migrationshintergrund","Ländlicher Raum","355.29","382.5","3752","200","300","400","450","600","351.95","358.63","0","900","380","385"
