"year","quintil_oecd","sampreg","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"2000","1 Einkommensschwächstes Quintil","Ostdeutschland","370.53","395","850","270","350","400","450","600","364.3","376.76","0","800","400","400"
"2000","1 Einkommensschwächstes Quintil","Westdeutschland","335.66","372.5","1666","150","260","400","450","600","329.93","341.39","0","990","375","380"
"2000","2","Ostdeutschland","374.48","395","985","300","350","400","450","600","369.26","379.7","0","999","400","400"
"2000","2","Westdeutschland","338.75","372.5","2492","193","300","400","400","600","334.47","343.03","0","990","370","375"
"2000","3","Ostdeutschland","364.99","382.5","626","300","350","400","400","500","359.05","370.93","40","850","380","400"
"2000","3","Westdeutschland","340.8","372.5","2255","200","300","400","440","600","336.41","345.19","0","900","360","375"
"2000","4","Ostdeutschland","363.07","377.5","450","300","350","400","450","600","354.83","371.31","0","700","380","390"
"2000","4","Westdeutschland","347.97","372.5","2146","200","300","400","430","600","343.59","352.35","0","860","370","380"
"2000","5 Einkommensstärkstes Quintil","Ostdeutschland","370.76","395","177","250","350","400","450","600","356.77","384.75","80","720","380","400"
"2000","5 Einkommensstärkstes Quintil","Westdeutschland","352.14","377.5","1534","200","300","400","500","650","346.52","357.76","0","800","370","380"
"2001","1 Einkommensschwächstes Quintil","Ostdeutschland","375.41","395","681","300","350","400","425","800","368.08","382.74","0","900","400","400"
"2001","1 Einkommensschwächstes Quintil","Westdeutschland","333.02","372.5","1480","150","300","400","420","600","327.07","338.97","0","900","370","380"
"2001","2","Ostdeutschland","369.48","395","911","300","350","400","435","600","364.34","374.62","0","800","400","400"
"2001","2","Westdeutschland","338.64","372.5","2181","160","300","400","430","600","333.82","343.46","0","999","370","375"
"2001","3","Ostdeutschland","369.61","382.5","613","300","350","400","400","600","363.52","375.7","60","800","380","400"
"2001","3","Westdeutschland","346.83","378.5","2070","200","300","400","450","600","342.27","351.39","0","800","375","380"
"2001","4","Ostdeutschland","365.46","377.5","486","250","300","400","450","600","357.6","373.32","0","800","380","400"
"2001","4","Westdeutschland","349.25","379","2029","200","300","400","450","600","344.73","353.77","0","800","375","380"
"2001","5 Einkommensstärkstes Quintil","Ostdeutschland","378.06","395","202","270","350","400","500","600","366.24","389.88","40","700","380","400"
"2001","5 Einkommensstärkstes Quintil","Westdeutschland","354.05","377.5","1523","200","300","400","500","630","348.34","359.76","0","990","380","385"
"2002","1 Einkommensschwächstes Quintil","Ostdeutschland","377.02","395","581","300","350","400","450","600","370.48","383.56","30","800","400","400"
"2002","1 Einkommensschwächstes Quintil","Westdeutschland","322.32","352.5","1218","150","250","400","400","600","315.51","329.13","0","999","350","375"
"2002","2","Ostdeutschland","367.72","397.5","733","300","350","400","420","600","361.99","373.45","0","700","400","400"
"2002","2","Westdeutschland","334.85","372.5","1929","160","300","400","400","600","329.83","339.87","0","840","370","375"
"2002","3","Ostdeutschland","373.84","395","641","300","350","400","430","600","367.57","380.11","0","950","385","400"
"2002","3","Westdeutschland","343.07","372.5","1886","200","300","400","430","600","338.15","347.99","0","990","370","375"
"2002","4","Ostdeutschland","366.46","382.5","523","300","350","400","400","550","359.57","373.35","0","800","380","400"
"2002","4","Westdeutschland","346.78","374.5","2280","200","300","400","450","600","342.39","351.17","0","800","375","380"
"2002","5 Einkommensstärkstes Quintil","Ostdeutschland","387.15","399","373","300","350","400","500","700","375.99","398.31","0","900","385","400"
"2002","5 Einkommensstärkstes Quintil","Westdeutschland","352.04","377.5","2666","200","300","400","500","650","347.43","356.65","0","999","370","380"
"2003","1 Einkommensschwächstes Quintil","Ostdeutschland","376.3","395","565","300","350","400","450","600","369.35","383.25","0","800","400","400"
"2003","1 Einkommensschwächstes Quintil","Westdeutschland","323.98","372.5","1060","150","250","400","400","600","316.75","331.21","0","910","355","375"
"2003","2","Ostdeutschland","370.83","397.5","727","300","350","400","420","600","364.84","376.82","0","700","400","400"
"2003","2","Westdeutschland","334.65","367.5","1839","180","270","400","450","600","329.37","339.93","0","999","365","375"
"2003","3","Ostdeutschland","369","395","580","300","350","400","438","600","361.93","376.07","0","900","380","400"
"2003","3","Westdeutschland","340.22","372.5","1872","193","300","400","420","600","335.4","345.04","0","850","370","375"
"2003","4","Ostdeutschland","373.06","382.5","549","300","350","400","450","650","365.86","380.26","0","850","380","400"
"2003","4","Westdeutschland","347.73","377.5","2225","200","300","400","450","600","343.34","352.12","0","900","375","380"
"2003","5 Einkommensstärkstes Quintil","Ostdeutschland","382.3","397.5","319","250","350","400","500","700","371.46","393.14","0","840","400","400"
"2003","5 Einkommensstärkstes Quintil","Westdeutschland","354.86","377.5","2433","200","300","400","500","600","350.13","359.59","0","999","375","380"
