"year","age_gr","migback","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"2000","17-29","direkter Migrationshintergrund","362.25","382.5","314","200","350","400","450","600","350.84","373.66","20","999","375","400"
"2000","17-29","indirekter Migrationshintergrund","352","372.5","333","250","350","400","400","550","342.09","361.91","0","650","365","380"
"2000","17-29","kein Migrationshintergrund","363.09","384","2000","240","350","400","450","600","358.77","367.41","0","800","385","385"
"2000","17-29","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2000","30-45","direkter Migrationshintergrund","347.43","372.5","795","200","300","400","420","600","340.88","353.98","0","800","375","380"
"2000","30-45","indirekter Migrationshintergrund","357.36","378.5","116","240","300","400","425","600","341.77","372.95","70","600","350","385"
"2000","30-45","kein Migrationshintergrund","352.15","377.5","5399","200","300","400","450","620","349.28","355.02","0","990","375","380"
"2000","30-45","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2000","46-65","direkter Migrationshintergrund","333.73","372.5","618","200","300","400","400","500","326.04","341.42","0","720","360","380"
"2000","46-65","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2000","46-65","kein Migrationshintergrund","337.7","372.5","3520","200","300","400","410","600","334.14","341.26","0","800","370","380"
"2000","46-65","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2000","66","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2000","66","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2000","66","kein Migrationshintergrund","209.23","180","65","30","100","350","400","700","171.83","246.63","0","700","140","250"
"2000","66","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2001","17-29","direkter Migrationshintergrund","346.62","377.5","278","170","320","400","400","600","334.35","358.89","20","700","380","390"
"2001","17-29","indirekter Migrationshintergrund","359.33","377.5","301","240","350","400","420","600","349.13","369.53","0","800","375","385"
"2001","17-29","kein Migrationshintergrund","362.05","382.5","1816","200","350","400","450","600","357.18","366.92","0","800","385","390"
"2001","17-29","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2001","30-45","direkter Migrationshintergrund","351.62","372.5","733","200","300","400","400","500","344.8","358.44","0","900","370","380"
"2001","30-45","indirekter Migrationshintergrund","348","382.5","123","192","300","400","450","600","329.09","366.91","0","600","375","400"
"2001","30-45","kein Migrationshintergrund","354.21","379","4896","200","300","400","450","600","351.25","357.17","0","990","380","380"
"2001","30-45","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2001","46-65","direkter Migrationshintergrund","345.74","372.5","550","200","300","400","400","600","337.86","353.62","0","600","360","380"
"2001","46-65","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2001","46-65","kein Migrationshintergrund","340.72","372.5","3379","200","300","400","420","600","337.08","344.36","0","999","375","380"
"2001","46-65","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2001","66","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2001","66","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2001","66","kein Migrationshintergrund","200.54","135","73","20","60","300","400","600","164.36","236.72","0","600","105","250"
"2001","66","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2002","17-29","direkter Migrationshintergrund","339.99","377.5","236","200","300","400","400","500","327.75","352.23","0","500","370","380"
"2002","17-29","indirekter Migrationshintergrund","348.5","372.5","280","250","350","400","400","500","337.35","359.65","40","600","370","380"
"2002","17-29","kein Migrationshintergrund","363.54","382.5","1787","250","350","400","450","600","358.62","368.46","0","900","380","385"
"2002","17-29","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2002","30-45","direkter Migrationshintergrund","343.75","377.5","662","200","300","400","400","600","336.07","351.43","0","700","375","385"
"2002","30-45","indirekter Migrationshintergrund","350.25","372.5","137","200","300","400","450","600","332.68","367.82","60","700","370","390"
"2002","30-45","kein Migrationshintergrund","350.5","379","5003","200","300","400","450","600","347.47","353.53","0","999","375","380"
"2002","30-45","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2002","46-65","direkter Migrationshintergrund","339.72","372.5","552","200","300","400","400","500","331.23","348.21","0","600","350","380"
"2002","46-65","indirekter Migrationshintergrund","266.37","275","31","40","90","400","450","600","204.66","328.08","0","600","220","385"
"2002","46-65","kein Migrationshintergrund","337.11","373.5","4037","200","300","400","440","600","333.71","340.51","0","900","375","380"
"2002","46-65","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2002","66","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2002","66","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2002","66","kein Migrationshintergrund","252.95","190","94","50","100","380","400","980","214.92","290.98","0","980","150","250"
"2002","66","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2003","17-29","direkter Migrationshintergrund","330.34","372.5","195","150","300","400","400","500","315.77","344.91","40","600","350","380"
"2003","17-29","indirekter Migrationshintergrund","357.27","377.5","273","200","350","400","480","560","343.85","370.69","40","999","370","385"
"2003","17-29","kein Migrationshintergrund","357.97","382.5","1701","200","350","400","450","560","352.93","363.01","0","850","380","385"
"2003","17-29","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2003","30-45","direkter Migrationshintergrund","350.22","377.5","609","200","300","400","450","600","342.08","358.36","0","910","375","380"
"2003","30-45","indirekter Migrationshintergrund","345.87","365","154","200","300","400","450","600","329.33","362.41","95","600","350","385"
"2003","30-45","kein Migrationshintergrund","350.38","377.5","4640","200","300","400","450","600","347.28","353.48","0","999","380","380"
"2003","30-45","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2003","46-65","direkter Migrationshintergrund","333.46","365","533","180","300","400","400","550","324.4","342.52","0","600","350","375"
"2003","46-65","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2003","46-65","kein Migrationshintergrund","343.28","377.5","3923","200","300","400","450","600","339.92","346.64","0","900","380","380"
"2003","46-65","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2003","66","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2003","66","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2003","66","kein Migrationshintergrund","216.29","145","100","75","100","300","500","760","183.78","248.8","0","760","150","200"
"2003","66","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2004","17-29","direkter Migrationshintergrund","353.88","377.5","180","200","300","400","400","500","339.08","368.68","0","800","360","385"
"2004","17-29","indirekter Migrationshintergrund","353.3","377.5","262","200","350","400","420","550","340.55","366.05","20","990","370","380"
"2004","17-29","kein Migrationshintergrund","361.12","382.5","1676","250","350","400","420","600","356.25","365.99","0","900","385","390"
"2004","17-29","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2004","30-45","direkter Migrationshintergrund","347.13","372.5","584","200","300","400","420","600","339.02","355.24","0","800","360","380"
"2004","30-45","indirekter Migrationshintergrund","351.15","377.5","169","200","300","400","450","500","335.79","366.51","30","600","350","385"
"2004","30-45","kein Migrationshintergrund","354.93","379","4367","200","300","400","450","600","351.76","358.1","0","999","380","385"
"2004","30-45","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2004","46-65","direkter Migrationshintergrund","346.2","372.5","485","200","300","400","420","550","337.38","355.02","0","600","355","380"
"2004","46-65","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2004","46-65","kein Migrationshintergrund","343.05","377.5","3923","200","300","400","420","600","339.74","346.36","0","990","375","380"
"2004","46-65","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2004","66","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2004","66","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2004","66","kein Migrationshintergrund","210.7","190","113","40","100","300","450","600","181.68","239.72","0","700","150","240"
"2004","66","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
