"year","bildungsniveau","migback","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"2000","(Fach-)Abitur","direkter Migrationshintergrund","342.89","377.5","298","200","300","400","420","550","331.54","354.24","45","720","360","385"
"2000","(Fach-)Abitur","indirekter Migrationshintergrund","342.98","377.5","56","200","300","400","420","650","313.05","372.91","40","650","350","400"
"2000","(Fach-)Abitur","kein Migrationshintergrund","336.16","355","1017","160","300","400","450","700","328.71","343.61","0","800","350","380"
"2000","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2000","(noch) kein Abschluss","direkter Migrationshintergrund","357.17","382.5","106","200","350","400","450","600","336.81","377.53","0","600","350","390"
"2000","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2000","(noch) kein Abschluss","kein Migrationshintergrund","290.66","325","75","80","150","400","500","680","254.51","326.81","0","680","200","380"
"2000","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2000","AkademikerIn","direkter Migrationshintergrund","330.77","355","253","180","270","400","450","600","317.72","343.82","0","600","350","380"
"2000","AkademikerIn","indirekter Migrationshintergrund","367.08","392.5","43","200","350","400","450","600","336.04","398.12","80","600","350","400"
"2000","AkademikerIn","kein Migrationshintergrund","357.38","384.5","2367","200","300","400","450","600","353.42","361.34","0","800","380","385"
"2000","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2000","Hauptschule","direkter Migrationshintergrund","349.68","377.5","913","200","320","400","400","520","343.64","355.72","0","800","375","380"
"2000","Hauptschule","indirekter Migrationshintergrund","360.57","377.5","203","250","350","400","400","550","350.08","371.06","60","560","375","380"
"2000","Hauptschule","kein Migrationshintergrund","344.37","379","3582","200","300","400","425","600","340.68","348.06","0","990","375","380"
"2000","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2000","Realschule","direkter Migrationshintergrund","344.41","365","158","200","300","400","400","999","328.88","359.94","70","999","350","380"
"2000","Realschule","indirekter Migrationshintergrund","345.85","335","156","250","320","400","400","500","331.83","359.87","0","600","350","380"
"2000","Realschule","kein Migrationshintergrund","350.58","377.5","3934","200","300","400","430","600","347.43","353.73","0","990","380","380"
"2000","Realschule","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2001","(Fach-)Abitur","direkter Migrationshintergrund","339.9","372.5","272","200","300","400","400","600","327.07","352.73","50","900","350","380"
"2001","(Fach-)Abitur","indirekter Migrationshintergrund","313.4","342.5","63","100","230","400","450","500","284.19","342.61","0","600","350","385"
"2001","(Fach-)Abitur","kein Migrationshintergrund","339.2","372.5","988","160","300","400","450","600","331.71","346.69","0","990","370","380"
"2001","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2001","(noch) kein Abschluss","direkter Migrationshintergrund","338.85","365","77","120","350","400","420","600","313.13","364.57","0","600","350","380"
"2001","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2001","(noch) kein Abschluss","kein Migrationshintergrund","251.8","190","98","60","100","400","480","600","220.12","283.48","10","660","120","300"
"2001","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2001","AkademikerIn","direkter Migrationshintergrund","333.34","345","225","200","300","400","420","600","320.02","346.66","0","600","350","380"
"2001","AkademikerIn","indirekter Migrationshintergrund","387.01","390","43","200","300","400","500","700","357.25","416.77","120","700","380","400"
"2001","AkademikerIn","kein Migrationshintergrund","362.03","382.5","2222","210","300","400","480","600","357.99","366.07","0","800","385","390"
"2001","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2001","Hauptschule","direkter Migrationshintergrund","357.5","379","847","200","350","400","420","550","351.4","363.6","0","800","375","385"
"2001","Hauptschule","indirekter Migrationshintergrund","361.52","377.5","186","250","350","400","450","600","349.22","373.82","0","600","375","387"
"2001","Hauptschule","kein Migrationshintergrund","344.9","379","3145","200","300","400","450","600","340.98","348.82","0","999","375","380"
"2001","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2001","Realschule","direkter Migrationshintergrund","337.52","377.5","141","200","300","400","400","500","321.32","353.72","20","600","355","380"
"2001","Realschule","indirekter Migrationshintergrund","366.48","377.5","137","300","350","400","405","800","351.02","381.94","60","800","370","385"
"2001","Realschule","kein Migrationshintergrund","351.68","379","3675","200","300","400","450","600","348.38","354.98","0","900","380","380"
"2001","Realschule","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2002","(Fach-)Abitur","direkter Migrationshintergrund","341.43","377.5","259","200","300","400","400","500","329.28","353.58","20","600","350","380"
"2002","(Fach-)Abitur","indirekter Migrationshintergrund","315.27","325","68","120","250","400","450","550","283.14","347.4","80","700","300","400"
"2002","(Fach-)Abitur","kein Migrationshintergrund","337.34","372.5","1136","150","300","400","450","600","330.07","344.61","0","999","360","380"
"2002","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2002","(noch) kein Abschluss","direkter Migrationshintergrund","310.64","325","70","100","250","400","400","480","282.87","338.41","0","480","300","380"
"2002","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2002","(noch) kein Abschluss","kein Migrationshintergrund","269.14","275","93","80","150","385","450","600","236.85","301.43","0","700","120","250"
"2002","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2002","AkademikerIn","direkter Migrationshintergrund","338.25","335","250","200","300","400","450","600","324.67","351.83","0","600","350","400"
"2002","AkademikerIn","indirekter Migrationshintergrund","369.3","377.5","56","250","320","400","450","600","344.67","393.93","90","600","375","400"
"2002","AkademikerIn","kein Migrationshintergrund","364.01","382.5","2927","220","300","400","480","650","360.14","367.88","0","999","385","390"
"2002","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2002","Hauptschule","direkter Migrationshintergrund","345.1","377.5","735","200","350","400","400","550","337.97","352.23","0","700","375","380"
"2002","Hauptschule","indirekter Migrationshintergrund","343.14","372.5","162","200","350","400","400","600","327.79","358.49","0","600","365","385"
"2002","Hauptschule","kein Migrationshintergrund","339","374.5","2937","200","300","400","400","600","334.97","343.03","0","980","375","380"
"2002","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
