"year","quintil_oecd","regtyp","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"2000","1 Einkommensschwächstes Quintil","Ländlicher Raum","354.25","377.5","1065","200","300","400","450","600","347.79","360.71","0","990","380","400"
"2000","1 Einkommensschwächstes Quintil","Städtischer Raum","339.18","377.5","1451","150","300","400","450","600","333.25","345.11","0","800","375","380"
"2000","2","Ländlicher Raum","359.97","382.5","1391","200","350","400","450","600","354.8","365.14","0","999","385","400"
"2000","2","Städtischer Raum","339.06","372.5","2086","193","300","400","400","600","334.48","343.64","0","800","370","375"
"2000","3","Ländlicher Raum","351.29","377.5","980","200","300","400","450","550","345.11","357.47","0","900","380","385"
"2000","3","Städtischer Raum","342.06","372.5","1901","200","300","400","420","600","337.45","346.67","0","800","370","380"
"2000","4","Ländlicher Raum","354.69","377.5","756","200","300","400","450","600","347.69","361.69","0","700","370","385"
"2000","4","Städtischer Raum","348.12","372.5","1840","200","300","400","430","600","343.44","352.8","0","860","370","380"
"2000","5 Einkommensstärkstes Quintil","Ländlicher Raum","362.3","382.5","394","200","300","400","450","650","351.4","373.2","0","720","370","400"
"2000","5 Einkommensstärkstes Quintil","Städtischer Raum","351.15","377.5","1317","200","300","400","500","650","345.16","357.14","0","800","370","380"
"2001","1 Einkommensschwächstes Quintil","Ländlicher Raum","353.7","382.5","902","200","300","400","450","600","346.62","360.78","0","900","380","400"
"2001","1 Einkommensschwächstes Quintil","Städtischer Raum","336.83","372.5","1259","150","300","400","400","600","330.47","343.19","0","900","370","380"
"2001","2","Ländlicher Raum","357.04","382.5","1236","200","300","400","450","600","351.52","362.56","0","900","380","390"
"2001","2","Städtischer Raum","339.37","379","1856","160","300","400","420","600","334.31","344.43","0","999","375","380"
"2001","3","Ländlicher Raum","354.46","377.5","901","200","300","400","440","600","347.79","361.13","0","800","380","385"
"2001","3","Städtischer Raum","348.8","378.5","1782","200","300","400","435","600","344.17","353.43","0","800","375","380"
"2001","4","Ländlicher Raum","359.88","377.5","746","250","300","400","450","650","352.66","367.1","0","800","380","385"
"2001","4","Städtischer Raum","348.4","379","1769","200","300","400","450","600","343.67","353.13","0","800","370","380"
"2001","5 Einkommensstärkstes Quintil","Ländlicher Raum","368.33","387.5","401","200","300","400","500","650","357.52","379.14","0","700","380","400"
"2001","5 Einkommensstärkstes Quintil","Städtischer Raum","352.57","377.5","1324","200","300","400","460","600","346.59","358.55","0","990","375","385"
"2002","1 Einkommensschwächstes Quintil","Ländlicher Raum","350.85","382.5","739","200","300","400","445","600","343.28","358.42","0","999","380","400"
"2002","1 Einkommensschwächstes Quintil","Städtischer Raum","326.26","357.5","1060","150","250","400","400","600","319.27","333.25","0","800","350","375"
"2002","2","Ländlicher Raum","359.61","383.5","996","200","320","400","450","600","353.7","365.52","0","840","385","400"
"2002","2","Städtischer Raum","332.27","372.5","1666","160","300","400","400","600","326.97","337.57","0","800","360","375"
"2002","3","Ländlicher Raum","350.15","377.5","925","200","300","400","430","600","343.64","356.66","0","950","380","385"
"2002","3","Städtischer Raum","348.33","377.5","1602","200","300","400","430","600","343.18","353.48","0","990","375","380"
"2002","4","Ländlicher Raum","349.26","379","896","200","300","400","450","600","342.51","356.01","0","770","380","385"
"2002","4","Städtischer Raum","349.27","379","1907","200","300","400","440","600","344.65","353.89","0","800","375","380"
"2002","5 Einkommensstärkstes Quintil","Ländlicher Raum","356.25","372.5","680","200","300","400","500","700","347.05","365.45","0","980","360","385"
"2002","5 Einkommensstärkstes Quintil","Städtischer Raum","354.13","377.5","2359","200","300","400","500","650","349.29","358.97","0","999","375","385"
"2003","1 Einkommensschwächstes Quintil","Ländlicher Raum","347.23","382.5","679","200","300","400","420","560","339.41","355.05","0","800","380","400"
"2003","1 Einkommensschwächstes Quintil","Städtischer Raum","331.8","372.5","946","150","280","400","400","630","324.4","339.2","10","910","370","380"
"2003","2","Ländlicher Raum","349.59","377.5","989","200","300","400","420","600","343.28","355.9","0","800","380","390"
"2003","2","Städtischer Raum","337.9","372.5","1577","160","300","400","450","600","332.33","343.47","0","999","370","380"
"2003","3","Ländlicher Raum","351.07","377.5","858","200","300","400","450","600","344.4","357.74","0","900","380","385"
"2003","3","Städtischer Raum","342.56","372.5","1594","200","300","400","420","600","337.41","347.71","0","850","370","380"
"2003","4","Ländlicher Raum","356.2","377.5","879","200","300","400","450","600","349.38","363.02","0","900","380","385"
"2003","4","Städtischer Raum","349.02","377.5","1895","200","300","400","420","600","344.41","353.63","0","900","375","380"
"2003","5 Einkommensstärkstes Quintil","Ländlicher Raum","363.17","387.5","634","200","300","400","500","650","353.86","372.48","0","840","380","400"
"2003","5 Einkommensstärkstes Quintil","Städtischer Raum","354.94","382.5","2118","200","300","400","500","600","349.97","359.91","0","999","375","385"
"2004","1 Einkommensschwächstes Quintil","Ländlicher Raum","352.69","382.5","659","200","300","400","420","600","345.2","360.18","0","720","380","400"
"2004","1 Einkommensschwächstes Quintil","Städtischer Raum","336.46","377.5","928","150","300","400","425","600","328.89","344.03","0","999","370","380"
"2004","2","Ländlicher Raum","360.65","395","894","200","350","400","450","700","354.01","367.29","0","900","385","400"
"2004","2","Städtischer Raum","343.38","379","1559","200","300","400","400","600","337.99","348.77","0","800","375","380"
"2004","3","Ländlicher Raum","351.96","382.5","847","200","300","400","420","600","345.02","358.9","0","990","380","385"
"2004","3","Städtischer Raum","341.11","372.5","1421","200","300","400","400","560","335.81","346.41","0","800","360","380"
"2004","4","Ländlicher Raum","358.51","377.5","847","215","320","400","450","600","351.95","365.07","0","750","380","390"
"2004","4","Städtischer Raum","349.89","377.5","1861","200","300","400","420","600","345.21","354.57","0","900","375","380"
"2004","5 Einkommensstärkstes Quintil","Ländlicher Raum","359.26","382.5","659","200","300","400","450","600","350.72","367.8","0","800","375","400"
"2004","5 Einkommensstärkstes Quintil","Städtischer Raum","356.45","377.5","2127","200","300","400","500","600","351.64","361.26","0","999","380","385"
"2005","1 Einkommensschwächstes Quintil","Ländlicher Raum","349.26","377.5","613","200","300","400","400","600","341.67","356.85","0","840","380","400"
"2005","1 Einkommensschwächstes Quintil","Städtischer Raum","339.61","377.5","898","150","300","400","450","700","331.74","347.48","0","990","375","385"
"2005","2","Ländlicher Raum","360.44","395","828","200","350","400","450","600","353.39","367.49","0","990","385","400"
"2005","2","Städtischer Raum","342.34","379","1341","160","300","400","420","600","336.46","348.22","0","720","380","385"
"2005","3","Ländlicher Raum","351.64","382.5","796","200","300","400","440","600","344.47","358.81","0","700","380","400"
"2005","3","Städtischer Raum","343.53","377.5","1367","200","300","400","420","600","337.79","349.27","0","990","370","380"
"2005","4","Ländlicher Raum","360.1","382.5","790","200","300","400","450","600","353.56","366.64","40","700","380","400"
"2005","4","Städtischer Raum","352.28","377.5","1818","200","300","400","450","600","347.7","356.86","0","700","375","385"
"2005","5 Einkommensstärkstes Quintil","Ländlicher Raum","361.47","382.5","661","200","300","400","450","660","353.08","369.86","0","800","380","400"
"2005","5 Einkommensstärkstes Quintil","Städtischer Raum","366.47","387.5","2075","200","300","400","500","600","361.77","371.17","0","999","380","390"
"2006","1 Einkommensschwächstes Quintil","Ländlicher Raum","353.55","397.5","718","200","300","400","420","600","346.41","360.69","8","800","400","400"
