"erwst","year","quintil_oecd","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"Andere","1995","1 Einkommensschwächstes Quintil","Ländlicher Raum","148","0.0703214315523964","0.0589960717413306","0.0816467913634623"
"Andere","1995","1 Einkommensschwächstes Quintil","Städtischer Raum","229","0.0747394368674991","0.065405253775427","0.0840736199595711"
"Andere","1995","2","Ländlicher Raum","83","0.0512515813856657","0.0396509260011785","0.062852236770153"
"Andere","1995","2","Städtischer Raum","120","0.0391348108537947","0.0314936191969588","0.0467760025106307"
"Andere","1995","3","Ländlicher Raum","37","0.0405248364959692","0.0258859108049004","0.0551637621870379"
"Andere","1995","3","Städtischer Raum","66","0.0387742173512554","0.029046457226988","0.0485019774755228"
"Andere","1995","4","Ländlicher Raum","13","","",""
"Andere","1995","4","Städtischer Raum","31","0.0262211236220425","0.016669005537483","0.0357732417066021"
"Andere","1995","5 Einkommensstärkstes Quintil","Ländlicher Raum","3","","",""
"Andere","1995","5 Einkommensstärkstes Quintil","Städtischer Raum","15","","",""
"nicht erwerbstätig","1995","1 Einkommensschwächstes Quintil","Ländlicher Raum","1009","0.583302248517089","0.561464937927703","0.605139559106476"
"nicht erwerbstätig","1995","1 Einkommensschwächstes Quintil","Städtischer Raum","1688","0.611056576028403","0.593752305085064","0.628360846971741"
"nicht erwerbstätig","1995","2","Ländlicher Raum","535","0.457840605051817","0.431630183533954","0.48405102656968"
"nicht erwerbstätig","1995","2","Städtischer Raum","1002","0.490888278798965","0.471189190699984","0.510587366897946"
"nicht erwerbstätig","1995","3","Ländlicher Raum","184","0.353354181743538","0.31786711884019","0.388841244646887"
"nicht erwerbstätig","1995","3","Städtischer Raum","486","0.375350874029316","0.350952245715749","0.399749502342883"
"nicht erwerbstätig","1995","4","Ländlicher Raum","85","0.280697181874222","0.236826894924114","0.324567468824329"
"nicht erwerbstätig","1995","4","Städtischer Raum","270","0.282609942321613","0.255693648910353","0.309526235732874"
"nicht erwerbstätig","1995","5 Einkommensstärkstes Quintil","Ländlicher Raum","26","","",""
"nicht erwerbstätig","1995","5 Einkommensstärkstes Quintil","Städtischer Raum","145","0.2797504525016","0.243622143042895","0.315878761960306"
"Teilzeit","1995","1 Einkommensschwächstes Quintil","Ländlicher Raum","128","0.0635696853922878","0.0527627013404678","0.0743766694441078"
"Teilzeit","1995","1 Einkommensschwächstes Quintil","Städtischer Raum","191","0.0624579269791686","0.0538686116901846","0.0710472422681526"
"Teilzeit","1995","2","Ländlicher Raum","97","0.066667017834115","0.0535441976218884","0.0797898380463417"
"Teilzeit","1995","2","Städtischer Raum","222","0.0822611281670724","0.0714342029367736","0.0930880533973712"
"Teilzeit","1995","3","Ländlicher Raum","50","0.0822024193723621","0.061811000015553","0.102593838729171"
"Teilzeit","1995","3","Städtischer Raum","116","0.0737791039651109","0.0606070772581793","0.0869511306720425"
"Teilzeit","1995","4","Ländlicher Raum","24","","",""
"Teilzeit","1995","4","Städtischer Raum","83","0.0797546223451289","0.0635598960414047","0.095949348648853"
"Teilzeit","1995","5 Einkommensstärkstes Quintil","Ländlicher Raum","14","","",""
"Teilzeit","1995","5 Einkommensstärkstes Quintil","Städtischer Raum","51","0.0881951231761039","0.0653710061584518","0.111019240193756"
"voll erwerbstätig","1995","1 Einkommensschwächstes Quintil","Ländlicher Raum","673","0.282806634538226","0.262858390351053","0.3027548787254"
"voll erwerbstätig","1995","1 Einkommensschwächstes Quintil","Städtischer Raum","941","0.25174606012493","0.236340580418935","0.267151539830925"
"voll erwerbstätig","1995","2","Ländlicher Raum","673","0.424240795728402","0.39824039646672","0.450241194990085"
"voll erwerbstätig","1995","2","Städtischer Raum","1130","0.387715782180168","0.368516653661699","0.406914910698637"
"voll erwerbstätig","1995","3","Ländlicher Raum","426","0.52391856238813","0.486841593786098","0.560995530990162"
"voll erwerbstätig","1995","3","Städtischer Raum","845","0.512095804654317","0.486909090567078","0.537282518741557"
"voll erwerbstätig","1995","4","Ländlicher Raum","281","0.607116721150812","0.559433735812332","0.654799706489292"
"voll erwerbstätig","1995","4","Städtischer Raum","691","0.611414311711216","0.582276625652581","0.64055199776985"
"voll erwerbstätig","1995","5 Einkommensstärkstes Quintil","Ländlicher Raum","90","0.632492465835633","0.550554897303614","0.714430034367652"
"voll erwerbstätig","1995","5 Einkommensstärkstes Quintil","Städtischer Raum","382","0.603641170106527","0.564272165052776","0.643010175160277"
"Andere","1996","1 Einkommensschwächstes Quintil","Ländlicher Raum","128","0.0583440007042341","0.0472539459343345","0.0694340554741337"
"Andere","1996","1 Einkommensschwächstes Quintil","Städtischer Raum","209","0.0716332782019021","0.0620488812573673","0.0812176751464369"
"Andere","1996","2","Ländlicher Raum","73","0.0398023749284753","0.0298425423022207","0.0497622075547299"
"Andere","1996","2","Städtischer Raum","127","0.0467098294039554","0.0382321632443084","0.0551874955636024"
"Andere","1996","3","Ländlicher Raum","36","0.0545803428969144","0.038451580311181","0.0707091054826477"
"Andere","1996","3","Städtischer Raum","62","0.0384463900311269","0.0288652437854985","0.0480275362767552"
"Andere","1996","4","Ländlicher Raum","13","","",""
"Andere","1996","4","Städtischer Raum","32","0.0259263471932399","0.0167256159124631","0.0351270784740166"
"Andere","1996","5 Einkommensstärkstes Quintil","Ländlicher Raum","5","","",""
"Andere","1996","5 Einkommensstärkstes Quintil","Städtischer Raum","20","","",""
"nicht erwerbstätig","1996","1 Einkommensschwächstes Quintil","Ländlicher Raum","906","0.597326323394612","0.574121840418106","0.620530806371118"
"nicht erwerbstätig","1996","1 Einkommensschwächstes Quintil","Städtischer Raum","1559","0.614289403909949","0.596198307271749","0.632380500548149"
"nicht erwerbstätig","1996","2","Ländlicher Raum","622","0.495465551950458","0.469993180589153","0.520937923311763"
"nicht erwerbstätig","1996","2","Städtischer Raum","1006","0.491904521363675","0.471819482109811","0.511989560617539"
"nicht erwerbstätig","1996","3","Ländlicher Raum","209","0.316186298019114","0.283171318847264","0.349201277190965"
"nicht erwerbstätig","1996","3","Städtischer Raum","475","0.368959970752602","0.34491517932069","0.393004762184514"
"nicht erwerbstätig","1996","4","Ländlicher Raum","96","0.284554443696921","0.24044759337787","0.328661294015971"
"nicht erwerbstätig","1996","4","Städtischer Raum","305","0.31765661962114","0.290701812498668","0.344611426743612"
"nicht erwerbstätig","1996","5 Einkommensstärkstes Quintil","Ländlicher Raum","43","0.33906601041484","0.269325900211041","0.408806120618639"
"nicht erwerbstätig","1996","5 Einkommensstärkstes Quintil","Städtischer Raum","172","0.286819174242913","0.252209294433704","0.321429054052123"
