"erwst","year","sampreg","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"voll erwerbstätig","1984","Westdeutschland","maennlich","4086","0.635200127098267","0.622971920233688","0.647428333962846"
"voll erwerbstätig","1984","Westdeutschland","weiblich","1590","","",""
"voll erwerbstätig","1984","Ostdeutschland","maennlich","","","",""
"voll erwerbstätig","1984","Ostdeutschland","weiblich","","","",""
"Teilzeit","1984","Westdeutschland","maennlich","41","0.00783942033819293","0.00559908458764773","0.0100797560887381"
"Teilzeit","1984","Westdeutschland","weiblich","620","0.0970395492939447","0.0896778838594957","0.104401214728394"
"Teilzeit","1984","Ostdeutschland","maennlich","","","",""
"Teilzeit","1984","Ostdeutschland","weiblich","","","",""
"nicht erwerbstätig","1984","Westdeutschland","maennlich","1503","","",""
"nicht erwerbstätig","1984","Westdeutschland","weiblich","3545","0.619627627366305","0.607554015902327","0.631701238830282"
"nicht erwerbstätig","1984","Ostdeutschland","maennlich","","","",""
"nicht erwerbstätig","1984","Ostdeutschland","weiblich","","","",""
"Andere","1984","Westdeutschland","maennlich","323","0.0519857166963147","0.0463463594438453","0.057625073948784"
"Andere","1984","Westdeutschland","weiblich","456","0.0727942795363811","0.0663332161216695","0.0792553429510927"
"Andere","1984","Ostdeutschland","maennlich","","","",""
"Andere","1984","Ostdeutschland","weiblich","","","",""
"voll erwerbstätig","1985","Westdeutschland","maennlich","3697","0.626872313300709","0.613989602795306","0.639755023806111"
"voll erwerbstätig","1985","Westdeutschland","weiblich","1520","","",""
"voll erwerbstätig","1985","Ostdeutschland","maennlich","","","",""
"voll erwerbstätig","1985","Ostdeutschland","weiblich","","","",""
"Teilzeit","1985","Westdeutschland","maennlich","57","0.0115202920638469","0.00867776512507399","0.0143628190026198"
"Teilzeit","1985","Westdeutschland","weiblich","697","0.119046147211351","0.110573414387394","0.127518880035307"
"Teilzeit","1985","Ostdeutschland","maennlich","","","",""
"Teilzeit","1985","Ostdeutschland","weiblich","","","",""
"nicht erwerbstätig","1985","Westdeutschland","maennlich","1433","","",""
"nicht erwerbstätig","1985","Westdeutschland","weiblich","3106","0.598182587731187","0.585355722856992","0.611009452605382"
"nicht erwerbstätig","1985","Ostdeutschland","maennlich","","","",""
"nicht erwerbstätig","1985","Ostdeutschland","weiblich","","","",""
"Andere","1985","Westdeutschland","maennlich","227","","",""
"Andere","1985","Westdeutschland","weiblich","289","","",""
"Andere","1985","Ostdeutschland","maennlich","","","",""
"Andere","1985","Ostdeutschland","weiblich","","","",""
"voll erwerbstätig","1986","Westdeutschland","maennlich","3530","0.623674512297761","0.610545968854192","0.63680305574133"
"voll erwerbstätig","1986","Westdeutschland","weiblich","1467","","",""
"voll erwerbstätig","1986","Ostdeutschland","maennlich","","","",""
"voll erwerbstätig","1986","Ostdeutschland","weiblich","","","",""
"Teilzeit","1986","Westdeutschland","maennlich","65","0.0128436840336136","0.00979232366149074","0.0158950444057365"
"Teilzeit","1986","Westdeutschland","weiblich","576","0.102483798505965","0.0943585099326488","0.110609087079282"
"Teilzeit","1986","Ostdeutschland","maennlich","","","",""
"Teilzeit","1986","Ostdeutschland","weiblich","","","",""
"nicht erwerbstätig","1986","Westdeutschland","maennlich","1386","","",""
"nicht erwerbstätig","1986","Westdeutschland","weiblich","2929","","",""
"nicht erwerbstätig","1986","Ostdeutschland","maennlich","","","",""
"nicht erwerbstätig","1986","Ostdeutschland","weiblich","","","",""
"Andere","1986","Westdeutschland","maennlich","250","","",""
"Andere","1986","Westdeutschland","weiblich","380","0.0660973521387842","0.0594410523595818","0.0727536519179867"
"Andere","1986","Ostdeutschland","maennlich","","","",""
"Andere","1986","Ostdeutschland","weiblich","","","",""
"voll erwerbstätig","1987","Westdeutschland","maennlich","3477","0.630434149998089","0.61727933894103","0.643588961055148"
"voll erwerbstätig","1987","Westdeutschland","weiblich","1452","","",""
"voll erwerbstätig","1987","Ostdeutschland","maennlich","","","",""
"voll erwerbstätig","1987","Ostdeutschland","weiblich","","","",""
"Teilzeit","1987","Westdeutschland","maennlich","43","0.00981110093615765","0.00712491091530316","0.0124972909570121"
"Teilzeit","1987","Westdeutschland","weiblich","645","0.118882957068464","0.110150606867071","0.127615307269857"
"Teilzeit","1987","Ostdeutschland","maennlich","","","",""
"Teilzeit","1987","Ostdeutschland","weiblich","","","",""
"nicht erwerbstätig","1987","Westdeutschland","maennlich","1356","","",""
"nicht erwerbstätig","1987","Westdeutschland","weiblich","2829","","",""
"nicht erwerbstätig","1987","Ostdeutschland","maennlich","","","",""
"nicht erwerbstätig","1987","Ostdeutschland","weiblich","","","",""
"Andere","1987","Westdeutschland","maennlich","296","","",""
"Andere","1987","Westdeutschland","weiblich","351","0.0589032984190889","0.0525508451788274","0.0652557516593504"
"Andere","1987","Ostdeutschland","maennlich","","","",""
"Andere","1987","Ostdeutschland","weiblich","","","",""
"voll erwerbstätig","1988","Westdeutschland","maennlich","3277","0.626500639383013","0.612996268012053","0.640005010753973"
"voll erwerbstätig","1988","Westdeutschland","weiblich","1370","","",""
"voll erwerbstätig","1988","Ostdeutschland","maennlich","","","",""
"voll erwerbstätig","1988","Ostdeutschland","weiblich","","","",""
"Teilzeit","1988","Westdeutschland","maennlich","45","0.00924129441877404","0.00657001674846667","0.0119125720890814"
"Teilzeit","1988","Westdeutschland","weiblich","634","0.121541884967743","0.112519955549681","0.130563814385805"
"Teilzeit","1988","Ostdeutschland","maennlich","","","",""
"Teilzeit","1988","Ostdeutschland","weiblich","","","",""
"nicht erwerbstätig","1988","Westdeutschland","maennlich","1316","","",""
"nicht erwerbstätig","1988","Westdeutschland","weiblich","2690","","",""
"nicht erwerbstätig","1988","Ostdeutschland","maennlich","","","",""
"nicht erwerbstätig","1988","Ostdeutschland","weiblich","","","",""
"Andere","1988","Westdeutschland","maennlich","291","","",""
"Andere","1988","Westdeutschland","weiblich","345","0.0590251146802205","0.0525180766085378","0.0655321527519032"
"Andere","1988","Ostdeutschland","maennlich","","","",""
"Andere","1988","Ostdeutschland","weiblich","","","",""
"voll erwerbstätig","1989","Westdeutschland","maennlich","3216","0.630351870335991","0.616640376280081","0.644063364391902"
"voll erwerbstätig","1989","Westdeutschland","weiblich","1398","","",""
"voll erwerbstätig","1989","Ostdeutschland","maennlich","","","",""
"voll erwerbstätig","1989","Ostdeutschland","weiblich","","","",""
"Teilzeit","1989","Westdeutschland","maennlich","44","0.0105778050181816","0.00767185859385979","0.0134837514425035"
"Teilzeit","1989","Westdeutschland","weiblich","629","0.124065704552528","0.114836433982789","0.133294975122266"
"Teilzeit","1989","Ostdeutschland","maennlich","","","",""
"Teilzeit","1989","Ostdeutschland","weiblich","","","",""
"nicht erwerbstätig","1989","Westdeutschland","maennlich","1237","","",""
"nicht erwerbstätig","1989","Westdeutschland","weiblich","2568","","",""
"nicht erwerbstätig","1989","Ostdeutschland","maennlich","","","",""
"nicht erwerbstätig","1989","Ostdeutschland","weiblich","","","",""
"Andere","1989","Westdeutschland","maennlich","264","","",""
"Andere","1989","Westdeutschland","weiblich","306","0.0543513446916543","0.0480042381104281","0.0606984512728806"
"Andere","1989","Ostdeutschland","maennlich","","","",""
"Andere","1989","Ostdeutschland","weiblich","","","",""
"voll erwerbstätig","1990","Westdeutschland","maennlich","3126","0.634964076240021","0.62114419416665","0.648783958313391"
"voll erwerbstätig","1990","Westdeutschland","weiblich","1380","","",""
"voll erwerbstätig","1990","Ostdeutschland","maennlich","1701","","",""
"voll erwerbstätig","1990","Ostdeutschland","weiblich","1177","","",""
"Teilzeit","1990","Westdeutschland","maennlich","59","0.0132687443702494","0.00998419107903667","0.0165532976614621"
"Teilzeit","1990","Westdeutschland","weiblich","663","0.137584104868766","0.127838355834191","0.147329853903341"
"Teilzeit","1990","Ostdeutschland","maennlich","21","","",""
"Teilzeit","1990","Ostdeutschland","weiblich","387","0.148934904686077","0.134441480246127","0.163428329126027"
"nicht erwerbstätig","1990","Westdeutschland","maennlich","1240","","",""
"nicht erwerbstätig","1990","Westdeutschland","weiblich","2474","","",""
"nicht erwerbstätig","1990","Ostdeutschland","maennlich","305","0.18662609630412","0.169990164692147","0.203262027916092"
"nicht erwerbstätig","1990","Ostdeutschland","weiblich","692","0.373166298993942","0.353477521465101","0.392855076522783"
"Andere","1990","Westdeutschland","maennlich","237","","",""
"Andere","1990","Westdeutschland","weiblich","282","","",""
"Andere","1990","Ostdeutschland","maennlich","80","0.0341541196910557","0.026398950320712","0.0419092890613995"
"Andere","1990","Ostdeutschland","weiblich","62","0.0231185409673207","0.0170007797840775","0.0292363021505639"
"voll erwerbstätig","1991","Westdeutschland","maennlich","3141","0.636596980296767","0.622778462743932","0.650415497849602"
"voll erwerbstätig","1991","Westdeutschland","weiblich","1367","","",""
"voll erwerbstätig","1991","Ostdeutschland","maennlich","1421","","",""
"voll erwerbstätig","1991","Ostdeutschland","weiblich","1030","","",""
"Teilzeit","1991","Westdeutschland","maennlich","58","0.014211547555401","0.0108110109741249","0.0176120841366771"
"Teilzeit","1991","Westdeutschland","weiblich","692","0.139832065653128","0.130013695804683","0.149650435501573"
"Teilzeit","1991","Ostdeutschland","maennlich","21","","",""
"Teilzeit","1991","Ostdeutschland","weiblich","211","","",""
"nicht erwerbstätig","1991","Westdeutschland","maennlich","1186","","",""
"nicht erwerbstätig","1991","Westdeutschland","weiblich","2393","","",""
"nicht erwerbstätig","1991","Ostdeutschland","maennlich","461","0.280462656395252","0.260665667557619","0.300259645232885"
"nicht erwerbstätig","1991","Ostdeutschland","weiblich","850","0.470968682252654","0.449923271172489","0.492014093332819"
"Andere","1991","Westdeutschland","maennlich","269","","",""
"Andere","1991","Westdeutschland","weiblich","341","0.0633895456423665","0.0564913946475565","0.0702876966371765"
"Andere","1991","Ostdeutschland","maennlich","75","0.0309105335372325","0.0232832457254442","0.0385378213490209"
"Andere","1991","Ostdeutschland","weiblich","70","0.0279512684919925","0.0210015776161909","0.034900959367794"
"voll erwerbstätig","1992","Westdeutschland","maennlich","3056","0.627977463064122","0.613967027593995","0.641987898534249"
"voll erwerbstätig","1992","Westdeutschland","weiblich","1343","","",""
"voll erwerbstätig","1992","Ostdeutschland","maennlich","1234","","",""
"voll erwerbstätig","1992","Ostdeutschland","weiblich","871","0.364689407821776","0.344028486481246","0.385350329162306"
"Teilzeit","1992","Westdeutschland","maennlich","60","0.0150304798252168","0.0115035826486102","0.0185573770018234"
"Teilzeit","1992","Westdeutschland","weiblich","724","0.146316100642005","0.136284399805027","0.156347801478983"
"Teilzeit","1992","Ostdeutschland","maennlich","11","","",""
"Teilzeit","1992","Ostdeutschland","weiblich","148","","",""
"nicht erwerbstätig","1992","Westdeutschland","maennlich","1216","","",""
"nicht erwerbstätig","1992","Westdeutschland","weiblich","2442","","",""
"nicht erwerbstätig","1992","Ostdeutschland","maennlich","559","0.352133634408191","0.330605876639095","0.373661392177287"
"nicht erwerbstätig","1992","Ostdeutschland","weiblich","982","0.544340709681373","0.522963521335164","0.565717898027583"
"Andere","1992","Westdeutschland","maennlich","240","","",""
"Andere","1992","Westdeutschland","weiblich","259","","",""
"Andere","1992","Ostdeutschland","maennlich","87","0.0397027599168832","0.0309020943905331","0.0485034254432332"
"Andere","1992","Ostdeutschland","weiblich","84","0.0321088416621722","0.0245418955366009","0.0396757877877434"
"voll erwerbstätig","1993","Westdeutschland","maennlich","3011","0.624763453338136","0.610688604187158","0.638838302489113"
"voll erwerbstätig","1993","Westdeutschland","weiblich","1327","","",""
"voll erwerbstätig","1993","Ostdeutschland","maennlich","1124","","",""
"voll erwerbstätig","1993","Ostdeutschland","weiblich","799","0.34698502419143","0.326175267690418","0.367794780692441"
"Teilzeit","1993","Westdeutschland","maennlich","52","0.0135502552811689","0.0101894403629489","0.0169110701993889"
"Teilzeit","1993","Westdeutschland","weiblich","712","0.146403329489463","0.136324663208085","0.156481995770841"
"Teilzeit","1993","Ostdeutschland","maennlich","9","0.00478729401845285","0.00161528255562143","0.00795930548128427"
"Teilzeit","1993","Ostdeutschland","weiblich","145","","",""
"nicht erwerbstätig","1993","Westdeutschland","maennlich","1263","","",""
"nicht erwerbstätig","1993","Westdeutschland","weiblich","2395","","",""
"nicht erwerbstätig","1993","Ostdeutschland","maennlich","584","0.378907479970108","0.356614071146493","0.401200888793723"
"nicht erwerbstätig","1993","Ostdeutschland","weiblich","973","0.553674972570505","0.53194280080698","0.57540714433403"
"Andere","1993","Westdeutschland","maennlich","220","","",""
"Andere","1993","Westdeutschland","weiblich","292","","",""
"Andere","1993","Ostdeutschland","maennlich","102","","",""
"Andere","1993","Ostdeutschland","weiblich","93","0.0369525051631141","0.0287055077485655","0.0451995025776627"
"voll erwerbstätig","1994","Westdeutschland","maennlich","2874","","",""
"voll erwerbstätig","1994","Westdeutschland","weiblich","1268","","",""
"voll erwerbstätig","1994","Ostdeutschland","maennlich","1100","","",""
"voll erwerbstätig","1994","Ostdeutschland","weiblich","741","0.323731935745481","0.303117217401307","0.344346654089654"
"Teilzeit","1994","Westdeutschland","maennlich","46","0.0129049391435485","0.00957724379172608","0.0162326344953708"
"Teilzeit","1994","Westdeutschland","weiblich","662","0.137871967293916","0.127993366439837","0.147750568147996"
"Teilzeit","1994","Ostdeutschland","maennlich","13","","",""
"Teilzeit","1994","Ostdeutschland","weiblich","162","","",""
"nicht erwerbstätig","1994","Westdeutschland","maennlich","1309","","",""
"nicht erwerbstätig","1994","Westdeutschland","weiblich","2451","","",""
"nicht erwerbstätig","1994","Ostdeutschland","maennlich","590","0.383886372320514","0.361394444560417","0.40637830008061"
"nicht erwerbstätig","1994","Ostdeutschland","weiblich","967","0.566867375372554","0.54503623742143","0.588698513323678"
"Andere","1994","Westdeutschland","maennlich","190","","",""
"Andere","1994","Westdeutschland","weiblich","298","","",""
"Andere","1994","Ostdeutschland","maennlich","93","0.0458078532903844","0.0361388253843086","0.0554768811964602"
"Andere","1994","Ostdeutschland","weiblich","109","","",""
"voll erwerbstätig","1995","Westdeutschland","maennlich","3006","0.599244585540728","0.585171474720348","0.613317696361108"
"voll erwerbstätig","1995","Westdeutschland","weiblich","1322","","",""
"voll erwerbstätig","1995","Ostdeutschland","maennlich","1083","","",""
"voll erwerbstätig","1995","Ostdeutschland","weiblich","721","0.31800119635546","0.297283497947374","0.338718894763546"
"Teilzeit","1995","Westdeutschland","maennlich","60","0.018147069051656","0.0143137513447493","0.0219803867585627"
"Teilzeit","1995","Westdeutschland","weiblich","703","0.135594183012118","0.126039507845189","0.145148858179047"
"Teilzeit","1995","Ostdeutschland","maennlich","14","","",""
"Teilzeit","1995","Ostdeutschland","weiblich","199","","",""
"nicht erwerbstätig","1995","Westdeutschland","maennlich","1374","","",""
"nicht erwerbstätig","1995","Westdeutschland","weiblich","2576","","",""
"nicht erwerbstätig","1995","Ostdeutschland","maennlich","557","0.367334779686885","0.344761272201384","0.389908287172385"
"nicht erwerbstätig","1995","Ostdeutschland","weiblich","923","0.558975198070608","0.536886857017072","0.581063539124145"
"Andere","1995","Westdeutschland","maennlich","218","","",""
"Andere","1995","Westdeutschland","weiblich","331","0.0593499878169819","0.0527558061613689","0.0659441694725948"
"Andere","1995","Ostdeutschland","maennlich","98","0.051393513779613","0.041054520791987","0.0617325067672391"
"Andere","1995","Ostdeutschland","weiblich","98","0.0358288134832883","0.0275602776884369","0.0440973492781396"
"voll erwerbstätig","1996","Westdeutschland","maennlich","2905","","",""
"voll erwerbstätig","1996","Westdeutschland","weiblich","1257","","",""
"voll erwerbstätig","1996","Ostdeutschland","maennlich","1038","","",""
"voll erwerbstätig","1996","Ostdeutschland","weiblich","695","0.303973050362954","0.283441339258546","0.324504761467362"
"Teilzeit","1996","Westdeutschland","maennlich","86","0.0230350465018975","0.0186699108914235","0.0274001821123716"
"Teilzeit","1996","Westdeutschland","weiblich","755","0.148793300017425","0.13875260821067","0.15883399182418"
"Teilzeit","1996","Ostdeutschland","maennlich","17","","",""
"Teilzeit","1996","Ostdeutschland","weiblich","196","","",""
"nicht erwerbstätig","1996","Westdeutschland","maennlich","1341","","",""
"nicht erwerbstätig","1996","Westdeutschland","weiblich","2510","","",""
"nicht erwerbstätig","1996","Ostdeutschland","maennlich","608","0.397282958702981","0.37439576532903","0.420170152076931"
"nicht erwerbstätig","1996","Ostdeutschland","weiblich","934","0.567486596849248","0.545372349355798","0.589600844342698"
"Andere","1996","Westdeutschland","maennlich","205","","",""
"Andere","1996","Westdeutschland","weiblich","304","0.0553640523939575","0.048911959642577","0.061816145145338"
"Andere","1996","Ostdeutschland","maennlich","93","0.0436733021020472","0.0341146426271348","0.0532319615769597"
"Andere","1996","Ostdeutschland","weiblich","103","","",""
"voll erwerbstätig","1997","Westdeutschland","maennlich","2821","","",""
"voll erwerbstätig","1997","Westdeutschland","weiblich","1214","","",""
"voll erwerbstätig","1997","Ostdeutschland","maennlich","992","0.523158228537028","0.499723817021479","0.546592640052577"
"voll erwerbstätig","1997","Ostdeutschland","weiblich","696","0.30383288882216","0.283093008089315","0.324572769555004"
"Teilzeit","1997","Westdeutschland","maennlich","80","0.023435049483364","0.0189967341819846","0.0278733647847434"
