"erwst","year","migback","n","percent","lower_confidence_percent","upper_confidence_percent"
"voll erwerbstätig","1984","kein Migrationshintergrund","3673","0.399330961218892","0.389021221413289","0.409640701024495"
"voll erwerbstätig","1984","direkter Migrationshintergrund","1968","","",""
"voll erwerbstätig","1984","indirekter Migrationshintergrund","35","0.311146110716953","0.230309412906311","0.391982808527595"
"voll erwerbstätig","1984","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","1984","kein Migrationshintergrund","528","0.0548671676917473","0.0500735180894028","0.0596608172940917"
"Teilzeit","1984","direkter Migrationshintergrund","127","","",""
"Teilzeit","1984","indirekter Migrationshintergrund","6","0.0931835614221091","0.0424270034383264","0.143940119405892"
"Teilzeit","1984","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1984","kein Migrationshintergrund","3867","0.480765696353824","0.470248208622974","0.491283184084674"
"nicht erwerbstätig","1984","direkter Migrationshintergrund","1123","","",""
"nicht erwerbstätig","1984","indirekter Migrationshintergrund","58","0.461696345468843","0.37464916649748","0.548743524440207"
"nicht erwerbstätig","1984","Migrationshintergrund - n. w. differenzierbar","","","",""
"Andere","1984","kein Migrationshintergrund","601","0.0650361747355369","0.0598453246297704","0.0702270248413033"
"Andere","1984","direkter Migrationshintergrund","151","","",""
"Andere","1984","indirekter Migrationshintergrund","27","","",""
"Andere","1984","Migrationshintergrund - n. w. differenzierbar","","","",""
"voll erwerbstätig","1985","kein Migrationshintergrund","3475","0.408084901334976","0.397300927364959","0.418868875304993"
"voll erwerbstätig","1985","direkter Migrationshintergrund","1702","","",""
"voll erwerbstätig","1985","indirekter Migrationshintergrund","40","0.354962997419112","0.275982040630009","0.433943954208215"
"voll erwerbstätig","1985","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","1985","kein Migrationshintergrund","618","0.0694888430319109","0.0639093827378478","0.0750683033259741"
"Teilzeit","1985","direkter Migrationshintergrund","129","","",""
"Teilzeit","1985","indirekter Migrationshintergrund","7","0.0732812114795935","0.030267309711186","0.116295113248001"
"Teilzeit","1985","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1985","kein Migrationshintergrund","3483","0.475014645982917","0.464057411578279","0.485971880387554"
"nicht erwerbstätig","1985","direkter Migrationshintergrund","981","0.397348955571699","0.379557180448687","0.415140730694712"
"nicht erwerbstätig","1985","indirekter Migrationshintergrund","75","0.464613505215952","0.382291080161636","0.546935930270267"
"nicht erwerbstätig","1985","Migrationshintergrund - n. w. differenzierbar","","","",""
"Andere","1985","kein Migrationshintergrund","403","0.0474116096501967","0.0427485727663739","0.0520746465340195"
"Andere","1985","direkter Migrationshintergrund","94","0.0348542951781013","0.0281858454785025","0.0415227448777001"
"Andere","1985","indirekter Migrationshintergrund","19","","",""
"Andere","1985","Migrationshintergrund - n. w. differenzierbar","","","",""
"voll erwerbstätig","1986","kein Migrationshintergrund","3331","0.411017165083694","0.399958356634026","0.422075973533361"
"voll erwerbstätig","1986","direkter Migrationshintergrund","1616","","",""
"voll erwerbstätig","1986","indirekter Migrationshintergrund","50","0.364045876453093","0.288051985294704","0.440039767611481"
"voll erwerbstätig","1986","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","1986","kein Migrationshintergrund","511","0.0599554762404344","0.0546194780045563","0.0652914744763125"
"Teilzeit","1986","direkter Migrationshintergrund","118","","",""
"Teilzeit","1986","indirekter Migrationshintergrund","12","","",""
"Teilzeit","1986","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1986","kein Migrationshintergrund","3283","0.470957561948818","0.459738328632247","0.482176795265388"
"nicht erwerbstätig","1986","direkter Migrationshintergrund","969","0.406101931698744","0.387992186123028","0.424211677274459"
"nicht erwerbstätig","1986","indirekter Migrationshintergrund","63","0.391520668723968","0.314432453136121","0.468608884311816"
"nicht erwerbstätig","1986","Migrationshintergrund - n. w. differenzierbar","","","",""
"Andere","1986","kein Migrationshintergrund","479","0.0580697967270542","0.052813116592807","0.0633264768613014"
"Andere","1986","direkter Migrationshintergrund","122","","",""
"Andere","1986","indirekter Migrationshintergrund","29","","",""
"Andere","1986","Migrationshintergrund - n. w. differenzierbar","","","",""
"voll erwerbstätig","1987","kein Migrationshintergrund","3281","0.416009591209499","0.404826161880399","0.427193020538599"
"voll erwerbstätig","1987","direkter Migrationshintergrund","1593","","",""
"voll erwerbstätig","1987","indirekter Migrationshintergrund","55","0.369534290750187","0.298020932270084","0.44104764923029"
"voll erwerbstätig","1987","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","1987","kein Migrationshintergrund","552","0.0679737116400001","0.0622628052421972","0.073684618037803"
"Teilzeit","1987","direkter Migrationshintergrund","128","","",""
"Teilzeit","1987","indirekter Migrationshintergrund","8","0.078374284408246","0.038555027327206","0.118193541489286"
"Teilzeit","1987","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1987","kein Migrationshintergrund","3138","0.459088911274103","0.447782316888779","0.470395505659427"
"nicht erwerbstätig","1987","direkter Migrationshintergrund","964","0.39775307192838","0.379663241294178","0.415842902562583"
"nicht erwerbstätig","1987","indirekter Migrationshintergrund","83","0.447886086234951","0.374209889621842","0.521562282848061"
"nicht erwerbstätig","1987","Migrationshintergrund - n. w. differenzierbar","","","",""
"Andere","1987","kein Migrationshintergrund","491","0.0569277858763984","0.0516705787275168","0.06218499302528"
"Andere","1987","direkter Migrationshintergrund","127","","",""
"Andere","1987","indirekter Migrationshintergrund","29","","",""
"Andere","1987","Migrationshintergrund - n. w. differenzierbar","","","",""
"voll erwerbstätig","1988","kein Migrationshintergrund","3116","0.418608818127082","0.407116687829059","0.430100948425105"
"voll erwerbstätig","1988","direkter Migrationshintergrund","1462","","",""
"voll erwerbstätig","1988","indirekter Migrationshintergrund","69","0.315973692411016","0.254818481411999","0.377128903410033"
"voll erwerbstätig","1988","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","1988","kein Migrationshintergrund","535","0.0690145940321381","0.0631098096963615","0.0749193783679147"
"Teilzeit","1988","direkter Migrationshintergrund","134","","",""
"Teilzeit","1988","indirekter Migrationshintergrund","10","","",""
"Teilzeit","1988","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1988","kein Migrationshintergrund","2965","","",""
"nicht erwerbstätig","1988","direkter Migrationshintergrund","940","0.413293402590893","0.394604822528358","0.431981982653428"
"nicht erwerbstätig","1988","indirekter Migrationshintergrund","101","","",""
"nicht erwerbstätig","1988","Migrationshintergrund - n. w. differenzierbar","","","",""
"Andere","1988","kein Migrationshintergrund","463","0.0549572499252021","0.0496484011014524","0.0602660987489518"
"Andere","1988","direkter Migrationshintergrund","131","","",""
"Andere","1988","indirekter Migrationshintergrund","42","0.14770792034622","0.101034704879922","0.194381135812517"
"Andere","1988","Migrationshintergrund - n. w. differenzierbar","","","",""
"voll erwerbstätig","1989","kein Migrationshintergrund","3083","0.427274219495205","0.415530382589673","0.439018056400738"
"voll erwerbstätig","1989","direkter Migrationshintergrund","1449","","",""
"voll erwerbstätig","1989","indirekter Migrationshintergrund","82","0.265396211866184","0.211518123325753","0.319274300406615"
"voll erwerbstätig","1989","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","1989","kein Migrationshintergrund","529","0.0713131742904062","0.065203714278247","0.0774226343025654"
"Teilzeit","1989","direkter Migrationshintergrund","128","","",""
"Teilzeit","1989","indirekter Migrationshintergrund","16","","",""
"Teilzeit","1989","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1989","kein Migrationshintergrund","2778","","",""
"nicht erwerbstätig","1989","direkter Migrationshintergrund","906","0.426269116718108","0.407216176552076","0.445322056884139"
"nicht erwerbstätig","1989","indirekter Migrationshintergrund","121","","",""
"nicht erwerbstätig","1989","Migrationshintergrund - n. w. differenzierbar","","","",""
"Andere","1989","kein Migrationshintergrund","426","0.0532623700475518","0.0479313739622189","0.0585933661328847"
"Andere","1989","direkter Migrationshintergrund","105","","",""
"Andere","1989","indirekter Migrationshintergrund","39","0.11934831628591","0.0797890278522989","0.158907604719521"
"Andere","1989","Migrationshintergrund - n. w. differenzierbar","","","",""
"voll erwerbstätig","1990","kein Migrationshintergrund","5786","0.468802076195697","0.459440709116908","0.478163443274487"
"voll erwerbstätig","1990","direkter Migrationshintergrund","1500","","",""
"voll erwerbstätig","1990","indirekter Migrationshintergrund","98","0.292106334772108","0.240303117088307","0.343909552455909"
"voll erwerbstätig","1990","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","1990","kein Migrationshintergrund","960","0.0800574214484641","0.0749664872166474","0.0851483556802809"
"Teilzeit","1990","direkter Migrationshintergrund","152","","",""
"Teilzeit","1990","indirekter Migrationshintergrund","18","","",""
"Teilzeit","1990","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1990","kein Migrationshintergrund","3648","0.404729103984913","0.395521304143378","0.413936903826449"
"nicht erwerbstätig","1990","direkter Migrationshintergrund","935","0.406930941356937","0.388310911223033","0.425550971490842"
"nicht erwerbstätig","1990","indirekter Migrationshintergrund","128","","",""
"nicht erwerbstätig","1990","Migrationshintergrund - n. w. differenzierbar","","","",""
"Andere","1990","kein Migrationshintergrund","522","0.0464113983709251","0.0424649249695018","0.0503578717723484"
"Andere","1990","direkter Migrationshintergrund","87","0.0284585498292284","0.0221561719434489","0.0347609277150079"
"Andere","1990","indirekter Migrationshintergrund","52","0.136332870310565","0.0972419657405994","0.175423774880531"
"Andere","1990","Migrationshintergrund - n. w. differenzierbar","","","",""
"voll erwerbstätig","1991","kein Migrationshintergrund","5376","0.453492128131023","0.444020773537428","0.462963482724618"
"voll erwerbstätig","1991","direkter Migrationshintergrund","1471","","",""
"voll erwerbstätig","1991","indirekter Migrationshintergrund","112","","",""
"voll erwerbstätig","1991","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","1991","kein Migrationshintergrund","805","0.0746385412219168","0.0696385840551354","0.0796384983886982"
"Teilzeit","1991","direkter Migrationshintergrund","155","","",""
"Teilzeit","1991","indirekter Migrationshintergrund","22","","",""
"Teilzeit","1991","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1991","kein Migrationshintergrund","3862","0.420451988929863","0.4110605546354","0.429843423224327"
"nicht erwerbstätig","1991","direkter Migrationshintergrund","892","0.397432590793073","0.378708500195386","0.41615668139076"
"nicht erwerbstätig","1991","indirekter Migrationshintergrund","136","","",""
"nicht erwerbstätig","1991","Migrationshintergrund - n. w. differenzierbar","","","",""
"Andere","1991","kein Migrationshintergrund","570","0.0514173417171972","0.047215676851109","0.0556190065832854"
"Andere","1991","direkter Migrationshintergrund","106","","",""
"Andere","1991","indirekter Migrationshintergrund","79","0.204530042861227","0.162211975720043","0.246848110002411"
"Andere","1991","Migrationshintergrund - n. w. differenzierbar","","","",""
"voll erwerbstätig","1992","kein Migrationshintergrund","5018","0.43849362392928","0.428937316991524","0.448049930867036"
"voll erwerbstätig","1992","direkter Migrationshintergrund","1363","","",""
"voll erwerbstätig","1992","indirekter Migrationshintergrund","123","","",""
"voll erwerbstätig","1992","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","1992","kein Migrationshintergrund","757","0.0736910462850469","0.068659327103675","0.0787227654664189"
"Teilzeit","1992","direkter Migrationshintergrund","160","","",""
"Teilzeit","1992","indirekter Migrationshintergrund","26","","",""
"Teilzeit","1992","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1992","kein Migrationshintergrund","4083","0.444416296765758","0.434846541308381","0.453986052223135"
"nicht erwerbstätig","1992","direkter Migrationshintergrund","943","0.41921507047251","0.400071018321245","0.438359122623776"
"nicht erwerbstätig","1992","indirekter Migrationshintergrund","173","","",""
"nicht erwerbstätig","1992","Migrationshintergrund - n. w. differenzierbar","","","",""
"Andere","1992","kein Migrationshintergrund","499","0.0433990330199152","0.0394749649065507","0.0473231011332797"
"Andere","1992","direkter Migrationshintergrund","86","0.0369378111108455","0.0296201802076356","0.0442554420140553"
"Andere","1992","indirekter Migrationshintergrund","85","0.192402179215238","0.154106176175388","0.230698182255088"
"Andere","1992","Migrationshintergrund - n. w. differenzierbar","","","",""
"voll erwerbstätig","1993","kein Migrationshintergrund","4812","0.430298556707765","0.42066924269166","0.43992787072387"
"voll erwerbstätig","1993","direkter Migrationshintergrund","1295","","",""
"voll erwerbstätig","1993","indirekter Migrationshintergrund","154","","",""
"voll erwerbstätig","1993","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","1993","kein Migrationshintergrund","746","0.0747518034718341","0.0696370264430432","0.0798665805006251"
"Teilzeit","1993","direkter Migrationshintergrund","156","","",""
"Teilzeit","1993","indirekter Migrationshintergrund","16","","",""
"Teilzeit","1993","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1993","kein Migrationshintergrund","4070","0.44702324126852","0.437353714148469","0.45669276838857"
"nicht erwerbstätig","1993","direkter Migrationshintergrund","961","0.426996710965237","0.407517295969827","0.446476125960646"
"nicht erwerbstätig","1993","indirekter Migrationshintergrund","184","","",""
"nicht erwerbstätig","1993","Migrationshintergrund - n. w. differenzierbar","","","",""
"Andere","1993","kein Migrationshintergrund","528","0.0479263985518814","0.043771988081521","0.0520808090222419"
"Andere","1993","direkter Migrationshintergrund","65","0.0270276573649993","0.0206415011515643","0.0334138135784343"
"Andere","1993","indirekter Migrationshintergrund","114","","",""
"Andere","1993","Migrationshintergrund - n. w. differenzierbar","","","",""
"voll erwerbstätig","1994","kein Migrationshintergrund","4666","0.422821081115624","0.41315030991777","0.432491852313478"
"voll erwerbstätig","1994","direkter Migrationshintergrund","1148","","",""
"voll erwerbstätig","1994","indirekter Migrationshintergrund","169","","",""
"voll erwerbstätig","1994","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","1994","kein Migrationshintergrund","726","0.0722971939651122","0.067227371891891","0.0773670160383335"
"Teilzeit","1994","direkter Migrationshintergrund","139","","",""
"Teilzeit","1994","indirekter Migrationshintergrund","18","","",""
"Teilzeit","1994","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1994","kein Migrationshintergrund","4117","0.459474157208875","0.449718279713309","0.469230034704441"
"nicht erwerbstätig","1994","direkter Migrationshintergrund","1000","","",""
"nicht erwerbstätig","1994","indirekter Migrationshintergrund","200","","",""
"nicht erwerbstätig","1994","Migrationshintergrund - n. w. differenzierbar","","","",""
"Andere","1994","kein Migrationshintergrund","515","0.0454075677103887","0.0413318821084523","0.049483253312325"
"Andere","1994","direkter Migrationshintergrund","71","0.0341927094842619","0.0268579109671546","0.0415275080013692"
"Andere","1994","indirekter Migrationshintergrund","104","","",""
"Andere","1994","Migrationshintergrund - n. w. differenzierbar","","","",""
"voll erwerbstätig","1995","kein Migrationshintergrund","4682","0.420678704271742","0.411001536833777","0.430355871709707"
"voll erwerbstätig","1995","direkter Migrationshintergrund","1271","","",""
"voll erwerbstätig","1995","indirekter Migrationshintergrund","179","","",""
"voll erwerbstätig","1995","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","1995","kein Migrationshintergrund","782","0.0755426773995078","0.0703624018074462","0.0807229529915693"
"Teilzeit","1995","direkter Migrationshintergrund","171","","",""
"Teilzeit","1995","indirekter Migrationshintergrund","23","","",""
"Teilzeit","1995","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1995","kein Migrationshintergrund","3994","0.455883811968278","0.446120747571573","0.465646876364983"
"nicht erwerbstätig","1995","direkter Migrationshintergrund","1237","","",""
"nicht erwerbstätig","1995","indirekter Migrationshintergrund","199","","",""
"nicht erwerbstätig","1995","Migrationshintergrund - n. w. differenzierbar","","","",""
"Andere","1995","kein Migrationshintergrund","539","0.0478948063604724","0.0437087996237355","0.0520808130972092"
"Andere","1995","direkter Migrationshintergrund","102","","",""
"Andere","1995","indirekter Migrationshintergrund","104","","",""
"Andere","1995","Migrationshintergrund - n. w. differenzierbar","","","",""
