"year","bildungsniveau","migback","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lowerconfidence_mean","upperconfidence_mean","minimum","maximum","lowerconfidence_median","upperconfidence_median"
"1990","(Fach-)Abitur","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"1990","(Fach-)Abitur","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1990","(Fach-)Abitur","kein Migrationshintergrund","6.27","6.5","125","3","5","8","9","10","5.89","6.65","0","10","6","7"
"1990","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1990","(noch) kein Abschluss","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"1990","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1990","(noch) kein Abschluss","kein Migrationshintergrund","7.32","7.5","41","5","6","9","10","10","6.69","7.95","2","10","7","8"
"1990","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1990","AkademikerIn","direkter Migrationshintergrund","5.96","5.5","36","4","5","7","8","10","5.34","6.58","2","10","5","7"
"1990","AkademikerIn","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1990","AkademikerIn","kein Migrationshintergrund","6.62","6.5","955","4","5","8","9","10","6.5","6.74","0","10","7","7"
"1990","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1990","Hauptschule","direkter Migrationshintergrund","6.44","5.5","80","3","5","8","10","10","5.95","6.93","2","10","5","7"
"1990","Hauptschule","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1990","Hauptschule","kein Migrationshintergrund","6.27","5.5","1586","3","5","8","10","10","6.16","6.38","0","10","6","6"
"1990","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1990","Realschule","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"1990","Realschule","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1990","Realschule","kein Migrationshintergrund","6.25","5.5","1547","3","5","8","9","10","6.14","6.36","0","10","6","7"
"1990","Realschule","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1991","(Fach-)Abitur","direkter Migrationshintergrund","6.86","6.5","204","4","6","8","9","10","6.58","7.14","0","10","7","7"
"1991","(Fach-)Abitur","indirekter Migrationshintergrund","6.87","6.5","38","5","5","8","9","10","6.28","7.46","4","10","6","8"
"1991","(Fach-)Abitur","kein Migrationshintergrund","7.21","7.5","647","5","6","8","9","10","7.07","7.35","0","10","7","8"
"1991","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1991","(noch) kein Abschluss","direkter Migrationshintergrund","6.7","6.5","614","4","5","8","10","10","6.55","6.85","0","10","7","7"
"1991","(noch) kein Abschluss","indirekter Migrationshintergrund","7.04","6.5","52","4","5","9","9","10","6.46","7.62","2","10","6","8"
"1991","(noch) kein Abschluss","kein Migrationshintergrund","7.17","7.5","209","4","6","9","10","10","6.88","7.46","1","10","7","8"
"1991","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1991","AkademikerIn","direkter Migrationshintergrund","6.83","6.5","126","4","5","8","10","10","6.44","7.22","0","10","6","7"
"1991","AkademikerIn","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1991","AkademikerIn","kein Migrationshintergrund","7.01","6.5","1548","5","6","8","9","10","6.91","7.11","0","10","7","7"
"1991","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1991","Hauptschule","direkter Migrationshintergrund","6.94","6.5","1419","5","6","8","9","10","6.84","7.04","0","10","7","7"
"1991","Hauptschule","indirekter Migrationshintergrund","7.13","6.5","163","4","6","8","9","10","6.85","7.41","2","10","7","8"
"1991","Hauptschule","kein Migrationshintergrund","6.95","6.5","5142","5","5","8","9","10","6.89","7.01","0","10","7","7"
"1991","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1991","Realschule","direkter Migrationshintergrund","7.07","7.5","163","4","6","8","9","10","6.75","7.39","0","10","7","8"
"1991","Realschule","indirekter Migrationshintergrund","7.1","6.5","67","3","6","8","9","10","6.75","7.45","3","10","7","8"
"1991","Realschule","kein Migrationshintergrund","7.03","6.5","2913","5","6","8","9","10","6.95","7.11","0","10","7","7"
"1991","Realschule","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1992","(Fach-)Abitur","direkter Migrationshintergrund","6.64","6.5","204","5","5","8","9","10","6.36","6.92","0","10","6","7"
"1992","(Fach-)Abitur","indirekter Migrationshintergrund","7.16","7.5","39","5","5","8","9","10","6.54","7.78","2","10","7","8"
"1992","(Fach-)Abitur","kein Migrationshintergrund","7.05","6.5","650","5","6","8","9","10","6.91","7.19","0","10","7","7"
"1992","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1992","(noch) kein Abschluss","direkter Migrationshintergrund","6.28","6.5","579","4","5","8","9","10","6.12","6.44","0","10","6","7"
"1992","(noch) kein Abschluss","indirekter Migrationshintergrund","7.05","6.5","68","4","5","9","10","10","6.52","7.58","1","10","7","8"
"1992","(noch) kein Abschluss","kein Migrationshintergrund","7.19","7.5","209","5","6","9","10","10","6.9","7.48","0","10","7","8"
"1992","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1992","AkademikerIn","direkter Migrationshintergrund","6.97","6.5","131","5","6","8","9","10","6.62","7.32","0","10","7","7"
"1992","AkademikerIn","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1992","AkademikerIn","kein Migrationshintergrund","7.01","6.5","1516","5","6","8","9","10","6.92","7.1","0","10","7","7"
"1992","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1992","Hauptschule","direkter Migrationshintergrund","6.72","6.5","1378","4","5","8","9","10","6.61","6.83","0","10","7","7"
"1992","Hauptschule","indirekter Migrationshintergrund","6.87","6.5","185","4","5","8","9","10","6.59","7.15","0","10","7","8"
"1992","Hauptschule","kein Migrationshintergrund","6.73","6.5","4938","4","5","8","9","10","6.67","6.79","0","10","7","7"
"1992","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1992","Realschule","direkter Migrationshintergrund","7.04","6.5","157","5","6","8","9","10","6.75","7.33","1","10","7","8"
"1992","Realschule","indirekter Migrationshintergrund","7.08","6.5","82","5","6","8","9","10","6.66","7.5","0","10","7","8"
"1992","Realschule","kein Migrationshintergrund","6.91","6.5","2844","5","6","8","9","10","6.84","6.98","0","10","7","7"
"1992","Realschule","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1993","(Fach-)Abitur","direkter Migrationshintergrund","6.65","6.5","200","4","5","8","9","10","6.34","6.96","0","10","6","7"
"1993","(Fach-)Abitur","indirekter Migrationshintergrund","7.01","7.5","45","5","7","8","8","10","6.44","7.58","0","10","7","8"
"1993","(Fach-)Abitur","kein Migrationshintergrund","7.52","7.5","663","5","7","9","10","10","7.39","7.65","0","10","7","8"
"1993","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1993","(noch) kein Abschluss","direkter Migrationshintergrund","6.3","5.5","561","4","5","8","9","10","6.14","6.46","0","10","6","7"
"1993","(noch) kein Abschluss","indirekter Migrationshintergrund","6.94","6.5","67","4","5","9","10","10","6.44","7.44","1","10","6","8"
"1993","(noch) kein Abschluss","kein Migrationshintergrund","7.37","7.5","208","4","6","9","10","10","7.08","7.66","0","10","7","8"
"1993","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1993","AkademikerIn","direkter Migrationshintergrund","7.06","6.5","130","4","6","9","10","10","6.68","7.44","0","10","7","8"
"1993","AkademikerIn","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1993","AkademikerIn","kein Migrationshintergrund","7.28","7.5","1496","5","6","9","10","10","7.19","7.37","0","10","7","8"
"1993","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1993","Hauptschule","direkter Migrationshintergrund","6.72","6.5","1342","4","5","8","10","10","6.61","6.83","0","10","7","7"
"1993","Hauptschule","indirekter Migrationshintergrund","6.68","6.5","201","4","5","8","9","10","6.42","6.94","1","10","7","7"
"1993","Hauptschule","kein Migrationshintergrund","6.96","6.5","4772","5","6","8","9","10","6.9","7.02","0","10","7","7"
"1993","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1993","Realschule","direkter Migrationshintergrund","7.43","7.5","147","5","6","9","10","10","7.13","7.73","2","10","7","8"
"1993","Realschule","indirekter Migrationshintergrund","7.23","7.5","109","5","6","9","9","10","6.87","7.59","2","10","7","8"
"1993","Realschule","kein Migrationshintergrund","7.15","7.5","2833","5","6","8","9","10","7.08","7.22","0","10","7","7"
"1993","Realschule","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1994","(Fach-)Abitur","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"1994","(Fach-)Abitur","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1994","(Fach-)Abitur","kein Migrationshintergrund","","","","","","","","","","","","","",""
"1994","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1994","(noch) kein Abschluss","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"1994","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1994","(noch) kein Abschluss","kein Migrationshintergrund","","","","","","","","","","","","","",""
"1994","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1994","AkademikerIn","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"1994","AkademikerIn","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1994","AkademikerIn","kein Migrationshintergrund","","","","","","","","","","","","","",""
"1994","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1994","Hauptschule","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"1994","Hauptschule","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1994","Hauptschule","kein Migrationshintergrund","","","","","","","","","","","","","",""
