"year","bildungsniveau","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1990","(Fach-)Abitur","maennlich","5.84","5.5","69","3","5","8","9","10","5.31","6.37","0","10","6","7"
"1990","(Fach-)Abitur","weiblich","6.91","6.5","60","5","6","8","9","10","6.41","7.41","0","10","6","8"
"1990","(noch) kein Abschluss","maennlich","","","","","","","","","","","","","",""
"1990","(noch) kein Abschluss","weiblich","","","","","","","","","","","","","",""
"1990","AkademikerIn","maennlich","6.66","6.5","453","5","5","8","9","10","6.49","6.83","0","10","7","7"
"1990","AkademikerIn","weiblich","6.54","6.5","538","4","5","8","9","10","6.38","6.7","0","10","7","7"
"1990","Hauptschule","maennlich","6.35","5.5","725","4","5","8","10","10","6.19","6.51","0","10","6","7"
"1990","Hauptschule","weiblich","6.23","5.5","942","3","5","8","9","10","6.09","6.37","0","10","6","6"
"1990","Realschule","maennlich","6.24","5.5","821","3","5","8","9","10","6.09","6.39","0","10","6","7"
"1990","Realschule","weiblich","6.26","5.5","742","3","5","8","9","10","6.11","6.41","0","10","6","7"
"1991","(Fach-)Abitur","maennlich","7.1","7.5","510","5","6","8","9","10","6.93","7.27","0","10","7","8"
"1991","(Fach-)Abitur","weiblich","7.25","7.5","379","5","6","8","9","10","7.07","7.43","0","10","7","8"
"1991","(noch) kein Abschluss","maennlich","6.98","6.5","388","4","5","9","10","10","6.78","7.18","0","10","7","7"
"1991","(noch) kein Abschluss","weiblich","6.94","6.5","487","4","5","8","10","10","6.77","7.11","1","10","7","7"
"1991","AkademikerIn","maennlich","7.12","7.5","922","5","6","8","9","10","7","7.24","0","10","7","7"
"1991","AkademikerIn","weiblich","6.83","6.5","754","4","5","8","9","10","6.68","6.98","0","10","7","7"
"1991","Hauptschule","maennlich","6.97","6.5","3247","5","6","8","9","10","6.9","7.04","0","10","7","7"
"1991","Hauptschule","weiblich","6.93","6.5","3477","5","5","8","9","10","6.86","7","0","10","7","7"
"1991","Realschule","maennlich","6.9","6.5","1435","4","6","8","9","10","6.79","7.01","0","10","7","7"
"1991","Realschule","weiblich","7.13","7.5","1708","5","6","8","10","10","7.03","7.23","0","10","7","7"
"1992","(Fach-)Abitur","maennlich","6.87","6.5","499","5","6","8","9","10","6.7","7.04","0","10","7","7"
"1992","(Fach-)Abitur","weiblich","7.16","6.5","394","5","6","8","9","10","6.97","7.35","0","10","7","7"
"1992","(noch) kein Abschluss","maennlich","6.9","6.5","369","4","5","9","9","10","6.68","7.12","0","10","7","7"
"1992","(noch) kein Abschluss","weiblich","6.66","6.5","487","4","5","8","9","10","6.48","6.84","0","10","6","7"
"1992","AkademikerIn","maennlich","7.16","7.5","908","5","6","8","9","10","7.03","7.29","0","10","7","7"
"1992","AkademikerIn","weiblich","6.78","6.5","742","4","5","8","9","10","6.65","6.91","0","10","7","7"
"1992","Hauptschule","maennlich","6.79","6.5","3144","4","5","8","9","10","6.72","6.86","0","10","7","7"
"1992","Hauptschule","weiblich","6.68","6.5","3357","4","5","8","9","10","6.61","6.75","0","10","7","7"
"1992","Realschule","maennlich","6.79","6.5","1383","4","6","8","9","10","6.69","6.89","0","10","7","7"
"1992","Realschule","weiblich","7.02","6.5","1700","5","6","8","9","10","6.93","7.11","0","10","7","7"
"1993","(Fach-)Abitur","maennlich","7.28","7.5","494","5","6","8","9","10","7.11","7.45","0","10","7","8"
"1993","(Fach-)Abitur","weiblich","7.49","7.5","414","5","7","9","10","10","7.31","7.67","0","10","7","8"
"1993","(noch) kein Abschluss","maennlich","6.85","6.5","362","4","5","8","10","10","6.64","7.06","0","10","7","7"
"1993","(noch) kein Abschluss","weiblich","6.82","6.5","474","4","5","8","10","10","6.63","7.01","0","10","6","7"
"1993","AkademikerIn","maennlich","7.34","7.5","908","5","6","9","10","10","7.22","7.46","0","10","7","8"
"1993","AkademikerIn","weiblich","7.13","7.5","723","4","6","9","10","10","6.99","7.27","0","10","7","8"
"1993","Hauptschule","maennlich","6.91","6.5","3064","5","6","8","9","10","6.84","6.98","0","10","7","7"
"1993","Hauptschule","weiblich","6.93","6.5","3251","4","5","8","10","10","6.86","7","0","10","7","7"
"1993","Realschule","maennlich","6.98","6.5","1393","5","6","8","9","10","6.88","7.08","0","10","7","7"
"1993","Realschule","weiblich","7.3","7.5","1696","5","6","9","10","10","7.21","7.39","0","10","7","8"
"1994","(Fach-)Abitur","maennlich","","","","","","","","","","","","","",""
"1994","(Fach-)Abitur","weiblich","","","","","","","","","","","","","",""
"1994","(noch) kein Abschluss","maennlich","","","","","","","","","","","","","",""
"1994","(noch) kein Abschluss","weiblich","","","","","","","","","","","","","",""
"1994","AkademikerIn","maennlich","","","","","","","","","","","","","",""
"1994","AkademikerIn","weiblich","","","","","","","","","","","","","",""
"1994","Hauptschule","maennlich","","","","","","","","","","","","","",""
"1994","Hauptschule","weiblich","","","","","","","","","","","","","",""
"1994","Realschule","maennlich","","","","","","","","","","","","","",""
"1994","Realschule","weiblich","","","","","","","","","","","","","",""
"1995","(Fach-)Abitur","maennlich","7.11","6.5","554","5","6","8","9","10","6.95","7.27","0","10","7","8"
"1995","(Fach-)Abitur","weiblich","7.22","7.5","502","4","6","8","9","10","7.05","7.39","0","10","7","8"
"1995","(noch) kein Abschluss","maennlich","6.93","6.5","388","4","5","8","10","10","6.73","7.13","0","10","7","7"
"1995","(noch) kein Abschluss","weiblich","6.87","6.5","477","4","5","8","9","10","6.69","7.05","0","10","7","7"
"1995","AkademikerIn","maennlich","7.23","7.5","953","5","6","8","9","10","7.12","7.34","0","10","7","8"
"1995","AkademikerIn","weiblich","6.99","6.5","796","4","6","8","9","10","6.85","7.13","0","10","7","7"
"1995","Hauptschule","maennlich","6.91","6.5","2971","4","6","8","9","10","6.84","6.98","0","10","7","7"
"1995","Hauptschule","weiblich","7.05","6.5","3127","5","6","8","10","10","6.98","7.12","0","10","7","7"
"1995","Realschule","maennlich","6.96","6.5","1363","4","6","8","9","10","6.86","7.06","0","10","7","7"
"1995","Realschule","weiblich","7.16","7.5","1739","5","6","8","9","10","7.07","7.25","0","10","7","7"
"1996","(Fach-)Abitur","maennlich","7.13","7.5","524","5","6","8","9","10","6.97","7.29","0","10","7","8"
"1996","(Fach-)Abitur","weiblich","7.43","7.5","504","5","7","8","10","10","7.27","7.59","0","10","7","8"
"1996","(noch) kein Abschluss","maennlich","6.86","6.5","369","4","5","8","9","10","6.65","7.07","0","10","7","7"
"1996","(noch) kein Abschluss","weiblich","7.11","7.5","467","4","6","9","10","10","6.93","7.29","0","10","7","7"
"1996","AkademikerIn","maennlich","7.36","7.5","964","5","7","8","9","10","7.25","7.47","1","10","7","8"
"1996","AkademikerIn","weiblich","7.26","7.5","795","5","6","8","9","10","7.14","7.38","1","10","7","8"
"1996","Hauptschule","maennlich","7.02","6.5","2888","5","6","8","9","10","6.95","7.09","0","10","7","7"
"1996","Hauptschule","weiblich","7.11","7.5","3044","5","6","8","10","10","7.04","7.18","0","10","7","7"
"1996","Realschule","maennlich","7.06","6.5","1379","5","6","8","9","10","6.96","7.16","0","10","7","7"
"1996","Realschule","weiblich","7.28","7.5","1731","5","6","9","9","10","7.19","7.37","0","10","7","8"
"1997","(Fach-)Abitur","maennlich","6.79","6.5","518","5","6","8","9","10","6.63","6.95","0","10","7","7"
"1997","(Fach-)Abitur","weiblich","6.98","6.5","497","5","6","8","9","10","6.82","7.14","0","10","7","7"
"1997","(noch) kein Abschluss","maennlich","6.65","6.5","373","4","5","8","9","10","6.45","6.85","0","10","7","7"
"1997","(noch) kein Abschluss","weiblich","6.86","6.5","455","4","5","8","9","10","6.67","7.05","0","10","7","7"
"1997","AkademikerIn","maennlich","7.06","6.5","967","5","6","8","9","10","6.95","7.17","1","10","7","7"
"1997","AkademikerIn","weiblich","6.99","6.5","799","5","6","8","9","10","6.87","7.11","0","10","7","7"
"1997","Hauptschule","maennlich","6.57","6.5","2802","4","5","8","9","10","6.5","6.64","0","10","7","7"
"1997","Hauptschule","weiblich","6.66","6.5","2942","4","5","8","9","10","6.59","6.73","0","10","7","7"
"1997","Realschule","maennlich","6.72","6.5","1359","4","6","8","9","10","6.62","6.82","0","10","7","7"
"1997","Realschule","weiblich","6.85","6.5","1706","4","6","8","9","10","6.76","6.94","0","10","7","7"
"1998","(Fach-)Abitur","maennlich","6.94","6.5","559","5","6","8","9","10","6.79","7.09","0","10","7","7"
"1998","(Fach-)Abitur","weiblich","7.32","7.5","582","5","6","8","9","10","7.18","7.46","0","10","7","8"
"1998","(noch) kein Abschluss","maennlich","7.04","6.5","365","5","6","9","9","10","6.85","7.23","0","10","7","7"
"1998","(noch) kein Abschluss","weiblich","6.86","6.5","452","4","5","8","9","10","6.68","7.04","0","10","7","7"
"1998","AkademikerIn","maennlich","7.28","7.5","1075","5","7","8","9","10","7.18","7.38","0","10","7","7"
"1998","AkademikerIn","weiblich","7.1","6.5","888","5","6","8","9","10","6.98","7.22","0","10","7","7"
"1998","Hauptschule","maennlich","6.85","6.5","3016","4","6","8","9","10","6.78","6.92","0","10","7","7"
"1998","Hauptschule","weiblich","6.97","6.5","3149","5","6","8","9","10","6.9","7.04","0","10","7","7"
"1998","Realschule","maennlich","6.94","6.5","1512","5","6","8","9","10","6.85","7.03","0","10","7","7"
"1998","Realschule","weiblich","7.1","6.5","1875","5","6","8","9","10","7.01","7.19","0","10","7","7"
"1999","(Fach-)Abitur","maennlich","6.99","6.5","538","5","6","8","9","10","6.83","7.15","0","10","7","7"
"1999","(Fach-)Abitur","weiblich","7.3","7.5","594","5","6","8","9","10","7.16","7.44","0","10","7","8"
"1999","(noch) kein Abschluss","maennlich","6.96","6.5","355","4","5","9","10","10","6.76","7.16","0","10","7","7"
"1999","(noch) kein Abschluss","weiblich","7","6.5","430","4","5","8","10","10","6.81","7.19","0","10","7","7"
"1999","AkademikerIn","maennlich","7.39","7.5","1074","5","7","8","9","10","7.29","7.49","0","10","7","8"
"1999","AkademikerIn","weiblich","7.28","7.5","879","5","6","8","9","10","7.17","7.39","0","10","7","8"
"1999","Hauptschule","maennlich","7.01","6.5","2947","4","6","8","9","10","6.94","7.08","0","10","7","7"
"1999","Hauptschule","weiblich","7.08","6.5","3050","4","6","8","10","10","7.01","7.15","0","10","7","7"
"1999","Realschule","maennlich","7.07","6.5","1503","5","6","8","9","10","6.98","7.16","0","10","7","7"
"1999","Realschule","weiblich","7.25","7.5","1870","5","6","9","9","10","7.17","7.33","0","10","7","8"
"2000","(Fach-)Abitur","maennlich","7.2","7.5","1114","5","6","8","9","10","7.1","7.3","0","10","7","8"
"2000","(Fach-)Abitur","weiblich","7.46","7.5","1229","5","7","9","10","10","7.36","7.56","0","10","8","8"
"2000","(noch) kein Abschluss","maennlich","6.76","6.5","418","4","5","8","9","10","6.56","6.96","0","10","7","8"
"2000","(noch) kein Abschluss","weiblich","6.97","6.5","491","4","6","8","10","10","6.79","7.15","0","10","7","7"
"2000","AkademikerIn","maennlich","7.62","7.5","2158","5","7","9","10","10","7.55","7.69","0","10","8","8"
"2000","AkademikerIn","weiblich","7.52","7.5","1652","5","7","9","10","10","7.44","7.6","0","10","8","8"
"2000","Hauptschule","maennlich","7.1","6.5","5135","5","6","8","9","10","7.05","7.15","0","10","7","7"
"2000","Hauptschule","weiblich","7.14","6.5","5511","5","6","8","10","10","7.09","7.19","0","10","7","7"
"2000","Realschule","maennlich","7.16","6.5","2708","5","6","8","9","10","7.09","7.23","0","10","7","7"
"2000","Realschule","weiblich","7.38","7.5","3568","5","6","9","10","10","7.32","7.44","0","10","8","8"
"2001","(Fach-)Abitur","maennlich","7.24","7.5","1029","5","6","8","9","10","7.13","7.35","0","10","7","8"
"2001","(Fach-)Abitur","weiblich","7.4","7.5","1177","5","7","9","10","10","7.3","7.5","1","10","8","8"
"2001","(noch) kein Abschluss","maennlich","7.38","7.5","404","5","6","9","10","10","7.2","7.56","0","10","7","8"
"2001","(noch) kein Abschluss","weiblich","7.08","6.5","460","4","6","8","9","10","6.91","7.25","0","10","7","8"
"2001","AkademikerIn","maennlich","7.54","7.5","1988","5","7","9","9","10","7.47","7.61","0","10","8","8"
"2001","AkademikerIn","weiblich","7.62","7.5","1553","5","7","9","10","10","7.54","7.7","0","10","8","8"
"2001","Hauptschule","maennlich","7.1","6.5","4526","5","6","8","9","10","7.05","7.15","0","10","7","7"
"2001","Hauptschule","weiblich","7.19","7.5","4824","5","6","8","10","10","7.14","7.24","0","10","7","8"
"2001","Realschule","maennlich","7.1","6.5","2486","5","6","8","9","10","7.03","7.17","0","10","7","7"
"2001","Realschule","weiblich","7.3","7.5","3271","5","6","8","9","10","7.24","7.36","0","10","8","8"
"2002","(Fach-)Abitur","maennlich","6.98","6.5","1139","5","6","8","9","10","6.88","7.08","0","10","7","7"
"2002","(Fach-)Abitur","weiblich","7.23","7.5","1312","5","6","8","9","10","7.14","7.32","0","10","8","8"
"2002","(noch) kein Abschluss","maennlich","7.13","6.5","421","4","6","8","10","10","6.96","7.3","1","10","7","8"
"2002","(noch) kein Abschluss","weiblich","6.94","6.5","477","5","6","8","9","10","6.77","7.11","0","10","7","8"
"2002","AkademikerIn","maennlich","7.29","7.5","2590","5","6","8","9","10","7.23","7.35","0","10","8","8"
"2002","AkademikerIn","weiblich","7.34","7.5","1953","5","6","8","9","10","7.27","7.41","0","10","8","8"
"2002","Hauptschule","maennlich","6.78","6.5","4283","4","6","8","9","10","6.72","6.84","0","10","7","7"
"2002","Hauptschule","weiblich","6.86","6.5","4606","4","6","8","9","10","6.81","6.91","0","10","7","7"
"2002","Realschule","maennlich","6.91","6.5","2555","5","6","8","9","10","6.84","6.98","0","10","7","7"
"2002","Realschule","weiblich","7.06","6.5","3427","5","6","8","9","10","7","7.12","0","10","7","8"
"2003","(Fach-)Abitur","maennlich","6.98","6.5","1108","5","6","8","9","10","6.88","7.08","0","10","7","8"
"2003","(Fach-)Abitur","weiblich","7.18","7.5","1298","5","6","8","9","10","7.09","7.27","0","10","8","8"
"2003","(noch) kein Abschluss","maennlich","6.92","6.5","414","4","6","8","9","10","6.73","7.11","0","10","7","8"
"2003","(noch) kein Abschluss","weiblich","6.95","6.5","472","5","5","8","10","10","6.77","7.13","0","10","7","8"
"2003","AkademikerIn","maennlich","7.32","7.5","2456","5","7","8","9","10","7.26","7.38","0","10","8","8"
"2003","AkademikerIn","weiblich","7.35","7.5","1894","5","7","8","9","10","7.27","7.43","0","10","8","8"
"2003","Hauptschule","maennlich","6.77","6.5","4074","4","6","8","9","10","6.71","6.83","0","10","7","7"
"2003","Hauptschule","weiblich","6.91","6.5","4365","5","6","8","9","10","6.85","6.97","0","10","7","7"
"2003","Realschule","maennlich","6.88","6.5","2470","5","6","8","9","10","6.81","6.95","0","10","7","7"
"2003","Realschule","weiblich","6.97","6.5","3306","5","6","8","9","10","6.91","7.03","0","10","7","7"
"2004","(Fach-)Abitur","maennlich","6.95","6.5","1087","5","6","8","9","10","6.85","7.05","0","10","7","8"
"2004","(Fach-)Abitur","weiblich","7.17","6.5","1302","5","6","8","9","10","7.08","7.26","0","10","8","8"
"2004","(noch) kein Abschluss","maennlich","6.92","6.5","419","5","6","8","9","10","6.74","7.1","0","10","7","8"
"2004","(noch) kein Abschluss","weiblich","6.89","6.5","483","4","6","8","9","10","6.71","7.07","0","10","7","8"
"2004","AkademikerIn","maennlich","7.35","7.5","2404","5","6","8","9","10","7.28","7.42","0","10","8","8"
"2004","AkademikerIn","weiblich","7.33","7.5","1869","5","6","8","9","10","7.25","7.41","0","10","8","8"
"2004","Hauptschule","maennlich","6.65","6.5","3879","4","5","8","9","10","6.59","6.71","0","10","7","7"
"2004","Hauptschule","weiblich","6.8","6.5","4154","4","6","8","9","10","6.74","6.86","0","10","7","7"
"2004","Realschule","maennlich","6.83","6.5","2377","4","6","8","9","10","6.76","6.9","0","10","7","7"
"2004","Realschule","weiblich","6.99","6.5","3207","5","6","8","9","10","6.93","7.05","0","10","7","7"
"2005","(Fach-)Abitur","maennlich","6.85","6.5","1026","4","6","8","9","10","6.74","6.96","0","10","7","8"
"2005","(Fach-)Abitur","weiblich","7.19","7.5","1265","5","6","8","9","10","7.09","7.29","0","10","8","8"
"2005","(noch) kein Abschluss","maennlich","7.02","6.5","416","4","6","8","9","10","6.84","7.2","0","10","7","8"
"2005","(noch) kein Abschluss","weiblich","7.1","6.5","480","5","6","8","10","10","6.92","7.28","0","10","7","8"
"2005","AkademikerIn","maennlich","7.45","7.5","2300","5","7","9","9","10","7.38","7.52","0","10","8","8"
"2005","AkademikerIn","weiblich","7.34","7.5","1849","5","6","8","9","10","7.26","7.42","0","10","8","8"
"2005","Hauptschule","maennlich","6.65","6.5","3647","4","5","8","9","10","6.59","6.71","0","10","7","7"
"2005","Hauptschule","weiblich","6.81","6.5","3892","4","5","8","9","10","6.75","6.87","0","10","7","7"
