year,age_gr,sampreg,plb0419_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1987,17-29 y.,West,Easy,0.21394,215,1036,0.18895,0.23892
1987,17-29 y.,West,Difficult,0.62627,656,1036,0.59679,0.65574
1987,17-29 y.,West,Almost impossible,0.15979,165,1036,0.13747,0.18212
1987,30-45 y.,West,Easy,0.15648,110,763,0.13069,0.18228
1987,30-45 y.,West,Difficult,0.62301,460,763,0.58860,0.65742
1987,30-45 y.,West,Almost impossible,0.22051,193,763,0.19107,0.24995
1987,46-65 y.,West,Easy,0.05888,40,749,0.04201,0.07575
1987,46-65 y.,West,Difficult,0.39824,290,749,0.36316,0.43332
1987,46-65 y.,West,Almost impossible,0.54288,419,749,0.50718,0.57858
1987,66 and older,West,Almost impossible,0.95509,36,36,0.88647,1.02370
1988,17-29 y.,West,Easy,0.25155,242,1009,0.22477,0.27834
1988,17-29 y.,West,Difficult,0.59435,600,1009,0.56404,0.62467
1988,17-29 y.,West,Almost impossible,0.15409,167,1009,0.13180,0.17638
1988,30-45 y.,West,Easy,0.12545,82,705,0.10098,0.14992
1988,30-45 y.,West,Difficult,0.65956,455,705,0.62455,0.69456
1988,30-45 y.,West,Almost impossible,0.21500,168,705,0.18465,0.24534
1988,46-65 y.,West,Easy,0.06055,37,715,0.04306,0.07805
1988,46-65 y.,West,Difficult,0.34914,242,715,0.31418,0.38411
1988,46-65 y.,West,Almost impossible,0.59031,436,715,0.55423,0.62638
1989,17-29 y.,West,Easy,0.28216,250,928,0.25318,0.31113
1989,17-29 y.,West,Difficult,0.56415,522,928,0.53223,0.59607
1989,17-29 y.,West,Almost impossible,0.15369,156,928,0.13048,0.17691
1989,30-45 y.,West,Easy,0.15797,95,632,0.12951,0.18642
1989,30-45 y.,West,Difficult,0.61913,372,632,0.58124,0.65702
1989,30-45 y.,West,Almost impossible,0.22290,165,632,0.19043,0.25537
1989,46-65 y.,West,Easy,0.07286,44,663,0.05306,0.09266
1989,46-65 y.,West,Difficult,0.35202,230,663,0.31563,0.38840
1989,46-65 y.,West,Almost impossible,0.57512,389,663,0.53747,0.61278
1990,17-29 y.,West,Easy,0.32839,294,912,0.29790,0.35889
1990,17-29 y.,West,Difficult,0.48803,459,912,0.45557,0.52049
1990,17-29 y.,West,Almost impossible,0.18358,159,912,0.15844,0.20872
1990,17-29 y.,East,Easy,0.19130,44,209,0.13785,0.24476
1990,17-29 y.,East,Difficult,0.69046,165,209,0.62763,0.75329
1990,30-45 y.,West,Easy,0.21174,106,566,0.17806,0.24543
1990,30-45 y.,West,Difficult,0.60804,336,566,0.56778,0.64829
1990,30-45 y.,West,Almost impossible,0.18022,124,566,0.14852,0.21191
1990,30-45 y.,East,Difficult,0.67589,43,43,0.53434,0.81744
1990,46-65 y.,West,Easy,0.06084,35,634,0.04222,0.07947
1990,46-65 y.,West,Difficult,0.37437,230,634,0.33667,0.41207
1990,46-65 y.,West,Almost impossible,0.56479,369,634,0.52617,0.60341
1991,17-29 y.,West,Easy,0.35571,301,860,0.32370,0.38773
1991,17-29 y.,West,Difficult,0.47306,401,860,0.43967,0.50644
1991,17-29 y.,West,Almost impossible,0.17123,158,860,0.14604,0.19642
1991,17-29 y.,East,Easy,0.11527,33,268,0.07696,0.15357
1991,17-29 y.,East,Difficult,0.69824,189,268,0.64318,0.75330
1991,17-29 y.,East,Almost impossible,0.18650,46,268,0.13978,0.23322
1991,30-45 y.,West,Easy,0.21808,117,552,0.18360,0.25256
1991,30-45 y.,West,Difficult,0.60416,327,552,0.56332,0.64499
1991,30-45 y.,West,Almost impossible,0.17776,108,552,0.14584,0.20969
1991,30-45 y.,East,Difficult,0.73658,126,160,0.66811,0.80505
1991,30-45 y.,East,Almost impossible,0.19391,34,160,0.13245,0.25536
1991,46-65 y.,West,Easy,0.08337,43,583,0.06091,0.10583
1991,46-65 y.,West,Difficult,0.36066,205,583,0.32165,0.39968
1991,46-65 y.,West,Almost impossible,0.55597,335,583,0.51560,0.59633
1991,46-65 y.,East,Difficult,0.30266,54,175,0.23440,0.37092
1991,46-65 y.,East,Almost impossible,0.69361,121,175,0.62511,0.76211
1992,17-29 y.,West,Easy,0.42532,345,865,0.39236,0.45829
1992,17-29 y.,West,Difficult,0.43445,391,865,0.40140,0.46750
1992,17-29 y.,West,Almost impossible,0.14023,129,865,0.11707,0.16338
1992,17-29 y.,East,Easy,0.13874,42,294,0.09916,0.17832
1992,17-29 y.,East,Difficult,0.73276,216,294,0.68208,0.78343
1992,17-29 y.,East,Almost impossible,0.12851,36,294,0.09019,0.16683
1992,30-45 y.,West,Easy,0.25575,144,565,0.21974,0.29176
1992,30-45 y.,West,Difficult,0.57072,319,565,0.52987,0.61157
1992,30-45 y.,West,Almost impossible,0.17353,102,565,0.14227,0.20478
1992,30-45 y.,East,Difficult,0.68476,168,232,0.62485,0.74468
1992,30-45 y.,East,Almost impossible,0.26374,64,232,0.20691,0.32056
1992,46-65 y.,West,Easy,0.08547,41,562,0.06234,0.10861
1992,46-65 y.,West,Difficult,0.38745,203,562,0.34713,0.42776
1992,46-65 y.,West,Almost impossible,0.52708,318,562,0.48577,0.56840
1992,46-65 y.,East,Difficult,0.32235,75,231,0.26194,0.38275
1992,46-65 y.,East,Almost impossible,0.67096,156,231,0.61024,0.73169
1993,17-29 y.,West,Easy,0.27446,236,892,0.24516,0.30376
1993,17-29 y.,West,Difficult,0.54511,474,892,0.51241,0.57781
1993,17-29 y.,West,Almost impossible,0.18043,182,892,0.15518,0.20568
