year,pgisced97,sampreg,plb0419_h,proportion,n,proportion_lower_confidence,proportion_upper_confidence
1987,Pre-primary Level,West,Difficult,0.7578947368421053,13496,0.7506677028485091,0.7651217708357014
1987,Pre-primary Level,West,Almost impossible,0.1368421052631579,13496,0.13104370043049363,0.14264051009582218
1987,Pre-primary Level,West,Easy,0.10526315789473684,13496,0.10008542796221144,0.11044088782726223
1987,Primary Level,West,Almost impossible,0.5270758122743683,13496,0.5186524429426042,0.5354991816061324
1987,Primary Level,West,Difficult,0.4187725631768953,13496,0.41044887695716026,0.4270962493966304
1987,Primary Level,West,Easy,0.05415162454873646,13496,0.050333324590855974,0.05796992450661695
1987,Lower Secondary Level,West,Difficult,0.5143979057591623,13496,0.5059656570419803,0.5228301544763444
1987,Lower Secondary Level,West,Almost impossible,0.38350785340314136,13496,0.3753042540582444,0.3917114527480383
1987,Lower Secondary Level,West,Easy,0.10209424083769633,13496,0.09698602149555605,0.10720246017983662
1987,Upper Secondary Level,West,Difficult,0.5694444444444444,13496,0.5610904570538343,0.5777984318350545
1987,Upper Secondary Level,West,Almost impossible,0.2628968253968254,13496,0.2554698779935749,0.2703237728000759
1987,Upper Secondary Level,West,Easy,0.16765873015873015,13496,0.16135616510338718,0.1739612952140731
1987,Post-secondary Non-tertiary Level,West,Difficult,0.5084745762711864,13496,0.5000400411446931,0.5169091113976797
1987,Post-secondary Non-tertiary Level,West,Easy,0.288135593220339,13496,0.2804945856350358,0.29577660080564216
1987,Post-secondary Non-tertiary Level,West,Almost impossible,0.2033898305084746,13496,0.19659871563214684,0.21018094538480234
1987,First Stage of Tertiary Education,West,Difficult,0.5555555555555556,13496,0.5471720428867637,0.5639390682243475
1987,First Stage of Tertiary Education,West,Almost impossible,0.23333333333333334,13496,0.22619749142492362,0.24046917524174305
1987,First Stage of Tertiary Education,West,Easy,0.2111111111111111,13496,0.2042259041056227,0.21799631811659953
1987,Second Stage of Tertiary Education,West,Difficult,0.47674418604651164,13496,0.4683175687474541,0.48517080334556917
1987,Second Stage of Tertiary Education,West,Almost impossible,0.26744186046511625,13496,0.25997411893305955,0.27490960199717296
1987,Second Stage of Tertiary Education,West,Easy,0.2558139534883721,13496,0.24845262135888566,0.2631752856178585
