year,pgisced97,plj0587,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2013,Pre-primary Level,Often,0.04480,35,441,0.02547,0.06413
2013,Pre-primary Level,Sometimes,0.10907,121,441,0.07995,0.13820
2013,Pre-primary Level,Seldom,0.17677,191,441,0.14113,0.21242
2013,Pre-primary Level,Never,0.10410,94,441,0.07556,0.13263
2013,Primary Level,Often,0.09888,55,302,0.06515,0.13260
2013,Primary Level,Sometimes,0.24517,118,302,0.19657,0.29377
2013,Primary Level,Seldom,0.18573,79,302,0.14179,0.22966
2013,Primary Level,Never,0.11471,50,302,0.07871,0.15071
2013,Lower Secondary Level,Very often,0.02379,82,2575,0.01790,0.02967
2013,Lower Secondary Level,Often,0.08689,286,2575,0.07601,0.09777
2013,Lower Secondary Level,Sometimes,0.28686,813,2575,0.26939,0.30434
2013,Lower Secondary Level,Seldom,0.26064,892,2575,0.24368,0.27760
2013,Lower Secondary Level,Never,0.15673,502,2575,0.14268,0.17077
2013,Upper Secondary Level,Very often,0.01801,233,12387,0.01566,0.02035
2013,Upper Secondary Level,Often,0.07818,1044,12387,0.07345,0.08291
2013,Upper Secondary Level,Sometimes,0.32391,4282,12387,0.31567,0.33215
2013,Upper Secondary Level,Seldom,0.34913,4575,12387,0.34073,0.35752
2013,Upper Secondary Level,Never,0.16212,2253,12387,0.15562,0.16861
2013,Post-secondary Non-tertiary Level,Very often,0.02631,38,1768,0.01885,0.03377
2013,Post-secondary Non-tertiary Level,Often,0.05960,134,1768,0.04856,0.07063
2013,Post-secondary Non-tertiary Level,Sometimes,0.30450,600,1768,0.28304,0.32596
2013,Post-secondary Non-tertiary Level,Seldom,0.33641,722,1768,0.31438,0.35844
2013,Post-secondary Non-tertiary Level,Never,0.11304,274,1768,0.09827,0.12780
2013,First Stage of Tertiary Education,Often,0.06717,115,1655,0.05510,0.07923
2013,First Stage of Tertiary Education,Sometimes,0.38015,596,1655,0.35675,0.40354
2013,First Stage of Tertiary Education,Seldom,0.36956,651,1655,0.34630,0.39282
2013,First Stage of Tertiary Education,Never,0.15369,293,1655,0.13631,0.17107
2013,Second Stage of Tertiary Education,Very often,0.01369,73,5822,0.01071,0.01668
2013,Second Stage of Tertiary Education,Often,0.07101,398,5822,0.06441,0.07760
2013,Second Stage of Tertiary Education,Sometimes,0.31497,1930,5822,0.30304,0.32690
2013,Second Stage of Tertiary Education,Seldom,0.37569,2421,5822,0.36325,0.38813
2013,Second Stage of Tertiary Education,Never,0.13835,1000,5822,0.12948,0.14722
2019,Primary Level,Sometimes,0.00283,43,43,-0.01323,0.01889
2021,Pre-primary Level,Sometimes,0.21097,74,138,0.14264,0.27929
2021,Pre-primary Level,Seldom,0.18204,64,138,0.11742,0.24665
2021,Primary Level,Very often,0.10581,197,918,0.08590,0.12571
2021,Primary Level,Often,0.16119,161,918,0.13739,0.18499
2021,Primary Level,Sometimes,0.37610,330,918,0.34475,0.40745
2021,Primary Level,Seldom,0.18350,111,918,0.15845,0.20856
2021,Primary Level,Never,0.12677,119,918,0.10524,0.14831
2021,Lower Secondary Level,Very often,0.05750,173,1750,0.04659,0.06841
2021,Lower Secondary Level,Often,0.17634,315,1750,0.15848,0.19420
2021,Lower Secondary Level,Sometimes,0.33767,620,1750,0.31551,0.35983
2021,Lower Secondary Level,Seldom,0.27558,424,1750,0.25464,0.29652
2021,Lower Secondary Level,Never,0.12048,218,1750,0.10523,0.13574
2021,Upper Secondary Level,Very often,0.05366,440,7345,0.04851,0.05882
2021,Upper Secondary Level,Often,0.15517,1215,7345,0.14689,0.16345
2021,Upper Secondary Level,Sometimes,0.35322,2628,7345,0.34228,0.36415
2021,Upper Secondary Level,Seldom,0.32879,2192,7345,0.31804,0.33953
2021,Upper Secondary Level,Never,0.10693,870,7345,0.09986,0.11400
2021,Post-secondary Non-tertiary Level,Very often,0.03910,76,1593,0.02958,0.04862
2021,Post-secondary Non-tertiary Level,Often,0.15054,242,1593,0.13298,0.16811
2021,Post-secondary Non-tertiary Level,Sometimes,0.38645,575,1593,0.36253,0.41037
2021,Post-secondary Non-tertiary Level,Seldom,0.33613,521,1593,0.31293,0.35933
2021,Post-secondary Non-tertiary Level,Never,0.08387,179,1593,0.07025,0.09749
2021,First Stage of Tertiary Education,Very often,0.03072,45,1003,0.02004,0.04140
2021,First Stage of Tertiary Education,Often,0.13684,139,1003,0.11556,0.15812
2021,First Stage of Tertiary Education,Sometimes,0.32936,332,1003,0.30026,0.35846
2021,First Stage of Tertiary Education,Seldom,0.37802,371,1003,0.34799,0.40804
2021,First Stage of Tertiary Education,Never,0.11940,116,1003,0.09932,0.13948
2021,Second Stage of Tertiary Education,Very often,0.03794,298,5680,0.03297,0.04291
2021,Second Stage of Tertiary Education,Often,0.15021,875,5680,0.14092,0.15950
2021,Second Stage of Tertiary Education,Sometimes,0.37098,2053,5680,0.35842,0.38355
2021,Second Stage of Tertiary Education,Seldom,0.34012,1823,5680,0.32780,0.35245
2021,Second Stage of Tertiary Education,Never,0.09976,631,5680,0.09197,0.10756
