year,regtyp,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1985,Urban regions,,,,,,,,,,,,
1985,Rural regions,,,,,,,,,,,,
1986,Urban regions,,,,,,,,,,,,
1986,Rural regions,,,,,,,,,,,,
1987,Urban regions,,,,,,,,,,,,
1987,Rural regions,,,,,,,,,,,,
1988,Urban regions,,,,,,,,,,,,
1988,Rural regions,,,,,,,,,,,,
1989,Urban regions,,,,,,,,,,,,
1989,Rural regions,,,,,,,,,,,,
1990,Urban regions,,,,,,,,,,,,
1990,Rural regions,,,,,,,,,,,,
1991,Urban regions,,,,,,,,,,,,
1991,Rural regions,,,,,,,,,,,,
1992,Urban regions,,,,,,,,,,,,
1992,Rural regions,,,,,,,,,,,,
1993,Urban regions,,,,,,,,,,,,
1993,Rural regions,,,,,,,,,,,,
1994,Urban regions,,,,,,,,,,,,
1994,Rural regions,,,,,,,,,,,,
1995,Urban regions,,,,,,,,,,,,
1995,Rural regions,,,,,,,,,,,,
1996,Urban regions,,,,,,,,,,,,
1996,Rural regions,,,,,,,,,,,,
1997,Urban regions,,,,,,,,,,,,
1997,Rural regions,,,,,,,,,,,,
1998,Urban regions,2723,387.07636,377.87697,397.13928,230.00000,358.00000,511.00000,41.00000,932.50000,358.00000,358.00000,409.00000
1998,Rural regions,1387,383.52272,368.49235,396.68680,230.00000,332.00000,511.00000,41.00000,932.50000,332.00000,306.00000,357.00000
1999,Urban regions,,,,,,,,,,,,
1999,Rural regions,,,,,,,,,,,,
2000,Urban regions,4691,387.41651,380.03689,395.67722,230.00000,332.00000,511.00000,20.00000,932.50000,332.00000,306.00000,357.00000
2000,Rural regions,2217,371.86790,360.92403,383.00735,205.00000,307.00000,511.00000,20.00000,970.00000,307.00000,282.00000,307.00000
2001,Urban regions,3963,393.94427,385.69752,401.49155,230.00000,358.00000,511.00000,0.00000,932.50000,358.00000,358.00000,409.00000
2001,Rural regions,1846,386.45671,374.78997,399.13634,230.00000,307.00000,511.00000,26.00000,932.50000,307.00000,256.00000,307.00000
2002,Urban regions,,,,,,,,,,,,
2002,Rural regions,,,,,,,,,,,,
2003,Urban regions,4119,402.84566,392.32083,412.43174,250.00000,350.00000,500.00000,0.00000,875.00000,350.00000,300.00000,350.00000
2003,Rural regions,1786,397.52055,386.52325,407.89474,230.00000,400.00000,500.00000,20.00000,905.00000,400.00000,400.00000,450.00000
2004,Urban regions,,,,,,,,,,,,
2004,Rural regions,,,,,,,,,,,,
2005,Urban regions,3933,407.16843,397.14057,415.09378,240.00000,400.00000,500.00000,25.00000,890.00000,400.00000,400.00000,450.00000
2005,Rural regions,1760,392.63912,378.50893,404.26053,240.00000,350.00000,500.00000,35.00000,890.00000,350.00000,300.00000,380.00000
2006,Urban regions,,,,,,,,,,,,
2006,Rural regions,,,,,,,,,,,,
2007,Urban regions,3950,413.82521,403.10728,422.42126,220.00000,400.00000,500.00000,20.00000,920.00000,400.00000,400.00000,450.00000
2007,Rural regions,1911,390.27382,377.08693,404.12016,200.00000,350.00000,500.00000,30.00000,950.00000,350.00000,300.00000,350.00000
2008,Urban regions,,,,,,,,,,,,
2008,Rural regions,,,,,,,,,,,,
2009,Urban regions,,,,,,,,,,,,
2009,Rural regions,,,,,,,,,,,,
2010,Urban regions,,,,,,,,,,,,
2010,Rural regions,,,,,,,,,,,,
2011,Urban regions,4214,399.22134,388.09106,408.55460,200.00000,350.00000,500.00000,0.00000,950.00000,350.00000,300.00000,350.00000
2011,Rural regions,2107,381.91134,370.64972,394.54778,200.00000,350.00000,500.00000,20.00000,950.00000,350.00000,324.87500,380.00000
2012,Urban regions,,,,,,,,,,,,
2012,Rural regions,,,,,,,,,,,,
2013,Urban regions,4557,402.90620,392.82875,410.80347,240.00000,400.00000,500.00000,0.00000,890.00000,400.00000,400.00000,450.00000
2013,Rural regions,2125,385.45003,374.61903,397.73793,207.21718,350.00000,500.00000,10.00000,939.17423,350.00000,300.00000,360.50000
2014,Urban regions,,,,,,,,,,,,
2014,Rural regions,,,,,,,,,,,,
2015,Urban regions,,,,,,,,,,,,
2015,Rural regions,,,,,,,,,,,,
2016,Urban regions,3828,412.15376,402.34231,421.79490,250.00000,400.00000,500.00000,40.00000,875.00000,400.00000,400.00000,450.00000
2016,Rural regions,1816,401.21419,384.72564,414.99961,250.00000,400.00000,500.00000,20.00000,875.00000,400.00000,400.00000,450.00000
2017,Urban regions,,,,,,,,,,,,
2017,Rural regions,,,,,,,,,,,,
2018,Urban regions,4948,424.42790,411.73812,434.90700,250.00000,400.00000,500.00000,20.00000,875.00000,400.00000,400.00000,400.00000
2018,Rural regions,2158,392.73052,379.40770,406.58037,200.00000,400.00000,500.00000,20.00000,950.00000,400.00000,400.00000,450.00000
2019,Urban regions,,,,,,,,,,,,
2019,Rural regions,,,,,,,,,,,,
2020,Urban regions,5030,424.20710,414.58019,434.07677,250.00000,400.00000,500.00000,10.00000,875.00000,400.00000,400.00000,400.00000
2020,Rural regions,2046,416.01249,400.42183,430.35259,250.00000,400.00000,500.00000,10.00000,875.00000,400.00000,400.00000,420.50000
2021,Urban regions,,,,,,,,,,,,
2021,Rural regions,,,,,,,,,,,,
