year,pli0097_h,quintil_oecd,regtyp,proportion,n,lower_confidence,upper_confidence
1985,At least once per week,1st Quintile,Urban regions,0.38235294117647056,14443,0.37442738456922087,0.39027849778372026
1985,At least once per week,3rd Quintile,Urban regions,0.19607843137254902,14443,0.18960329204061926,0.20255357070447877
1985,At least once per week,2nd Quintile,Urban regions,0.12745098039215685,14443,0.12201229579853114,0.13288966498578256
1985,At least once per week,2nd Quintile,Rural regions,0.11764705882352941,14443,0.11239246595927178,0.12290165168778704
1985,At least once per week,1st Quintile,Rural regions,0.0784313725490196,14443,0.07404671061273232,0.08281603448530689
1985,At least once per week,3rd Quintile,Rural regions,0.049019607843137254,14443,0.04549834808697241,0.0525408675993021
1985,At least once per week,4th Quintile,Urban regions,0.0392156862745098,14443,0.03604998283938556,0.042381389709634044
1985,At least once per week,5th Quintile,Urban regions,0.00980392156862745,14443,0.008197025157241276,0.011410817980013626
1985,At least once per month,1st Quintile,Urban regions,0.34673366834170855,14443,0.33897172423932365,0.35449561244409344
1985,At least once per month,2nd Quintile,Urban regions,0.22613065326633167,14443,0.2193081947030614,0.23295311182960193
1985,At least once per month,3rd Quintile,Urban regions,0.1306532663316583,14443,0.1251567943957684,0.1361497382675482
1985,At least once per month,1st Quintile,Rural regions,0.11557788944723618,14443,0.11036360713318505,0.12079217176128731
1985,At least once per month,2nd Quintile,Rural regions,0.07035175879396985,14443,0.06618091263395691,0.07452260495398279
1985,At least once per month,4th Quintile,Urban regions,0.04020100502512563,14443,0.036997422127994076,0.04340458792225718
1985,At least once per month,4th Quintile,Rural regions,0.02512562814070352,14443,0.02257316102015928,0.02767809526124776
1985,At least once per month,3rd Quintile,Rural regions,0.02512562814070352,14443,0.02257316102015928,0.02767809526124776
1985,At least once per month,5th Quintile,Urban regions,0.01507537688442211,14443,0.0130880790816857,0.017062674687158517
1985,At least once per month,5th Quintile,Rural regions,0.005025125628140704,14443,0.003871919651649329,0.006178331604632078
1985,Seldom,1st Quintile,Urban regions,0.36345776031434185,14443,0.35561321180954675,0.37130230881913695
1985,Seldom,2nd Quintile,Urban regions,0.2200392927308448,14443,0.2132829161465236,0.226795669315166
1985,Seldom,1st Quintile,Rural regions,0.12573673870333987,14443,0.12032944977535183,0.1311440276313279
1985,Seldom,3rd Quintile,Urban regions,0.12573673870333987,14443,0.12032944977535183,0.1311440276313279
1985,Seldom,2nd Quintile,Rural regions,0.07072691552062868,14443,0.06654580734328366,0.0749080236979737
1985,Seldom,4th Quintile,Urban regions,0.03929273084479371,14443,0.036124046262073266,0.04246141542751416
1985,Seldom,4th Quintile,Rural regions,0.019646365422396856,14443,0.01738297300715856,0.02190975783763515
1985,Seldom,3rd Quintile,Rural regions,0.019646365422396856,14443,0.01738297300715856,0.02190975783763515
1985,Seldom,5th Quintile,Rural regions,0.007858546168958742,14443,0.0064184706480026905,0.009298621689914794
1985,Seldom,5th Quintile,Urban regions,0.007858546168958742,14443,0.0064184706480026905,0.009298621689914794
1985,Never,1st Quintile,Urban regions,0.4642711310739077,14443,0.45613747638851937,0.47240478575929606
1985,Never,2nd Quintile,Urban regions,0.20069416088199266,14443,0.19416208491217207,0.20722623685181324
1985,Never,1st Quintile,Rural regions,0.1365863617803185,14443,0.13098568530302443,0.14218703825761256
1985,Never,3rd Quintile,Urban regions,0.0838097182523479,14443,0.0792904575365899,0.08832897896810589
1985,Never,2nd Quintile,Rural regions,0.045426704777460185,14443,0.0420305488382074,0.04882286071671297
1985,Never,4th Quintile,Urban regions,0.028991425071457737,14443,0.026255062256245583,0.03172778788666989
1985,Never,3rd Quintile,Rural regions,0.021641486320947326,14443,0.01926836510344069,0.024014607538453962
1985,Never,5th Quintile,Urban regions,0.011024908125765618,14443,0.009321936029021817,0.01272788022250942
1985,Never,4th Quintile,Rural regions,0.004797876684360963,14443,0.0036709191447354653,0.005924834223986462
1985,Never,5th Quintile,Rural regions,0.0027562270314414046,14443,0.0019011888151004197,0.0036112652477823894
1986,At least once per week,1st Quintile,Urban regions,0.3263157894736842,13742,0.3184764706429646,0.33415510830440387
1986,At least once per week,2nd Quintile,Urban regions,0.18947368421052632,13742,0.1829214545841103,0.19602591383694234
1986,At least once per week,3rd Quintile,Urban regions,0.1368421052631579,13742,0.13109583436370348,0.14258837616261233
1986,At least once per week,2nd Quintile,Rural regions,0.10526315789473684,13742,0.10013198135651055,0.11039433443296312
1986,At least once per week,1st Quintile,Rural regions,0.09473684210526316,13742,0.08984042987206178,0.09963325433846454
1986,At least once per week,4th Quintile,Urban regions,0.09473684210526316,13742,0.08984042987206178,0.09963325433846454
1986,At least once per week,4th Quintile,Rural regions,0.05263157894736842,13742,0.04889809962075698,0.056365058273979855
1986,At least once per month,1st Quintile,Urban regions,0.31952662721893493,13742,0.3117302975555758,0.32732295688229407
1986,At least once per month,2nd Quintile,Urban regions,0.23668639053254437,13742,0.2295796698684073,0.24379311119668143
1986,At least once per month,1st Quintile,Rural regions,0.15384615384615385,13742,0.14781362944386003,0.15987867824844768
1986,At least once per month,3rd Quintile,Urban regions,0.1242603550295858,13742,0.11874485489267758,0.129775855166494
1986,At least once per month,2nd Quintile,Rural regions,0.05917159763313609,13742,0.05522663442870821,0.06311656083756396
1986,At least once per month,4th Quintile,Urban regions,0.04142011834319527,13742,0.038088533160217514,0.044751703526173026
1986,At least once per month,3rd Quintile,Rural regions,0.029585798816568046,13742,0.026752767855146003,0.03241882977799009
1986,At least once per month,4th Quintile,Rural regions,0.01775147928994083,13742,0.01554368266032999,0.01995927591955167
1986,At least once per month,5th Quintile,Urban regions,0.011834319526627219,13742,0.010026239585903967,0.01364239946735047
1986,At least once per month,5th Quintile,Rural regions,0.005917159763313609,13742,0.0046348320285000254,0.007199487498127193
1986,Seldom,1st Quintile,Urban regions,0.35080645161290325,13742,0.3428273869846768,0.3587855162411297
1986,Seldom,2nd Quintile,Urban regions,0.20967741935483872,13742,0.2028711500967251,0.21648368861295234
1986,Seldom,3rd Quintile,Urban regions,0.14516129032258066,13742,0.13927151674652874,0.15105106389863257
1986,Seldom,1st Quintile,Rural regions,0.0967741935483871,13742,0.09183098368866595,0.10171740340810824
1986,Seldom,2nd Quintile,Rural regions,0.06854838709677419,13742,0.06432355096130327,0.07277322323224511
1986,Seldom,4th Quintile,Urban regions,0.056451612903225805,13742,0.052592820943273076,0.060310404863178534
1986,Seldom,3rd Quintile,Rural regions,0.036290322580645164,13742,0.03316352603408787,0.03941711912720246
1986,Seldom,5th Quintile,Urban regions,0.016129032258064516,13742,0.01402280937301091,0.01823525514311812
1986,Seldom,4th Quintile,Rural regions,0.016129032258064516,13742,0.01402280937301091,0.01823525514311812
1986,Seldom,5th Quintile,Rural regions,0.004032258064516129,13742,0.0029726923545645286,0.005091823774467729
1986,Never,1st Quintile,Urban regions,0.43387028401865196,13742,0.42558382421416513,0.4421567438231388
1986,Never,2nd Quintile,Urban regions,0.2174650275540483,13742,0.2105677502153503,0.22436230489274633
1986,Never,1st Quintile,Rural regions,0.12770241627808393,13742,0.12212204632880093,0.13328278622736692
1986,Never,3rd Quintile,Urban regions,0.09272997032640949,13742,0.08788033098566363,0.09757960966715536
1986,Never,2nd Quintile,Rural regions,0.0533064857990674,13742,0.04955048369774911,0.0570624879003857
1986,Never,4th Quintile,Urban regions,0.03391267486222976,13742,0.030886316769576354,0.036939032954883155
1986,Never,3rd Quintile,Rural regions,0.020347604917337857,13742,0.017986997595690293,0.02270821223898542
1986,Never,5th Quintile,Urban regions,0.00900805426027978,13742,0.007428328651916549,0.01058777986864301
1986,Never,4th Quintile,Rural regions,0.00847816871555744,13742,0.006945200087773621,0.010011137343341256
1986,Never,5th Quintile,Rural regions,0.00317931326833404,13742,0.002238060467308147,0.004120566069359933
1988,At least once per week,1st Quintile,Urban regions,0.34782608695652173,12817,0.33958042234307845,0.356071751569965
1988,At least once per week,4th Quintile,Urban regions,0.17391304347826086,12817,0.16735095866363467,0.18047512829288706
1988,At least once per week,2nd Quintile,Urban regions,0.14492753623188406,12817,0.13883301219452823,0.1510220602692399
1988,At least once per week,3rd Quintile,Urban regions,0.10144927536231885,12817,0.09622220130523061,0.10667634941940708
1988,At least once per week,1st Quintile,Rural regions,0.07246376811594203,12817,0.06797539680637324,0.07695213942551082
1988,At least once per week,2nd Quintile,Rural regions,0.07246376811594203,12817,0.06797539680637324,0.07695213942551082
1988,At least once per week,4th Quintile,Rural regions,0.057971014492753624,12817,0.05392525126776069,0.06201677771774656
1988,At least once per week,3rd Quintile,Rural regions,0.014492753623188406,12817,0.012423716681718036,0.016561790564658774
1988,At least once per week,5th Quintile,Urban regions,0.014492753623188406,12817,0.012423716681718036,0.016561790564658774
1988,At least once per month,1st Quintile,Urban regions,0.2032520325203252,12817,0.1962851127399313,0.2102189523007191
1988,At least once per month,3rd Quintile,Urban regions,0.1951219512195122,12817,0.18826105285404743,0.20198284958497698
1988,At least once per month,2nd Quintile,Urban regions,0.17073170731707318,12817,0.1642174111276379,0.17724600350650846
