"pli0097_h","year","alter_gr","bula_h","n","percent","lower_confidence","upper_confidence"
"Taeglich","1984","66 und älter","Bayern","","","",""
"Taeglich","1984","66 und älter","Saarland","","","",""
"Taeglich","1984","66 und älter","Berlin","","","",""
"Taeglich","1984","66 und älter","Brandenburg","","","",""
"Taeglich","1984","66 und älter","Mecklenburg-Vorpommern","","","",""
"Taeglich","1984","66 und älter","Sachsen","","","",""
"Taeglich","1984","66 und älter","Sachsen-Anhalt","","","",""
"Taeglich","1984","66 und älter","Thueringen","","","",""
"Min 1x pro Woche","1984","16-34 Jahre alt","Schleswig-Holstein","","","",""
"Min 1x pro Woche","1984","16-34 Jahre alt","Hamburg","","","",""
"Min 1x pro Woche","1984","16-34 Jahre alt","Niedersachsen","","","",""
"Min 1x pro Woche","1984","16-34 Jahre alt","Bremen","","","",""
"Min 1x pro Woche","1984","16-34 Jahre alt","Nordrhein-Westfalen","","","",""
"Min 1x pro Woche","1984","16-34 Jahre alt","Hessen","","","",""
"Min 1x pro Woche","1984","16-34 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"Min 1x pro Woche","1984","16-34 Jahre alt","Baden-Wuerttemberg","","","",""
"Min 1x pro Woche","1984","16-34 Jahre alt","Bayern","","","",""
"Min 1x pro Woche","1984","16-34 Jahre alt","Saarland","","","",""
"Min 1x pro Woche","1984","16-34 Jahre alt","Berlin","","","",""
"Min 1x pro Woche","1984","16-34 Jahre alt","Brandenburg","","","",""
"Min 1x pro Woche","1984","16-34 Jahre alt","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Woche","1984","16-34 Jahre alt","Sachsen","","","",""
"Min 1x pro Woche","1984","16-34 Jahre alt","Sachsen-Anhalt","","","",""
"Min 1x pro Woche","1984","16-34 Jahre alt","Thueringen","","","",""
"Min 1x pro Woche","1984","35-65 Jahre alt","Schleswig-Holstein","","","",""
"Min 1x pro Woche","1984","35-65 Jahre alt","Hamburg","","","",""
"Min 1x pro Woche","1984","35-65 Jahre alt","Niedersachsen","","","",""
"Min 1x pro Woche","1984","35-65 Jahre alt","Bremen","","","",""
"Min 1x pro Woche","1984","35-65 Jahre alt","Nordrhein-Westfalen","","","",""
"Min 1x pro Woche","1984","35-65 Jahre alt","Hessen","","","",""
"Min 1x pro Woche","1984","35-65 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"Min 1x pro Woche","1984","35-65 Jahre alt","Baden-Wuerttemberg","","","",""
"Min 1x pro Woche","1984","35-65 Jahre alt","Bayern","","","",""
"Min 1x pro Woche","1984","35-65 Jahre alt","Saarland","","","",""
"Min 1x pro Woche","1984","35-65 Jahre alt","Berlin","","","",""
"Min 1x pro Woche","1984","35-65 Jahre alt","Brandenburg","","","",""
"Min 1x pro Woche","1984","35-65 Jahre alt","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Woche","1984","35-65 Jahre alt","Sachsen","","","",""
"Min 1x pro Woche","1984","35-65 Jahre alt","Sachsen-Anhalt","","","",""
"Min 1x pro Woche","1984","35-65 Jahre alt","Thueringen","","","",""
"Min 1x pro Woche","1984","66 und älter","Schleswig-Holstein","","","",""
"Min 1x pro Woche","1984","66 und älter","Hamburg","","","",""
"Min 1x pro Woche","1984","66 und älter","Niedersachsen","","","",""
"Min 1x pro Woche","1984","66 und älter","Bremen","","","",""
"Min 1x pro Woche","1984","66 und älter","Nordrhein-Westfalen","","","",""
"Min 1x pro Woche","1984","66 und älter","Hessen","","","",""
"Min 1x pro Woche","1984","66 und älter","Rheinland-Pfalz,Saarland","","","",""
"Min 1x pro Woche","1984","66 und älter","Baden-Wuerttemberg","","","",""
"Min 1x pro Woche","1984","66 und älter","Bayern","","","",""
"Min 1x pro Woche","1984","66 und älter","Saarland","","","",""
"Min 1x pro Woche","1984","66 und älter","Berlin","","","",""
"Min 1x pro Woche","1984","66 und älter","Brandenburg","","","",""
"Min 1x pro Woche","1984","66 und älter","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Woche","1984","66 und älter","Sachsen","","","",""
"Min 1x pro Woche","1984","66 und älter","Sachsen-Anhalt","","","",""
"Min 1x pro Woche","1984","66 und älter","Thueringen","","","",""
"Min 1x pro Monat","1984","16-34 Jahre alt","Schleswig-Holstein","","","",""
"Min 1x pro Monat","1984","16-34 Jahre alt","Hamburg","","","",""
"Min 1x pro Monat","1984","16-34 Jahre alt","Niedersachsen","","","",""
"Min 1x pro Monat","1984","16-34 Jahre alt","Bremen","","","",""
"Min 1x pro Monat","1984","16-34 Jahre alt","Nordrhein-Westfalen","","","",""
"Min 1x pro Monat","1984","16-34 Jahre alt","Hessen","","","",""
"Min 1x pro Monat","1984","16-34 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"Min 1x pro Monat","1984","16-34 Jahre alt","Baden-Wuerttemberg","","","",""
"Min 1x pro Monat","1984","16-34 Jahre alt","Bayern","","","",""
"Min 1x pro Monat","1984","16-34 Jahre alt","Saarland","","","",""
"Min 1x pro Monat","1984","16-34 Jahre alt","Berlin","","","",""
"Min 1x pro Monat","1984","16-34 Jahre alt","Brandenburg","","","",""
"Min 1x pro Monat","1984","16-34 Jahre alt","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Monat","1984","16-34 Jahre alt","Sachsen","","","",""
"Min 1x pro Monat","1984","16-34 Jahre alt","Sachsen-Anhalt","","","",""
"Min 1x pro Monat","1984","16-34 Jahre alt","Thueringen","","","",""
"Min 1x pro Monat","1984","35-65 Jahre alt","Schleswig-Holstein","","","",""
"Min 1x pro Monat","1984","35-65 Jahre alt","Hamburg","","","",""
"Min 1x pro Monat","1984","35-65 Jahre alt","Niedersachsen","","","",""
"Min 1x pro Monat","1984","35-65 Jahre alt","Bremen","","","",""
"Min 1x pro Monat","1984","35-65 Jahre alt","Nordrhein-Westfalen","","","",""
"Min 1x pro Monat","1984","35-65 Jahre alt","Hessen","","","",""
"Min 1x pro Monat","1984","35-65 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"Min 1x pro Monat","1984","35-65 Jahre alt","Baden-Wuerttemberg","","","",""
"Min 1x pro Monat","1984","35-65 Jahre alt","Bayern","","","",""
"Min 1x pro Monat","1984","35-65 Jahre alt","Saarland","","","",""
"Min 1x pro Monat","1984","35-65 Jahre alt","Berlin","","","",""
"Min 1x pro Monat","1984","35-65 Jahre alt","Brandenburg","","","",""
"Min 1x pro Monat","1984","35-65 Jahre alt","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Monat","1984","35-65 Jahre alt","Sachsen","","","",""
"Min 1x pro Monat","1984","35-65 Jahre alt","Sachsen-Anhalt","","","",""
"Min 1x pro Monat","1984","35-65 Jahre alt","Thueringen","","","",""
"Min 1x pro Monat","1984","66 und älter","Schleswig-Holstein","","","",""
"Min 1x pro Monat","1984","66 und älter","Hamburg","","","",""
"Min 1x pro Monat","1984","66 und älter","Niedersachsen","","","",""
"Min 1x pro Monat","1984","66 und älter","Bremen","","","",""
"Min 1x pro Monat","1984","66 und älter","Nordrhein-Westfalen","","","",""
"Min 1x pro Monat","1984","66 und älter","Hessen","","","",""
"Min 1x pro Monat","1984","66 und älter","Rheinland-Pfalz,Saarland","","","",""
"Min 1x pro Monat","1984","66 und älter","Baden-Wuerttemberg","","","",""
"Min 1x pro Monat","1984","66 und älter","Bayern","","","",""
"Min 1x pro Monat","1984","66 und älter","Saarland","","","",""
"Min 1x pro Monat","1984","66 und älter","Berlin","","","",""
"Min 1x pro Monat","1984","66 und älter","Brandenburg","","","",""
"Min 1x pro Monat","1984","66 und älter","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Monat","1984","66 und älter","Sachsen","","","",""
"Min 1x pro Monat","1984","66 und älter","Sachsen-Anhalt","","","",""
"Min 1x pro Monat","1984","66 und älter","Thueringen","","","",""
"Seltener","1984","16-34 Jahre alt","Schleswig-Holstein","","","",""
"Seltener","1984","16-34 Jahre alt","Hamburg","","","",""
"Seltener","1984","16-34 Jahre alt","Niedersachsen","","","",""
"Seltener","1984","16-34 Jahre alt","Bremen","","","",""
"Seltener","1984","16-34 Jahre alt","Nordrhein-Westfalen","","","",""
"Seltener","1984","16-34 Jahre alt","Hessen","","","",""
"Seltener","1984","16-34 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"Seltener","1984","16-34 Jahre alt","Baden-Wuerttemberg","","","",""
"Seltener","1984","16-34 Jahre alt","Bayern","","","",""
"Seltener","1984","16-34 Jahre alt","Saarland","","","",""
"Seltener","1984","16-34 Jahre alt","Berlin","","","",""
"Seltener","1984","16-34 Jahre alt","Brandenburg","","","",""
"Seltener","1984","16-34 Jahre alt","Mecklenburg-Vorpommern","","","",""
"Seltener","1984","16-34 Jahre alt","Sachsen","","","",""
"Seltener","1984","16-34 Jahre alt","Sachsen-Anhalt","","","",""
"Seltener","1984","16-34 Jahre alt","Thueringen","","","",""
"Seltener","1984","35-65 Jahre alt","Schleswig-Holstein","","","",""
"Seltener","1984","35-65 Jahre alt","Hamburg","","","",""
"Seltener","1984","35-65 Jahre alt","Niedersachsen","","","",""
"Seltener","1984","35-65 Jahre alt","Bremen","","","",""
"Seltener","1984","35-65 Jahre alt","Nordrhein-Westfalen","","","",""
"Seltener","1984","35-65 Jahre alt","Hessen","","","",""
"Seltener","1984","35-65 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"Seltener","1984","35-65 Jahre alt","Baden-Wuerttemberg","","","",""
"Seltener","1984","35-65 Jahre alt","Bayern","","","",""
"Seltener","1984","35-65 Jahre alt","Saarland","","","",""
"Seltener","1984","35-65 Jahre alt","Berlin","","","",""
"Seltener","1984","35-65 Jahre alt","Brandenburg","","","",""
"Seltener","1984","35-65 Jahre alt","Mecklenburg-Vorpommern","","","",""
"Seltener","1984","35-65 Jahre alt","Sachsen","","","",""
"Seltener","1984","35-65 Jahre alt","Sachsen-Anhalt","","","",""
"Seltener","1984","35-65 Jahre alt","Thueringen","","","",""
"Seltener","1984","66 und älter","Schleswig-Holstein","","","",""
"Seltener","1984","66 und älter","Hamburg","","","",""
"Seltener","1984","66 und älter","Niedersachsen","","","",""
"Seltener","1984","66 und älter","Bremen","","","",""
"Seltener","1984","66 und älter","Nordrhein-Westfalen","","","",""
"Seltener","1984","66 und älter","Hessen","","","",""
"Seltener","1984","66 und älter","Rheinland-Pfalz,Saarland","","","",""
"Seltener","1984","66 und älter","Baden-Wuerttemberg","","","",""
"Seltener","1984","66 und älter","Bayern","","","",""
"Seltener","1984","66 und älter","Saarland","","","",""
"Seltener","1984","66 und älter","Berlin","","","",""
"Seltener","1984","66 und älter","Brandenburg","","","",""
"Seltener","1984","66 und älter","Mecklenburg-Vorpommern","","","",""
"Seltener","1984","66 und älter","Sachsen","","","",""
"Seltener","1984","66 und älter","Sachsen-Anhalt","","","",""
"Seltener","1984","66 und älter","Thueringen","","","",""
"Nie","1984","16-34 Jahre alt","Schleswig-Holstein","","","",""
"Nie","1984","16-34 Jahre alt","Hamburg","","","",""
"Nie","1984","16-34 Jahre alt","Niedersachsen","","","",""
"Nie","1984","16-34 Jahre alt","Bremen","","","",""
"Nie","1984","16-34 Jahre alt","Nordrhein-Westfalen","","","",""
"Nie","1984","16-34 Jahre alt","Hessen","","","",""
"Nie","1984","16-34 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"Nie","1984","16-34 Jahre alt","Baden-Wuerttemberg","","","",""
"Nie","1984","16-34 Jahre alt","Bayern","","","",""
"Nie","1984","16-34 Jahre alt","Saarland","","","",""
"Nie","1984","16-34 Jahre alt","Berlin","","","",""
"Nie","1984","16-34 Jahre alt","Brandenburg","","","",""
"Nie","1984","16-34 Jahre alt","Mecklenburg-Vorpommern","","","",""
"Nie","1984","16-34 Jahre alt","Sachsen","","","",""
"Nie","1984","16-34 Jahre alt","Sachsen-Anhalt","","","",""
"Nie","1984","16-34 Jahre alt","Thueringen","","","",""
"Nie","1984","35-65 Jahre alt","Schleswig-Holstein","","","",""
"Nie","1984","35-65 Jahre alt","Hamburg","","","",""
"Nie","1984","35-65 Jahre alt","Niedersachsen","","","",""
"Nie","1984","35-65 Jahre alt","Bremen","","","",""
"Nie","1984","35-65 Jahre alt","Nordrhein-Westfalen","","","",""
"Nie","1984","35-65 Jahre alt","Hessen","","","",""
"Nie","1984","35-65 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"Nie","1984","35-65 Jahre alt","Baden-Wuerttemberg","","","",""
"Nie","1984","35-65 Jahre alt","Bayern","","","",""
"Nie","1984","35-65 Jahre alt","Saarland","","","",""
"Nie","1984","35-65 Jahre alt","Berlin","","","",""
"Nie","1984","35-65 Jahre alt","Brandenburg","","","",""
"Nie","1984","35-65 Jahre alt","Mecklenburg-Vorpommern","","","",""
"Nie","1984","35-65 Jahre alt","Sachsen","","","",""
"Nie","1984","35-65 Jahre alt","Sachsen-Anhalt","","","",""
"Nie","1984","35-65 Jahre alt","Thueringen","","","",""
"Nie","1984","66 und älter","Schleswig-Holstein","","","",""
"Nie","1984","66 und älter","Hamburg","","","",""
"Nie","1984","66 und älter","Niedersachsen","","","",""
"Nie","1984","66 und älter","Bremen","","","",""
"Nie","1984","66 und älter","Nordrhein-Westfalen","","","",""
"Nie","1984","66 und älter","Hessen","","","",""
"Nie","1984","66 und älter","Rheinland-Pfalz,Saarland","","","",""
"Nie","1984","66 und älter","Baden-Wuerttemberg","","","",""
"Nie","1984","66 und älter","Bayern","","","",""
"Nie","1984","66 und älter","Saarland","","","",""
"Nie","1984","66 und älter","Berlin","","","",""
"Nie","1984","66 und älter","Brandenburg","","","",""
"Nie","1984","66 und älter","Mecklenburg-Vorpommern","","","",""
"Nie","1984","66 und älter","Sachsen","","","",""
"Nie","1984","66 und älter","Sachsen-Anhalt","","","",""
"Nie","1984","66 und älter","Thueringen","","","",""
"Nie, sehr selten (1984)","1984","16-34 Jahre alt","Schleswig-Holstein","124","0.900865395683119","0.850454571488861","0.951276219877378"
"Nie, sehr selten (1984)","1984","16-34 Jahre alt","Hamburg","108","0.940563168444552","0.897160395738952","0.983965941150152"
"Nie, sehr selten (1984)","1984","16-34 Jahre alt","Niedersachsen","408","0.923740729159882","0.898941217821351","0.948540240498412"
"Nie, sehr selten (1984)","1984","16-34 Jahre alt","Bremen","32","0.970321716442917","0.91242307322696","1.02822035965887"
"Nie, sehr selten (1984)","1984","16-34 Jahre alt","Nordrhein-Westfalen","1190","0.920571261651061","0.905746073879385","0.935396449422737"
"Nie, sehr selten (1984)","1984","16-34 Jahre alt","Hessen","463","0.885555901940992","0.857817749926149","0.913294053955836"
"Nie, sehr selten (1984)","1984","16-34 Jahre alt","Rheinland-Pfalz,Saarland","289","0.909196701177176","0.877416034316938","0.940977368037414"
"Nie, sehr selten (1984)","1984","16-34 Jahre alt","Baden-Wuerttemberg","812","0.956302736804078","0.942544113415373","0.970061360192783"
"Nie, sehr selten (1984)","1984","16-34 Jahre alt","Bayern","713","0.938029121952549","0.920853908747724","0.955204335157373"
"Nie, sehr selten (1984)","1984","16-34 Jahre alt","Saarland","","","",""
"Nie, sehr selten (1984)","1984","16-34 Jahre alt","Berlin","124","0.899009732899473","0.848737230327631","0.949282235471315"
"Nie, sehr selten (1984)","1984","16-34 Jahre alt","Brandenburg","","","",""
"Nie, sehr selten (1984)","1984","16-34 Jahre alt","Mecklenburg-Vorpommern","","","",""
"Nie, sehr selten (1984)","1984","16-34 Jahre alt","Sachsen","","","",""
"Nie, sehr selten (1984)","1984","16-34 Jahre alt","Sachsen-Anhalt","","","",""
"Nie, sehr selten (1984)","1984","16-34 Jahre alt","Thueringen","","","",""
"Nie, sehr selten (1984)","1984","35-65 Jahre alt","Schleswig-Holstein","181","0.871165507585624","0.825305135734314","0.917025879436934"
"Nie, sehr selten (1984)","1984","35-65 Jahre alt","Hamburg","141","0.943395372177475","0.906165626140571","0.980625118214378"
"Nie, sehr selten (1984)","1984","35-65 Jahre alt","Niedersachsen","577","0.922814797966622","0.901790230777149","0.943839365156095"
"Nie, sehr selten (1984)","1984","35-65 Jahre alt","Bremen","62","0.918047710905243","0.852369114946248","0.983726306864238"
"Nie, sehr selten (1984)","1984","35-65 Jahre alt","Nordrhein-Westfalen","1541","0.921263806993445","0.908319429269615","0.934208184717274"
"Nie, sehr selten (1984)","1984","35-65 Jahre alt","Hessen","591","0.929452427529496","0.909409140731848","0.949495714327143"
"Nie, sehr selten (1984)","1984","35-65 Jahre alt","Rheinland-Pfalz,Saarland","370","0.866613567683784","0.834059171096194","0.899167964271373"
"Nie, sehr selten (1984)","1984","35-65 Jahre alt","Baden-Wuerttemberg","1126","0.94592269797372","0.933018161223305","0.958827234724136"
"Nie, sehr selten (1984)","1984","35-65 Jahre alt","Bayern","990","0.91658092449276","0.90001276388961","0.93314908509591"
"Nie, sehr selten (1984)","1984","35-65 Jahre alt","Saarland","","","",""
"Nie, sehr selten (1984)","1984","35-65 Jahre alt","Berlin","208","0.934833692265682","0.902511350539009","0.967156033992356"
"Nie, sehr selten (1984)","1984","35-65 Jahre alt","Brandenburg","","","",""
"Nie, sehr selten (1984)","1984","35-65 Jahre alt","Mecklenburg-Vorpommern","","","",""
"Nie, sehr selten (1984)","1984","35-65 Jahre alt","Sachsen","","","",""
"Nie, sehr selten (1984)","1984","35-65 Jahre alt","Sachsen-Anhalt","","","",""
"Nie, sehr selten (1984)","1984","35-65 Jahre alt","Thueringen","","","",""
"Nie, sehr selten (1984)","1984","66 und älter","Schleswig-Holstein","42","0.963203125562826","0.907576058830138","1.01883019229551"
"Nie, sehr selten (1984)","1984","66 und älter","Hamburg","43","1","1","1"
"Nie, sehr selten (1984)","1984","66 und älter","Niedersachsen","142","0.953739448647499","0.920012641270324","0.987466256024674"
"Nie, sehr selten (1984)","1984","66 und älter","Bremen","30","0.938782877236617","0.855722836728435","1.0218429177448"
"Nie, sehr selten (1984)","1984","66 und älter","Nordrhein-Westfalen","274","0.975376210316106","0.957256199313812","0.9934962213184"
"Nie, sehr selten (1984)","1984","66 und älter","Hessen","99","0.959850462630063","0.921938912640234","0.997762012619892"
"Nie, sehr selten (1984)","1984","66 und älter","Rheinland-Pfalz,Saarland","109","0.978143470227811","0.951064573614456","1.00522236684117"
"Nie, sehr selten (1984)","1984","66 und älter","Baden-Wuerttemberg","202","0.983060904667121","0.965439123673925","1.00068268566032"
"Nie, sehr selten (1984)","1984","66 und älter","Bayern","214","0.949035644344067","0.920362956777097","0.977708331911037"
"Nie, sehr selten (1984)","1984","66 und älter","Saarland","","","",""
"Nie, sehr selten (1984)","1984","66 und älter","Berlin","43","1","1","1"
"Nie, sehr selten (1984)","1984","66 und älter","Brandenburg","","","",""
"Nie, sehr selten (1984)","1984","66 und älter","Mecklenburg-Vorpommern","","","",""
"Nie, sehr selten (1984)","1984","66 und älter","Sachsen","","","",""
"Nie, sehr selten (1984)","1984","66 und älter","Sachsen-Anhalt","","","",""
"Nie, sehr selten (1984)","1984","66 und älter","Thueringen","","","",""
"Gelegentlich (1984)","1984","16-34 Jahre alt","Schleswig-Holstein","","","",""
"Gelegentlich (1984)","1984","16-34 Jahre alt","Hamburg","","","",""
"Gelegentlich (1984)","1984","16-34 Jahre alt","Niedersachsen","","","",""
"Gelegentlich (1984)","1984","16-34 Jahre alt","Bremen","","","",""
"Gelegentlich (1984)","1984","16-34 Jahre alt","Nordrhein-Westfalen","56","0.0516898881522737","0.0395515103373936","0.0638282659671537"
"Gelegentlich (1984)","1984","16-34 Jahre alt","Hessen","","","",""
"Gelegentlich (1984)","1984","16-34 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"Gelegentlich (1984)","1984","16-34 Jahre alt","Baden-Wuerttemberg","","","",""
"Gelegentlich (1984)","1984","16-34 Jahre alt","Bayern","31","0.0424790419778582","0.0281121888391579","0.0568458951165585"
"Gelegentlich (1984)","1984","16-34 Jahre alt","Saarland","","","",""
"Gelegentlich (1984)","1984","16-34 Jahre alt","Berlin","","","",""
"Gelegentlich (1984)","1984","16-34 Jahre alt","Brandenburg","","","",""
"Gelegentlich (1984)","1984","16-34 Jahre alt","Mecklenburg-Vorpommern","","","",""
"Gelegentlich (1984)","1984","16-34 Jahre alt","Sachsen","","","",""
"Gelegentlich (1984)","1984","16-34 Jahre alt","Sachsen-Anhalt","","","",""
"Gelegentlich (1984)","1984","16-34 Jahre alt","Thueringen","","","",""
"Gelegentlich (1984)","1984","35-65 Jahre alt","Schleswig-Holstein","","","",""
"Gelegentlich (1984)","1984","35-65 Jahre alt","Hamburg","","","",""
"Gelegentlich (1984)","1984","35-65 Jahre alt","Niedersachsen","30","0.0542302154533216","0.0363893405118033","0.07207109039484"
"Gelegentlich (1984)","1984","35-65 Jahre alt","Bremen","","","",""
"Gelegentlich (1984)","1984","35-65 Jahre alt","Nordrhein-Westfalen","89","0.058876293371221","0.047562830565775","0.070189756176667"
"Gelegentlich (1984)","1984","35-65 Jahre alt","Hessen","","","",""
"Gelegentlich (1984)","1984","35-65 Jahre alt","Rheinland-Pfalz,Saarland","30","0.0841221909667534","0.0575446292385337","0.110699752694973"
"Gelegentlich (1984)","1984","35-65 Jahre alt","Baden-Wuerttemberg","33","0.0366290963919931","0.0259110174214833","0.0473471753625029"
"Gelegentlich (1984)","1984","35-65 Jahre alt","Bayern","52","0.0518105661527558","0.0385301119995426","0.065091020305969"
"Gelegentlich (1984)","1984","35-65 Jahre alt","Saarland","","","",""
"Gelegentlich (1984)","1984","35-65 Jahre alt","Berlin","","","",""
"Gelegentlich (1984)","1984","35-65 Jahre alt","Brandenburg","","","",""
"Gelegentlich (1984)","1984","35-65 Jahre alt","Mecklenburg-Vorpommern","","","",""
"Gelegentlich (1984)","1984","35-65 Jahre alt","Sachsen","","","",""
"Gelegentlich (1984)","1984","35-65 Jahre alt","Sachsen-Anhalt","","","",""
"Gelegentlich (1984)","1984","35-65 Jahre alt","Thueringen","","","",""
"Gelegentlich (1984)","1984","66 und älter","Schleswig-Holstein","","","",""
"Gelegentlich (1984)","1984","66 und älter","Hamburg","","","",""
"Gelegentlich (1984)","1984","66 und älter","Niedersachsen","","","",""
"Gelegentlich (1984)","1984","66 und älter","Bremen","","","",""
"Gelegentlich (1984)","1984","66 und älter","Nordrhein-Westfalen","","","",""
"Gelegentlich (1984)","1984","66 und älter","Hessen","","","",""
"Gelegentlich (1984)","1984","66 und älter","Rheinland-Pfalz,Saarland","","","",""
"Gelegentlich (1984)","1984","66 und älter","Baden-Wuerttemberg","","","",""
"Gelegentlich (1984)","1984","66 und älter","Bayern","","","",""
"Gelegentlich (1984)","1984","66 und älter","Saarland","","","",""
"Gelegentlich (1984)","1984","66 und älter","Berlin","","","",""
"Gelegentlich (1984)","1984","66 und älter","Brandenburg","","","",""
"Gelegentlich (1984)","1984","66 und älter","Mecklenburg-Vorpommern","","","",""
"Gelegentlich (1984)","1984","66 und älter","Sachsen","","","",""
"Gelegentlich (1984)","1984","66 und älter","Sachsen-Anhalt","","","",""
"Gelegentlich (1984)","1984","66 und älter","Thueringen","","","",""
"Haeufig,regelmaessig (1984)","1984","16-34 Jahre alt","Schleswig-Holstein","","","",""
"Haeufig,regelmaessig (1984)","1984","16-34 Jahre alt","Hamburg","","","",""
"Haeufig,regelmaessig (1984)","1984","16-34 Jahre alt","Niedersachsen","","","",""
"Haeufig,regelmaessig (1984)","1984","16-34 Jahre alt","Bremen","","","",""
"Haeufig,regelmaessig (1984)","1984","16-34 Jahre alt","Nordrhein-Westfalen","32","0.0277388501966652","0.0187352053056237","0.0367424950877067"
"Haeufig,regelmaessig (1984)","1984","16-34 Jahre alt","Hessen","","","",""
"Haeufig,regelmaessig (1984)","1984","16-34 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"Haeufig,regelmaessig (1984)","1984","16-34 Jahre alt","Baden-Wuerttemberg","","","",""
"Haeufig,regelmaessig (1984)","1984","16-34 Jahre alt","Bayern","","","",""
"Haeufig,regelmaessig (1984)","1984","16-34 Jahre alt","Saarland","","","",""
"Haeufig,regelmaessig (1984)","1984","16-34 Jahre alt","Berlin","","","",""
"Haeufig,regelmaessig (1984)","1984","16-34 Jahre alt","Brandenburg","","","",""
"Haeufig,regelmaessig (1984)","1984","16-34 Jahre alt","Mecklenburg-Vorpommern","","","",""
"Haeufig,regelmaessig (1984)","1984","16-34 Jahre alt","Sachsen","","","",""
"Haeufig,regelmaessig (1984)","1984","16-34 Jahre alt","Sachsen-Anhalt","","","",""
"Haeufig,regelmaessig (1984)","1984","16-34 Jahre alt","Thueringen","","","",""
"Haeufig,regelmaessig (1984)","1984","35-65 Jahre alt","Schleswig-Holstein","","","",""
"Haeufig,regelmaessig (1984)","1984","35-65 Jahre alt","Hamburg","","","",""
"Haeufig,regelmaessig (1984)","1984","35-65 Jahre alt","Niedersachsen","","","",""
"Haeufig,regelmaessig (1984)","1984","35-65 Jahre alt","Bremen","","","",""
"Haeufig,regelmaessig (1984)","1984","35-65 Jahre alt","Nordrhein-Westfalen","33","0.0198598996353343","0.0131543470903423","0.0265654521803263"
