year,pli0097_h,migback,pgisced97,proportion,n,lower_confidence,upper_confidence
1985,At least once per week,No migration background,middle vocational,0.36633663366336633,14443,0.358478908384472,0.37419435894226066
1985,At least once per week,No migration background,higher education,0.2079207920792079,14443,0.20130227593097688,0.21453930822743894
1985,At least once per week,No migration background,higher vocational,0.13861386138613863,14443,0.13297839795327118,0.14424932481900607
1985,At least once per week,No migration background,general elementary,0.10891089108910891,14443,0.10383019065204699,0.11399159152617083
1985,At least once per week,Direct migration background,middle vocational,0.04950495049504951,14443,0.045967204804262196,0.05304269618583682
1985,At least once per week,No migration background,vocational + Abi,0.04950495049504951,14443,0.045967204804262196,0.05304269618583682
1985,At least once per week,Direct migration background,general elementary,0.0297029702970297,14443,0.026934246348932114,0.03247169424512729
1985,At least once per week,Direct migration background,inadequately,0.019801980198019802,14443,0.017529821887903134,0.02207413850813647
1985,At least once per week,Direct migration background,higher education,0.019801980198019802,14443,0.017529821887903134,0.02207413850813647
1985,At least once per week,No migration background,inadequately,0.009900990099009901,14443,0.008286237501042477,0.011515742696977325
1985,At least once per month,No migration background,middle vocational,0.4494949494949495,14443,0.4413821558826052,0.4576077431072938
1985,At least once per month,No migration background,higher education,0.18686868686868688,14443,0.18051133901150698,0.19322603472586677
1985,At least once per month,No migration background,general elementary,0.1111111111111111,14443,0.10598568650186233,0.11623653572035988
1985,At least once per month,No migration background,higher vocational,0.08080808080808081,14443,0.07636322311838124,0.08525293849778039
1985,At least once per month,No migration background,vocational + Abi,0.045454545454545456,14443,0.04205739851413617,0.048851692394954745
1985,At least once per month,Direct migration background,general elementary,0.04040404040404041,14443,0.03719271755453822,0.043615363253542594
1985,At least once per month,Direct migration background,middle vocational,0.03535353535353535,14443,0.03234172321637905,0.038365347490691655
1985,At least once per month,Direct migration background,inadequately,0.010101010101010102,14443,0.008470193179885493,0.011731827022134711
1985,At least once per month,Direct migration background,higher vocational,0.010101010101010102,14443,0.008470193179885493,0.011731827022134711
1985,At least once per month,Direct migration background,vocational + Abi,0.010101010101010102,14443,0.008470193179885493,0.011731827022134711
1985,At least once per month,Direct migration background,higher education,0.010101010101010102,14443,0.008470193179885493,0.011731827022134711
1985,At least once per month,Indirect migration background,general elementary,0.005050505050505051,14443,0.0038944053503403566,0.006206604750669745
1985,At least once per month,No migration background,in school,0.005050505050505051,14443,0.0038944053503403566,0.006206604750669745
1985,Seldom,No migration background,middle vocational,0.4556213017751479,14443,0.4474989847353146,0.4637436188149813
1985,Seldom,No migration background,higher education,0.15384615384615385,14443,0.1479618464276466,0.15973046126466112
1985,Seldom,No migration background,general elementary,0.1242603550295858,14443,0.11888036877374136,0.12964034128543023
1985,Seldom,No migration background,higher vocational,0.08284023668639054,14443,0.07834481405069282,0.08733565932208825
1985,Seldom,Direct migration background,middle vocational,0.047337278106508875,14443,0.043873910483789164,0.050800645729228586
1985,Seldom,No migration background,vocational + Abi,0.03747534516765286,14443,0.03437788223499231,0.040572808100313405
1985,Seldom,Direct migration background,inadequately,0.01972386587771203,14443,0.01745610321429939,0.021991628541124672
1985,Seldom,Direct migration background,higher education,0.01972386587771203,14443,0.01745610321429939,0.021991628541124672
1985,Seldom,Direct migration background,general elementary,0.015779092702169626,14443,0.0137466670265742,0.01781151837776505
1985,Seldom,Direct migration background,vocational + Abi,0.013806706114398421,14443,0.011903641962221285,0.015709770266575558
1985,Seldom,No migration background,in school,0.013806706114398421,14443,0.011903641962221285,0.015709770266575558
1985,Seldom,Direct migration background,higher vocational,0.005917159763313609,14443,0.004666338365881375,0.007167981160745844
1985,Seldom,Indirect migration background,higher education,0.0039447731755424065,14443,0.0029224690973550568,0.004967077253729756
1985,Seldom,Indirect migration background,general elementary,0.0039447731755424065,14443,0.0029224690973550568,0.004967077253729756
1985,Seldom,Indirect migration background,middle vocational,0.0019723865877712033,14443,0.0012487930746804324,0.002695980100861974
1985,Never,No migration background,middle vocational,0.392551325698958,14443,0.3845873416004087,0.4005153097975073
1985,Never,No migration background,general elementary,0.19333539667801505,14443,0.18689474884888221,0.1997760445071479
1985,Never,Direct migration background,general elementary,0.08779531620757247,14443,0.08317991788031862,0.09241071453482633
1985,Never,Direct migration background,middle vocational,0.08779531620757247,14443,0.08317991788031862,0.09241071453482633
1985,Never,Direct migration background,inadequately,0.07428040854224698,14443,0.07000375336322179,0.07855706372127216
1985,Never,No migration background,higher education,0.05137728257505416,14443,0.047776808475135706,0.054977756674972615
1985,Never,No migration background,higher vocational,0.050242443000103165,14443,0.04667982613993404,0.05380505986027229
1985,Never,No migration background,vocational + Abi,0.014030743835757763,14443,0.012112519483342965,0.01594896818817256
1985,Never,Direct migration background,higher education,0.009697720004126689,14443,0.008099464989875647,0.01129597501837773
1985,Never,Direct migration background,vocational + Abi,0.009181883833694419,14443,0.007626311422920254,0.010737456244468584
1985,Never,No migration background,inadequately,0.007324873620138244,14443,0.005934181468768938,0.00871556577150755
1985,Never,No migration background,in school,0.006912204683792427,14443,0.005560974048637534,0.008263435318947321
1985,Never,Indirect migration background,middle vocational,0.004952027236149799,14443,0.0038071975361664845,0.006096856936133113
1985,Never,Direct migration background,higher vocational,0.004333023831631074,14443,0.0032618006657360015,0.0054042469975261465
1985,Never,Indirect migration background,general elementary,0.003714020427112349,14443,0.0027219522494801906,0.004706088604744508
1985,Never,Direct migration background,in school,0.0010316723408645414,14443,0.0005081031064712086,0.0015552415752578743
1985,Never,Indirect migration background,in school,0.00041266893634581657,14443,8.14321010803169e-05,0.0007439057716113163
1985,Never,Indirect migration background,higher vocational,0.00041266893634581657,14443,8.14321010803169e-05,0.0007439057716113163
