"pli0097_h","year","bildungsniveau","quintil_oecd","n","percent","lower_confidence_percent","upper_confidence_percent"
"Täglich","1995","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","","","",""
"Täglich","1995","(noch) kein Abschluss","2","","","",""
"Täglich","1995","(noch) kein Abschluss","3","","","",""
"Täglich","1995","(noch) kein Abschluss","4","","","",""
"Täglich","1995","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","","","",""
"Täglich","1995","Hauptschule","1 Einkommensschwächstes Quintil","5","","",""
"Täglich","1995","Hauptschule","2","2","","",""
"Täglich","1995","Hauptschule","3","","","",""
"Täglich","1995","Hauptschule","4","1","","",""
"Täglich","1995","Hauptschule","5 Einkommensstärkstes Quintil","1","","",""
"Täglich","1995","Realschule","1 Einkommensschwächstes Quintil","3","","",""
"Täglich","1995","Realschule","2","2","","",""
"Täglich","1995","Realschule","3","","","",""
"Täglich","1995","Realschule","4","","","",""
"Täglich","1995","Realschule","5 Einkommensstärkstes Quintil","","","",""
"Täglich","1995","(Fach-)Abitur","1 Einkommensschwächstes Quintil","","","",""
"Täglich","1995","(Fach-)Abitur","2","","","",""
"Täglich","1995","(Fach-)Abitur","3","","","",""
"Täglich","1995","(Fach-)Abitur","4","2","","",""
"Täglich","1995","(Fach-)Abitur","5 Einkommensstärkstes Quintil","","","",""
"Täglich","1995","AkademikerIn","1 Einkommensschwächstes Quintil","","","",""
"Täglich","1995","AkademikerIn","2","2","","",""
"Täglich","1995","AkademikerIn","3","2","","",""
"Täglich","1995","AkademikerIn","4","2","","",""
"Täglich","1995","AkademikerIn","5 Einkommensstärkstes Quintil","4","","",""
"Min 1x pro Woche","1995","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","4","","",""
"Min 1x pro Woche","1995","(noch) kein Abschluss","2","","","",""
"Min 1x pro Woche","1995","(noch) kein Abschluss","3","","","",""
"Min 1x pro Woche","1995","(noch) kein Abschluss","4","1","","",""
"Min 1x pro Woche","1995","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","1","","",""
"Min 1x pro Woche","1995","Hauptschule","1 Einkommensschwächstes Quintil","13","","",""
"Min 1x pro Woche","1995","Hauptschule","2","12","","",""
"Min 1x pro Woche","1995","Hauptschule","3","6","","",""
"Min 1x pro Woche","1995","Hauptschule","4","8","","",""
"Min 1x pro Woche","1995","Hauptschule","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Woche","1995","Realschule","1 Einkommensschwächstes Quintil","9","","",""
"Min 1x pro Woche","1995","Realschule","2","5","","",""
"Min 1x pro Woche","1995","Realschule","3","10","","",""
"Min 1x pro Woche","1995","Realschule","4","4","","",""
"Min 1x pro Woche","1995","Realschule","5 Einkommensstärkstes Quintil","3","","",""
"Min 1x pro Woche","1995","(Fach-)Abitur","1 Einkommensschwächstes Quintil","2","","",""
"Min 1x pro Woche","1995","(Fach-)Abitur","2","4","","",""
"Min 1x pro Woche","1995","(Fach-)Abitur","3","1","","",""
"Min 1x pro Woche","1995","(Fach-)Abitur","4","3","","",""
"Min 1x pro Woche","1995","(Fach-)Abitur","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Woche","1995","AkademikerIn","1 Einkommensschwächstes Quintil","9","","",""
"Min 1x pro Woche","1995","AkademikerIn","2","8","","",""
"Min 1x pro Woche","1995","AkademikerIn","3","9","","",""
"Min 1x pro Woche","1995","AkademikerIn","4","6","","",""
"Min 1x pro Woche","1995","AkademikerIn","5 Einkommensstärkstes Quintil","4","","",""
"Min 1x pro Monat","1995","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","2","","",""
"Min 1x pro Monat","1995","(noch) kein Abschluss","2","","","",""
"Min 1x pro Monat","1995","(noch) kein Abschluss","3","","","",""
"Min 1x pro Monat","1995","(noch) kein Abschluss","4","1","","",""
"Min 1x pro Monat","1995","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Monat","1995","Hauptschule","1 Einkommensschwächstes Quintil","34","0.013190456021475","0.00872624889865196","0.0176546631442981"
"Min 1x pro Monat","1995","Hauptschule","2","22","","",""
"Min 1x pro Monat","1995","Hauptschule","3","16","","",""
"Min 1x pro Monat","1995","Hauptschule","4","5","","",""
"Min 1x pro Monat","1995","Hauptschule","5 Einkommensstärkstes Quintil","10","","",""
"Min 1x pro Monat","1995","Realschule","1 Einkommensschwächstes Quintil","16","","",""
"Min 1x pro Monat","1995","Realschule","2","7","","",""
"Min 1x pro Monat","1995","Realschule","3","13","","",""
"Min 1x pro Monat","1995","Realschule","4","13","","",""
"Min 1x pro Monat","1995","Realschule","5 Einkommensstärkstes Quintil","5","","",""
"Min 1x pro Monat","1995","(Fach-)Abitur","1 Einkommensschwächstes Quintil","6","","",""
"Min 1x pro Monat","1995","(Fach-)Abitur","2","1","","",""
"Min 1x pro Monat","1995","(Fach-)Abitur","3","3","","",""
"Min 1x pro Monat","1995","(Fach-)Abitur","4","1","","",""
"Min 1x pro Monat","1995","(Fach-)Abitur","5 Einkommensstärkstes Quintil","2","","",""
"Min 1x pro Monat","1995","AkademikerIn","1 Einkommensschwächstes Quintil","13","","",""
"Min 1x pro Monat","1995","AkademikerIn","2","24","","",""
"Min 1x pro Monat","1995","AkademikerIn","3","17","","",""
"Min 1x pro Monat","1995","AkademikerIn","4","15","","",""
"Min 1x pro Monat","1995","AkademikerIn","5 Einkommensstärkstes Quintil","9","","",""
"Seltener","1995","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","12","","",""
"Seltener","1995","(noch) kein Abschluss","2","10","","",""
"Seltener","1995","(noch) kein Abschluss","3","4","","",""
"Seltener","1995","(noch) kein Abschluss","4","5","","",""
"Seltener","1995","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","","","",""
"Seltener","1995","Hauptschule","1 Einkommensschwächstes Quintil","150","0.0697517609122786","0.0597845241032258","0.0797189977213314"
"Seltener","1995","Hauptschule","2","126","0.0691638285216268","0.057675960539163","0.0806516965040907"
"Seltener","1995","Hauptschule","3","50","0.0575544538869686","0.0427210540489084","0.0723878537250288"
"Seltener","1995","Hauptschule","4","55","0.103204158504497","0.077962006191981","0.128446310817013"
"Seltener","1995","Hauptschule","5 Einkommensstärkstes Quintil","15","","",""
"Seltener","1995","Realschule","1 Einkommensschwächstes Quintil","83","0.0808616255293476","0.0645873976234154","0.0971358534352797"
"Seltener","1995","Realschule","2","71","0.0790085292359429","0.0614917726373464","0.0965252858345394"
"Seltener","1995","Realschule","3","48","0.0913065999122295","0.0670791363827941","0.115534063441665"
"Seltener","1995","Realschule","4","35","0.0874308230194851","0.0591050617347691","0.115756584304201"
"Seltener","1995","Realschule","5 Einkommensstärkstes Quintil","15","","",""
"Seltener","1995","(Fach-)Abitur","1 Einkommensschwächstes Quintil","29","","",""
"Seltener","1995","(Fach-)Abitur","2","23","","",""
"Seltener","1995","(Fach-)Abitur","3","18","","",""
"Seltener","1995","(Fach-)Abitur","4","16","","",""
"Seltener","1995","(Fach-)Abitur","5 Einkommensstärkstes Quintil","13","","",""
"Seltener","1995","AkademikerIn","1 Einkommensschwächstes Quintil","41","0.108236447927645","0.0760540646830657","0.140418831172225"
"Seltener","1995","AkademikerIn","2","56","0.129693741151497","0.0988236469225926","0.160563835380402"
"Seltener","1995","AkademikerIn","3","52","0.12223169383654","0.0889905822699047","0.155472805403176"
"Seltener","1995","AkademikerIn","4","34","0.14894271990579","0.109309780813582","0.188575658997999"
"Seltener","1995","AkademikerIn","5 Einkommensstärkstes Quintil","36","0.17408981983515","0.127179939203866","0.220999700466435"
"Nie","1995","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","461","0.94539847992583","0.925051959401678","0.965745000449982"
"Nie","1995","(noch) kein Abschluss","2","212","0.943228403102015","0.912788336800803","0.973668469403228"
"Nie","1995","(noch) kein Abschluss","3","94","0.958635033365801","0.919209457958149","0.998060608773453"
"Nie","1995","(noch) kein Abschluss","4","50","0.771423979021203","0.662412416532916","0.880435541509489"
"Nie","1995","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","17","","",""
"Nie","1995","Hauptschule","1 Einkommensschwächstes Quintil","2307","0.911061369598136","0.899923123863867","0.922199615332405"
"Nie","1995","Hauptschule","2","1712","0.913137729457399","0.900386647703801","0.925888811210998"
"Nie","1995","Hauptschule","3","875","0.913194187109447","0.895262172877333","0.931126201341561"
"Nie","1995","Hauptschule","4","489","0.868554616536297","0.840519508960652","0.896589724111942"
"Nie","1995","Hauptschule","5 Einkommensstärkstes Quintil","153","0.85060888534504","0.798387436495767","0.902830334194312"
"Nie","1995","Realschule","1 Einkommensschwächstes Quintil","967","0.891417003326631","0.872844943283847","0.909989063369416"
"Nie","1995","Realschule","2","826","0.906675954180135","0.887786833961222","0.925565074399047"
"Nie","1995","Realschule","3","472","0.84844671463921","0.818285894964498","0.878607534313922"
"Nie","1995","Realschule","4","330","0.86953235237071","0.835756159321412","0.903308545420008"
"Nie","1995","Realschule","5 Einkommensstärkstes Quintil","157","0.875604175904974","0.827390676837066","0.923817674972882"
"Nie","1995","(Fach-)Abitur","1 Einkommensschwächstes Quintil","346","0.886848030872311","0.855122831126012","0.91857323061861"
