year,age_gr,sex,pli0097_h,proportion,n,proportion_lower_confidence,proportion_upper_confidence
1985,18-29 y.,male,Never,0.9056210964607911,14443,0.9008530761697714,0.9103891167518109
1985,18-29 y.,male,Seldom,0.06939625260235947,14443,0.06525169887578058,0.07354080632893836
1985,18-29 y.,male,At least once per month,0.016655100624566273,14443,0.014567949333290316,0.01874225191584223
1985,18-29 y.,male,At least once per week,0.008327550312283136,14443,0.006845475514360266,0.009809625110206006
1985,18-29 y.,female,Never,0.9319971367215462,14443,0.9278913323349187,0.9361029411081736
1985,18-29 y.,female,Seldom,0.047244094488188976,14443,0.04378396815935161,0.050704220817026344
1985,18-29 y.,female,At least once per month,0.015748031496062992,14443,0.013717575185856791,0.017778487806269193
1985,18-29 y.,female,At least once per week,0.005010737294201861,14443,0.0038591751498372132,0.006162299438566509
1985,30-45 y.,male,Never,0.8816568047337278,14443,0.8763887680176438,0.8869248414498118
1985,30-45 y.,male,Seldom,0.06804733727810651,14443,0.06394028850475263,0.07215438605146039
1985,30-45 y.,male,At least once per month,0.03017751479289941,14443,0.02738744397996589,0.032967585605832926
1985,30-45 y.,male,At least once per week,0.020118343195266272,14443,0.01782847605040781,0.022408210340124735
1985,30-45 y.,female,Never,0.934021801491681,14443,0.9299731900411249,0.9380704129422371
1985,30-45 y.,female,Seldom,0.045324153757888695,14443,0.041931651188573914,0.04871665632720348
1985,30-45 y.,female,At least once per month,0.01549053356282272,14443,0.013476482382638644,0.017504584743006795
1985,30-45 y.,female,At least once per week,0.0051635111876075735,14443,0.00399461543671415,0.006332406938500997
1985,46-65 y.,male,Never,0.8952847519902021,14443,0.8902911615201025,0.9002783424603017
1985,46-65 y.,male,Seldom,0.05756276791181874,14443,0.053764160443908304,0.061361375379729174
1985,46-65 y.,male,At least once per month,0.030006123698714023,14443,0.027223741349290644,0.0327885060481374
1985,46-65 y.,male,At least once per week,0.017146356399265157,14443,0.015029176729429211,0.0192635360691011
1985,46-65 y.,female,Never,0.9628942486085343,14443,0.9598115059135445,0.9659769913035242
1985,46-65 y.,female,Seldom,0.021645021645021644,14443,0.01927171088850853,0.024018332401534757
